"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Gresham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78450,71925,70350,69900,65000,69900,70000,80000,76950,86223.5,85000,86450,89000,91000,89000,89000,89900,90500,89000,83000,80454,79950,80069,80000,75000,80000,80000,80000,80000,85000,85000,91250,99009,90000,90000,90000,95443.5,99900,99900,99900
"North Highlands","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",126,1e+05,102450,104950,110500,112500,114000,114000,110000,109000,1e+05,99900,99000,93950,87000,89900,89900,88500,85000,85000,85000,86200,84900,84700,81000,80900,83000,85000,89150,89450,94000,98000,99250,99750,1e+05,109950,110000,117000,120000,120000,120000,122500,133000,138000,135000,139999,139894,135000,140000,152900,153000,155000,155000,155000,160000,162250,165000,163250,160000,159950,140000,159993.5,159450,158500,159000,170000,172250,175000,179000,179925,179900,181500,179900,180000,185000,190000,199000,197984.5,199000,199000,199900,210000,215000,211250,215000,213750,211403,215000,219000,229000,229900,231000,239000,235000,240000,239999,239999,240000,244250,248950,249900,250000,250000,249999.5,250000,252950,255000,255000,249999.5,253950,255000,259250,256000,260000,268000,269450,265000,260000
"Southwest Anaheim","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424500,433500,425000,399000,420000,448888,437999.5,434900,425000,429990,450000,449900,442450,439900,434250,430750,440000,402450,396750
"El Sereno","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",128,236894,250000,238888,240000,241450,234000,240944,249900,244000,235000,239000,234900,229000,224250,229500,225000,219900,219000,219999.5,224950,225000,222500,220000,219950,216499,219000,219450,237700,237400,225000,227000,233650,249900,265000,269950,279000,264900,269000,277000,275000,269500,290000,299749.5,320000,324450,321950,325000,324450,325000,325000,325000,342499.5,347000,348500,338000,343000,338500,335000,329900,335000,339000,339000,339000,348750,342500,349450,341000,340000,335000,339000,374950,386500,386500,385000,395000,404450,389000,382000,382000,388000,387000,389000,375000,389999,408000,419000,425000,419000,425000,427500,439000,439000,439000,449000,450000,449000,429000,465000,450000,459000,459000,449444,459000,459000,462000,465000,462500,460000,460000,458888,458888,469000,469000,477000,477500,469000,469000
"Allapattah","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,162500,159975.5,160000,160000,159951,149550,149900,149000,149725,154950,154950,152500,152500
"Englewood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,37250,35000,35000,30000,30000,30900,35000,38000,35450,34900,32950,33450,35000,34500,32900,37300,39000,39900,39900,42044.5,39900,35892.5,38500,39900,36237,35000,37950,40000,41680,44900,39900,45000,45000,40000,45250,45200,45875,49999,49900,49900,49900,44600
"Jefferson Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129950,137000,148250,149450,149900,149900,144900,140000,140000,140000,139950,142450,140000,139950,139999.5,139949.5,142493.5,139999.5,139950,139900
"Briarforest Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90450,91950,92000,99500,100250,105900,100250,99000,102750,99000,99250,99000,99000,99999,102450,100950,104500,100947.5,99500,99500,96500,94900,98900,99400,109999,110000,105000,99150,101500,106000,112250,112000,115200,116700,114990,114995,110000,118000,127500,125000,125000,129000,134950
"Rancho Bernardo","San Diego","CA","San Diego-Carlsbad","San Diego County",133,219500,224900,237450,230000,229950,229000,224900,232450,234950,230000,235000,232500,222000,219000,219450,229000,225000,225000,219450,218300,216150,215000,210000,214900,210000,210000,209900,209950,215000,210000,205000,206688,205000,219000,2e+05,215000,219000,229000,235000,249900,250000,258000,245000,260900,287450,280000,279000,280000,286500,279000,289000,299000,285876,285876,294894,304900,310000,295000,299000,299749.5,304000,313000,315000,310500,315000,307900,319900,319950,319900,319900,318000,315000,295000,329000,330000,330000,327450,330000,337000,335000,345000,345000,350000,352500,370000,375000,367000,368300,361500,369000,375000,369900,374250,375000,379900,367000,365000,375000,399000,395000,397000,392250,397000,407500,410000,398500,395000,390000,399000,392500,398950,399450,399000,387000,399500,399000,419300
"Kew Gardens Hills","New York","NY","New York-Newark-Jersey City","Queens County",134,209876,209000,189000,186495,189000,199000,199999,209000,209000,203000,207500,206000,206000,205000,199999,199999,199999,199999,197888,195000,189000,179999,184999,185000,189000,189000,185000,179900,179000,179000,179000,180000,185000,179000,182000,175000,178500,178000,174995,188000,188000,184949.5,178000,179000,178000,174995,180000,180000,180000,181350,181350,189944,198000,189000,189000,174995,174990,169900,185000,179000,178500,187000,182000,184950,180000,184880,194440,205000,199000,196000,195500,189000,189000,189000,2e+05,209444,215000,210000,209950,214880,216440,220000,219888,225000,219000,219000,219000,219000,235000,235000,239000,249440,248500,255000,264880,264880,268000,264880,255000,255000,255000,258944,255000,255000,258000,258000,258000,259000,258888,258444,268000,268000,269000,269000,268000,268000,268000
"Olney","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",135,99000,99900,1e+05,99950,101375,99950,97500,94995,90950,89900,91995,89900,89900,89000,89900,89900,89900,90000,89949.5,89900,87500,88250,87000,87000,88000,85000,87450,87450,84900,80000,79999.5,79000,79000,75000,75900,79000,75900,75450,78450,79000,75000,75495,77500,74999,79000,76000,76000,77000,74900,74900,75000,81900,81900,78500,77750,79000,79949.5,84900,79900,79900,79900,79900,79900,79999.5,79900,79900,79000,78950,79000,77499.5,79900,84800,79900,79900,79900,79900,79900,80000,79900,84800,89000,89900,80000,80000,88000,88000,89900,88378,89950,90000,89900,85000,88900,85000,84900,84400,84900,86900,85000,88000,85000,95000,90000,95000,1e+05,1e+05,1e+05,99940,1e+05,1e+05,100598.5,110000,109900,108000,112000,113000,115900
"Valley High-North Laguna","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172500,170000,170000,179450,179950,179000,179000,179450,184300,179900,179900,185000,189500,192000,185000,159950,182250,179900,199950,195000,205000,205000,210000,208000,209700,208750,219000,219000,218700,229900,235000,233000,229944,229944,244400,249000,249000,249950,249950,250000,249500,249000,259000,265000,264000,265500,268000,269900,269000,270000,275000,269000,269900,269950,275000,279250,285000,294450,295000,289900,289900,289000,286950,289900,286000,299000,289900,292444,299000,299000,299000,298800,299000
"Rego Park","New York","NY","New York-Newark-Jersey City","Queens County",137,199000,199000,199999.5,199999.5,199900,199700,199950,207500,2e+05,199000,199000,195000,195000,189000,189000,188000,188000,188000,189000,189000,189000,189000,191000,195000,192000,195000,199000,195000,195000,189000,187500,186250,189000,189000,190000,192388.5,194888.5,197000,195000,198944,195500,199000,199000,199000,209000,199388.5,206500,208000,208000,205000,208000,209000,205000,205000,199888.5,2e+05,199000,198000,205000,209988,218000,215000,219000,223000,225000,225000,219000,219000,221944,229000,228888,228450,228950,229000,225000,225000,228000,229000,229000,238500,238000,239000,236000,238000,247000,229000,229000,247000,251500,245000,253000,259000,259944,259000,259000,259000,255000,259000,265000,259000,277000,279000,285500,289000,297000,299993,299888,309000,309000,308944,299995,299874.5,299000,289999,288500,290000,289000
"North Cheyenne","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,185900,199950,2e+05,210000,224950,222000,215000,215000,207500,202449.5,209000,212500
"Ocean Parkway","New York","NY","New York-Newark-Jersey City","Kings County",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000,289000,289000,275000,269000,271499.5,297000,297000,294000,292000,285500,289000,292000,289000,293500,295000
"Parkchester","New York","NY","New York-Newark-Jersey City","Bronx County",140,135000,145000,140000,139000,138000,135000,135000,130000,134875,125000,129000,129000,129000,119500,120000,119000,119000,119000,119000,124000,119450,119000,120000,118000,119000,118000,114999.5,115000,111000,110000,110000,116000,120000,125000,125000,125000,125000,120000,117000,120000,115000,112000,110000,109718,107000,109000,110000,114900,115000,110000,109450,115000,110000,114000,120000,120000,125000,119000,115000,115000,115000,115000,120000,125000,121500,123000,125000,122500,121500,125000,125000,124000,125000,129000,123750,125000,127000,128500,137000,135000,135000,139000,136495,131995,139000,139500,139000,140000,149999,150000,150000,149000,153500,155000,150217,155000,159000,160000,160000,165000,168000,179100,175000,181500,185000,181500,185000,185000,180000,182500,189000,185000,184000,185000,185000,196999.5,195000
"North","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108000,105000,115000,115000,113950,117000,119000,118000,119250,119900,120000,122000,119450,119000,120000,115750,124000
"Edenvale - Seven Trees","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698944,738500,759000,739000,779900,749950,759394,765000,758000,758000,775000,785000,785000,779900,760000,724944,730000,758444,749000
"Watts","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",143,125100,135000,135000,144500,150000,150000,149950,150000,149900,149949.5,149900,145000,146777,140000,139900,140000,140000,150000,149900,144900,144900,140000,139950,135000,136100,138900,140000,145000,149900,155000,160000,160000,160000,159900,163297.5,169900,179000,182450,180000,185000,189000,195000,199900,199450,194450,196950,210000,209000,209000,225000,219900,216400,229900,239000,248444,239250,249450,249000,240000,240000,245000,252350,249900,249450,249000,250000,265000,269000,278999,282450,275000,279950,289450,289950,289950,289000,289900,299900,299900,312000,3e+05,309900,309900,309900,317500,319950,309900,315000,310000,302500,3e+05,305000,324500,339000,339450,339000,330000,339000,355000,360000,350000,350000,365000,369900,369000,376000,379000,377450,380000,382500,385000,379900,375000,375000,385000,384999,389990
"North Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143400,139500,125000,127500,135000,138000,135000,144950,148700,146000,142499.5,135000,142500,139000,139250,148450,149600,153900,149900,149450
"Edgewater","Chicago","IL","Chicago-Naperville-Elgin","Cook County",145,120000,120000,123500,120000,119900,115000,113950,109900,109900,1e+05,99950,99900,99850,94900,94900,99900,99000,98250,89905,89910,89000,85000,84902.5,84900,79500,79900,75000,75000,75000,79900,79900,82000,79900,79900,79900,79900,74900,71700,71250,79450,83700,78500,84900,72900,81750,87250,82750,85000,84000,84500,93000,94900,94900,99000,96200,99900,109000,109450,112450,110000,114900,114325,114500,109000,109900,109450,99999,104450,104900,109449.5,110000,106450,111200,114900,118000,119000,119000,119900,122245,121500,125000,124900,119900,122500,120000,121400,119900,119900,119900,125000,125000,124900,124950,124900,124900,124000,125000,124900,125000,129950,129950,129700,130000,129250,129999,129700,130000,130950,130000,136000,139000,139700,139900,140000,137500,136000,136000
"Green Valley North","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,151000,146750,159000,148000,172450,165000,164900,165000,165000,159900,165450,165000,164499.5,166900,178000,180000,177000,175900,177000,180500,182000
"Newhall","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233750,230000,231000,235000,249000,248250,248750,237500,237500,250450,244900,244900,239000,244900,235000,238500,239000,249995,249997.5,262450,284524,239900,243000,249500,252500,286762,289737,294950,291250,313750,312500,299000,317250,309000,280000,289900,289900,310000,319000,315500,317250,299999,314499.5,317000,330000,327450,330000,332500,345000,325000,349900,362499,369900,365000,349900,347000,359900,352499.5,367497.5,359900,349000,342500,350475,379900,375499.5,375000,365500,359999,359950,355500,359999
"Parkway Village-Oakhaven","Memphis","TN","Memphis","Shelby County",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,45000,43375,45000,40000,41000,42005.5,42005.5,42463,41500,44900,40000,44900,45000,45000,45000,44950,44250,45000,41170,41500,45900,42000,44000,44000,43000,45000,45450,47500,45000,45000,47000,48250,50000,49900,51160,50050,52000,52000,51985,51401.5,53900,55000,54725,53900,53700,54000,54450,56000,54900,55950,57955,57295,58450,59250,59900,60000,60950,65400,67000,64450,65000,65950,68000,65000,64991.5,64950,64950,67500,66000,66575,69000
"South End","Tacoma","WA","Seattle-Tacoma-Bellevue","Pierce County",149,159950,159900,159900,155000,152750,150000,149950,149925,149997.5,149900,149000,143000,140000,135000,129950,129950,127900,125000,124950,124000,120000,119000,114000,109450,109900,114000,114900,119000,114925,119000,125000,123000,124900,121000,125000,120000,118950,119900,124500,125000,128475,130000,135000,135000,136000,135000,135000,134900,134900,130000,139950,143700,141000,145000,146200,148900,145000,142950,142000,144000,143750,144400,148325,149950,159950,164999,159950,164950,169500,169900,174900,174950,174850,169950,178075,173675,176500,189900,199950,2e+05,199950,199950,199000,199950,199950,199950,2e+05,209200,209990,214950,219950,221000,220000,220000,220000,224950,224950,230000,237250,240000,249950,250000,255000,258000,259900,259950,255000,255000,255000,259000,262000,265000,269950,269950,269950,269975,269950
"Bayside","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",150,160000,159950,160000,159800,158900,158200,150000,149900,154950,149950,149900,149900,145000,140000,137000,130000,129950,129900,129900,129000,129000,125000,124900,124900,125000,124900,124750,119950,122000,123250,122500,120000,114950,117000,110500,111000,112950,119900,119900,129900,129900,129900,127700,125000,125000,125000,130000,130000,130000,134900,133950,129900,130000,129150,131250,129950,130000,130000,125500,122450,130000,132000,132500,130950,134900,134950,136000,137900,138990,138500,143000,140000,140000,140000,140000,139900,139900,142900,139200,134950,138250,137000,136250,140499.5,145249,147000,145000,146500,149350,149950,147777,149900,147900,144500,141900,137400,145000,154000,149000,149450,151500,149950,149000,152250,147500,146250,150000,150000,149975,149950,151500,150000,150000,159700,159900,156000,154000
"Lake View East","Chicago","IL","Chicago-Naperville-Elgin","Cook County",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130750,129250,124900,139200,135000,135000,139949.5,143000,135000,137500,135000,133500,135000,145000,146500,145000,149450,149900,152200,153000,149900,149900,155000,155000,156850,159000,159000,159000,159000,159000,159000
"Whitestone","New York","NY","New York-Newark-Jersey City","Queens County",152,219000,219000,229000,234000,228500,229500,235000,230000,225000,229000,219000,219000,219000,219450,229000,219000,225000,225000,219000,219000,209000,199000,199000,204000,208500,204499.5,209450,212000,213900,218000,213900,215000,219000,212000,209000,212950,212000,214394,215000,215000,215000,208944,219000,215000,218000,213500,199000,199900,199000,199000,195000,194880,199000,199000,205500,205500,2e+05,189000,197000,199000,199000,209000,225000,225000,225000,225000,224000,220000,220000,219900,219000,209000,199999.5,218000,225000,225000,228000,234888,225000,229000,230000,225000,225000,228500,235000,240000,249500,249500,266500,263500,269000,262000,249444,262000,258000,257000,248888,267944,282400,284900,302499.5,290000,287500,245000,280000,269888,277944,282000,279000,275000,278500,288000,280000,290000,288888,288444,288444
"Far Eastside","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",153,64900,67900,65450,65000,64800,61000,61999,62900,60000,60000,59900,59900,59000,58500,58160,54900,56950,58000,59850,59250,55000,54900,53012.5,52900,53025,50000,49900,49900,49900,54900,54900,49900,49900,49900,49950,51400,56500,55000,50000,49900,50000,53500,54650,54900,56900,55320,54900,54000,50565,54900,49900,54900,55000,57000,57000,55900,54990,52337.5,49900,50000,50000,50000,52400,55000,52900,52900,54500,54700,54900,55000,55000,55000,54900,55000,57500,58300,59900,59900,59900,60000,64900,65000,67000,65000,63950,63500,63700,62750,59950,64900,69900,65450,67000,69900,69900,65000,65000,64900,69900,69900,69900,74900,69900,69949.5,70000,71000,79900,75000,78900,78450,79900,79900,75000,72500,74900,79900,80000
"West Oak Lane","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",154,119000,114900,114900,119900,119900,119699.5,118999.5,119900,120000,123750,123875,119900,119900,120000,119900,118900,117300,114900,111450,110000,114900,114900,110000,109000,101250,106250,109550,102875,103200,99900,99900,97500,97500,94950,99900,99900,94950,1e+05,104950,105900,110000,109100,109500,109900,104900,108950,109850,1e+05,109450,107500,109900,105450,105000,99999.5,99250,99900,99900,99999,99888,99500,96950,96500,98750,99700,99250,94900,89900,89900,89900,89950,89900,90000,89950,89900,90000,90000,99900,110000,103450,109000,109900,109900,109949.5,109900,115000,115000,117900,117900,117900,109000,116450,115000,120000,120000,119900,108950,115000,115000,109372.5,113450,120000,129450,119900,121750,126000,134900,134450,130000,129900,124975,129900,126486,125000,125000,121485.5,129949.5,129450
"Tarzana","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299450,299450,291950,285000,259500,259000,259900,259000,259000,279250,277000,279945,288800,299945,299495,289000,265000,269000,289000,3e+05,319000,317000,315000,319000,319000,319000,299000,294500,325000,317400,299500,309000,306975,336999.5,339000,334999,329999.5,349900,372450,369000,369900,364999,329900,347450,369500,359000,375000,380000,399975,410000,407000,420000,409950,380400,409900,399900,399000,389000,369999,350000,349900,360000,355000,349999.5
"Anaheim Hills","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477000,470247,470000,477000,479450,479000,475000,479888,489900,489450,497894,499900,499450,492000,495000,499000,498000,498000,494750,480689
"South Shore","Chicago","IL","Chicago-Naperville-Elgin","Cook County",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,57000,59950,55000,54700,59500,60000,57000,60000,57000,59900,59800,60000,59450,65000,59900,59900,59900,60500,59900,65000,64750,68000,69900,69950,74220.5,69900,69900,70900,69950,69000,69100,69550,68500,72250,75000,75000,80000,80900,85000,84900,85000
"Greater Inwood","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106900,119900,125000,119975,104000,112936,108500,116237,121450,119900,120000,119950,125000,125000,119500,117500,110000,114974,119900,115302,119500,119750
"Charleston Heights","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89450,85000,89900,93100,90000,85000,79500,83000,85000,88950,89900,90000,91000,99500,99700,1e+05,105000,104100,1e+05,105000,110000,110000,108950,109900,109900,110000,111750,109900,105000,110000,110000,115450,122000,129450,129900,129900,130000,128896,139990,145000,147000,142500,140000,147000,152950,150000,160000,164900,160000,149000,159000,159000,153750,149990,136500,135000,136500,138000,139777,139500,149999,152499.5,179500,182000,181000,184999,174000,180000,175900
"Arleta","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,436079,425000,429900,435000,449190,448880,459000,444950,445000,450000,459000,480000,480000,480000,480000,479900,487000,495000,482450,482450,479900,459999,474900,480000,485000,489000,480000,489000,499000,499000,489000
"Morris Park","New York","NY","New York-Newark-Jersey City","Bronx County",161,,139900,142449.5,147000,145000,134999,134999,129500,129000,126000,129000,133000,125000,125000,125000,126950,126950,134500,120000,115000,115000,112500,127000,120900,117500,116000,110000,118399.5,119000,125000,118500,120000,118000,122500,116000,125000,124500,120000,125000,125000,115000,117000,115000,119487.5,115000,115000,115000,115499.5,115999,118997.5,118997.5,119000,123500,119975,124500,124000,127450,127900,130000,129900,129900,127500,129900,135000,137000,135000,130750,130750,130000,125000,121500,119000,121500,117500,117500,120000,119000,119000,125000,130000,129000,148000,150000,140750,127500,125000,128749.5,134000,128749.5,135000,137000,135000,135000,137000,139000,139000,139900,139000,139999,139999,139999,145000,140000,145000,145000,145000,144900,140000,149250,149000,139999,140000,149010.5,142000,149510.5,149021,157000
"Mayfair","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",162,119900,125771,127771,126900,124900,124900,124900,124900,127000,125000,125000,124900,119900,119900,123900,119699.5,121125,122000,118450,116500,119250,116750,116000,115950,114500,114450,114900,114900,114900,109999.5,114900,114449,109900,109900,112000,112500,110000,110000,112000,110449.5,109900,110000,112900,113450,109900,109900,109900,109900,105900,106950,107750,106000,107999.5,110000,110000,112750,110000,119000,115000,110000,115000,114900,115000,114313,114900,114900,115000,115000,119000,119900,117950,115000,115000,112270,116450,110000,117999.5,120000,119000,114950,119000,119000,118000,116000,119450,119000,114800,119000,121300,128750,127000,124950,125000,127000,125450,125000,119000,119450,125450,129900,132000,136950,138900,145000,139900,135000,135000,139900,140000,145000,145000,149900,149000,145999,135000,139000,139000
"Chatsworth","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289950,319000,299999,326500,304999,312500,295000,319000,325000,327000,319950,329000,329000,324925,329950,329450,332900,331450,335000,345000,349000,349999.5,349975,349900,334700,349450,359000,353500,349500,359950,371950,369000,369900,369950,375000,384900,384500,390000,382475,385000,392000,399000,399000,399250,399000,389000,389000,395000,399000,399000,409000,411999.5,409995,4e+05,415000,412500,409000,419900,419000,419450,429000,434500,429000,415000,417000,422000,429000,429900,439000,442250,445000,439900,449000
"Saugus","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",164,275000,280000,280000,279000,279000,279000,279000,279000,275000,275000,270000,270000,274900,269450,260000,259000,259000,253325,250000,250000,249450,244960,249000,244900,240000,239975,242450,244500,242450,247000,245000,245000,245000,245000,235000,245000,260000,260000,274999.5,260000,269750,270000,289000,298900,299993.5,309000,307000,324990,320000,319999,309950,325000,335000,337475,352000,350000,372450,371400,362500,363000,359475,369900,375000,379900,379900,369900,389499.5,393900,399495,405000,372000,391949.5,399000,399900,395000,382450,379000,399499.5,396450,399999,409900,399994.5,409900,416000,415000,412475,389000,399999,425241,425000,425000,447000,455000,455000,459900,475000,485000,489192,489192,490000,485000,484900,464950,479500,489000,488944,479000,479000,484900,489000,487000,487000,487000,479450,470000,470000,469000
"Central","North Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94900,94500,95000,98350,1e+05,99950,105000,103900,99500,97450,92250,93000,93000,105000,105000,105000,1e+05,105000,98950,98150,99000,105000,105000,98350,115000,115000,117250,123250,117500,115000,115000,115000,119500,118250,119700,119900,119500,119000,118250,115000,119000,119000
"Downtown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479700,480500,470000,492000,464500,459500,483000,471000,478000,489000,469000,464000,471000
"Wolf Creek","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",167,75000,72500,69900,67750,69900,69000,72900,69900,74950,72000,73900,70000,73500,73500,69925,69900,69900,68445,74000,79500,74900,70000,66950,69450,67450,68500,69450,74800,69450,70000,70000,63000,70450,71000,66250,62500,63000,65000,65000,74950,73500,72500,79000,80000,78500,80000,82450,76000,79900,76400,71000,80750,80000,73500,77400,83000,88000,85000,90000,88500,88250,89900,75000,81200,87500,89450,87000,90000,99900,99000,99000,101700,102000,100844,103000,110000,102500,111000,115000,1e+05,113150,115000,110650,119900,119950,114400,114950,119334,129750,124750,124950,129000,129900,135400,132500,137000,135200,130850,136350,149950,142000,143450,143900,149250,149000,149250,141000,147200,155000,157436,155000,160000,160000,159900,159450,163200,165900
