"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,1.67141206426525,1.67141206426525,1.69814255554157,1.72811059907834,1.77232447171097,1.82732919254658,1.8508064516129,1.74748322147651,1.73076923076923,1.73118548118548,1.76378772112383,1.75,1.74705349048051,1.7146017699115,1.73333333333333,1.7690120997133,1.76879343019583,1.75983436853002,1.73210161662818,1.73740879082696,1.68965517241379,1.68454610409146,1.66666666666667,1.69725141471302,1.7375,1.75,1.74418604651163,1.74595476729327,1.73841059602649,1.746875,1.72413793103448,1.75347408376402,1.77222222222222,1.72272727272727,1.69044879171461,1.71002485501243,1.72719220549159,1.80263157894737,1.81377303588749,1.83613817537644,1.81899927483684,1.82785332403533,1.80652680652681,1.84665396305677,1.83618181818182,1.78791615289766,1.85,1.85565217391304,1.83571428571429,1.83164965986395,1.875,1.94005988023952,1.99098286744815,2.00860832137733,2.0128074767154,2,2.0045045045045,2.02966101694915,2.04485596707819,2.06237424547284,2.04724708107038,2.0556826849733,2.12,2.17699843260188,2.19172297297297,2.20526315789474,2.23249027237354,2.23529411764706,2.22906275730875,2.28108118247299,2.22727272727273,2.2536398467433,2.28247567649742,2.30811157555431,2.3125,2.28613906326933,2.31088815789474,2.31420507996237,2.295,2.34154929577465,2.25,2.26818181818182,2.21422619047619,2.31818181818182,2.40464344941957,2.46753246753247,2.47510092272203,2.46115323766637,2.47142857142857,2.45837320574163,2.46243739565943,2.46,2.45454545454545,2.44444444444444,2.47058823529412,2.45326765188834,2.47633053221289,2.48983739837398,2.51515151515152,2.56880733944954,2.59477272727273,2.59328180284047,2.61870396890344,2.56419413919414,2.58333333333333,2.61924009700889,2.636,2.64,2.6567481402763,2.66178005649024,2.70066388176216,2.70588235294118,2.7,2.69760548845742,2.72916666666667,2.73869900771775
"Cook County","IL","Chicago-Naperville-Elgin","17","031",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.695,1.71606118546845,1.71873957486848,1.7212389380531,1.66111111111111,1.6438202247191,1.60790744759086,1.60905314669398,1.60714285714286,1.61651583710407,1.65063025210084,1.68181818181818,1.7,1.72727272727273,1.73125,1.71428571428571,1.72272727272727,1.71875,1.72654867256637,1.76,1.76923076923077,1.75408333333333,1.77882352941176,1.80421581476627,1.82023486901536,1.81842636180229,1.84758919961427,1.84,1.85931974893918,1.95024381095274,1.85121998828811,1.84168334210349,1.83210332103321,1.87262232389129,1.93103448275862,1.92857142857143,1.88849399635281,1.86607929515418,1.87248322147651,1.8811394891945,1.86111111111111,1.84184675834971
"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08229166666667,1.04077253218884,1.07160138248848,1.13040425323709,1.12069262202241,1.1176331258947,1.1246359223301,1.16984155781326,1.19549929676512,1.13274336283186,1.13713509843856,1.13333333333333,1.13935969868173,1.1524334251607,1.19047619047619,1.19236883942766,1.2037037037037,1.21437275153766,1.21529195011338,1.21052631578947,1.2,1.34328358208955,1.3121546961326,1.33211487946703,1.29134673038138,1.32879581151832,1.30930735930736,1.29020467836257,1.2719298245614,1.24554673798557,1.20876529136305,1.24113475177305,1.1804347826087,1.17924528301887,1.15962036238136,1.21159420289855,1.25,1.23320537428023,1.25851581508516,1.27083333333333,1.25786482776235,1.26201923076923,1.26883780332056,1.288206523707,1.30265210608424,1.3001045236482,1.30374933907906,1.28912213740458,1.32420091324201,1.32690591875985,1.33682207421503,1.35028243145354,1.33630470016207,1.3272410791993,1.32811140121845,1.32018747398618,1.30612244897959,1.30531972723857,1.29272567922875,1.29958960328317,1.30081300813008,1.31822759315206,1.31762652705061,1.31531531531532,1.3167701863354,1.31506849315068,1.30912162162162,1.30912162162162
"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",4,1.02286359958709,0.916590284142988,0.880281690140845,0.879142693499258,0.91533180778032,0.880281690140845,1,0.899174324902375,0.87719298245614,0.896428571428571,0.890886699507389,0.822873962555491,0.820800921924517,0.821555815491194,0.848469387755102,0.838769804287046,0.833333333333333,0.82301140659768,0.81530612244898,0.817573529411765,0.812066536203523,0.811985898942421,0.812566916488223,0.80184331797235,0.8114407241793,0.815789473684211,0.817409766454352,0.817023358454428,0.816959669079628,0.817738791423002,0.83937324929972,0.834475213693481,0.828571428571429,0.83028567846022,0.824038461538461,0.82780612244898,0.833333333333333,0.83547557840617,0.839929639401935,0.840807174887892,0.839708561020036,0.835657370517928,0.828722002635046,0.848101265822785,0.844615384615385,0.829596412556054,0.839261385753211,0.846645367412141,0.854545454545454,0.855719954206801,0.869565217391304,0.882352941176471,0.892857142857143,0.887927818329278,0.887175879717131,0.88929219600726,0.892143808255659,0.888888888888889,0.902547065337763,0.907142857142857,0.923632610939113,0.939323220536756,0.962404702778098,0.961038961038961,0.965686274509804,0.968537682789651,0.981037721567764,0.978571428571429,0.980619465528147,0.99712368168744,1.06503248534492,1.05843416796454,1.05516697915818,1.07743356101597,1.06382978723404,1.06756756756757,1.09069212410501,1.04908359745506,1.04432432432432,1.05052005943536,1.02125693160813,1.03191245067813,1.00853270810952,1.07025246981339,1.1090373280943,1.16228015075377,1.18562874251497,1.16938775510204,1.17413037769183,1.1887417218543,1.18,1.15711501678155,1.13924050632911,1.125,1.12007168458781,1.12649164677804,1.15762925598991,1.17857142857143,1.19502321981424,1.19553571428571,1.20857699805068,1.22275795564127,1.23267987887553,1.23421774931382,1.24254886682808,1.24194391371767,1.24421296296296,1.25121951219512,1.26500461680517,1.27777777777778,1.31503579952267,1.33364573570759,1.34117647058824,1.34184929603376,1.34303141300133,1.34328358208955
"San Diego County","CA","San Diego-Carlsbad","06","073",5,,2.14501328437014,2.12447594880847,1.99862258953168,1.83767228177642,1.88911991062562,1.90206353074986,1.73661360347323,1.78256882624464,1.73095944609298,1.78472222222222,1.60230765527559,1.63402435706561,1.6182492929434,1.65043816942551,1.65095940361936,1.625,1.61800033692722,1.6164994425864,1.6128488382434,1.58730158730159,1.5819209039548,1.59819639278557,1.5986769570011,1.58730158730159,1.59444444444444,1.59444444444444,1.59066151713211,1.62368112543962,1.63366013071895,1.60699417152373,1.60416666666667,1.57378472222222,1.59009681991373,1.57916666666667,1.5625,1.57692307692308,1.59090909090909,1.6025641025641,1.6076421248835,1.61498610594044,1.61428571428571,1.65,1.70720720720721,1.68389830508475,1.63857677902622,1.74346201743462,1.74927113702624,1.71809516448979,1.72796122139048,1.75746434937611,1.80276928776512,1.8126329787234,1.82655246252677,1.83874139626352,1.84293785310734,1.875,1.86875,1.86061507936508,1.87777777777778,1.90492105933282,1.88829787234043,1.91008367607432,1.90317195325543,1.91886446886447,1.93010752688172,1.9653801611279,1.97474167623421,1.97095435684647,1.99115044247788,1.95986107404406,1.9730510105871,1.99285714285714,2.01578947368421,2.04362801377727,2.00940070505288,1.99556541019956,2.07166482910695,2.01769165964617,2.05980066445183,1.97861397303089,1.97306896478167,1.95263157894737,2.02306981044845,2.05075690060188,2.08727533922881,2.10909090909091,2.13101438492063,2.14477211796247,2.15555555555556,2.17889908256881,2.15270982822353,2.14093959731544,2.13093145869947,2.1219613130129,2.13333333333333,2.15002517623364,2.16538037486218,2.21424296828247,2.2445388134331,2.26831683168317,2.265625,2.295,2.2897295164299,2.28038480112717,2.28,2.27336860670194,2.28052685984207,2.28606965174129,2.298,2.32,2.35223086866514,2.35477635371026,2.34845295055821,2.34483308443781,2.3367247063672
"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",6,1.69708204930663,1.66458333333333,1.68882117411529,1.65441176470588,1.66345159346097,1.73251264479096,1.69695979630579,1.6460705411515,1.65101600985222,1.6553480475382,1.66928753324093,1.65373542785672,1.65599383566135,1.66034155597723,1.67579908675799,1.67785234899329,1.695,1.69230769230769,1.6973737145156,1.68309869100401,1.67055234493785,1.66011216479597,1.68431183830606,1.66970248937462,1.66771488469602,1.66506944381032,1.6708149535474,1.68359912445278,1.69421487603306,1.71111111111111,1.71489817792069,1.72137126185266,1.70454545454545,1.69512195121951,1.6966966966967,1.68704663212435,1.71336206896552,1.72608695652174,1.72058823529412,1.73011331792069,1.73100211981748,1.72680460060136,1.74893917963225,1.79220779220779,1.8,1.79916317991632,1.86651583710407,1.8563122923588,1.85393258426966,1.86234817813765,1.86536901865369,1.86673448626653,1.88583078491335,1.88351760851761,1.89411764705882,1.93312434691745,2,2.01025641025641,2.00573543233083,2.00184501845018,2.00274977085243,2.01619433198381,2.02163687676388,2.0360824742268,2.04375,2.05410284731003,2.06725693066346,2.05971083056934,2.06666666666667,2.07027027027027,2.09009009009009,2.09690721649485,2.10555555555556,2.10952342400691,2.10883272129211,2.11275575767491,2.14783647144941,2.12400442477876,2.11567453666012,2.17094677343382,2.08333333333333,2.10875742105385,2.11102423768569,2.15189873417722,2.20420683610868,2.21711179731658,2.21955088027188,2.24552429667519,2.24454976303318,2.24743307312868,2.25872023053919,2.2512077294686,2.2252497729337,2.23253757736516,2.24839400428266,2.24647637567575,2.25961538461538,2.26476014760148,2.27490808823529,2.28313253012048,2.28465302172199,2.28775009975489,2.31241911130285,2.30376204899854,2.29237288135593,2.29247901045157,2.29238021230426,2.26861734742541,2.28034790350759,2.3,2.31299212598425,2.32226008871578,2.33428468286539,2.35412474849095,2.37055837563452,2.37112435036126
"Kings County","NY","New York-Newark-Jersey City","36","047",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.66666666666667,2.66666666666667,2.78592375366569,2.8125,2.82352941176471,2.87375,2.93333333333333,2.85,2.74224537037037,2.70826056871726,2.71428571428571,2.6875,2.64105642256903,2.7,2.72837510105093,2.77666666666667,2.75,2.72222222222222,2.7,2.69230769230769,2.64285714285714,2.675,2.58333333333333,2.625,2.63545454545455,2.60067567567568,2.57142857142857,2.64285714285714,2.72222222222222,2.77294871794872,2.75,2.70588235294118
"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",8,,1.70193192272309,1.71149144254279,1.67857142857143,1.73338865678475,1.66265283951712,1.71076004603063,1.81818181818182,1.76860722181282,1.75,1.76470588235294,1.64835164835165,1.61172161172161,1.60714285714286,1.61606559895533,1.63265306122449,1.62074554294976,1.6087922705314,1.60361842105263,1.61572052401747,1.64788717492964,1.6409940467203,1.65198237885463,1.64939085575323,1.64543524416136,1.66666666666667,1.69501387226992,1.70969184035009,1.72932330827068,1.73596410763007,1.69914212362821,1.67702222908305,1.65254237288136,1.65,1.68575758900596,1.66349809885932,1.68181818181818,1.69910786699108,1.70603674540682,1.76415970287837,1.83150183150183,1.90798032592322,1.89655172413793,1.83688464364438,1.83333333333333,1.83823529411765,1.84579895306539,1.80904977375566,1.79882525697504,1.77588047282012,1.74249757986447,1.80940892641737,1.84646953593602,1.87774264635432,1.86532015946786,1.87061574434918,1.84080449465065,1.85185185185185,1.84873949579832,1.87844263869096,1.89655172413793,1.97860962566845,2.00752823086575,2.05357142857143,2.08955223880597,2.10260723296888,2.11146232728025,2.05718270571827,2.08754208754209,2.08835341365462,2.08041237113402,2.08486367425645,2.13265306122449,2.1722265321955,2.12577502214349,2.10618853205205,2.0951050811386,2.05479452054795,1.98854016916168,2.04361413043478,1.98216055500496,2.10004468275246,1.94957627118644,1.99124621690993,2.02020202020202,2.04828090709583,2.03845866035153,2.04309063893016,2.04419215855235,2.01271186440678,2.03957996768982,2.05327413984462,2.03374844520373,2.01834862385321,2.02323384539259,2.01680672268908,2.04693715194909,2.05405405405405,2.1133525456292,2.11483516483516,2.1133525456292,2.10409745293466,2.10583153347732,2.11024067675444,2.08448117539027,2.09090909090909,2.06658932714617,2.08,2.08695652173913,2.10602759622367,2.12107208872458,2.12378100441778,2.10191082802548,2.09874441817704,2.10409745293466,2.07070707070707
"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",9,,,,,,,,,1.06413994169096,1.09175010085451,1.15111015920611,1.03583916083916,0.954994511525796,0.960868038619312,0.930675218326998,0.930543187889581,0.956049754629399,0.96665055582407,0.947836499355533,0.916532690246517,0.904575358851675,0.904605263157895,1.02111111111111,1.00196078431373,0.983950378774574,1.04308390022676,0.968888888888889,1.01329787234043,1.0377358490566,1.0534833000997,1.04105263157895,1.07045291157441,1.08333333333333,1.10825199645075,1.11640504933188,1.18483412322275,1.13725705045221,1.16906172589732,1.15439770554493,1.17558032140495,1.20483005366726,1.19254732387632,1.0993091537133,1.15367551702955,1.14754098360656,1.16228070175439,1.15795868772782,1.17175887696119,1.16720765256814,1.14623663428611,1.21700680272109,1.23059790905753,1.21686746987952,1.20221787345075,1.19408489760074,1.18948106591865,1.18201884920635,1.2540192926045,1.18360655737705,1.12684031710079,1.19676064787043,1.20320855614973,1.23471725570205,1.24484748557296,1.26,1.24353761236711,1.24657642993466,1.26502145922747,1.272166538165,1.3252553244203,1.31789523161205,1.31341911764706,1.33008356545961,1.3412017167382,1.34354551578137,1.33835158150852,1.3412017167382,1.33261339092873,1.30315119130403,1.35256988277728,1.34794776119403,1.31879045675977,1.30832864412585,1.385,1.3943528011771,1.43362106294568,1.45454545454545,1.47147253787879,1.48486579097658,1.48195751444565,1.47663551401869,1.43484090597741,1.4263775971093,1.44311926605505,1.46609155014595,1.46666666666667,1.51172737991356,1.48695823749937,1.48830616583983,1.51172915205006,1.51061441731291,1.50554675118859,1.51085930122757,1.48278829604131,1.49842022116904,1.49860724233983,1.49140546006067,1.47418244406196,1.48670998227998,1.50140254937446,1.50744339714313,1.50872817955112,1.50129641014675,1.50635751682872,1.5,1.49004975124378
"Queens County","NY","New York-Newark-Jersey City","36","081",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40853658536585,2.40909090909091,2.38636363636364,2.4,2.41025641025641,2.42857142857143,2.42857142857143,2.45192307692308,2.49375,2.5,2.4624765478424,2.43288288288288,2.4,2.4,2.3890243902439,2.42914979757085,2.42857142857143,2.51612903225806,2.55,2.53846153846154,2.57603686635945,2.55,2.5,2.5,2.625,2.55217391304348,2.5,2.45643939393939,2.45833333333333,2.44444444444444,2.44444444444444,2.5,2.5,2.51382734912147,2.47130158033363,2.43888888888889,2.49375,2.46666666666667,2.42424242424242,2.36363636363636,2.4,2.4,2.45192307692308,2.44444444444444,2.42857142857143,2.42424242424242,2.4186773255814,2.4,2.38636363636364,2.37363636363636,2.38070539419087,2.40740740740741,2.44444444444444,2.45454545454545,2.499,2.5,2.52944134942742,2.5,2.475
