"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"California",1,1.69444444444444,1.66666666666667,1.63762626262626,1.6489988221437,1.63522012578616,1.63934426229508,1.6625,1.66666666666667,1.57213316892725,1.5917424712393,1.58394931362196,1.61699779249448,1.54090909090909,1.55207995815306,1.5481779661017,1.56756756756757,1.57377051887162,1.5625,1.54255319148936,1.53846153846154,1.51079136690647,1.5,1.49884259259259,1.495,1.5,1.51688443161402,1.53985507246377,1.53880463871543,1.52844744455159,1.53961766213126,1.53996125441446,1.57131345688961,1.57966616084977,1.58421052631579,1.57128514056225,1.55720338983051,1.54494382022472,1.56260869565217,1.58235294117647,1.57347328244275,1.57179707652623,1.55555555555556,1.58617067516662,1.58465387823186,1.61751114493857,1.62334534444361,1.58837579617834,1.66464112465574,1.67755344418052,1.64882298568832,1.64233239337804,1.6875,1.75653594771242,1.7743979721166,1.78376468341133,1.8,1.81704260651629,1.84340320591862,1.85384615384615,1.88097433832722,1.88492063492063,1.89928903975997,1.91441441441441,1.93801344286781,1.96144638920908,1.976401179941,1.9962511715089,2.01111111111111,2.01678657074341,2.0179584120983,2.06636771300448,2.06768350810295,2.08212560386473,2.09151572926597,2.11353483085179,2.11492893132187,2.11382113821138,2.12083847102343,2.15127701375246,2.09395690381606,2.1625,2.06307490144547,2.0765249817554,2.07533169346413,2.14285714285714,2.19248291571754,2.22412318220701,2.24125560538117,2.25690710872163,2.2567898247271,2.275,2.27692307692308,2.26,2.2419028340081,2.23133640552995,2.24154135338346,2.24438902743142,2.25787234042553,2.2648366136171,2.30938123752495,2.33333333333333,2.34375,2.35483870967742,2.36818980667838,2.34304124771246,2.34068252279259,2.35,2.35294117647059,2.34873949579832,2.35674676524954,2.37591174121108,2.4065138721351,2.42047377326565,2.43536434550989,2.44755244755245,2.45061043285239,2.44597249508841
"Texas",2,,,0.909295072337926,0.932120019675357,0.909090909090909,0.888746803069054,0.875223237735056,0.838243633556033,0.831553688318228,0.833333333333333,0.830880634354522,0.830729166666667,0.870833333333333,0.871080139372822,0.877093074371578,0.870570107858243,0.873655913978495,0.879835349309723,0.88519313304721,0.884399464142071,0.875318835584245,0.872817955112219,0.886904761904762,0.902021543059243,0.917355371900826,0.925925925925926,0.941269008914525,0.920522363854562,0.9326171875,0.938841201716738,0.942460317460317,0.963392857142857,0.965652600588813,0.895691609977324,0.95841784989858,0.977060322854715,0.981724172786443,0.951456310679612,0.982688391038697,0.992133212313387,1.00456829697896,1.00619606380616,1.02262837249782,1,1.03948896631823,1.03547459252157,1.03065539112051,1.01338432122371,1.04110898661568,1.01889174053838,1.0108467475592,1.040625,1.05704099821747,1.06170598911071,1.05746140651801,1.05238467552776,1.05956843441586,1.06496272630458,1.06284658040665,1.04898336414048,1.04529616724739,1.05895821408128,1.07142857142857,1.0977417037449,1.10229478101233,1.11115342303461,1.11728324888485,1.12268088255542,1.12023039688392,1.11161939615737,1.17587425881966,1.16829052258636,1.17898486197685,1.16363636363636,1.19808306709265,1.19921890839788,1.19968524562848,1.20016611295681,1.18464052287582,1.17822651448639,1.20359333274643,1.14825378368889,1.14243902439024,1.12023039688392,1.17483647287193,1.17981670125134,1.19426751592357,1.21791593237518,1.24716981132075,1.25092592592593,1.25160599571734,1.24653739612188,1.24537037037037,1.23513138696062,1.2384550797649,1.24260355029586,1.23353909465021,1.25793650793651,1.2719298245614,1.27857142857143,1.29158979089791,1.29113924050633,1.2962962962963,1.29545454545455,1.28947368421053,1.30071813285458,1.29910406616127,1.29742054352833,1.29791099000908,1.30462962962963,1.32065217391304,1.32745098039216,1.33197969543147,1.33530405405405,1.33185049155413,1.32413793103448,1.3248275862069
"New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58064516129032,2.625,2.5,2.47058823529412,2.51653902261123,2.54545454545455,2.54674157303371,2.5,2.46627318718381,2.4221176242236,2.33348484848485,2.33348484848485,2.33333333333333,2.34699879951981,2.33333333333333,2.36315789473684,2.38636363636364,2.47368421052632,2.49375,2.4566534040672,2.42252033040917,2.38636363636364,2.33812949640288,2.33333333333333,2.30595696852922,2.3125,2.3015873015873,2.34705882352941,2.38095238095238,2.4,2.43318385650224,2.41647812971342,2.4,2.33222222222222
"Florida",4,,,,,,,,,,,,,,1.2,1.18277397084197,1.18566888064871,1.17368080739929,1.14705882352941,1.13636363636364,1.13077679449361,1.14367405289492,1.12589559877175,1.11111111111111,1.1228813559322,1.09433962264151,1.10878661087866,1.12091791703442,1.11731843575419,1.1158199699511,1.1304347826087,1.12208258527828,1.1142061281337,1.1037527593819,1.09362389023406,1.08771929824561,1.0707635009311,1.040763226366,1.05067985166873,1.06774668630339,1.07027027027027,1.07379767827529,1.07692307692308,1.1492673992674,1.15125240847784,1.18181818181818,1.20458135860979,1.23452012383901,1.21716848174247,1.19143780290792,1.15,1.13047445255474,1.11561866125761,1.17337164750958,1.17924528301887,1.2,1.20574162679426,1.21527777777778,1.20845921450151,1.19565217391304,1.18367346938776,1.18279569892473,1.22222222222222,1.22222222222222,1.20481927710843,1.24434389140271,1.26059513074842,1.32217973231358,1.3550135501355,1.35052179251074,1.37692307692308,1.39020164886624,1.39130434782609,1.39160240094939,1.41286549707602,1.42292490118577,1.38427464008859,1.36457561905735,1.3470849368053,1.34189548272808,1.34381338742394,1.36363636363636,1.35462416998672,1.4344262295082,1.32346859339269,1.37223409099468,1.378896882494,1.39351185201595,1.40142095914742,1.40590641164441,1.41304347826087,1.42675092764378,1.45805120048474,1.45,1.45808019441069,1.47727272727273,1.48389830508475,1.47783251231527,1.48578811369509,1.5,1.51130275219887,1.50416382528693,1.50842945874002,1.51271785491781,1.51771240677393,1.51883353584447,1.52783300198807,1.52380952380952,1.52083333333333,1.51988362959148,1.52239344540669,1.52631578947368,1.52406417112299,1.52627118644068,1.52,1.52214022140221,1.52787769784173,1.51898734177215
"Illinois",5,,,1.2,1.23456790123457,1.21212121212121,1.23456790123457,1.23456790123457,1.22457264957265,1.27857142857143,1.275,1.26470588235294,1.33333333333333,1.30104166666667,1.29455882352941,1.34681509680528,1.46309357541899,1.49166666666667,1.51081424936387,1.49813150244798,1.47727272727273,1.46611111111111,1.38392857142857,1.33004854368932,1.33333333333333,1.36363636363636,1.3734835355286,1.37931034482759,1.3105629877369,1.33985154275835,1.40630320658343,1.39209726443769,1.4004530011325,1.4,1.41666666666667,1.39276910435497,1.4,1.38005159071367,1.41796709221832,1.392,1.43435340572557,1.45627376425856,1.46784140969163,1.5,1.5,1.5,1.44927536231884,1.4,1.46315789473684,1.375,1.32142857142857,1.33333333333333,1.36363636363636,1.5,1.52631578947368,1.61384152457372,1.44071353620147,1.55527777777778,1.52139461172742,1.42,1.38613861386139,1.4,1.5625,1.48148148148148,1.47028154327424,1.5,1.46428571428571,1.47461629279811,1.46153846153846,1.54545454545455,1.54211150652432,1.61481481481481,1.51256830601093,1.45819160997732,1.63636363636364,1.45833333333333,1.46660556064772,1.5,1.5,1.51718104393288,1.46885110983806,1.44942648592284,1.41,1.41683535762483,1.41176470588235,1.42105263157895,1.45454545454545,1.4729512587038,1.5,1.53846153846154,1.54545454545455,1.53306764765992,1.53835390355913,1.5,1.5,1.50243902439024,1.50492718446602,1.5,1.52631578947368,1.59183673469388,1.63157894736842,1.63881856540084,1.65581498259057,1.64155117715812,1.63636363636364,1.69644347100542,1.61538461538462,1.61875,1.62835249042146,1.65722311396469,1.6875,1.70454545454545,1.68544250451535,1.67703303071277,1.66666666666667,1.66666666666667,1.64281447345963,1.62566037735849
"Pennsylvania",6,,1.06785564634402,1.05004393673111,1.06182062553254,1.06355848543349,1.040763226366,1.12244897959184,1.13821138211382,1.0671829580459,1.07025041235568,1.06135834741305,1.04527221814321,1.04201994394034,1.03061301906833,1.02772386501044,1.02415966386555,1.05039404553415,1.06010468880535,1.04930555555556,1.06481481481481,1.05381380473924,1.04485219164118,1.10493827160494,1.12173393779858,1.14068441064639,1.135,1.16818181818182,1.19886363636364,1.19576185671039,1.18069815195072,1.18841832324978,1.14204545454545,1.11950549450549,1.10677083333333,1.10576923076923,1.09428823689215,1.08333333333333,1.08759590792839,1.09090909090909,1.1,1.12252663622527,1.13574938574939,1.11731843575419,1.09947643979058,1.1,1.08695652173913,1.09375,1.06791158536585,1.0625,1.0625,1.0625,1.07222222222222,1.10789980732177,1.12679173963344,1.11979166666667,1.11111111111111,1.1,1.09375,1.08131487889273,1.09489051094891,1.093998998813,1.11764705882353,1.15,1.15137129451909,1.16784725426857,1.16751269035533,1.16666666666667,1.14578559425603,1.125,1.11111111111111,1.15871901194935,1.15384615384615,1.17680672268908,1.2,1.20788302606484,1.22727272727273,1.25,1.22471186927893,1.20606060606061,1.175,1.17474832214765,1.15243902439024,1.13208046897071,1.15384615384615,1.17429837009686,1.20101217656012,1.22916666666667,1.25,1.27067669172932,1.2632183908046,1.26442307692308,1.25635493559126,1.23631368631369,1.22986036519871,1.23152709359606,1.23281393217232,1.23529411764706,1.24489795918367,1.26953125,1.3,1.32743362831858,1.31547619047619,1.30555555555556,1.29861111111111,1.28,1.30222222222222,1.30427181514138,1.3125,1.31404958677686,1.32644628099174,1.36567164179104,1.375,1.38333333333333,1.38415672913118,1.37,1.37004405286344,1.36324555324555
"Ohio",7,,,,,,,,,,,,,,0.721178890787531,0.726666610247904,0.738398749232658,0.743867515782161,0.722800925925926,0.713358070500928,0.719650205761317,0.722876428354738,0.712468193384224,0.716470588235294,0.712478857798566,0.721089680184636,0.738562091503268,0.743819739638682,0.733695652173913,0.732222222222222,0.731707317073171,0.730769230769231,0.744101633393829,0.749041639127561,0.74375,0.751195222905749,0.73125,0.72992700729927,0.734836359292881,0.758823529411765,0.751292989417989,0.758823529411765,0.75,0.748655230326296,0.75,0.75,0.758098223615465,0.75,0.767163228009426,0.76125,0.766516619206904,0.769230769230769,0.77376276512176,0.774193548387097,0.773599531005732,0.771428571428571,0.7703081232493,0.77457264957265,0.781314300411523,0.792068595927117,0.787878787878788,0.791181322380824,0.811363636363636,0.838709677419355,0.844226579520697,0.853018372703412,0.835253456221198,0.838414634146341,0.844036697247706,0.840395480225989,0.831818181818182,0.860420650095602,0.858516483516483,0.851835770335078,0.858333333333333,0.887573964497041,0.898598516075845,0.885416666666667,0.87962962962963,0.878141730064807,0.863636363636364,0.865473154837796,0.856266135972461,0.860420650095602,0.859855610351314,0.887276785714286,0.890663390663391,0.911504424778761,0.931977358317259,0.932835820895522,0.929087055772573,0.928571428571429,0.9125,0.918635170603675,0.911458333333333,0.91238685255124,0.904947916666667,0.905797101449275,0.920679886685552,0.944444444444444,0.963636363636364,0.974508921877343,0.97429718875502,0.969009683744381,0.966608594657375,0.963499865699704,0.973214285714286,0.970324127273009,0.957291666666667,0.961434977578475,0.964189794091316,0.983502538071066,0.996875,0.998888888888889,1.01273423802333,1.00601891659501,1.00564971751412,1
"Michigan",8,,0.874831763122476,0.862944162436548,0.852380952380952,0.857588357588358,0.887747513891262,0.869463059823472,0.882658359293873,0.833333333333333,0.862706905057585,0.857535052456123,0.857142857142857,0.841439536340852,0.837224210023546,0.847107438016529,0.875,0.886363636363636,0.890245676589306,0.878691778001464,0.883237755914336,0.878099173553719,0.782156518699285,0.789473684210526,0.796915167095116,0.809473684210526,0.806003584229391,0.820116199589884,0.828150950541842,0.826086956521739,0.8125,0.814977973568282,0.828220858895706,0.836120401337793,0.837037037037037,0.836842105263158,0.79870729455217,0.78343949044586,0.818181818181818,0.833333333333333,0.810014727540501,0.817647058823529,0.829875518672199,0.822547846889952,0.833333333333333,0.893148450244698,0.894793926247288,0.87375,0.88255772005772,0.877587758775878,0.87630733274905,0.875,0.882352941176471,0.913685847589425,0.91409701501735,0.907258064516129,0.916666666666667,0.916666666666667,0.923382421150278,0.921052631578947,0.914447557480497,0.919480858744182,0.923482849604222,0.939702427564605,0.954927425515661,0.958886385426654,0.961538461538462,0.941780821917808,0.94749373433584,0.957207207207207,0.960030721966206,0.97595792637115,0.973684210526316,0.973684210526316,0.970175111966157,0.971151178918169,0.98343685300207,0.988241578682755,0.971729187427555,1,1,1,1.0064308681672,1.00616522811344,0.995454545454545,0.997008973080758,1,1.01010101010101,1.03333333333333,1.03333333333333,1.03667782530531,1.04390644980971,1.03333333333333,1.0482180293501,1.0456,1.03218742447553,1.02777777777778,1.02782828282828,1.04090792897247,1.06060606060606,1.0872,1.08459869848156,1.08436352963974,1.0791015625,1.07719298245614,1.076,1.0881917211329,1.07984652194211,1.0625,1.0547952853598,1.05021008403361,1.08156418805407,1.10722610722611,1.12157596381025,1.1186591163311,1.11111111111111,1.11111111111111,1.10844450176887
"Georgia",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01785714285714,1.01561977646666,1,1.01798855273917,1.02627257799672,0.990640450497784,1.01170731707317,0.986712291779172,1.01731601731602,1.03244837758112,0.953711093375898,0.985977212971078,0.952755173215531,1.00949168982379,1.02918454935622,1.0457774269929,1.05882352941176,1.10339865934271,1.09842519685039,1.09854604200323,1.12163146394756,1.11744084136722,1.10995053464516,1.12213632404181,1.11111111111111,1.12233139905173,1.14296875,1.16727941176471,1.19382904936761,1.20614035087719,1.21016843333076,1.22447102115915,1.243351551414,1.21332561283299,1.26451362312218,1.25628626692456,1.24805877686062,1.25,1.27257383966245,1.29646404768008,1.32696390658174,1.30520833333333,1.2992125984252,1.28951890034364,1.28088962108731,1.27619047619048
"North Carolina",10,,0.752164502164502,0.752164502164502,0.752155172413793,0.754310344827586,0.757651033386328,0.745196986064118,0.724669721740566,0.747863247863248,0.762738873577238,0.741016006511123,0.753668763102725,0.707142857142857,0.743662057549053,0.756048387096774,0.761851015801354,0.750631313131313,0.752292507152862,0.741656365883807,0.740897544453853,0.736377025036819,0.734223300970874,0.740913327120224,0.741195365811523,0.75,0.757575757575758,0.76741440377804,0.776262543210847,0.775818922370646,0.772222222222222,0.769160839160839,0.78,0.772960720680011,0.77331759149941,0.775,0.766166367980884,0.766213332717076,0.778461538461538,0.78125,0.780961182994455,0.788442703232125,0.777777777777778,0.780448423429337,0.762978755730536,0.7568359375,0.753327417923691,0.75,0.753191412912051,0.750113122171946,0.749,0.75,0.769230769230769,0.777777777777778,0.77850697292863,0.776583034647551,0.78125,0.773392228304452,0.76530612244898,0.775193798449612,0.77850697292863,0.785714285714286,0.790697674418605,0.804587935429057,0.8125,0.813802083333333,0.818452380952381,0.822434715165136,0.822727272727273,0.830522765598651,0.828882756719242,0.907630522088353,0.898722627737226,0.9,0.90883580749317,0.958682606766759,0.942105263157895,0.953732912723449,0.962365591397849,0.970148601398601,0.985637288448191,1.01895734597156,0.945378151260504,0.919555637730732,0.917048937634229,0.968597662420732,0.962233729713462,0.978358864279442,1.00410509031199,1.04953271028037,1.04537037037037,1.06382978723404,1.05802469135802,1.05443343353917,1.04826546003017,1.05269374222959,1.0376,1.03803339517625,1.07843137254902,1.08977777777778,1.11111111111111,1.13523658718331,1.13089509143407,1.13407114661743,1.13421418636996,1.12052730696798,1.12972972972973,1.14336736277035,1.13214504775535,1.13012915419261,1.14173228346457,1.15419708029197,1.18727915194346,1.19395711500975,1.19686160559138,1.20656871218669,1.19227539882452,1.19647355163728
