"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3950,3500,3300,3600,3935,3800,3900,3997.5,3995,3950,3800,3799.5,3700,3795,3500,3800,3797.5,3800,3950,3950,3950,3950,3950,3795,3700,3900,3650,3500,3500,3550,3600,3695,3800,3800,3800
"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2797.5,2700,2600,2475,2400,2495,2500,2440,2300,2395,2500,2850,2950,2875,2500,2575,2600,2600,2700,2800,2862.5,2800,2875,2675,3000,2650,2825,2800,2450,2500,2600,2500,2500,2695,2700,2695,2525,2600,2692.5,2690,2800,2600,2500,2400,2750,2750,2850,2995,2697.5,2700,2600,2625,2695,2700,2650,2700,2700,2749.5,2900,2962.5,2800,2800,2950
"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997.5,2995,3100,3000,2949.5,2999.5,2997,3225,3100,2850,2600,2522.5,2647.5,2995,2700,3000,2997.5,3000,2772.5,3100,3100,3100,2600,3000,3500,3250,3225,3275,3200,3200,3100,3225,3495
"San Diego County","CA","San Diego-Carlsbad","06","073",4,,,,,,,,,,,,,,,4000,3800,3800,3825,3997.5,3800,3800,3600,3500,3800,3772.5,3950,3500,3595,3800,3500,3350,3400,3295,3100,3200,3200,3499,3100,3485,3500,3400,3500,3500,3500,3400,3420,3595,3550,3500,3500,3500,3950,4000,3975,3800,3950,3975,3997.5,3995,3950,4000,3950,3995,3800,3900,3695,3697.5,3780,3800,3800,3795,3995,4000,4200,4200,3997.5,3900,3700,3695,3800,3800,3950,3800,4097.5,4500,4500,4400,4400,4400,4325,4500,4300,4225,4250,4180,4500,4550,4500,4300,4500,4550,4500,4500,4250,3995,4200,4499,4400,4750,4795,4800,4800,4700,4547.5,4500,4625
"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",5,,,,5900,6500,6250,6400,6000,6000,5925,5500,4972.5,5000,5400,5590,5450,4725,4500,4500,4500,4700,4500,4500,4500,4397.5,4800,4500,4500,4500,4500,4399.5,4500,4150,4262.5,4300,4475,4500,4500,4775,4500,4800,4600,4500,4675,4300,4400,4500,4437.5,4500,4400,4495,4500,4500,4400,4400,4400,4500,4400,4500,4700,4600,4500,4500,4600,4500,4772.5,4700,4875,4995,4900,4972.5,4950,4900,4900,4500,4600,4925,4600,4500,4500,5000,4900,4400,4500,4700,5000,5500,5000,5250,5100,5000,5275,5500,5199,5190,5000,5275,5000,5100,5000,5000,5000,4950,4950,4950,5000,5000,5200,5500,5300,5200,5500,5525,5500,5400,5500
"Kings County","NY","New York-Newark-Jersey City","36","047",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750,4922,4775,4500,4583,4590,4200,3950,3850,3925,3747.5,4013,4400,4500,4500,4997,4875,4500,4300,4300,4200,4200,4200,4200,4497.5,5000,5099,4949.5,4650,5000
"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100,3900,4000,4450,4000,4200,4000,3950,3650,3700,3999.5,3850,4150,4250,4500,4200,4200,4300,4500,4450,4300,3950,3950,4000,4000,3900,4000,4500,4500,4500,4500,4250,3950
"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2250,2500,2500,2500,2495,2490,2500,2500,2400,2450,2500,2500,2222.5,2225,2375,2435,2497.5,2495,2425,2100,2437.5,2495,2777.5,2500,2200,2350,2350,2550,2762.5,2500,2550,2472.5
"Queens County","NY","New York-Newark-Jersey City","36","081",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,3025,2850,2900,2950,2850,3000,3500,3795,3750,3800,3900,3249.5,2899,3300,3500,3500,3637.5,3500,3800,3999,3999,3500,3850,3500,3800,3350,3300,3300,3300,3200,3300,3500,3500,3500,3550,3250,3100,3600,3500,3500,3600,3600,3997.5,3550,3500,3500,3795,3900,3887.5,3750,3691,3692,3696,3775,3714,3799.5,3997,4000,3925
"Riverside County","CA","Riverside-San Bernardino-Ontario","06","065",10,,,3000,2850,2600,2600,2850,2600,2700,2495,2475,2190,2262.5,2280,2300,2300,2300,2200,2195,2195,2195,2275,2200,2200,2250,2199.5,2172.5,2147.5,2195,2172.5,2150,2134.5,2190,2195,2100,2100,2195,2175,2100,2100,2095,2195,2195,2199.5,2195,2100,2150,2150,2150,2150,2150,2200,2200,2212.5,2255,2275,2200,2200,2200,2275,2300,2300,2300,2300,2309.5,2300,2300,2350,2400,2400,2400,2425,2350,2350,2380,2345.5,2395,2361.5,2350,2350,2350,2450,2450,2495,2499,2595,2550,2600,2595,2600,2600,2650,2600,2650,2672.5,2695,2700,2720,2795,2800,2724.5,2700,2700,2700,2675,2700,2700,2698,2750,2800,2800,2800,2799,2799,2795,2800
