"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"United States",0,116.985014844228,116.92759295499,117.165277096616,117.1875,116.942315449778,116.124751161248,115.009208103131,113.705275924803,113.034782608696,112.011320547743,111.111111111111,108.806818181818,107.345360824742,106.603023070804,107.880220646178,107.726597325409,109.097525473071,109.255663430421,109.124087591241,108.870967741935,108.658170914543,108.005893909627,106.944444444444,106.013945380593,105.430183356841,105.671154630763,106.867985034741,107.304006113009,107.749326145553,107.834507042254,107.826086956522,107.369456575629,107.443478703614,107.071428571429,106.433677521843,105.856697819315,105.806010928962,107.142857142857,109,111.11344097295,112.755461592671,113.636363636364,113.573232323232,113.58024691358,114.00651465798,113.584272911246,113.55421686747,112.410071942446,112.31732776618,113.710554951034,115.672306322351,118.01730920535,119.770992366412,120.248596631917,120.439991823873,120.242914979757,120.106076159267,119.870964001376,119.360341151386,118.29814459373,118.827160493827,119.548081975828,121.145374449339,123.517786561265,126.130389064143,126.616379310345,126.106491495924,125.789473684211,125.915621936749,126.131953428202,125.83081570997,124.946808510638,124.850657108722,126.668142528358,129.131672929664,131.700554528651,133.101851851852,133.707865168539,133.618233618234,133.215369059656,133.636363636364,133.662790697674,132.929845723942,131.82527301092,131.61232862774,133.282559025133,135.471622701839,137.964601769911,139.962900505902,140.691596300764,140.363914373089,139.825174825175,140.251685444098,140.365448504983,139.86013986014,138.792505204719,139.261755784318,141.368114049865,143.64406779661,146.565930698857,148.18653802695,149.158377964805,149.375,149.082568807339,150,150.359712230216,150.15015015015,149.112892857439,149.1415705038,150.25115923379,152.399481193256,155.141843971631,155.889830508475,156.356988128059,155.851912650096,155.239327296248,155.376344086022
"New York, NY",1,235.618955406566,234.270833333333,237.668161434978,237.354840521114,241.363512263283,241.367403314917,238.371666467607,235.293735294118,236.982693754703,235.982142857143,235.057293279653,232.822126615541,231.350806451613,226.537216828479,230.723606168446,228.571428571429,228.219906273893,226.40127114265,224.485714285714,223.310423825888,222.169782370905,221.007447657012,219.270745952106,219.148140486004,218.22358083266,219.018858503443,219.777620061509,222.560975609756,223.44355230211,221.66549047283,219.71971971972,217.605633802817,218.692449355433,218.567013353144,216.326091463223,214.818626189864,216.559864377426,218.583296895496,221.58154859967,222.44094488189,222.676938839849,221.153846153846,220.447362935168,218.604651162791,219.6,220.368999449957,225.589743589744,224.034844936484,226.313563095556,229.166666666667,231.615998417304,234.77004575006,237.849752996437,241.605241605242,238.831560283688,237.567567567568,237.586405529954,237.752027723977,237.720423591744,239.194985153415,241.419717403515,239.827945776851,240,241.538461538462,238.946224877784,241.426611796982,244.143681953151,243.009059785833,242.61803111587,243.288640667527,243.199350385708,241.592506331783,249.149638936393,249.207606973059,245.891276864728,251.751517982251,250.212652844232,250,248.50869925435,246.128318584071,247.967199520376,249.181547619048,250.777651998916,249.401254588687,252.878584229391,255.825358570991,257.291666666667,258.415671627255,263.591433278418,264.262114537445,264.273101824603,260.677827008302,264.316127947543,266.883936526794,269.72972972973,271.051906588291,272.40841777085,265.328125,258.620689655172,263.571428571429,268.746700105597,268.923933209647,269.028871391076,267.85,271.431558821772,273.4375,273.779755487169,274.725274725275,277.474972191324,275.983146067416,278.535714285714,283.360409771391,282.071097372488,282.975460122699,280.788177339901,279.803034514429,283.158544108575
"Los Angeles-Long Beach-Anaheim, CA",2,280.95983929561,277.408284124913,280.224997169738,280.828651685393,280.338766295135,278.872403560831,276.433104595481,276.740237691002,271.855880353501,267.857142857143,266.417910447761,260.779292075119,257.800429865796,257.731958762887,257.443089521885,256.215119228818,256.775067750678,257.057949479941,256.097872956145,254.242819843342,251.123094372218,248.425621071535,244.600116754232,241.101410342512,240.225314777999,240.854983675172,243.058371684154,245.125595354603,248.754566589173,253.406642283128,256.497948016416,257.915947035118,258.823055343265,259.494629056278,261.65799501977,264.329437952142,270.184361093452,277.208706786172,289.728682170543,300.885449897003,310.121457489879,317.604355716878,322.096259220964,323.98753894081,325.970989845213,325.329866877786,325.12315270936,323.636363636364,324.4,327.280208302336,329.40483205657,335.051546391753,339.285714285714,342.123816686559,343.311068000975,342.549344186243,343.549894482967,342.472460220318,343.137254901961,339.154411764706,337.837837837838,343.095225581298,347.351301115242,353.145695364238,359.03545169412,360.958218095229,362.465142219743,364.263803680982,364.947417152649,366.042284669282,364.589139967005,365.757738457919,368.088167702484,373.28094302554,377.51677852349,380.893300248139,383.207070707071,386.847387099253,387.931034482759,387.5,387.990300230947,388.507145991602,388.610514195436,387.630662020906,390.62451171875,392.857142857143,399.543378995434,403.84538651973,406.976744186047,406.908504919314,407.637655417407,408.185262535754,408.942202835333,410.44776119403,411.945417095778,411.646586345382,414.205905826018,420.883112881051,422.48273328435,426.039667306462,428.871173379542,431.770557029178,430.921052631579,429.944360141629,430.597467533058,431.624793565092,430.985088253195,428.535714285714,428.445229681979,429.841897233202,433.004014613976,435.069456218281,435.6836750306,436.967051381204,438.712972420838,438.038833147529,439.739413680782
"Chicago, IL",3,153.131389525446,153.016774891775,153.619873599382,153.185196940487,151.541182415361,150.892244757986,148.20476052575,146.994908059877,142.3546502185,142.431972789116,140.347628330084,135.986394557823,133.144606743972,131.578947368421,132.292218104817,132.606132075472,133.052351375333,132.102272727273,130.904951622083,129.081912016999,127.654140824517,125.095491246674,122.222222222222,119.445953286257,118.930077654304,119.353781354043,119.791666666667,120.43653831975,120.830913970563,121.005225522552,118.276515151515,117.083587553386,116.397737479985,115.383846153846,114.702004317311,112.549795016014,112.025510993885,114.228571428571,117.142857142857,120.16946314077,123.666702980909,125.271002710027,124.625986971629,124.429460580913,124.92526008151,123.663366336634,122.171688459352,120.277777777778,119.230769230769,122.608808955068,127.224342663274,130.548302872063,134.265374682908,136.858409957858,135.987241106654,135.239567233385,134.146341463415,133.212121212121,131.677953348382,129.552469135802,128.353347178528,130.994602929838,135.584677419355,138.128140703518,142.703045685279,143.985986765278,143.370688186821,142.411824804549,141.407355021216,140.489621904012,139.070680628272,136.831780284453,136.342042755344,140.158172231986,143.909090909091,147.383468404047,149.527559055118,152.068126520681,151.095993953137,149.387254901961,148.907706837424,148.929236499069,148.019801980198,145.817245817246,145.756706899368,149.365942028986,153.144160148595,155.922431865828,157.068062827225,158.027357811375,157.453014213908,156.163194444444,155.847457627119,155.273916598528,153.966464776998,152.113156897259,152.27467503635,156.90737833595,162.319420289855,166.170634920635,166.739893232513,167.268899334117,166.925465838509,166.578947368421,166.666666666667,165.988907111293,165.5625,164.462809917355,165,167.613636363636,170.235779136557,172.622478386167,170.905587141366,170.390143737166,169.032802273906,167.046750285063,166.196374150281
"Dallas-Fort Worth, TX",4,83.969465648855,84.2555017023102,85.0700612163391,85.5632639577139,85.7737427181872,85.4260184320813,85.0983358547655,84.4594594594595,83.9635854341737,83.8367573570239,83.5323033707865,82.3529411764706,81.6016754902185,81.6466932978251,81.8848168515935,82.1629213483146,82.9185418086377,82.7814329067413,82.6896551724138,82.41546177987,82.039911308204,82.4713977164936,82.2368421052632,81.8030050083472,81.8042813455658,82.8372434017595,83.2127351664255,84.1541414631734,85.3902798232695,85.8208955223881,85.0540242649779,84.6560846560847,84.3098958333333,84.6730975348339,85.3703028091937,85.7647652700656,85.7085507828182,86.9994196169472,89.475758770201,90.7579077183956,91.7203767972236,92.2348193697156,92.3836268061806,92.5490617504819,92.5420673076923,92.8809048569528,93.092743500194,93.4670116429495,94.3785925307473,95.7727814416291,97.1384615384615,98.2479086209444,99.6864948074626,98.0818095652916,98.5819975339087,100.770827156834,100.871559633028,101.589208022593,102.436160845318,104.425322679779,106.196318739781,106.717904924566,110,110.643415514131,109.65335673541,109.85056542811,109.91757602277,110.088070456365,110.640634419347,111.91205300741,112.387405134626,113.985594237695,114.734299516908,114.949655034752,117.435897435897,118.833134515949,119.90280610799,120.597358886545,120.852506660208,121.393013100437,122.10401891253,124.016910935738,123.673638946516,124.232908847185,125.477067291597,126.669716376944,128.177432906254,129.642099893954,130.226240107123,130.615640599002,130.278526504942,130.337235866167,130.997983870968,131.324301907658,131.378835037795,132.023265116529,133.322258596182,134.803921568627,136.216411327359,137.26694620084,137.915359648055,137.773265306926,137.329485834208,136.677583825935,137.335907335907,137.326456916864,137.411826268969,137.156970362239,137.149305555556,137.370753323486,138.501898388574,139.839608426817,139.623164311444,139.751552795031,139.49064188317,139.282785149654,139.315076856671
"Philadelphia, PA",5,143.193665334894,143.997599039616,145.62956653387,145.008365867262,144.815078641441,144.0690396038,142.906178489703,141.583333333333,140.920510153399,139.35880612017,138.428262436914,136.145242764979,134.9,134.835025380711,135.662596110357,135.667752442997,136.071704565213,135.454545454545,134.194214876033,133.28,131.624235715792,130.495168501514,129.25452524611,127.764565992866,127.403846153846,127.79552715655,129.428571428571,129.472693032015,129.166666666667,129.03028273049,128.044339660689,126.869712351946,126.178451178451,125.570776255708,124.592925632981,123.6328125,122.88224229121,124.498269896194,126.893096143987,128.26899128269,130.553539751653,131.154847832111,129.265770423992,127.403176418142,127.608208955224,127.083333333333,126.846153846154,126.288659793814,124.305555555556,124.71098265896,128.501928190564,131.345524674446,132.507204610951,132.352941176471,130.853994490358,129.935012185215,130.08008008008,129.358830146232,128.621213907887,126.659125188537,125.298329355609,126.704225352113,129.774031215053,132.929964539007,134.481769442301,134.215961216548,132.581904250986,131.169819078947,130.705229793978,130.47520661157,129.841979748693,127.472512396054,126.455831384961,127.499587118084,130.290155752,133.569764836999,134.640992374643,134.613391789558,133.712089919407,132.391637127569,132.483781278962,132.068606516884,130.853324844282,128.048780487805,127.950736927115,129.58554964539,132.474525945679,135.637480798771,137.511467889908,137.83174904943,137.215446402132,135.549961270333,136.335784313725,137.395646654719,136.573682727529,134.341397849462,133.507986668075,135.947485371296,137.72015279027,141.031578947368,142.571878692399,144.827586206897,144.790556298847,143.7088963398,143.346613545817,144.021739130435,143.189189189189,142.257532603808,142.358059949229,142.358059949229,146.265504331597,149.342891278375,151.057401812689,152.698574338086,151.66552273106,150.559380378657,151.109767566841
"Houston, TX",6,81.0552061495458,81.6666666666667,81.9602872834812,81.9760926410161,81.864406779661,81.7133292757152,80.5781391147245,80.1131008482564,80.7657985179888,80.1736636938465,80.2209853642956,79.4733715210226,79.0663055298139,79.0105049618892,79.307550529918,79.057923217545,79.4662309368192,79.5393123425266,79.083359980053,78.8920056100982,77.720207253886,78.4738372093023,77.9751883030572,78.3098591549296,78.5945446139621,78.7398859625306,79.5041412303564,80.4697986577181,80.9370467072817,81.1179493260209,80.6837594943221,80.8796505985118,81.2375249500998,81.0958336192502,81.4419225634179,82.4625325068643,82.8988979756097,85.0722311396469,86.2417075281223,87.0851133749589,88.1343817012151,89.1831498444693,89.5700465782873,89.8311984168162,90.7982700838059,92.3986283704011,91.8620061461604,92.442485486992,93.4257098851745,95.4003407155026,96.6949805781122,98.8101676581936,99.4304698623636,99.8487140695915,100.328347318497,101.58604008293,102.979274611399,103.896619431656,105.124598077055,107.443406064196,109.557604255543,110.374859542095,111.215753424658,112.975,111.667897504483,110.170796908184,112.270715298507,112.959250109328,113.187702265372,114.104868913858,114.088121474485,115.602807597027,115.671359647885,113.497157400487,114.611049567197,114.678899082569,114.836482828451,114.825525039501,114.493821367945,114.258364288862,114.050791007494,114.512545259108,113.994910941476,114.311037649669,115.008625646924,115.779485947634,116.136919315403,116.626360338573,116.803746765981,116.766045548654,116.283448959366,116.279823921437,116.930400371686,116.966277255918,117.313697740715,118.136363636364,118.511263467189,119.073875924228,119.907937737177,120.365678074123,120.569436374201,120.409112040911,120.092378752887,120.014720532524,120.147363962319,120.278913198648,120.516079995104,120.892788768347,121.537138798413,121.945698253663,122.133333333333,123.037523271771,123.082538298176,123.144618209182,122.929872820051,122.836218375499,123.146186440678
"Washington, DC",7,182.171875,182.336832496577,186.291244967997,192.23092246399,191.826730922954,188.656044181911,187.098501070664,182.524778299426,178.509778911565,178.391015170912,176.884066716049,172.155314371257,168.09609172462,167.258007117438,170.730928822215,173.343605546995,177.447052089296,177.984665936473,177.228949012037,175.434022171994,175.585284280936,174.273172846824,170.894525059003,167.755991285403,166.498838109992,168.650793650794,174.561403508772,178.803469868353,182.33609101978,183.103448275862,180.717554756456,177.958115183246,179.207920792079,178.798850574713,177.991452991453,173.322147651007,173.480976375102,177.184466019417,184.086363636364,191.708058383208,195.358258599638,196.679324773587,194.3006582043,193.533697632058,197.612732095491,196.36815920398,194.510474892519,189.142781222212,186.843848599328,190.747139484356,195.08281573499,198.800931650229,203.724525650035,203.784570596798,201.971032797033,199.507503852811,200.076961279899,199.875,197.557869927411,192.470191560749,189.533737680061,191.347110600842,196.113709967614,200.691998679287,204.081023988543,203.636363636364,196.77033492823,200,201.11867907105,201.091954022989,198.655256723716,196.682098765432,195.773893242248,199.994871794872,205.228036298772,211.909871244635,213.068181818182,213.75623663578,212.491699867198,209.417397568924,211.534391534392,212.765957446808,211.53311965812,208.192471590909,206.968954248366,210.939554035463,214.447731755424,218.988095238095,220.875482289222,221.810089020771,219.734660033168,217.337040781935,220.502201787301,220.491803278689,218.275862068966,214.27,212.841441441441,216.814675115334,221.457102082825,226.554558318845,226.937990698071,226.97166268351,227.649006622517,224.801061007958,227.176375746311,227.571669477234,228.187919463087,223.9818174378,222.057735011103,224.303609000482,231.350364963504,235.819349329988,236.482926829268,237.093495934959,235.294117647059,234.585879806468,238.176791257072
"Miami-Fort Lauderdale, FL",8,151.514330808081,150.577878419724,147.058823529412,144.363818692339,144.254278728606,140.68167604753,137.601925102788,135.874209536831,133.07421602988,131.172839506173,133.27689404796,130.328811726843,128.963730569948,131.624168514412,128.801531130504,124.663590130942,126.632897893895,126.495106922798,127.058647873865,128.176093742251,130.041067761807,130.775707225935,132.183908045977,134.093073593074,133.294077090455,132.394366197183,134.485789627893,133.299798792757,132.404604225796,132.292954617899,136.628701594533,136.702348005429,138.772077375946,127.096414803149,129.127697902201,131.173189123272,134.976446570488,137.795275590551,139.893992932862,142.281647178444,143.276726358103,144.21128531132,144.643562246256,144.202898550725,145.980582524272,148.424842484248,152.838427947598,153.701615933859,155.996958174905,157.367758186398,157.2767226137,158.645276292335,158.171083313232,160,159.15270647279,159.242769892546,160.50061050061,161.342395921835,166.666666666667,168.265993265993,168.361755661169,168.878166465621,168.984732232814,169.059011164274,167.747949291573,168.452380952381,172.265288544358,173.588958163573,174.377896816351,175.953079178886,181.629834254144,182.9587036069,186.219739292365,188.553416125479,188.544576770724,191.414733178654,192.619464598449,194.681754644301,196.114594165471,196.8436921139,199.627149883198,201.829652996845,203.448275862069,204.611186903138,204.531151667716,205.573593073593,205.880150637567,206.611570247934,208.174869071396,209.209524953937,209.312766093572,209.048862638812,211.532789581351,210.776439089692,213.826366559486,215.878378378378,216,216.089466089466,216.597467482126,217.274898668211,217.211402824,217.06770264521,217.202432667246,217.267552182163,218.611225997046,219.440261694384,221.601781737194,223.562810503903,222.424051530513,221.560823126922,220.779220779221,221.493604675332,221.354738839509,221.80916976456,221.462264150943,222.88631330344,224.161985018727
"Atlanta, GA",9,93.482905982906,93.2203389830509,93.9505041246563,94.3717652215974,93.0344827586207,91.3818608192643,90.2227356585909,88.2079851439183,87.7378430428503,87.0643431635389,85.5103002954968,82.6446280991736,80.4424333836099,79.9372882587425,78.971119133574,77.3783185840708,77.8299437684908,77.5974025974026,76.7972392305784,76.0703363914373,75.669527628836,74.9604260369815,73.6309249884952,72.3596861798431,71.2707475209764,71.927661323469,72.4527285999933,72.3750905141202,73.8515901060071,75,76.3105507631055,75.7363253856942,77.3584905660377,78.8689171416046,79.1305744712795,79.6573506074454,80.2919708029197,82.5206301575394,84.46088794926,86.9040247678019,88.9328063241107,90.3240453840882,90.758547008547,90.5377348508606,91.1319698717477,90.9395764461881,90.62953763651,89.5303516003995,89.4988702922483,91.1728139245752,92.7889713679746,95.6284153005465,96.8974710955265,97.2305389221557,96.765350877193,96.587912130083,96.4347826086957,95.8096590909091,94.7215933258779,94.5532728141424,94.3951878707976,95.7277548615203,96.1272475795297,96.6839374281711,98.6136684977984,99.3723849372385,97.9098269069232,97.9812900049237,97.6935105551212,97.9558824864591,97.3728302137354,96.8544825067989,97.0658467403366,99.3018944148668,101.515524889108,103.777118776338,105.408735570601,105.635787249031,105.780182232346,106.034665943696,105.758754863813,106.742045430881,106.345801876001,105.435627081021,105.36398467433,107.42637004981,110.395299145299,112.485939257593,113.605898123324,114.524246095998,114.798850574713,114.735152487961,114.9140625,115.627009646302,114.945367028176,115.488185888706,116.20766437767,117.493231602264,120.614035087719,123.378357523152,124.467272039349,124.866464201581,125,124.459546176284,125,125.091979396615,125.261593951677,125.208450940302,125.652173913043,125.518910019695,127.917797595967,131.403118040089,131.213535589265,131.77025527192,131.313499963135,131.321022727273,132.250580046404
