"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Los Angeles County","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,1.61042944785276,1.61645848640705,1.66270783847981,1.65562213862887,1.66514922154533,1.69270833333333,1.65714285714286,1.6146761883152,1.6133442712606,1.62122763093267,1.688782756806,1.68269230769231,1.6938960593643,1.66666666666667,1.69925690021231,1.69851380042463,1.69217753481713,1.66377349545094,1.6459647055845,1.63636363636364,1.65177701787697,1.64868105515588,1.63391378634414,1.63299319727891,1.60736367918973,1.59421988234188,1.56903765690377,1.58730158730159,1.59767610748003,1.54692622272261,1.48725212464589,1.52866242038217,1.55506436199294,1.56741573033708,1.55323754328393,1.54228130686575,1.57297748366785,1.58839779005525,1.56515947820296,1.51343919259816,1.53807946695553,1.53754242787262,1.51813356364651,1.54268441656581,1.53117523923445,1.51228733459357,1.53319493239647,1.52879901960784,1.5226153496477,1.53126329221608,1.55750798722045,1.61194029850746,1.65145588874402,1.7085970464135,1.70572394128208,1.69682033059112,1.70618525964291,1.70717503217503,1.71232876712329,1.73905842706338,1.71910828025478,1.73279603223807,1.82238774156878,1.83843209159763,1.85,1.86639532501073,1.875,1.87920675791661,1.88222269256443,1.89609126004719,1.86567164179104,1.88871477411772,1.93301537146684,1.97402159244265,1.95219123505976,1.94704049844237,1.93784916201117,1.93599559757415,1.9128058921359,1.98880834211084,1.8925831202046,1.99849924962481,1.87958709422721,2.0017793594306,2.08886214900859,2.12439738276146,2.13791410522097,2.14285714285714,2.14342948717949,2.14285714285714,2.1484375,2.12243074173369,2.1215064142332,2.13270142180095,2.10191082802548,2.11864406779661,2.13928571428571,2.15447154471545,2.19155844155844,2.24437595052746,2.27821310582776,2.25924897995642,2.2451426825041,2.23026510986614,2.22727272727273,2.25882104858051,2.27450296658051,2.27272727272727,2.28040540540541,2.30021008403361,2.33598409542744,2.3508385827554,2.38802575704602,2.39499447310243,2.3485296387296,2.36607142857143
"Cook County","IL","Chicago-Naperville-Elgin","17","031",2,,1.33689839572193,1.29599483204134,1.26794258373206,1.20385232744783,1.21457489878543,1.26965119135348,1.27314814814815,1.28260869565217,1.30224472105585,1.33333333333333,1.34484212362621,1.26518218623482,1.29411764705882,1.38146167557932,1.47793613915944,1.47788367546432,1.5224032586558,1.58982511923688,1.59846547314578,1.57894736842105,1.47727272727273,1.40361821584529,1.40494594434049,1.45098039215686,1.5,1.53237410071942,1.32792207792208,1.40791476407915,1.57681811820684,1.59333333333333,1.68091168091168,1.79268423307626,1.81317204301075,1.81326007326007,1.81009278711485,1.78061087491609,1.7526455026455,1.85639076071291,1.85185185185185,1.7526455026455,1.5,1.50501672240803,1.36022514071295,1.39056831922612,1.35418349481075,1.34919507575758,1.38077469793888,1.35556010807938,1.31475667189953,1.3,1.28905391116806,1.36363636363636,1.40249332146037,1.41465677179963,1.40530493318597,1.39977603583427,1.39720558882236,1.39517345399698,1.38888888888889,1.39527777777778,1.40388768898488,1.42045454545455,1.46889502753757,1.46604938271605,1.42370324121597,1.42395267922912,1.42378559463987,1.41614760286901,1.38115010959205,1.38598632524941,1.36823523946672,1.38791093872201,1.39147762984972,1.40591204037491,1.43815915627996,1.47872398987119,1.46321070234114,1.48181778768133,1.45672664952871,1.45810835133189,1.4692160728352,1.47317502198769,1.47058823529412,1.4151679144346,1.39762472164707,1.41509433962264,1.43420074349442,1.45137880986938,1.44877675840979,1.45713778000774,1.42888171776095,1.41943043690724,1.41333333333333,1.4100185528757,1.41267123287671,1.42282958199357,1.42450142450142,1.44675925925926,1.46647490669627,1.46626768226333,1.48171500630517,1.47403275265871,1.47526100771675,1.475,1.46957801766438,1.45806861499365,1.45113583350612,1.47435897435897,1.51351351351351,1.5230635335074,1.5284757118928,1.52013513513514,1.54532967032967,1.53543218915543,1.53508771929825,1.51065076065076
"Harris County","TX","Houston-The Woodlands-Sugar Land","48","201",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.871821331093848,0.914935707220574,0.897300158814187,1.01519337016575,0.970074626865672,0.83500334001336,0.842235004108463,0.791006685344947,0.790947895360409,0.791717417783191,0.798722044728435,0.800865800865801,0.784715245415481,0.777596873982416,0.781460579514825,0.794578850037389,0.822508923286801,0.831351351351351,0.833575054387237,0.836820083682008,0.833333333333333,0.830985915492958,0.828650355169692,0.830813409951185,0.837736687560786,0.843160971983656,0.848256361922714,0.863164625117782,0.867403157717781,0.872061235647895,0.871479295397953,0.868613122812647,0.864886544976661,0.860405130242606,0.866495507060334,0.866747418204982,0.865354359297091,0.871687587168759,0.877634660421546,0.88013698630137,0.875190258751903,0.873969139902188,0.867399590894488,0.873069173942243,0.867149758454106,0.857716580608147,0.854503464203233,0.844729807883205,0.864179104477612,0.866450660181928,0.868945868945869,0.886951292844257,0.891057374968266,0.892857142857143,0.889741800418702,0.882872277810477,0.892173317066021,0.890912725476823,0.889288122162186,0.889841312370893,0.889852116267211,0.891861761426979,0.902132312739202,0.909961685823755,0.914335290619069,0.91540404040404,0.91023226616447,0.907715582450832,0.903614457831325,0.899503722084367,0.898203592814371,0.904545454545455,0.906921181233401,0.909607731665719,0.916666666666667,0.928454396504642,0.93804537521815,0.940251572327044,0.934931198342454,0.931289620974806,0.928000427715997
"Maricopa County","AZ","Phoenix-Mesa-Scottsdale","04","013",4,,0.894111846441849,0.847205702410981,0.819238900634249,0.80935653150397,0.832580780562947,0.79914757591902,0.786173866269447,0.786472670074715,0.782726045883941,0.764951321279555,0.769230769230769,0.722317595169961,0.720464995801392,0.719875658376178,0.725577647373573,0.723253881126808,0.717394299283664,0.70919175911252,0.707070707070707,0.69627302426715,0.694176629386811,0.689058171745152,0.6875,0.688461538461538,0.686413770053476,0.696757230499562,0.712098009188361,0.714158186038207,0.716403162055336,0.716448608903463,0.717017208413002,0.710886377156455,0.709519572953737,0.712808031097322,0.70593120969318,0.703564727954972,0.710014947683109,0.708269525267994,0.710894839914994,0.699469368065605,0.699385033683152,0.702107728337237,0.689448441247002,0.704169944925256,0.700740451531591,0.695679796696315,0.697115384615385,0.694444444444444,0.695908918869671,0.701459034792368,0.708279430789133,0.730688935281837,0.731952055483637,0.730519480519481,0.734853029394121,0.728448275862069,0.72992700729927,0.729310559544947,0.731901837952351,0.734893848666304,0.748302890243622,0.762527233115468,0.778316572287883,0.782608695652174,0.786956018518518,0.779594612048438,0.775569558894813,0.776553106212425,0.779423226812159,0.779633768751036,0.781584582441114,0.785881237987232,0.8,0.810564663023679,0.820405812385647,0.806451612903226,0.80748575163849,0.79933532235858,0.796899038461538,0.79075994309832,0.790807156795141,0.799136615208974,0.779250378471482,0.815985130111524,0.82815734989648,0.841423948220065,0.853578463558766,0.868878357030016,0.875375603475382,0.875126220127903,0.864553314121037,0.862068965517241,0.859106529209622,0.858498705780846,0.856816450875857,0.86644434028705,0.876551115178052,0.892904953145917,0.908517628304724,0.919117647058823,0.922141119221411,0.926925238898257,0.917431192660551,0.912424503882658,0.915048015139107,0.91858689800304,0.92066264422568,0.931992940287843,0.936883629191322,0.964630252707333,0.990767045454545,1,0.995616110609439,0.989802039592082,0.989315393747527,0.982853482853483
"San Diego County","CA","San Diego-Carlsbad","06","073",5,,,1.64856796036875,1.76613885505481,1.66666666666667,1.69160177975528,1.73341909039376,1.64541341011929,1.60530821917808,1.52777670268844,1.5143037571654,1.52671755725191,1.44194756554307,1.45214391353865,1.44194756554307,1.45413870246085,1.44469839330113,1.42468671366835,1.42087543440448,1.4207715079686,1.39458955223881,1.40803766882822,1.43321311495921,1.42353101669271,1.44472081820264,1.41442715700141,1.40234574196838,1.38629250833074,1.41131642038669,1.40585533869116,1.39662507528144,1.38541666666667,1.38090349075975,1.40117994100295,1.43849206349206,1.44322993368829,1.44662921348315,1.49473684210526,1.51560021629416,1.47886106719197,1.42084132505445,1.41608879124704,1.41338582677165,1.41076115485564,1.4268680445151,1.39487559867098,1.39771283354511,1.41666666666667,1.4308426073132,1.45180023228804,1.45951116384253,1.4712389380531,1.4948859166011,1.49620893177489,1.4762438466948,1.495,1.5,1.48674115293242,1.48673376029277,1.51413189771198,1.53074043289505,1.54497191011236,1.53429602888087,1.57334384858044,1.53571428571429,1.53465346534653,1.55542754736303,1.5491452991453,1.5375,1.54223799080743,1.57142857142857,1.58206083610468,1.58237478524157,1.62014647938761,1.63636363636364,1.59328786333503,1.59645232815965,1.58194480777752,1.5828677839851,1.58710217755444,1.60125304199244,1.59007478095584,1.58637873754153,1.56235445775116,1.66006701187938,1.70240415854451,1.74554653736692,1.75960624479228,1.78374655647383,1.76630434782609,1.76767676767677,1.81245074862096,1.79238505747126,1.77091183119819,1.76115636377009,1.77408757577042,1.83277081324333,1.8765664160401,1.8953672985782,1.89637965448414,1.89542128711941,1.88018085908063,1.91189250434515,1.87888602095237,1.86666666666667,1.86536619236683,1.86636804777902,1.91131498470948,1.93593940592918,1.96860986547085,1.98275862068966,2.02173502471312,2,1.99916666666667,2.00320512820513,1.98296584880637,1.99300699300699
"Orange County","CA","Los Angeles-Long Beach-Anaheim","06","059",6,,1.74756335282651,1.63269992348948,1.66666666666667,1.62816323803521,1.61707632600259,1.5807476566783,1.54357634766089,1.57563025210084,1.5625,1.54320987654321,1.57920792079208,1.55327868852459,1.54913023037142,1.56449553001277,1.59176029962547,1.58054601150805,1.56453961419705,1.57075522448515,1.56743976094264,1.56486622917718,1.54772141014617,1.54462242562929,1.58867152849368,1.5916955017301,1.59235668789809,1.55968391155665,1.56652987892858,1.59846547314578,1.58933342508788,1.58789669927044,1.58605810399796,1.592082616179,1.61497836810293,1.59841211474388,1.58982511923688,1.59722222222222,1.63779061464493,1.65172413793103,1.65544702775786,1.62760416666667,1.63284910505989,1.63478055421607,1.62925416364953,1.6291851762388,1.62792449295714,1.63719711853307,1.64444444444444,1.62810562869068,1.6304347826087,1.62723449001052,1.63187455472322,1.65289256198347,1.65620495224456,1.65397245720539,1.64703263900708,1.6530612244898,1.65525114155251,1.66112956810631,1.66446913254042,1.67516387472688,1.67131640508919,1.69042659927101,1.70875763747454,1.72806345931654,1.72776911076443,1.74165457184325,1.7487955430742,1.73838166271401,1.73581302003054,1.75044883303411,1.76157860404436,1.79429688398298,1.77793904208999,1.78693353169835,1.77049180327869,1.76810608636518,1.79738562091503,1.73319327731092,1.74050632911392,1.73300165837479,1.72223629520875,1.77377561716858,1.71356120599798,1.77721069152848,1.79876335019674,1.8262987012987,1.84753752886836,1.85513825835741,1.86741363211951,1.87173358488964,1.8695983016832,1.85942806435663,1.84376516254246,1.84977578475336,1.8637892970281,1.8666196189132,1.89537528430629,1.90058479532164,1.91766586730616,1.93220338983051,1.92497532082922,1.91793431614156,1.91387559808612,1.91096033596278,1.89015151515152,1.89001390014077,1.88508129834114,1.91532759496956,1.93871169480926,1.9371972244168,1.95982361587457,1.97544487410322,1.97785509234729,1.98452263503384,1.98979591836735,1.97458592730816
"Kings County","NY","New York-Newark-Jersey City","36","047",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.375,2.57963800904977,2.5,2.5,2.56410256410256,2.58333333333333,2.6219512195122,2.62443487776082,2.66666666666667,2.77777777777778,2.66666666666667,2.5,2.46369622475856,2.40384615384615,2.36280487804878,2.35147058823529,2.35478806907378,2.47058823529412,2.5,2.41081807215703,2.36869318181818,2.3,2.28571428571429,2.22222222222222,2.1875,2.20833333333333,2.32916666666667,2.4,2.41491157913445,2.42020373514431,2.41110916110916,2.37626262626263,2.3125,2.20833333333333
"Miami-Dade County","FL","Miami-Fort Lauderdale-West Palm Beach","12","086",8,,,1.43748638344227,1.40028011204482,1.35623869801085,1.33479899497487,1.25812568667775,1.25543920670642,1.24888492417484,1.22033898305085,1.18683001531394,1.22222222222222,1.15911485774499,1.16086721568405,1.17570215545395,1.18521770233798,1.2236605986606,1.21739130434783,1.22145512480085,1.19172341540073,1.20192307692308,1.19705340699816,1.19653006281783,1.20728026696766,1.19047619047619,1.20101657733694,1.23318385650224,1.24087591240876,1.23529411764706,1.25,1.26560633084556,1.28351397604107,1.27504553734062,1.20033112582781,1.19128725250986,1.19910764082543,1.19211394192469,1.19132970754634,1.20932600307865,1.20779025015256,1.2123745819398,1.22358175750834,1.24209317341592,1.22473974280465,1.20988953182536,1.20231088849185,1.20614035087719,1.21281464530892,1.21419676214197,1.20784456470976,1.20293418852723,1.20418848167539,1.2219050444628,1.24005108504823,1.26098901098901,1.25673249551167,1.25786163522013,1.24854111513702,1.24501992031873,1.24908155767818,1.25260960334029,1.26366120218579,1.27792207792208,1.2987012987013,1.30912108506448,1.31578947368421,1.3319126265317,1.32006498781478,1.31818181818182,1.31578947368421,1.32766861391397,1.33597348437695,1.33016627078385,1.34180380966438,1.35624113021427,1.34417415829367,1.36138613861386,1.35458167330677,1.35135135135135,1.34624312549104,1.35150842775045,1.33168459304388,1.35408245755861,1.30649717514124,1.35135135135135,1.3556338028169,1.36407041141301,1.375,1.39349701393497,1.3902932344422,1.38789970644726,1.38157894736842,1.375,1.37408861469434,1.375,1.37931034482759,1.38396459941443,1.3903743315508,1.40213123948402,1.41634608816771,1.41843971631206,1.42596787103245,1.43032312641496,1.42463235294118,1.41800027846003,1.4050901378579,1.40871887838838,1.42606347166823,1.42602110903772,1.42149408950748,1.43620992024231,1.45118733509235,1.45631067961165,1.45757418011452,1.45821648906338,1.44246897014425,1.43478260869565
"Dallas County","TX","Dallas-Fort Worth-Arlington","48","113",9,,0.709146921623965,0.740714646511313,0.754470938897168,0.778346180299418,0.76750700280112,0.761973875181422,0.758625004722149,0.767640436004225,0.822368421052632,0.801068090787717,0.788288288288288,0.784484482437364,0.748502994011976,0.752777240263167,0.752799533033356,0.757575757575758,0.763608287221722,0.76241431284048,0.754975978037063,0.74308947051519,0.744107478067655,0.744847462405344,0.741218943318413,0.739170642792044,0.75,0.769603097773475,0.77893175074184,0.764818355640535,0.773002595238029,0.777777777777778,0.774663497877784,0.776143790849673,0.777777777777778,0.792158862104932,0.783158469421087,0.785088265881336,0.792858542319749,0.809418690213392,0.808888888888889,0.788288288288288,0.782025755893352,0.785714285714286,0.784498356781507,0.786561264822134,0.779771804639019,0.777101424769818,0.77653254282769,0.777333935301508,0.779629662808614,0.783174079120521,0.79093799682035,0.818493150684932,0.815764050287665,0.830618892508143,0.825213046264866,0.819845179451091,0.811215550688953,0.810751592960182,0.810324129651861,0.811224489795918,0.82906019381779,0.855828220858896,0.854457488853844,0.861571737563086,0.873129009265859,0.891791044776119,0.895165999332666,0.880769230769231,0.888449162091968,0.901586752881372,0.895352339863184,0.89541547277937,0.904605263157895,0.911764705882353,0.916561314791403,0.926785155955192,0.920365324053436,0.922643140166893,0.934409161894846,0.92552085910823,0.929368029739777,0.946372239747634,0.926325704932209,0.95707656612529,0.974596971177333,0.989522700814901,1.00725221595488,1.01278948737965,1.02206801395991,1.0264087992884,1.01656626506024,1.01225960115309,1,1.00057021810239,1.01071876280707,1.02077363896848,1.02396637365725,1.02272727272727,1.05786243127007,1.06288751107174,1.05762217359592,1.05042016806723,1.04283054003724,1.02872670807453,1.03425985778927,1.03571428571429,1.03964325003929,1.04640980735552,1.05126770144813,1.07121000174856,1.10526315789474,1.10866834170854,1.1,1.1078431372549,1.09463276836158,1.10640301318267
"Queens County","NY","New York-Newark-Jersey City","36","081",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3472198677742,2.21049354394704,2.42895002523978,2.16666666666667,2.2094298245614,2.08333333333333,2.12338560885609,2.12338560885609,2.05317904454773,2.01496388028896,1.96828358208955,1.94444444444444,2.16278065630397,2.21875,2.23214285714286,2.1875,2.21875,2.25,2.23076923076923,2.1875,2.13235294117647,2.2064594356261,2.18465909090909,2.20833333333333,2.25,2.25,2.21153846153846,2.24958333333333,2.26969696969697,2.2109521575985,2.24291666666667,2.25,2.28310502283105,2.27586206896552,2.27272727272727,2.29848236259229,2.36038961038961,2.37233412322275,2.43353949652778,2.42361111111111,2.38095238095238,2.35,2.33333333333333,2.38479263815609,2.34009929906542,2.31530214424951,2.23214285714286,2.29492698191933,2.33534386428281,2.33489096573209,2.22575516693164,2.27045454545455,2.31481481481481,2.3,2.32916666666667,2.28571428571429,2.25,2.28571428571429,2.31172839506173,2.30769230769231,2.30769230769231,2.3,2.27451120308263,2.28395061728395,2.25,2.27042978770867,2.30384615384615,2.20125786163522,2.17305412880284,2.22222222222222,2.21198156682028,2.26818181818182,2.3212962962963,2.32460317460317,2.30737357385137,2.32786885245902,2.31530214424951
