"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Ottawa","Toledo","OH","Toledo","Lucas County",381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,907.5,990,1080,962.5,975,930,900,860,850,900,945,900,900,900,900,850,925,937.5
"Diamond Head-Kapahulu-St. Louis","Honolulu","HI","Urban Honolulu","Honolulu County",382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2800,2800,2800,2800,3000,3150,2800,2950,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3100,3300,3300,3300,3300,3240,3300,3700,3300,3197.5,3050,2925,2950,2500
"Kaimuki","Honolulu","HI","Urban Honolulu","Honolulu County",383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2612,2500,2350,2525,2500,2500,2320,2525,2500,2300,2500,2600,2500,2400,2300,2350,2300,2300,2400,2400,2450,2350,2495,2295,2250,2250,2400
"Sun City","Menifee","CA","Riverside-San Bernardino-Ontario","Riverside County",384,,,,,,,,,,,,,,,,,,950,987.5,962.5,1050,995,995,950,900,900,950,937.5,950,950,950,1012.5,1100,1050,1050,995,1000,1050,1112.5,1100,1095,1095,1095,1100,1100,1150,1100,1150,1200,1200,1200,1200,1200,1250,1200,1150,1100,1100,1050,1100,1200,1175,1200,1162.5,1195,1150,1275,1200,1285,1295,1200,1195,1195,1150,1150,1245,1247.5,1250,1282.5,1295,1300,1295,1172.5,1300,1295,1300,1285,1325,1325,1350,1325,1325,1300,1285,1295,1300,1297.5,1325,1325,1325,1375,1350,1392.5,1350,1350,1350,1357.5,1400,1325,1312.5,1450,1462.5,1475,1450,1450,1375
"Beach Haven","Jacksonville","FL","Jacksonville","Duval County",385,,,,,,,,,,,,1095,1100,1095,1100,1025,1000,1072.5,1020,1012.5,1000,985,997.5,950,1095,1095,1070,1037.5,1037.5,1100,1172.5,1100,1150,1000,962.5,1072.5,1080,1150,1150,1125,1185,1150,1150,1100,1190,1192.5,1195,1195,1199.5,1197,1199,1197.5,1250,1250,1250,1200,1197.5,1195,1250,1199,1182.5,1195,1200,1225,1275,1250,1200,1200,1205,1262.5,1250,1275,1297.5,1250,1250,1287.5,1197.5,1262.5,1295,1362.5,1197.5,1297.5,1250,1300,1297.5,1250,1300,1337.5,1300,1300,1299,1262.5,1300,1350,1300,1325,1272.5,1297.5,1262.5,1262.5,1425,1395,1337.5,1300,1326,1350,1362.5,1350,1450,1347.5,1300,1299.5,1375,1450,1395,1300
"East Arlington","Jacksonville","FL","Jacksonville","Duval County",386,,,,,,,,,,,,,,,,1297.5,1250,1295,1250,1250,1200,1195,1195,1200,1225,1250,1250,1275,1300,1300,1295,1250,1265,1300,1300,1255,1285,1275,1250,1300,1392.5,1395,1362.5,1425,1375,1472.5,1400,1412.5,1362.5,1375,1375,1400,1400,1450,1425,1405,1400,1400,1350,1375,1395,1330,1400,1400,1450,1460,1420,1395,1397,1396,1425,1450,1397.5,1450,1495,1520,1325,1412.5,1362.5,1445,1495,1385,1447.5,1495,1500,1562.5,1500,1550,1550,1550,1600,1595,1497,1550,1497.5,1495,1550,1585,1595,1650,1652,1664.5,1650,1586,1587.5,1512.5,1550,1571,1635,1680,1650,1695,1680,1675,1650,1705
"Heights","Billings","MT","Billings","Yellowstone County",387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,1120,1250,1225,1175,1097.5,1095,1200,1150,1175,1095,1195,1135,1095,1095,1025,1100,1125,1212.5,1200,1275,1385,1250,1200,1145,1095,1135,995
"Old Colorado City","Colorado Springs","CO","Colorado Springs","El Paso County",388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1250,1337.5,1285,1295,1322.5,1545,1495,1475,1397.5,1362.5,1295,1400,1400,1600,1400,1300,1350,1450,1400,1372.5,1400,1400,1400,1300,1350,1400,1290,1360,1385,1450,1450,1400,1600
"Downtown","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1825,1950,1900,1950,1800,1899,1900,1950,1862.5,1862.5,2000,2000,1825,1850,1875,1925,1855,1600,1595,1595,1700,1762.5,1900,1900,1900,1950,1800,1900,1800,1850
"Nuuanu-Punchbowl","Honolulu","HI","Urban Honolulu","Honolulu County",390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1862.5,1875,1850,1850,1900,2100,2200,2100,2000,1925,2000,1850,1900,1900,1850,1800,1980,1872.5,2037.5,2037.5,2037.5,1900,1900,2100,2300,2100,1972.5,2100,1895,1900,1837.5,2150
