"RegionID","RegionName","City","State","Metro","CountyName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
273222,"Chatham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",326,86400,86400,86200,86000,85800,85600,85400,85100,84900,84800,84800,84700,84600,84600,84600,84700,84800,85000,85400,85800,86400,87200,88000,88900,89900,90900,91900,93000,94100,95200,96300,97300,98400,99600,100700,101700,102700,103600,104600,105400,106400,107200,108100,108900,109900,111000,112200,113200,114300,115500,116600,117600,118700,119600,120600,121500,122300,123200,124100,124900,125700,126500,127200,127900,128500,129000,129500,130100,130600,131200,132000,132700,133500,134300,135100,135800,136500,137200,137800,138700,139300,139300,138800,138400,138200,138400,139300,140600,142100,143600,145100,146300,147500,148900,150700,152700,154700,156600,158300,159900,161500,163100,164700,166400,168100,169800,171200,172300,173100,173500,173600,174000,174800,176200,178400,181300,185000,189000,192800,196500,200000,202600,204700,207100,209400,211500,213000,213700,214000,214200,214300,214800,215800,216500,217100,218200,219700,221400,223100,223900,223900,223000,221300,219600,218600,217400,216300,215600,214700,213900,213700,212900,211700,210000,207900,205700,203700,201000,197300,193100,188700,184000,179200,175100,170700,167800,168000,166400,163200,163200,163100,159400,157000,157200,157100,157600,158000,158000,158200,159800,161400,161400,160100,159300,159000,157400,156400,156800,158100,157700,156100,155600,156900,157300,156800,156400,154900,152000,146900,144400,144500,144400,142200,140500,136000,133200,136200,140100,138500,136700,137100,133900,130300,131100,134000,135800,139500,141000,142200,146500,152600,156000,159600,162800,164400,164500,162200,158400,155000,154400,153000,150300,149000,151000,153000,153600,152800,152300,154100,155200,156400,158300,159000,158400,160500,163200,164600,166300,168900,170800,171400,173400,176300,176900,174800,173400,173700,174500,175400,174800,172300,168600,166300,165600,165800,166400,166600,166900,166600,165800,163800,163300,164400,165100,165700,165500,163500,160300,158400,157100,156800,156600
268537,"University","Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",327,125500,126000,126400,126800,127100,127500,128000,128500,129200,130000,130800,131200,131600,131900,132100,132200,132400,132700,133200,133800,134600,135700,136800,137700,138500,139200,139800,140400,141000,141800,142700,143700,145000,146400,147800,148900,150000,150800,151500,152000,152700,153400,154300,155200,156500,157900,159300,160400,161400,162200,162800,163300,163900,164700,165700,166800,168200,170000,171800,173400,174900,176300,177400,178500,179700,181200,183000,185100,187500,190300,193200,195900,198400,200500,202300,203900,205600,207600,209900,213200,217000,220000,222100,224600,228100,232500,237800,243300,249000,254600,260300,265800,271000,276300,281900,288300,296000,305800,318100,332100,345600,356800,365300,371300,376000,380400,385000,389900,395000,399600,403600,407300,411000,414900,418800,422000,424400,426700,429000,431100,432900,433900,434100,433800,433300,433200,433700,433900,433800,433300,431400,428500,425400,422200,418600,413800,407500,400800,394800,389400,385200,382200,379100,375200,370000,363100,354700,346400,338900,332100,325300,318200,311100,304700,297900,290700,283700,276900,270900,266800,263900,261500,259300,257200,255900,255600,255100,254200,253600,253700,253600,252600,251200,248300,245200,243700,243100,242300,242600,241600,239100,236400,233200,228900,226700,227100,227300,227000,227400,226700,225800,228000,231500,233500,235800,241400,246100,248300,250900,256000,260300,263100,266900,271400,275800,281200,287200,292600,298000,305000,312900,319500,322200,324500,328300,332200,334100,335200,336400,335500,333600,331700,331200,330000,330400,332500,333900,332900,334100,337800,341000,341400,342000,344300,346900,348400,350600,353000,354500,355500,358000,362800,366500,367800,367800,369600,372800,374700,374600,374700,374800,376100,378500,379600,381100,387900,395600,399700,401200,402500,403800,407000,409800,411000,411900,413600,416300,420200,425200,427300,424900,422600,423800,426800,429900,431900,431000,430000,430300,430900,430300,430000
207477,"Santa Clara","Eugene","OR","Eugene","Lane County",328,143300,144100,144700,145400,146000,146600,147300,147900,148800,149800,150700,151400,152100,152700,153100,153400,153700,153900,154100,154300,154600,155000,155500,155800,156000,156100,156200,156300,156400,156500,156600,156800,157200,157900,158500,159100,159500,159900,160200,160500,160700,161000,161300,161700,162200,163000,163700,164300,164800,165100,165300,165500,165600,165800,166100,166500,167000,167900,168900,169700,170500,171100,171500,171800,172200,172600,173200,173800,174600,175700,177000,178200,179100,179900,180500,181000,181400,181900,182400,183500,184800,185700,186100,186700,187400,188200,189100,190100,191400,193000,195000,196800,198200,199300,200400,201800,203900,206900,210300,214000,217500,220600,223300,225700,228000,230200,232300,234300,236600,239500,242800,246600,250600,254600,258700,262900,267300,271800,275700,279400,283200,287100,290600,293700,296000,297700,298800,299400,300200,301400,302100,302700,303500,304000,303700,303500,303100,302900,302900,302800,302700,302600,301000,298400,296200,293800,290600,287600,284300,281000,278200,276000,274900,274800,273400,270900,268800,266400,263800,262100,260300,258600,257200,256400,255700,253000,252400,252800,250200,245500,244500,245200,245500,244800,243800,240000,233900,230800,232000,233600,232400,232100,231800,228600,225200,223200,221700,222300,223500,220900,216500,212800,210700,210300,210700,211900,214300,217900,221100,223300,224400,224300,223900,226400,233000,238300,238400,237700,239300,241500,243100,244700,247100,251600,256400,258900,259800,261000,263400,265900,265300,263600,263900,264200,264500,266700,268100,268700,270100,271000,269800,269800,271600,271700,269200,269000,270600,272100,273700,276300,278900,282200,287700,293200,297100,300200,304400,307100,308200,309300,311400,312500,313000,314200,316400,317700,319100,320700,321600,321400,323700,328000,330200,330400,331000,331800,331900,331700,331400,332400,333900,336000,340000,344100,345500,344900,344100,343500,344400,346800,348000,347700
133207,"Kaimuki","Honolulu","HI","Urban Honolulu","Honolulu County",329,335500,336700,337800,338900,340000,340900,342000,342800,343700,345000,346100,346700,347000,347300,347400,347400,347400,347400,347500,347500,347700,348500,349300,349800,350300,351000,351800,352800,354000,355500,357300,359100,361300,364100,367100,369700,372400,375100,377700,380300,382800,385400,388000,390100,392300,395000,397500,399300,400800,402000,402900,403700,404500,405200,406000,406600,407300,408600,410300,411800,413200,414700,416400,418400,420700,423500,427000,430500,434300,439000,444400,449600,454800,459900,465200,470600,476200,482100,487600,497000,508500,516000,519000,523100,526800,529900,532600,535600,539700,545700,553400,561500,569900,579800,591400,604100,618500,634500,651600,668300,683000,694800,704200,710600,715700,721800,729900,739500,751600,766200,782700,799300,814200,826600,836900,845200,852500,859700,866700,872000,874800,874600,872100,867900,863700,860900,859700,859400,860000,861500,863500,864800,866200,869500,875000,881000,886900,893200,899300,904600,908900,912200,913700,911600,905600,898400,890800,881900,872600,863800,855100,846700,839300,833100,827500,820800,813000,805800,801900,802200,805000,808600,813100,818100,823000,827000,828600,833300,843100,852300,857200,860600,862000,862500,864400,865500,863900,861200,859000,857400,856700,850500,837200,824100,818000,815100,812100,810300,811400,811600,812200,816600,819200,822100,828700,838800,848000,855500,860400,865800,867100,865300,866700,870700,874900,881200,888200,892500,893100,894000,896500,897600,902200,912300,922400,928500,934900,943000,954800,967200,978700,987400,994400,999600,1000500,999700,1002600,1009400,1018000,1024400,1025800,1022800,1023400,1025800,1025300,1025100,1030600,1041200,1051200,1058200,1061500,1066900,1073600,1079700,1080400,1081200,1093700,1112100,1124100,1128900,1129000,1124500,1121900,1125100,1130700,1137300,1142800,1145000,1142100,1139500,1146600,1169600,1198700,1222200,1239400,1252600,1266500,1282800,1299200,1312400,1321400,1323100,1326300,1325500,1313000,1287500,1260600,1241700,1232300,1222000,1212700,1209400
7314,"Sun City","Menifee","CA","Riverside-San Bernardino-Ontario","Riverside County",330,175700,175400,175000,174600,174300,174200,174100,174100,174200,174400,174700,175000,175200,175500,175900,176500,177200,178100,179300,180500,181900,183600,185200,186900,188500,190200,191900,193600,195500,197400,199300,201100,203000,204900,206700,208100,209500,210700,211700,212700,213600,214600,215500,216300,217200,218100,218900,219400,219800,220100,220300,220500,220800,221200,221800,222300,222900,223700,224600,225300,226000,226500,227100,227800,228700,229800,231100,232400,233800,235400,237100,238700,240200,241600,243000,244500,246200,248100,250100,252500,255600,258500,261300,264900,269500,275100,281400,287300,291800,295300,299000,303500,309100,315600,323000,330900,339200,347400,355800,364300,372500,380800,389500,398500,407700,416400,424700,432900,441000,448100,454100,458600,462200,465300,467300,467500,466100,463800,461300,458700,456500,455400,455800,457500,459600,462000,464200,465400,465900,465800,464700,462600,459200,454400,448000,439200,428000,416000,404100,392200,380200,368200,355900,343100,330300,318500,307900,299000,291300,284300,277500,270700,264200,258200,252400,246500,240900,235200,230500,228200,227700,228400,229600,230400,231200,231700,231300,230800,231600,232500,232300,230900,229300,227400,225900,225100,225200,224900,224200,223300,222600,221700,218900,215600,214200,214900,215900,216700,217100,217700,218600,220700,222900,224900,226800,229500,231300,231500,230500,231700,233700,236100,240000,246000,251900,258100,264400,270300,274700,278700,284000,288900,292800,297700,305300,309000,308300,308300,313400,319100,323200,324700,325200,324700,324400,324700,325500,326700,328300,329600,330100,330900,332300,333800,334400,335200,337000,338600,338800,339300,341900,345400,348900,350800,352400,356000,362800,369200,373800,375800,376500,378500,381900,384500,387300,391000,394900,399700,404700,408000,410400,414000,416900,418100,418800,419800,419400,420100,422800,424700,421700,417300,414900,415200,415900,417000,418500,420200,420800,420900,420200,419500
272887,"Beach Haven","Jacksonville","FL","Jacksonville","Duval County",331,264800,266500,268100,269600,271100,272500,273900,275200,276800,278600,280200,281400,282600,283700,284500,285100,285600,286000,286500,286800,287300,288200,289000,289500,290100,290600,291200,291700,292200,292800,293600,294400,295700,297300,299000,300600,302300,304000,305700,307500,309200,311100,313000,315200,317700,320600,323500,326400,329300,332400,335300,338300,341200,344100,347200,350400,353800,357600,361500,365300,369100,372600,376100,379200,382200,385100,388200,391300,394500,398100,401900,405700,409500,413100,416400,419500,422500,425400,428300,432300,436600,439600,440900,441500,441800,442200,443100,444900,447700,451600,456000,460300,464500,468800,473400,478300,483500,489100,495000,501300,507600,513700,519600,525300,531300,537700,544400,551700,559900,568200,576700,585500,594100,602400,610500,618100,625000,630900,635700,640300,644900,648700,651700,654000,655000,655100,654900,654300,653400,652200,650300,648500,646800,643300,638300,633000,626600,619200,611700,604100,597400,591400,585300,579400,573900,566900,558500,549900,540400,531100,523200,516100,509200,502500,495700,488800,481500,472000,463000,458200,455400,451800,448800,446400,442300,439800,441500,439600,434600,436100,441300,441800,442700,446100,447900,447900,447200,446500,445600,446100,446500,447900,450100,454000,458300,462000,463500,463700,465400,466700,467800,471500,475800,476600,476400,477200,476600,474600,473100,474800,480100,487000,490400,490500,493200,499200,505400,508500,512200,517300,523400,529600,536300,539600,538200,539000,542300,544300,544400,545600,545100,546200,548700,545900,537700,531400,529900,529700,529600,532100,537000,540900,543600,545700,548100,551300,551900,551700,555500,560700,566900,572800,577100,581500,584600,583300,583900,590200,597200,603400,611100,617300,619000,617700,616200,615800,617400,619600,620300,621300,625400,626400,620200,614300,609300,602100,595400,591900,590600,591400,591900,592400,594200,598800,606000,614900,622900,622900,613800,605700,602600,601400
268970,"East Arlington","Jacksonville","FL","Jacksonville","Duval County",332,153100,154200,155300,156300,157200,158200,159200,160200,161300,162500,163500,164300,165100,165800,166400,167100,167600,168200,168900,169600,170500,171400,172200,172800,173500,174100,174700,175300,175900,176600,177400,178400,179600,180900,182200,183300,184400,185500,186600,187600,188600,189700,190800,192000,193400,194800,196000,197100,198000,198800,199400,200000,200600,201100,201800,202500,203300,204100,204900,205400,205800,205900,205900,205800,205600,205400,205300,205300,205300,205400,205500,205500,205300,205100,204800,204400,204100,203900,203800,204200,205200,206700,208300,210200,212700,215800,219700,224000,228500,232800,236800,240200,243000,245800,248600,251600,254400,257000,259600,262500,265900,269900,274700,279700,284600,288900,292600,295900,299100,302200,305400,308600,312000,315600,319500,324000,328900,334000,339200,345200,352200,359600,366900,373300,377700,379800,380100,379200,377800,376100,373900,371500,369000,365600,361600,357400,353000,348200,343500,339100,335200,331900,328800,325800,322600,318200,312500,306500,300500,294700,289500,284900,280800,277000,272700,267900,262900,257000,251800,249300,248400,247300,246200,245000,243500,242800,242900,242400,241100,242100,244100,244000,243300,245100,246800,246100,242900,239400,236300,233300,230400,229200,229700,230500,231300,231100,230500,230000,230200,229500,229200,230100,231800,233000,233000,232800,232500,232900,233200,234500,236800,238500,240700,244400,247600,249100,251600,252500,252600,252000,252700,255800,260900,266500,269600,270000,271700,273900,273400,273200,274500,275100,275000,273700,270800,268200,267500,267400,266200,265500,266100,267400,269300,272000,274400,275800,276800,278900,281600,284400,288300,292200,294400,296500,298200,297500,296800,298300,301000,302900,304400,307800,309400,308200,307600,309000,311200,314900,318900,322400,326000,328900,329700,329500,330000,331100,332200,333200,333700,334100,334500,333900,332800,333300,334500,334800,334400,333800,333500,333700,333000,332100
233960,"Heights","Billings","MT","Billings","Yellowstone County",333,206200,206200,206200,206200,206300,206300,206400,206500,206500,206500,206400,206300,206200,206200,206200,206300,206400,206400,206500,206600,206600,206600,206600,206500,206400,206400,206400,206400,206500,206600,206700,206900,207000,206900,206900,206800,206700,206700,206700,206700,206700,206800,206800,206800,206800,206600,206400,206100,205700,205400,205100,204800,204400,204100,203700,203300,202800,202200,201500,200800,199900,199100,198400,197700,197000,196400,195800,195300,194800,194200,193700,193100,192500,191900,191500,191200,191000,190800,190600,190700,191300,192300,193300,194100,194400,194500,194200,193800,193400,192800,191800,190800,190100,190200,191300,193200,195100,196600,197400,197600,197600,197600,198000,198300,197600,195800,193400,191200,189800,189500,190300,191800,193600,195600,197500,199400,201300,203300,205200,207000,208500,209700,210600,211100,211100,210900,210800,211000,211600,212400,213200,213700,213900,214000,214000,214000,213800,213800,214000,214400,215100,215900,216700,217300,217900,218500,219300,220200,221000,221900,222700,223700,225100,226700,228400,230100,231500,232800,234200,235500,236600,237700,238700,239500,240400,241000,241500,242700,243800,243400,243000,243600,244500,245100,246100,246500,246700,246200,246100,246500,246600,245900,244200,242000,240400,239700,239000,239000,238100,236900,234400,230700,228100,228200,228800,229500,231200,233900,237000,239700,242800,245500,246900,247300,248000,249200,251200,253700,255100,254700,254800,256000,257400,258500,259400,260400,261700,263100,265800,270500,274700,275500,272600,267900,263300,259700,258600,259600,260200,261600,263500,263700,263100,263300,263700,263500,262000,261400,263100,266700,271700,275300,274400,270000,267400,268500,270900,271800,272700,273500,272400,270000,269500,269900,269100,267600,266000,264400,264600,267600,271800,277300,284100,289700,290000,287000,285100,285700,286500,287800,290000,292800,296000,298600,300000,300800,301100,301600,303600,305900,308000,309600
274879,"Old Colorado City","Colorado Springs","CO","Colorado Springs","El Paso County",334,154200,154500,154700,154700,154800,154800,154900,154900,155200,155600,156200,156600,157100,157600,158000,158500,159000,159600,160400,161100,162100,163400,164800,166000,167100,168200,169100,169800,170400,171000,171600,172100,172700,173600,174500,175200,175700,176000,176200,176300,176300,176200,176200,176300,176500,177000,177800,178600,179300,179900,180500,181100,181700,182400,183300,184200,185300,186700,188300,190000,191700,193100,194400,195500,196600,197800,199300,200700,202400,204500,207100,209700,212400,214900,217100,219100,221100,223100,225100,228400,232100,234200,234700,235600,236700,237900,239200,240600,242000,243200,244100,244300,243600,242400,240800,239100,238000,238500,240700,244200,248200,252300,256100,259200,262000,264900,268000,270900,273600,275600,276900,277900,278900,280100,281700,283800,286300,289100,292000,294800,297700,300000,301600,302800,303700,304000,303800,303200,303100,304000,305400,306900,308600,309800,310100,310200,310200,309900,309300,308300,307000,305700,303800,301400,299400,297300,294900,293200,292300,291700,291100,290200,289800,290100,290300,290300,290400,289900,288500,287100,286100,285000,283700,282400,280900,280700,282600,281400,276500,274300,276100,275100,271000,268200,268300,269800,271600,270800,268700,270200,275000,278200,278100,277500,279200,281400,281400,280300,280000,280400,279300,277200,273900,271100,271200,273500,274500,273500,273600,275100,275000,272600,272400,274300,276700,278900,280300,281000,282400,285700,289200,290800,290900,291700,292300,291900,292400,293700,294900,297600,301600,303800,303600,304400,306200,307800,309300,310800,309900,307900,307600,309700,311700,313000,313200,312700,313000,315500,318400,322600,328500,332500,333400,334000,334200,333900,336000,340000,344300,348300,351700,354800,358600,363200,366600,367100,367300,368800,369200,368000,367900,370400,372800,372700,374400,379000,383200,386100,388900,391200,394600,398700,403200,406600,409600,411100,411000,410100,408700,406100,405600,407300
268591,"Weston Ranch","Stockton","CA","Stockton-Lodi","San Joaquin County",335,177500,176600,175800,175000,174100,173300,172500,171700,170900,170300,169600,168700,167900,167000,166200,165500,164800,164200,163700,163300,163100,163100,163100,163100,163200,163400,163800,164400,165100,166000,167100,168200,169700,171400,173200,174900,176900,179000,181200,183500,186000,188500,191200,194000,197000,200100,203300,206300,209400,212500,215700,218900,222200,225400,228700,232000,235200,238500,241600,244400,247100,249700,252100,254400,256700,258900,261200,263300,265300,267500,269600,271600,273500,275400,277300,279300,281500,283700,286000,289100,293300,297400,300700,303800,306800,309300,311500,313500,315200,317300,320100,323100,326500,330200,334500,339600,345600,352700,360900,370000,379300,389200,399700,410200,420900,432000,443500,455600,468100,480300,492300,503200,511900,519000,524600,528500,530500,531200,531000,530500,529800,529400,529200,527900,524500,520400,516700,513300,510400,507800,505200,502000,497400,491600,484100,473300,458800,442100,424600,406400,387700,370100,353900,337700,320700,304100,288600,275800,266400,258900,251900,245400,238700,232300,226100,219700,212600,205600,199700,195600,192700,190600,189800,189600,190700,191700,191500,190700,191000,191000,189900,189300,189600,189800,190700,192100,190400,186700,183800,182900,182500,182900,183100,182500,182500,182600,180600,176700,176400,178700,179700,179200,180000,181800,183200,185000,186600,187600,188600,191600,194700,197900,203600,209900,214400,218800,224600,228800,232500,237500,242400,245200,247000,247700,248300,251100,255600,259000,262800,267300,270500,272600,274900,276800,279600,283700,287300,289100,290400,291500,293300,295100,295800,295900,296800,299600,302900,305300,306600,308200,309700,310200,309400,309900,312700,316000,319100,322400,324500,327000,331200,335800,340400,346100,350800,353900,355700,357200,359700,364700,367500,369500,372800,375900,378200,383200,388700,392200,394500,396100,398700,400800,401900,403500,405600,406200,404400,401700,400400,400700,400500,400900
276488,"Nuuanu-Punchbowl","Honolulu","HI","Urban Honolulu","Honolulu County",336,379600,376200,372900,369500,366400,363400,360500,357700,355100,352900,351000,349000,347000,345100,343200,341400,339700,338300,337000,335800,334900,334500,334500,334600,334900,335500,336400,337500,339000,340700,342700,344800,347100,349800,352700,355700,358700,361800,364800,368000,371300,374600,378000,381400,384900,388600,392500,396200,399800,403300,406600,409700,412900,415900,418800,421600,424200,426900,429800,432500,435100,437600,440000,442500,445100,448000,451100,454200,457300,460900,464900,469000,473100,477100,481200,485500,490000,494900,499500,505900,514000,521400,527000,532000,535900,538900,541900,546200,552500,561500,572300,582200,588900,592700,595500,600000,608200,620300,634400,648000,659200,668100,676400,685800,698600,714800,733100,751600,769100,784600,799400,813800,826800,837200,845300,851600,857700,864000,870500,876700,881800,884500,884900,883600,881200,879300,878800,879600,882000,885400,888500,891600,894700,897200,899700,901900,903000,902400,900000,895100,888700,880700,870900,860700,851300,842300,834400,828200,823200,819000,815100,811000,807400,804200,800800,797500,794200,790000,785800,782300,779300,777600,777200,777600,775600,774600,776900,779000,778900,781700,784700,786100,786700,788800,792200,792900,788500,782100,776300,772000,770400,770200,769700,768400,769500,770300,767600,768500,776300,786800,796400,803900,805900,805600,806200,810200,813400,816300,820900,825000,826200,828700,833600,837900,844100,851800,857400,861800,867300,872000,875700,882600,894400,904100,906200,905100,904700,904800,908700,916800,928500,940000,948600,955000,959000,961200,966700,975300,984000,991600,995600,995100,992900,994400,1002200,1007700,1007200,1005000,1012900,1032200,1054400,1071900,1089600,1103100,1109400,1109500,1107300,1109000,1112300,1113900,1115400,1119800,1120400,1118600,1116000,1117800,1120500,1117000,1108500,1101000,1106400,1126200,1147500,1158700,1175000,1190600,1192800,1185000,1179100,1188500,1210800,1227400,1234800,1235100,1215600,1183900,1155900,1139700,1140400,1149900,1158100,1161700
270102,"Dayton's Bluff","Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",337,59300,59500,59700,59900,60100,60300,60500,60800,61100,61600,62000,62400,62800,63200,63600,64000,64500,65000,65500,66000,66600,67400,68100,68800,69500,70200,70900,71700,72400,73200,74100,75000,76000,77100,78300,79400,80600,81800,83000,84300,85600,86900,88300,89700,91200,92900,94500,96100,97700,99300,100900,102500,104100,105800,107500,109200,111000,112900,114700,116500,118300,120100,121900,123700,125400,127100,128900,130600,132500,134400,136400,138300,140200,142100,144000,145900,147800,149700,151600,154000,156700,158900,160500,162000,163400,164700,165800,166500,166700,166900,167100,167500,168100,169200,170800,172300,173800,175100,176700,178500,180400,182300,184100,185900,187700,189600,191400,193000,194500,195700,196700,197600,198500,199400,200100,199900,198700,196900,195300,194200,193600,193500,193800,194300,194800,195300,195700,196000,196300,196800,197900,198600,198500,198200,197800,197200,196400,195200,192900,190100,187100,184200,181700,178800,175100,171600,168500,164800,160600,156000,150900,146000,141500,137700,134300,130300,125600,120700,116800,114400,113800,113900,113800,113700,114600,117300,118700,118600,119800,121900,122400,122200,121000,118400,115700,115000,114700,112200,108000,104800,102400,100300,98400,96200,93700,92800,95000,96200,95200,93600,93700,95800,97900,98200,98300,98700,98800,99500,100000,100200,101000,102000,103100,104500,106300,108500,110800,114100,117800,120500,122300,125200,128000,129600,130700,131500,132200,133400,134300,134200,134200,134300,133600,132100,131200,131700,132900,133700,134700,137200,140200,142400,144900,146900,147600,148400,149900,151500,152800,153200,153000,153500,154900,156700,159300,161300,161900,162100,162400,163100,166700,171400,173600,173000,172900,174300,176900,179900,182200,183100,185000,188200,190000,190900,192900,195400,196900,198000,197900,197700,199200,201800,203900,206600,209000,209200,209000,209800,211500,212300,212100,211000
244793,"Kings Grant","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",338,327800,327200,326400,325600,324900,324300,323700,323200,322800,322600,322200,321500,320600,319800,318800,318000,317300,316800,316500,316500,316800,317400,318300,319000,319900,321100,322600,324400,326600,329200,332200,335400,339000,343000,347000,350600,354200,357700,361100,364400,367700,371100,374500,377700,380900,384300,387400,389900,392200,394300,396200,398100,400000,402000,404300,406600,408900,411500,414100,416400,418500,420500,422500,424500,426800,429500,432600,435900,439400,443400,447600,451500,455400,459100,462900,466800,471100,475800,480500,487500,496500,504800,511800,519400,527100,534300,540900,546300,550400,553400,556100,558800,562000,566300,571900,579100,588100,598700,610900,624600,639000,653800,668400,682200,694900,706600,717600,728800,741500,755300,770000,784700,798000,809100,818000,824900,830600,835700,839700,842100,842300,840300,837400,834800,832600,831100,829300,826300,823200,821200,819600,818500,818300,818600,818600,818000,816100,813700,810700,808300,807000,805600,801800,797100,792200,787100,781300,775400,769500,763700,756900,750800,747300,745100,740600,735000,729600,724600,720200,717200,715000,713900,712200,710800,711600,713500,714200,708500,700800,697000,693700,685200,676000,670100,671500,673100,667900,659500,657000,659600,659600,654600,649000,645700,643100,643100,644300,641200,630200,617800,609400,607100,609800,614300,620600,628800,637300,640200,637300,635700,641400,647600,652100,652000,649300,642600,633500,626400,621900,616600,614000,616100,620900,626500,629100,629500,628900,629000,629700,631000,631600,633900,634900,633800,633000,635500,640400,647300,652500,655100,659000,664300,667100,667500,666400,666500,667400,666000,662400,661800,665300,671200,672800,671000,670700,672300,673800,673800,673000,672600,675100,676700,678500,682700,690800,698700,705700,710300,712200,714200,718200,721700,720500,716500,714200,715400,717400,717500,714500,711500,710200,709700,707000,705400,704300,703100,701900,701400,699000,694000,689600,689200
22899,"South Weymouth","Weymouth","MA","Boston-Cambridge-Newton","Norfolk County",339,185000,185700,186400,187000,187500,188100,188700,189200,189900,190700,191300,191700,192100,192600,193200,193800,194400,195200,196200,197500,199000,200800,202400,204100,206000,208100,210300,212600,215100,217600,220400,223400,226500,229800,232900,235900,239000,242000,245000,248000,250900,253600,256500,259300,262200,265000,267500,269800,272100,274300,276500,278800,281000,283300,285800,288600,291400,294200,297000,299800,302800,306000,309200,312500,315900,319400,323300,327500,331700,335800,339700,343900,348200,352600,357100,361600,366100,370900,375800,382200,390600,399500,406800,412400,416500,419500,421700,423300,424300,425500,427000,428400,429600,431200,434200,438600,444000,450100,456800,464100,471500,478700,484900,489200,491600,492900,493100,492200,491100,490700,491500,492500,492500,490200,485900,480400,475400,472000,470800,470800,471000,470600,469400,467600,465300,463200,461600,459700,458200,457500,457900,458600,459300,459400,458500,456700,455200,454400,454700,455100,455100,454000,451200,446100,440100,433900,427700,422000,417500,413800,410500,407500,405100,403300,401400,398100,394600,391200,388200,386100,385900,387400,391000,395300,399500,403100,405000,406400,408800,412400,414400,415200,415600,415600,412100,409600,404600,397300,390300,388000,387100,386200,384400,383800,382700,382300,383900,385000,386600,388800,391800,394000,391700,387700,388100,390200,391300,391900,391600,391600,393100,395000,399200,406300,414500,421700,427500,431600,434400,435800,435700,436000,438000,440700,441600,439600,439800,443400,449500,456100,462000,466100,470600,474400,478200,482200,485200,487800,491700,491900,489000,487700,491000,494000,494900,493900,493600,494200,495500,496000,494900,493900,497800,504600,508700,510100,512200,514300,514500,512800,511600,512300,514200,516300,516200,513000,508400,508200,514400,522600,527100,531600,537700,543900,550600,562600,572600,575000,576700,580300,580100,579000,580600,586200,591900,593100,593400,594500,591100,587200,586300,587000
