"RegionID","RegionName","RegionType","StateName","SizeRank","2010-11","2010-12","2011-1","2011-2","2011-3","2011-4","2011-5","2011-6","2011-7","2011-8","2011-9","2011-10","2011-11","2011-12","2012-1","2012-2","2012-3","2012-4","2012-5","2012-6","2012-7","2012-8","2012-9","2012-10","2012-11","2012-12","2013-1","2013-2","2013-3","2013-4","2013-5","2013-6","2013-7","2013-8","2013-9","2013-10","2013-11","2013-12","2014-1","2014-2","2014-3","2014-4","2014-5","2014-6","2014-7","2014-8","2014-9","2014-10","2014-11","2014-12","2015-1","2015-2","2015-3","2015-4","2015-5","2015-6","2015-7","2015-8","2015-9","2015-10","2015-11","2015-12","2016-1","2016-2","2016-3","2016-4","2016-5","2016-6","2016-7","2016-8","2016-9","2016-10","2016-11","2016-12","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12","2018-1","2018-2","2018-3","2018-4","2018-5","2018-6","2018-7","2018-8","2018-9","2018-10","2018-11","2018-12","2019-1","2019-2","2019-3","2019-4","2019-5","2019-6","2019-7","2019-8","2019-9"
394772,"Laredo, TX","Msa","TX",184,0.75,1.12,1.59,1.5,0.56,0.84,0.47,1.21,0.93,1.31,1.4,2.15,3.18,3.93,3.27,2.52,1.68,2.24,1.03,0.65,0.37,1.78,3.36,5.33,7.94,9.25,8.6,2.62,0.19,0.09,0.28,2.9,8.22,9.91,10,9.81,9.35,9.53,9.63,9.72,8.79,4.39,2.34,2.06,3.46,5.79,6.64,7.76,7.57,8.32,7.85,8.5,5.7,7.01,6.92,9.44,9.07,9.16,8.69,8.97,7.48,5.05,3.55,2.99,3.83,4.3,5.98,6.07,4.86,4.21,4.02,5.51,5.14,4.77,2.71,2.43,3.08,6.36,7.66,6.17,4.49,4.67,6.54,7.29,8.04,7.38,7.2,5.23,3.74,1.96,1.87,2.8,6.26,8.41,8.88,8.13,6.73,4.58,3.64,4.11,4.95,7.1,6.82,6.45,5.42,5.89,5.61
394811,"Lynchburg, VA","Msa","VA",185,4.21,3.64,4.95,6.36,5.98,3.83,2.34,1.96,0.84,0.47,0.09,0.28,0.56,0.65,0.93,1.5,2.8,5.33,4.39,2.15,1.12,1.4,2.43,2.62,1.31,0.37,0.19,0.75,1.68,1.78,1.21,1.03,1.59,2.24,3.18,3.93,5.23,6.07,4.86,2.52,1.87,2.06,2.71,4.3,5.79,5.89,5.05,4.67,4.11,4.49,3.46,3.36,3.08,2.99,2.9,3.55,5.14,5.61,4.02,3.27,3.74,5.51,6.17,6.26,5.7,4.77,4.58,5.42,6.45,6.54,6.64,6.92,7.2,7.29,7.1,6.73,6.82,7.01,7.38,7.48,7.57,7.76,7.85,7.66,7.94,8.04,8.41,9.16,9.72,9.81,10,9.91,9.63,9.07,8.79,8.97,9.35,9.53,9.44,8.6,8.22,8.13,8.32,8.88,9.25,8.69,8.5
395240,"Yakima, WA","Msa","WA",186,2.34,2.99,2.15,0.75,0.47,0.65,0.84,1.5,1.87,2.43,1.96,1.03,0.56,0.37,1.12,1.68,1.4,0.28,0.09,0.19,0.93,2.24,3.18,3.55,3.27,3.36,2.8,2.71,2.62,3.74,4.3,4.02,3.46,2.9,2.52,2.06,1.59,1.31,1.21,1.78,3.08,4.11,4.21,3.93,3.64,3.83,4.39,4.49,5.23,5.14,4.95,4.67,4.86,4.77,4.58,5.05,5.51,6.07,5.89,5.33,5.42,5.7,6.17,5.79,5.61,5.98,6.26,6.36,7.01,7.1,6.92,7.38,6.82,6.64,6.73,7.48,7.29,6.54,6.45,7.2,7.57,7.66,7.76,7.85,8.04,8.22,8.32,8.13,7.94,8.41,8.88,8.97,8.6,8.5,8.69,8.79,9.07,9.25,9.16,9.53,9.35,9.63,9.72,9.91,10,9.81,9.44
753875,"Crestview-Fort Walton Beach-Destin, FL","Msa","FL",187,1.31,0.56,0.65,0.75,0.93,0.37,0.09,0.19,1.03,1.4,1.78,2.34,3.08,3.18,2.9,2.24,1.87,1.68,1.5,1.21,0.84,0.47,0.28,1.12,1.59,3.36,4.11,4.3,3.27,2.62,2.06,1.96,2.71,4.02,4.67,5.23,5.61,5.79,6.07,5.98,5.89,6.36,6.82,7.66,7.2,5.7,5.05,3.55,2.52,2.15,2.43,3.46,4.21,3.83,2.99,2.8,3.64,4.77,5.33,5.42,5.14,4.95,4.58,4.49,4.39,3.93,3.74,4.86,5.51,6.45,6.64,7.38,7.01,6.54,6.26,6.17,6.92,7.85,8.04,7.94,7.48,6.73,7.29,7.1,7.57,7.76,8.13,8.22,8.32,8.41,8.6,9.25,9.35,9.44,8.79,8.88,8.97,9.07,8.69,8.5,9.16,9.53,9.81,10,9.72,9.63,9.91
395161,"Topeka, KS","Msa","KS",188,2.34,2.15,1.68,1.87,1.78,1.59,0.65,0.47,0.28,0.37,0.09,0.19,0.56,0.93,1.12,0.75,1.03,0.84,1.31,1.21,1.4,1.5,1.96,2.06,2.24,2.43,2.8,2.99,3.74,4.02,4.3,3.55,3.64,3.83,4.39,4.21,3.36,3.08,2.9,3.18,2.71,2.62,2.52,3.27,3.93,4.58,4.67,4.86,4.95,5.14,5.05,4.49,3.46,4.11,4.77,5.61,6.07,6.36,5.89,5.42,5.23,5.33,5.7,6.54,6.82,7.1,7.2,6.92,6.64,6.45,6.26,6.17,5.79,5.51,5.98,6.73,7.38,7.66,7.57,7.29,7.01,7.48,7.76,7.85,7.94,8.22,8.32,8.04,8.13,8.41,8.88,8.79,8.5,8.6,8.69,8.97,9.53,9.91,10,9.72,9.81,9.35,9.16,9.07,9.63,9.44,9.25
394813,"Macon-Bibb County, GA","Msa","GA",189,1.78,2.99,2.24,2.06,3.55,3.74,2.62,0.93,0.37,0.09,0.47,0.56,0.28,0.19,0.65,1.03,0.75,0.84,1.21,3.27,3.46,3.08,2.43,1.68,1.87,1.96,1.5,2.52,2.15,5.23,5.33,7.2,6.45,6.82,5.98,5.89,4.77,4.39,4.02,4.58,3.93,2.71,1.59,2.8,5.14,6.92,7.38,7.01,6.07,4.49,3.83,3.18,2.9,3.64,6.17,7.1,6.73,5.05,4.95,5.61,6.26,4.11,1.4,1.12,1.31,3.36,4.67,5.51,6.64,5.42,4.3,2.34,4.21,5.79,6.54,5.7,4.86,6.36,7.29,7.48,7.57,7.66,7.85,7.94,8.32,8.41,8.5,8.22,8.04,8.6,8.88,9.35,9.81,10,9.91,9.72,9.53,9.44,9.16,8.69,7.76,8.13,8.97,9.25,9.63,9.07,8.79
394454,"Champaign-Urbana, IL","Msa","IL",190,0.19,0.09,0.37,1.03,1.21,0.84,0.47,0.56,0.93,1.4,1.59,1.78,1.5,1.68,1.12,0.65,0.28,0.75,1.31,1.87,1.96,2.06,2.15,2.24,2.34,2.43,2.52,2.62,2.8,3.18,3.08,2.99,2.71,2.9,3.36,3.27,3.46,3.55,4.02,4.77,4.95,5.23,4.3,4.39,4.21,4.86,5.05,5.14,4.49,3.93,3.83,4.58,5.61,6.26,6.92,7.01,7.1,6.45,6.07,6.17,6.54,6.73,6.82,6.36,5.42,4.67,3.64,3.74,4.11,5.33,5.51,5.79,5.89,5.98,5.7,6.64,7.2,8.04,9.72,10,8.88,7.85,7.66,7.94,8.32,8.69,9.25,8.13,7.57,7.38,7.29,7.48,7.76,8.97,9.81,9.91,9.53,9.07,8.22,8.5,8.6,9.44,9.63,9.35,9.16,8.79,8.41
395171,"Tuscaloosa, AL","Msa","AL",191,5.98,5.79,4.95,1.96,0.37,0.19,0.09,0.84,2.9,4.39,2.52,2.34,2.43,3.74,3.64,4.3,4.49,3.55,1.31,0.56,1.03,2.62,3.83,4.02,3.18,2.06,1.5,1.4,1.12,0.47,0.65,0.93,3.36,4.11,5.14,5.61,5.42,4.58,2.71,1.87,1.59,2.24,3.08,4.86,5.23,5.7,5.05,4.21,2.8,2.99,3.27,1.78,0.75,0.28,1.21,4.67,6.45,6.54,6.26,6.36,5.89,5.51,4.77,3.46,1.68,2.15,3.93,5.33,6.92,8.32,8.79,7.66,7.29,7.01,8.22,7.94,7.1,6.07,6.17,6.73,7.57,8.04,8.6,8.97,8.88,8.41,7.85,7.38,6.64,7.48,8.5,9.25,9.35,9.44,9.63,9.53,9.07,8.69,8.13,7.2,6.82,7.76,9.16,9.81,10,9.91,9.72
394483,"College Station, TX","Msa","TX",192,4.86,4.95,4.77,4.49,4.02,2.52,1.68,1.87,2.71,2.99,3.27,3.08,3.18,3.36,3.64,3.74,3.93,4.39,6.45,7.76,8.88,5.98,3.83,1.4,0.56,0.37,0.28,0.19,0.09,0.47,2.06,5.05,3.46,2.43,2.24,1.59,1.12,0.65,1.31,2.15,4.21,4.58,5.89,7.01,5.51,4.3,2.8,1.5,1.78,1.96,2.34,2.62,5.14,8.41,10,9.81,9.16,8.04,8.22,9.07,9.53,8.69,5.79,4.11,4.67,7.2,9.63,9.35,8.13,7.66,8.79,9.72,9.91,9.44,7.57,6.26,6.07,6.82,7.48,8.32,7.94,8.5,8.6,7.38,6.17,5.42,5.23,6.36,7.29,9.25,8.97,7.85,7.1,6.73,6.64,5.61,3.55,1.21,0.93,0.75,0.84,1.03,2.9,5.7,6.92,6.54,5.33
395103,"Sioux Falls, SD","Msa","SD",193,0.28,0.56,0.93,2.34,5.14,3.83,2.06,1.59,1.4,1.87,1.78,1.5,1.03,0.84,0.65,0.37,0.19,0.09,0.47,0.75,1.12,1.21,1.31,1.68,1.96,2.24,2.62,2.52,2.15,2.43,2.71,2.99,3.08,3.36,3.55,4.11,4.21,4.02,3.74,3.46,3.18,2.9,2.8,3.27,4.86,5.42,5.05,4.77,3.64,4.39,4.58,3.93,4.67,5.33,6.36,6.54,6.92,7.01,7.85,9.53,9.81,9.91,10,9.72,9.44,8.97,8.69,8.79,7.57,7.29,7.38,7.2,6.82,6.07,5.89,5.7,6.17,6.45,7.48,8.6,8.5,8.41,8.32,7.94,7.76,9.07,9.16,9.35,8.22,8.04,7.66,8.88,9.63,9.25,8.13,7.1,6.64,6.73,6.26,5.79,4.95,4.3,4.49,5.23,5.51,5.61,5.98
394455,"Charleston, WV","Msa","WV",194,1.21,1.5,1.87,4.86,7.94,9.25,8.5,6.36,4.49,3.08,2.52,2.9,5.42,8.22,8.88,9.07,9.72,9.91,10,9.81,9.44,8.13,8.69,8.32,7.76,6.45,7.1,6.54,5.33,1.59,0.37,0.09,0.28,1.68,3.64,5.05,3.46,3.36,2.99,1.96,0.93,0.84,2.71,7.85,8.6,8.04,4.3,3.55,3.74,4.58,5.61,4.39,2.15,1.03,1.31,4.95,6.73,7.38,5.7,4.21,4.67,3.27,2.8,1.12,0.65,0.47,0.19,0.56,0.75,1.4,2.24,3.93,4.77,3.18,1.78,2.34,4.11,5.79,5.23,2.43,2.06,2.62,4.02,3.83,5.14,6.26,7.01,7.57,5.98,5.89,5.51,6.64,6.82,6.92,7.48,7.66,7.29,6.17,6.07,7.2,8.41,9.35,9.63,9.53,9.16,8.79,8.97
394334,"Appleton, WI","Msa","WI",195,1.21,1.5,1.68,2.06,1.4,1.03,0.47,0.19,0.09,0.28,0.37,0.56,0.84,0.65,0.75,0.93,1.31,1.78,1.96,2.24,1.87,1.59,1.12,2.15,2.34,2.43,2.52,2.62,3.08,3.27,3.36,2.71,3.18,3.74,4.86,4.95,4.58,4.39,3.83,3.93,4.21,3.46,2.8,2.9,4.02,4.11,3.55,2.99,3.64,4.3,4.49,4.67,5.05,5.61,6.07,6.26,5.98,5.7,5.42,5.23,5.51,5.79,6.17,5.89,5.14,4.77,5.33,6.36,6.45,6.64,7.1,7.2,6.92,6.73,6.54,6.82,7.01,7.29,7.38,7.66,7.57,7.48,7.76,7.85,7.94,8.04,8.13,8.22,8.32,9.44,9.81,9.72,8.97,8.6,8.69,8.41,9.16,8.79,8.88,8.5,9.53,9.91,10,9.63,9.35,9.07,9.25
394464,"Chico, CA","Msa","CA",196,0.09,0.19,0.28,0.56,0.37,0.47,0.65,0.75,0.84,0.93,1.03,1.12,1.31,1.21,1.4,1.5,1.59,1.68,1.78,1.87,1.96,2.62,2.99,3.18,3.46,3.83,4.11,4.02,3.74,3.93,4.49,4.95,4.86,4.3,3.64,3.36,3.08,2.9,2.8,2.43,2.34,2.52,2.24,2.06,2.15,2.71,3.27,3.55,4.21,4.39,4.58,4.77,4.67,5.05,5.7,6.26,6.17,5.98,5.89,5.51,5.14,5.23,5.33,5.42,5.61,5.79,6.07,6.36,6.45,6.64,6.54,6.73,6.82,6.92,7.01,7.1,7.2,7.29,7.38,7.48,7.57,7.66,7.85,7.94,8.22,8.79,8.69,8.13,7.76,8.04,8.32,8.6,8.41,8.5,8.88,8.97,9.07,9.16,9.25,9.63,9.91,10,9.81,9.72,9.53,9.44,9.35
394459,"Charlottesville, VA","Msa","VA",197,2.43,2.34,2.24,2.06,1.96,1.59,1.4,1.21,1.31,1.12,0.93,0.84,0.75,0.56,0.37,0.19,0.09,0.28,0.47,0.65,1.03,1.5,1.68,1.78,1.87,2.15,2.52,2.62,2.71,3.83,3.64,3.93,2.99,3.18,4.11,4.67,5.33,5.7,5.79,5.23,4.58,3.55,3.46,3.74,4.02,4.3,4.39,4.77,4.86,5.14,5.42,5.98,6.36,6.54,6.45,6.17,5.89,5.61,5.51,4.95,4.49,2.9,3.08,3.27,3.36,2.8,4.21,5.05,6.07,6.26,6.64,6.73,6.82,6.92,7.1,7.38,7.57,7.85,7.94,7.76,7.66,7.29,7.2,7.01,7.48,8.22,9.07,9.44,9.63,10,9.91,9.81,9.72,9.53,9.35,9.25,9.16,8.79,8.41,8.04,8.13,8.6,8.69,8.97,8.32,8.5,8.88
394468,"Claremont, NH","Msa","NH",198,8.04,8.97,9.81,9.16,8.13,7.85,6.92,3.93,1.96,1.21,1.4,1.03,0.47,0.19,0.09,0.28,0.37,0.56,0.65,2.8,4.39,5.7,4.77,3.36,2.06,1.5,0.93,1.12,1.59,2.52,2.34,1.31,0.75,0.84,2.15,3.18,4.67,5.14,5.61,5.42,4.86,3.27,1.78,1.68,1.87,3.08,2.99,3.64,3.74,4.58,4.3,4.11,3.83,4.49,5.98,6.54,7.01,6.07,5.33,4.21,3.46,2.62,2.24,2.43,2.71,2.9,3.55,4.02,5.05,4.95,5.23,5.51,6.17,6.36,6.82,6.73,6.64,6.26,5.79,5.89,6.45,7.29,7.66,7.57,7.48,7.1,7.2,7.38,7.76,7.94,8.22,8.41,8.88,8.5,9.07,9.25,8.6,8.69,9.35,9.63,9.53,9.72,10,9.91,9.44,8.32,8.79
394361,"Barnstable Town, MA","Msa","MA",199,1.96,2.15,2.06,1.78,1.87,1.68,1.59,1.03,0.93,0.75,1.4,0.65,0.47,0.09,0.56,1.21,1.31,1.12,0.19,0.37,0.28,0.84,1.5,2.24,2.52,2.71,2.8,2.99,3.93,5.33,6.07,6.17,5.61,5.14,4.3,3.74,4.11,3.83,4.77,4.49,3.64,2.62,2.43,2.34,2.9,3.08,4.21,4.58,4.02,3.46,3.27,4.67,4.86,5.05,4.39,5.42,6.36,6.82,6.73,6.54,5.89,5.79,5.51,4.95,3.36,3.18,3.55,5.23,5.7,5.98,6.26,6.45,6.64,6.92,7.01,7.1,7.2,7.76,8.13,7.94,7.57,7.48,7.66,8.04,8.32,8.5,8.88,9.25,9.53,9.72,9.91,10,9.81,9.63,9.44,9.35,9.16,9.07,8.97,8.79,8.6,8.41,8.69,8.22,7.85,7.38,7.29
394803,"Longview, TX","Msa","TX",200,8.04,6.45,5.98,5.05,5.51,4.58,3.08,1.21,0.56,0.19,0.09,0.47,0.84,1.87,2.06,1.03,0.75,0.28,0.37,0.65,0.93,1.59,2.71,2.9,2.62,1.96,1.4,1.5,1.12,1.31,1.78,2.15,3.46,2.99,3.93,2.8,3.36,3.55,3.83,4.49,4.21,3.27,2.43,2.52,3.18,4.86,4.3,4.67,3.74,4.95,5.7,5.79,7.01,7.29,7.76,6.73,6.64,6.82,7.38,7.66,7.85,6.92,5.89,5.42,2.24,1.68,2.34,4.02,5.61,4.77,4.11,3.64,4.39,5.14,5.33,5.23,6.07,7.1,7.94,7.48,6.54,6.17,6.26,6.36,7.2,7.57,8.13,8.32,8.41,8.22,8.5,8.6,8.69,8.79,8.88,8.97,9.07,9.16,9.25,9.35,9.44,9.53,9.63,9.72,9.81,9.91,10
394429,"Burlington, VT","Msa","VT",201,3.18,2.43,2.52,2.9,1.96,1.78,1.12,2.62,2.99,3.74,3.27,2.06,1.59,1.21,0.19,0.09,0.65,4.3,5.14,3.64,1.03,0.47,0.56,0.75,1.4,1.68,1.87,2.8,3.36,1.31,0.28,0.37,2.24,3.55,3.93,4.95,4.67,6.17,6.54,6.07,4.58,4.49,5.98,6.64,6.45,6.26,6.36,5.89,5.61,4.86,5.23,5.51,5.33,3.46,2.15,2.34,3.83,4.21,4.39,4.77,5.42,4.11,2.71,0.93,0.84,1.5,3.08,4.02,5.05,5.7,5.79,6.73,6.82,6.92,7.01,7.1,7.29,7.57,7.66,7.76,7.94,8.04,7.85,7.38,7.2,7.48,8.41,9.81,9.07,8.32,8.13,8.69,8.79,8.5,8.97,9.53,10,9.25,8.88,8.22,8.6,9.16,9.35,9.44,9.72,9.63,9.91
395002,"Prescott, AZ","Msa","AZ",202,0.93,0.75,0.56,0.37,0.28,0.09,0.19,0.47,0.65,1.21,1.4,1.5,1.12,1.03,0.84,1.31,1.59,2.34,2.62,2.52,2.06,2.15,1.96,1.87,1.68,1.78,2.9,4.3,5.14,4.49,4.21,5.05,6.36,7.2,6.45,6.17,6.73,7.66,7.38,5.7,4.39,4.58,5.33,4.95,3.74,3.08,2.8,3.18,3.27,4.67,6.07,7.76,6.64,5.42,4.02,3.93,3.46,2.99,3.36,3.64,4.11,3.55,2.43,2.24,2.71,3.83,5.51,6.54,7.1,6.26,7.01,7.48,7.57,6.82,5.98,4.77,4.86,5.23,5.89,7.29,7.94,8.13,8.22,8.32,8.5,9.07,9.44,9.63,9.72,9.91,10,9.81,9.53,9.35,9.25,8.97,8.69,8.6,8.79,9.16,8.88,8.41,8.04,7.85,6.92,5.79,5.61
395114,"Springfield, IL","Msa","IL",203,0.75,1.21,3.64,4.02,3.36,2.52,3.55,4.11,4.21,2.15,1.5,1.31,0.93,0.37,0.19,0.28,0.84,1.59,2.06,1.4,1.12,2.9,3.08,2.43,1.68,1.87,2.34,1.78,4.49,4.86,5.05,3.18,1.96,2.62,2.24,4.3,4.77,5.89,4.58,3.93,0.56,0.47,0.09,0.65,1.03,3.27,3.74,2.8,2.99,2.71,5.61,7.76,9.16,7.48,6.07,4.95,6.26,6.73,7.85,8.5,8.79,9.25,9.07,8.69,8.32,7.29,6.36,5.42,5.33,4.67,5.51,5.7,5.98,5.79,5.23,5.14,3.46,3.83,4.39,6.17,6.54,6.64,6.45,7.1,7.57,8.22,8.04,7.66,6.92,8.6,9.44,10,9.35,8.88,8.41,7.94,7.38,7.2,7.01,6.82,8.13,8.97,9.53,9.81,9.91,9.63,9.72
395174,"Tyler, TX","Msa","TX",204,9.81,10,9.91,9.72,9.44,9.07,8.79,8.97,8.88,6.64,5.05,4.21,7.94,8.69,9.35,9.63,9.53,7.38,3.55,1.78,1.4,1.21,1.03,0.93,0.84,0.47,0.37,0.19,0.09,0.28,0.75,1.87,4.3,3.64,2.62,1.68,1.96,2.24,2.43,1.12,0.56,0.65,1.31,3.36,3.08,3.74,5.42,8.32,9.25,9.16,8.6,6.17,5.14,4.67,6.92,8.13,8.5,8.41,7.66,5.23,3.46,2.15,1.59,1.5,2.06,2.8,4.39,4.77,5.7,6.82,6.26,5.89,4.11,3.83,2.71,2.99,3.27,4.86,4.02,4.49,5.33,7.48,7.57,6.73,5.98,4.58,3.93,2.9,2.34,2.52,3.18,4.95,5.51,6.45,7.01,6.54,5.61,6.07,7.2,7.1,6.36,5.79,7.29,7.76,8.22,8.04,7.85
394773,"Las Cruces, NM","Msa","NM",205,2.99,2.15,3.55,3.36,2.06,1.68,0.84,0.56,0.75,1.21,1.5,1.59,1.03,0.65,0.28,0.37,1.4,1.96,3.27,2.62,4.3,4.39,5.98,5.79,5.42,2.24,0.93,0.19,0.09,0.47,1.31,2.52,3.64,5.33,4.95,4.86,3.18,2.9,2.43,2.8,2.34,2.71,4.11,4.77,5.23,5.05,5.7,6.07,6.36,5.51,5.14,3.08,1.78,1.12,1.87,4.21,6.64,6.45,5.89,6.26,6.92,7.1,6.54,4.49,3.46,3.83,4.02,4.58,5.61,6.82,7.38,7.66,7.57,7.2,7.01,6.73,4.67,3.93,3.74,6.17,7.48,8.04,8.5,8.69,8.41,8.6,8.13,7.94,8.32,8.97,9.63,10,9.72,9.53,9.25,9.35,9.16,9.07,8.88,8.22,7.76,7.29,7.85,8.79,9.44,9.81,9.91
394585,"Fargo, ND","Msa","ND",206,0.47,0.75,0.84,0.93,1.12,1.31,0.28,0.09,0.19,1.5,1.78,1.68,1.4,0.37,0.56,0.65,1.21,1.03,1.59,1.87,2.15,2.34,2.06,1.96,2.24,2.62,2.9,3.93,5.61,5.89,5.98,6.07,6.17,6.82,7.2,7.38,8.5,8.69,8.88,8.6,7.85,8.32,8.97,9.35,9.07,8.22,7.66,8.79,9.25,9.44,9.63,9.53,9.72,9.91,10,9.81,9.16,8.04,7.94,8.41,8.13,7.76,7.57,7.48,7.29,7.1,6.73,6.92,7.01,6.45,6.36,6.54,6.64,6.26,5.79,5.7,4.95,3.83,3.64,4.77,5.23,4.67,4.58,4.02,5.05,4.86,5.14,4.39,4.49,5.42,5.51,5.33,4.11,4.21,4.3,3.74,3.36,3.46,3.18,2.99,2.8,2.43,2.52,2.71,3.27,3.55,3.08
394691,"Houma, LA","Msa","LA",207,4.49,4.11,2.34,2.06,1.68,1.21,4.02,5.51,7.29,6.73,6.45,6.07,8.5,9.16,9.63,9.44,9.35,8.04,4.86,2.52,2.15,3.93,2.43,2.9,3.27,6.26,1.12,0.56,0.09,0.47,0.84,6.64,8.22,8.69,8.88,9.25,9.72,9.91,10,9.81,9.53,9.07,5.79,2.99,1.5,5.23,6.17,7.48,7.94,8.6,8.79,8.97,8.13,7.2,6.82,7.76,8.32,7.57,7.85,7.66,6.92,4.95,2.24,0.93,2.8,1.87,3.18,1.78,3.36,1.59,3.64,3.46,5.61,5.42,6.36,5.33,5.98,4.58,4.21,1.96,3.74,3.55,4.67,4.39,5.14,5.05,4.3,2.71,1.31,1.03,1.4,2.62,4.77,6.54,8.41,7.38,5.7,3.08,0.75,0.37,0.19,0.28,0.65,3.83,5.89,7.01,7.1
395030,"Rochester, MN","Msa","MN",208,3.08,2.43,1.96,1.68,1.31,1.21,1.03,0.84,0.65,0.37,0.19,0.09,0.28,0.47,0.75,0.56,0.93,1.12,1.4,1.5,1.59,1.78,1.87,2.06,2.15,2.24,2.34,2.8,2.62,2.71,2.52,2.9,2.99,3.18,3.27,3.36,3.46,3.55,3.64,3.74,3.93,3.83,4.02,4.11,4.21,4.3,4.39,4.49,4.58,4.67,4.95,4.86,4.77,5.05,5.14,5.23,5.42,5.33,5.51,5.61,5.7,5.79,5.98,6.64,6.36,6.45,6.26,6.73,7.2,8.13,8.69,8.41,7.1,6.17,5.89,6.07,7.01,7.38,8.6,8.22,8.5,7.94,8.32,8.79,9.16,9.53,9.63,9.81,9.72,10,9.91,9.44,9.35,9.25,9.07,8.97,8.88,7.76,7.57,7.29,6.92,6.54,6.82,7.85,8.04,7.66,7.48
394597,"Florence, SC","Msa","SC",209,2.24,2.8,3.93,7.48,9.44,8.69,7.85,4.11,2.06,0.93,0.56,0.47,0.09,0.19,0.37,0.28,0.65,1.12,2.34,2.52,1.78,1.4,1.21,1.59,2.15,3.55,5.7,6.64,6.17,4.58,3.27,3.36,4.02,4.86,5.05,5.51,5.98,5.42,5.89,4.49,2.71,1.31,0.84,0.75,1.03,1.96,5.33,6.07,8.32,8.13,7.2,4.39,3.08,2.9,3.46,4.77,5.14,4.95,3.74,3.83,2.99,3.64,4.21,6.45,5.23,5.79,6.26,7.57,7.76,7.01,6.36,5.61,4.3,2.62,1.87,1.5,1.68,2.43,3.18,4.67,6.54,8.22,8.97,8.6,8.88,9.07,9.25,9.53,9.16,8.79,9.35,9.81,10,9.91,9.72,9.63,8.41,7.1,6.73,6.92,7.29,8.04,7.94,7.38,6.82,7.66,8.5
394848,"Medford, OR","Msa","OR",210,0.93,0.75,0.56,0.47,0.28,0.09,0.19,0.37,0.65,0.84,1.03,1.12,1.21,1.31,1.4,1.5,1.59,1.68,1.78,1.87,1.96,2.06,2.15,2.24,2.34,2.43,2.52,2.8,3.18,3.55,3.83,4.11,5.14,5.42,5.23,5.89,6.17,6.36,6.64,6.45,5.98,5.61,5.79,5.7,4.95,4.02,3.74,3.46,3.27,2.99,2.9,2.62,2.71,3.08,3.36,3.64,3.93,4.3,5.05,5.51,6.26,6.73,6.82,7.1,7.38,7.29,7.01,7.2,7.57,7.76,7.85,8.04,8.22,8.13,8.32,8.5,8.6,8.79,9.53,10,9.91,9.44,9.25,9.35,9.16,9.72,9.81,9.63,9.07,8.97,8.88,8.69,8.41,7.94,7.66,7.48,6.92,6.54,6.07,5.33,4.86,4.39,4.58,4.67,4.77,4.49,4.21
753895,"Lafayette-West Lafayette, IN","Msa","IN",211,1.12,1.4,2.06,1.78,0.65,0.19,0.09,0.56,1.03,2.15,1.68,1.21,0.75,0.47,0.28,0.37,0.84,1.59,2.43,1.96,1.5,0.93,1.31,1.87,2.24,2.34,2.52,2.62,3.36,4.11,3.55,3.27,3.08,4.02,3.83,3.93,3.74,3.64,3.46,2.9,2.99,2.71,2.8,3.18,4.21,4.3,4.49,4.39,4.58,5.05,5.33,6.07,5.14,4.77,4.67,5.23,5.7,5.79,5.61,5.51,5.98,5.89,6.17,4.95,4.86,5.42,6.54,6.73,6.45,6.26,6.36,6.64,6.82,6.92,7.01,7.38,7.2,7.57,7.66,7.76,7.48,7.1,7.29,7.85,7.94,8.04,8.13,8.32,9.72,10,9.91,9.53,9.07,8.97,8.79,8.5,8.41,8.22,8.69,8.88,8.6,9.16,9.25,9.44,9.35,9.63,9.81
394378,"Bellingham, WA","Msa","WA",212,0.09,0.47,0.65,0.84,0.56,0.28,0.19,0.37,0.75,1.21,1.68,1.87,1.96,1.78,1.03,0.93,1.12,1.59,1.4,1.31,1.5,2.06,2.15,2.43,2.71,2.34,2.24,2.62,2.99,4.21,5.05,5.14,4.95,4.58,4.3,4.39,4.77,4.86,4.49,4.02,3.55,2.8,2.52,2.9,3.08,3.27,3.46,3.64,3.74,3.93,4.11,3.83,3.18,3.36,4.67,5.23,5.33,5.42,5.51,5.61,5.7,5.89,6.07,6.45,6.73,7.01,6.92,6.36,5.98,5.79,6.17,6.26,6.54,6.64,6.82,7.1,7.2,7.29,7.38,7.57,8.32,8.41,8.22,7.94,7.76,8.04,8.88,9.63,9.72,10,9.91,9.81,9.53,9.44,9.25,8.97,8.5,7.85,8.6,8.13,9.07,8.79,9.35,9.16,8.69,7.66,7.48
