"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Bayside","New York","NY","New York-Newark-Jersey City","Queens County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1975,2100,2200,2300,2300,2200,2200,2199,2200,2200,2200,2300,2300,2400,2400,2300,2300,2300,2300,2300,2250,2300,2300,2400,2425,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2500,2500,2400,2400,2400,2495,2500,2400,2400,2400,2400,2350,2400,2450,2400,2490,2500,2400,2400,2450,2500,2500,2500,2500,2500,2500,2495,2500,2500,2400,2400,2395,2450,2500,2500,2550,2500,2500
"Southwest","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1450,1450,1495,1550,1600,1525,1550,1495,1495,1500,1512.5,1550,1512.5,1600,1600,1550,1545,1545,1545,1550,1575,1549.5,1550,1550,1595,1575,1595,1640,1620,1600,1600,1650,1640
"Woodlake - Briarmeadow","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,1459,1495,1487,1564,1625,1550,1575,1625,1600,1750,1650,1800,1750,1795,1750,1750,1750,1750,1695,1744.5,1919.5,1919.5,2000,1850,1800,1750,1819.5,1688,1550,1812,1900,1612.5,1540,1400,1650,1650,1728,1850,1872.5,2000,1955,1955,1853.5,1800,1849.5,1800,1795,1895,1950,1950,1960,1950,1892.5,1950,1900,1895,1920,1960,1925,1978,1927.5,1797.5,1905,1945,1915,1930,1972.5
"Summerlin North","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",125,,,,,1425,1350,1350,1395,1350,1350,1300,1350,1350,1350,1325,1295,1300,1350,1350,1350,1300,1295,1300,1300,1324,1350,1350,1380,1350,1350,1350,1350,1375,1350,1350,1375,1350,1350,1325,1350,1395,1395,1375,1350,1400,1395,1395,1400,1400,1485,1425,1450,1418.5,1400,1395,1447.5,1400,1401.5,1401.5,1400,1403,1450,1450,1475,1397.5,1497.5,1450,1447.5,1450,1450,1450,1445,1495,1499.5,1513.5,1525,1550,1595,1595,1595,1585,1515,1500,1595,1550,1550,1562.5,1600,1600,1600,1612.5,1625,1650,1700,1696,1696,1695,1750,1750,1750,1750,1795,1775,1795,1782.5
"Lake Balboa","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2907.5,2975,2850,2950,2995,2995,3000,2997.5,3100,2985,3000,3074.5,3045,2997.5,2995,3000,3000
"Memorial","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369,2242.5,2268,2350,2245,2235,2365,2423.5,2268,2365,2300,2147.5,2095,2400,2500,2500,2499,2382.5,2499,2499.5,2300,2499,2450,2425,2450,2300,2300,2400,2500,2300,2388,2300
"Greenville","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1500,1500,1500,1500,1500,1600,1550,1600,1650,1700,1650,1649,1700,1700,1650,1650,1649,1599.5,1595,1650,1700,1750,1700,1700,1700,1700,1650,1649,1650,1650,1674,1650,1700,1699,1725,1750
"Chelsea","New York","NY","New York-Newark-Jersey City","New York County",129,,,,,,,,,,,,,4497.5,4797.5,4800,4925,4850,4990,5000,5000,5000,5000,5000,5100,5000,5000,5100,5200,5250,5270,5295,5295,5295,5100.5,5295,5300,4997.5,5000,5250,5395,5495,5595,5500,5454,5500,5400,5500,5500,5400,5500,5098,5595,5600,5725,5700,5600,5647.5,5875,5695,5747.5,5800,5700,5600,5550,5750,5500,5100,5354,4992.5,5400,5083,5138,4997.5,5025,5075.5,5300,5695,5600,5675,5450,5500,5492.5,5445,5495,5578,5597.5,5567,5581,5700,5538,5500,5745,5500,5930,5750,5500,5500,5600,5500,5595,5750,5775,5700,5800,6075
"Gresham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",130,,,,,,,,1050,1000,955,1000,1000,975,962.5,950,1000,1050,1100,1100,1100,1200,1100,1000,1015,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1075,1100,1100,1100,1100,1100,1100,1150,1100,1100,1100,1100,1100,1100,1100,1150,1135,1100,1150,1150,1150,1150,1150,1195,1150,1150,1150,1150,1150,1150,1150,1150,1150,1195,1150,1150,1150,1200,1200,1200,1200,1195,1150,1200,1150,1200,1200,1175,1150,1200,1200,1200,1175,1175,1175,1175,1150,1150,1150,1200,1150,1200,1195,1195,1172.5,1200,1200,1200,1200,1200
"Mid City West","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350,4500,4950,5199.5,5252,5375,5267,4829.5,4824,4700,4795,4950,5390,5769.5,5375,5439,5834,5450,5500,5476,5500,5583.5,5834.5,5490,5486,5500,5500,5647.5,5930,6180,5875,5875,5700,5799
"Briargate","Colorado Springs","CO","Colorado Springs","El Paso County",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548,1595,1607,1695,1700,1697.5,1695,1700,1600,1595,1600,1595,1600,1725,1700,1750,1725,1685,1695,1800,1800,1800,1785,1850,1890,1905,1827,1850,1804,1822,1850
"Jamaica Plain","Boston","MA","Boston-Cambridge-Newton","Suffolk County",133,,,,,,,,,,,,,,2200,2200,2200,2200,2250,2300,2325,2300,2300,2175,2400,2450,2400,2400,2400,2400,2500,2500,2500,2400,2400,2300,2400,2500,2500,2500,2500,2600,2600,2550,2495,2450,2450,2450,2500,2800,2700,2700,2700,2750,2700,2675,2600,2600,2495,2462.5,2597.5,2650,2795,2800,2800,2800,2800,2750,2775,2700,2600,2447.5,2600,2850,2900,2900,2895,2900,2900,2900,2800,2750,2800,3000,3150,3100,3000,3000,3000,3000,3000,2900,2850,2800,2762.5,2900,3000,3099,3100,3150,3195,3150,3100,3095,3000,2850
"Carmel Valley","San Diego","CA","San Diego-Carlsbad","San Diego County",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,2800,2795,2900,2995,2915,2975,2975,2995,3015,2967.5,2995,3000,2955,2845,2835,2900,2950,3000,3040,3170,3085,2905,3000,3000,3150,3257.5,3217.5,3197.5,3195,3200,3105,3005,3245,3102.5,3200,3230,3056,3172.5,3195,3225,3400,3445,3385,3300,3295,3331,3364,3370,3400,3400,3350,3350,3400,3450,3455,3500,3450,3400,3400,3400,3570,3595,3527.5,3500,3500,3595,3608,3622.5,3605,3595
"Greenwich Village","New York","NY","New York-Newark-Jersey City","New York County",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,6500,6000,6100,5995,5790,6250,6272.5,6000,6000,6225,5995,5995,6000,5972.5,5895,5867,5600,5750,5700,4958.5,5250,5995,5500,5500,5615,5997.5,6325,6122.5,6400,6547.5,7425.5
"Englewood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",136,,,,,,,1100,1100,1100,1100,1100,1100,1075,1100,1000,1100,1100,1100,1100,1100,1100,1100,1050,1050,1050,1100,1100,990,1000,1000,1100,1050,1050,1050,1000,1000,1050,1050,1050,1050,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1000,1100,1100,1100,1100,1100,1100,1100,1100,1075,1100,1075,1100,1100,1100,1150,1000,1100,1100,1100,1050,1100,1100,1062.5,1100,1079,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1125,1175,1150,1100,1100,1150,1150,1150,1175,1200,1150,1150,1162.5,1150,1137.5
"East Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",137,,,,,,,,,,,,,,,,,,,,,,,,,1650,1600,1700,1875,1950,2000,2200,2350,2350,2100,2040,1950,2000,2000,2000,2040,2200,2200,2200,2100,2100,2100,2100,2100,2200,2200,2250,2200,2275,2300,2250,2250,2200,2200,2225,2225,2350,2400,2300,2300,2300,2400,2300,2350,2300,2250,2300,2481.5,2500,2450,2450,2450,2500,2500,2500,2500,2450,2400,2400,2400,2600,2600,2600,2600,2600,2600,2595,2600,2675,2700,2700,2500,2700,2700,2700,2700,2700,2650,2700,2600,2600
"Salem","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1395,1397.5,1400,1412.5,1425,1495,1450,1450,1425,1400,1400,1495,1400,1400,1395,1400,1495,1450,1495,1495,1495,1500,1550,1460,1487.5,1497.5,1500,1525,1572.5,1522.5,1472.5,1512.5,1497.5
"Jefferson Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1800,1750,1650,1500,1500,1500,1500,1500,1500,1550,1600,1600,1700,1750,1800,1600,1600,1550,1600,1600,1550,1550,1750,1600,1600,1750,1685,1650,1700,1650
"Briarforest Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1559,1645,1450,1600,1660,1695,1750,1777.5,1650,1552.5,1597.5,1510,1659,1700,1505,1670,1799,1700,1700,1700,1700
"Rancho Bernardo","San Diego","CA","San Diego-Carlsbad","San Diego County",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2300,2350,2395,2550,2550,2495,2600,2600,2600,2550,2597.5,2506,2600,2600,2650,2675,2695,2600,2700,2697.5,2600,2550,2595,2547.5,2600,2600,2600,2650,2795,2795,2697.5,2625,2600
"Kew Gardens Hills","New York","NY","New York-Newark-Jersey City","Queens County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2500,2500,2400,2400,2400,2550,2606,2450,2600,2600,2600,2700
"Portage Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,1712.5,1712.5,1737.5,1700,1575,1500,1524.5,1600,1650,1675,1600,1600,1600,1537.5,1500,1700,1700,1700,1650
"Oak Forest - Garden Oaks","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753,1972.5,1900,1850,1800,1800,1771.5,1755,1725,1771.5,1783,1799,1795,1799,1800,1879,1837.5,1796.5,1716.5,1799,1800,1800,1796.5,1775,1750,1862.5,1850,1850,1800,1760,1841.5,1760,1798,1783,1695,1683,1730,1760,1777.5,1800,1795,1725,1700,1796.5,1800,1775,1735,1794,1790,1780,1775,1798.5,1796.5,1850,1810,1800,1795,1750,1750,1760,1874.5,1800,1905,1850,1895,1799
"Brighton","Boston","MA","Boston-Cambridge-Newton","Suffolk County",145,,1997.5,2100,2102.5,2100,2100,2100,2150,2250,2250,2225,2225,2200,2200,2295,2300,2300,2300,2300,2300,2349,2300,2350,2395,2400,2400,2400,2400,2400,2400,2400,2400,2400,2450,2500,2450,2450,2500,2500,2550,2550,2550,2550,2500,2500,2400,2422.5,2445,2500,2500,2500,2550,2550,2550,2550,2500,2500,2500,2500,2500,2600,2600,2695,2625,2650,2650,2650,2625,2600,2600,2500,2500,2600,2700,2700,2750,2800,2800,2750,2700,2700,2700,2700,2700,2775,2800,2850,2850,2850,2800,2799,2700,2700,2700,2700,2700,2750,2750,2800,2850,2850,2800,2800,2800,2750
"North Cheyenne","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,1195,1150,1197,1250,1250,1250,1250,1279,1250,1225,1250,1250,1295,1295,1295,1250,1295,1275,1345,1300,1357.5,1312.5,1350,1322.5,1300,1400,1375,1437.5,1460,1450,1499,1550,1499,1500,1495
"Coral Way","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2900,2887.5,2850,2950,2987.5,2700,2700,2800,2500,2550,2722.5,2800,2900,3000,2970,2900,2952,2950,2950,3000,3175,3037.5,3294.5,3150,2995,2855,3000,3065,3000,2990,2994.5,2980
"Greater Heights","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",148,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2400,2318.5,2200,2372.5,2395,2395,2425,2750,2747.5,2400,2395,2625,2395,2500,2547.5,2600,2825,2800,2787.5,2675,2550,2700,2625,2750,2825,2850,2900,2900,2797.5,2797.5,2795,2775,2800,2700,2600,2750,2700,2700,2700,2799,2850,2625,2650,2625,2695,2825,2572.5,2550,2600,2600,2495,2500,2500,2600,2600,2597.5,2600,2500,2500,2500,2500,2500,2500,2600,2700,2740,2800,2779.5,2700,2600,2500,2600,2650,2500,2700,2700,2750,2800,2800,2730,2700
"Woodhaven","New York","NY","New York-Newark-Jersey City","Queens County",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2200,2175,2150,2100,2200,2200,2300,2300,2394,2394,2300,2388,2325
"River Oaks-Kirby-Balmoral","Memphis","TN","Memphis","Shelby County",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,1095,1195,1225,1195,1250,1237.5,1200,1245,1150,1197.5,1195,1250,1250,1295,1369,1250,1199,1245,1245,1250,1272.5,1245,1195,1195,1197.5,1112.5,1200,1137.5,1249,1249.5,1085,1172.5
"North Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604,2636.5,2649,2300,2300,2675,2401.5,2500,2401.5,2427,2750,2375,2385,2372.5,2650,2375,2600,2650,2500
"Addicks Park Ten","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1750,1750,1724.5,1650,1812,1899,1775,1745,1581.5,1552,1586.5,1643,1668,1707.5,1720
"Humboldt Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1600,1575,1700,1612.5,1675,1650,1600,1500,1585,1700,1800,1880,1700,1750,1750,1700,1495,1500,1667.5,1700,1650,1550,1750,1700,1645,1650,1750,1750,1710,1700,1700,1795,1725,1795,1795,1767.5,1800,1800,1800,1800,1700,1700,1700,1700,1745,1800,1800,1837.5,1800,1850,1800,1800
"Bridgeport","Chicago","IL","Chicago-Naperville-Elgin","Cook County",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1525,1500,1500,1400,1350,1350,1360,1400,1400,1390,1490,1475,1500,1400,1500,1500,1500,1495,1450,1425,1400,1500,1500,1550,1600,1525,1525,1550
"Morningside Heights","New York","NY","New York-Newark-Jersey City","New York County",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3514.5,3500,3514.5,3400,3467.5,3500,3500,3500,3200,3200,3200,3400,3208,3400,3400,3498.5,3437,3468.5,3500,3500,3500,3495,3587,3400,3208,3350,3500,3600,3500,3600,3499,3500
"Edgewater","Chicago","IL","Chicago-Naperville-Elgin","Cook County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1900,1950,1860,1850,1800,1862.5,1895,1825,1975,1950,1950,1900,1950,2000,2000,2200,2345,2100,2037.5,1980,1900,1900,2075,2100,1995,2125,2250,2475,2395,2497.5,2325
"Green Valley North","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1295,1344,1350,1385,1322.5,1350,1350,1350,1400,1400,1400,1399,1398,1300,1400,1375,1392.5,1375,1385,1375,1350,1430.5,1416,1415,1415,1350,1450,1450,1497,1490,1490,1481,1475,1462.5,1450,1569,1525,1495
"Parkway Village-Oakhaven","Memphis","TN","Memphis","Shelby County",158,,,,,,,,,,,,,,,,,,,,,,,,825,800,812.5,825,795,795,825,825,825,825,795,825,825,850,850,850,850,825,827,850,825,850,850,825,850,847,800,800,795,825,825,825,832,800,795,795,795,800,820,850,875,850,850,837.5,825,825,795,850,825,850,850,825,825,825,825,825,825,825,825,800,825,825,825,825,850,850,850,850,850,850,847.5,850,850,850,860,865,875,875,890,870,865,895
"Bayside","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",159,1200,1259,1295,1295,1350,1450,1450,1400,1400,1350,1350,1272.5,1272.5,1350,1297.5,1300,1300,1399.5,1350,1295,1295,1250,1250,1250,1300,1295,1325,1297.5,1300,1470,1397.5,1350,1312.5,1300,1295,1295,1235,1250,1275,1295,1300,1372.5,1425,1395,1350,1350,1377.5,1375,1350,1299,1297.5,1325,1450,1400,1375,1395,1367.5,1300,1295,1324.5,1295,1275,1295,1325,1400,1400,1447.5,1480,1380,1400,1312.5,1427.5,1475,1495,1450,1400,1400,1550,1495,1400,1395,1400,1400,1395,1367.5,1387.5,1400,1475,1485,1550,1500,1425,1400,1400,1355,1350,1355,1350,1400,1450,1397.5,1475,1450,1495,1450
"Lake View East","Chicago","IL","Chicago-Naperville-Elgin","Cook County",160,,2545,2450,2450,2450,2425,2450,2475,2487.5,2540,2550,2467.5,2550,2520,2500,2400,2600,2562.5,2430,2750,2850,2850,2850,2850,2850,2850,2750,2750,2550,2400,2600,2600,2510,2550,2520,2500,2400,2395,2395,2395,2500,2500,2400,2399.5,2400,2400,2400,2500,2500,2500,2345,2500,2600,2600,2600,2500,2500,2500,2500,2575,2600,2700,2600,2600,2680,2700,2564,2650,2550,2550,2350,2467,2350,2400,2580,2538,2650,2775,2800,2738,2650,2595,2500,2500,2500,2500,2500,2500,2600,2813.5,2650,2500,2450,2295,2250,2225,2250,2250,2377,2547.5,2650,2696,2625,2550,2550
"Whitestone","New York","NY","New York-Newark-Jersey City","Queens County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,2000,2100,2187.5,2050,2100,2100,2000,2000,2102.5,2200,2300,2175,2200,2200,2150,2150,2250,2300,2300,2300,2300,2300,2300,2300,2300,2250,2250,2300,2300,2300,2300,2300,2400,2400,2300,2325,2400,2400,2400,2400,2350,2350,2300,2350,2400,2350,2350,2400,2400,2300,2300,2400,2400,2400,2425,2400,2425,2475,2400,2475,2500,2500,2400,2400,2450,2500,2500,2500,2500,2499.5,2500
"Far Eastside","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,815,895,862.5,850,825,889.5,850,875,850,895,940,900,900,875,850,880,875,912.5,897.5,917.5,927.5,895,890,900,900,900,900,930,925,900,909.5,900,919,925,930,930,937.5,970,975
"Tarzana","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,3200,3500,3500,3490,3300,3300,3300,3225,3275,3200,3225,3275,3500,3500,3200,3200,3195,3000,2850,3200,3350,3350,3395,3422.5,3500
"Anaheim Hills","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2900,2950,2875,3000,3000,3000,3100,3000,2995,3025,3000,2997.5,2997.5,2987.5,3125,3047.5,2995,2995
"South Shore","Chicago","IL","Chicago-Naperville-Elgin","Cook County",165,,,,,,,1097.5,1095,1125,1050,1050,1100,1200,1150,1150,1150,1050,1100,1100,1100,1100,1000,1030,1030,1025,1100,1100,1100,1050,1030,1050,1095,1087.5,1100,1090,1050,1050,1100,1050,1058,1100,1100,1100,1100,1050,1100,1100,1100,1150,1100,1100,1100,1100,1100,1100,1100,1150,1150,1150,1150,1150,1150,1200,1200,1100,1100,1200,1200,1150,1150,1139,1150,1200,1200,1200,1200,1150,1150,1200,1200,1200,1200,1162.5,1150,1150,1122.5,1137.5,1200,1200,1150,1175,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1222.5,1250,1250
"West Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,3115.5,3099,2995,3095,3000,2975,2932.5,3000,2995,2950,2995,3175,3225,3000,2995,2900,2950,3000,3072.5,3137.5,3200,3300,3300,3300,3200,3150
"North Park","San Diego","CA","San Diego-Carlsbad","San Diego County",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,2994.5,2847.5,2795,2895,3125,2947.5,2994,2975,2994,2995,2991.5,3050,3097.5,3195,2985
"South Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",168,,,,,,,,,,,,,,,,,3100,3000,3200,3300,3300,3150,3100,3000,3000,3000,3115,3000,3200,3300,3300,3300,3200,3300,3200,3300,3200,3300,3300,3300,3300,3300,3400,3300,3250,3000,3000,3000,3000,3200,3300,3300,3287.5,3275,3300,3350,3400,3300,3200,3200,3400,3495,3350,3325,3500,3425,3400,3600,3400,3300,3475,3300,3475,3475,3600,3600,3600,3600,3600,3600,3600,3500,3500,3600,3600,4000,3900,3800,3750,3650,3750,3850,3900,3800,3950,3900,3800,3800,3700,3750,3750,3800,3850,3862.5,3800
"Powers","Colorado Springs","CO","Colorado Springs","El Paso County",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1485,1495,1500,1497.5,1500,1495,1512.5,1525,1500,1550,1550,1595,1550,1600,1595,1600,1600,1599,1595,1597,1595,1650,1695,1724.5,1650,1685,1695,1700,1695,1700,1795,1725
"Studio City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5412.5,4850,4100,3810,4000,4250,4750,4500,4950,4385,4750,4700,4400,4400,4900,4650,4800,4775,4390,4500,4500,4500,4700,3945,3800,4000,4100,4500,5200,5500,4772.5,4762.5,4395
"Morris Park","New York","NY","New York-Newark-Jersey City","Bronx County",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349.5,2200,2200,2187.5,2200,2200,2200,2200,2200,2200,2200,2100,2200,2200,2399,2300,2450,2450,2299.5,2200,2400,2300,2300,2250,2250,2350,2400,2400,2400,2400,2500,2499,2400
"Dyker Heights","New York","NY","New York-Newark-Jersey City","Kings County",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,1950,2000,2100,2050,2000,2000,1900,2000,2075,2050,2200,2100,2100,2100,2150,2100,2199,2100,2196.5,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2300,2300,2400,2300,2300,2300,2250,2390,2300,2300,2300,2449.5,2400,2300,2300,2250,2299.5,2400,2400,2300,2325,2300,2350,2350,2375,2400,2375,2300,2300,2250,2200,2300,2300,2400,2395,2400,2400,2397.5,2400
"Westchester","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497.5,4035,4075,4400,4200,4095,4000,4000,3631.5,3600,3500,3500,3660,4000,4650,4700,4600,4400
"Throggs Neck","New York","NY","New York-Newark-Jersey City","Bronx County",174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2300,2375,2100,2100,2100,2200,2200,2300,2250,2200,2200,2200,2300,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2300,2300,2350,2300,2300,2300,2350,2350,2300,2300,2300,2369
