"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Northwest Raleigh","Raleigh","NC","Raleigh","Wake County",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.5,1300,1297,1375,1404,1383.5,1368.5,1352,1407.5,1399,1459,1448.5,1331,1375,1313,1239,1275,1269,1297.5,1298,1328,1375,1415,1435,1429.5,1425,1424,1400,1409,1374,1390,1410,1399,1397.5,1410,1401,1398,1424,1397,1400,1375,1387.5,1445,1448,1467.5,1474.5,1550,1552.5,1550,1494
"Valencia","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",76,,,,,,,,,,,,,2350,2450,2297.5,2200,2195,2300,2397.5,2280,2240,2165,2160,2100,2100,2100,2195,2295,2300,2215,2276,2300,2350,2375,2366.5,2350,2350,2352.5,2373.5,2399,2400,2400,2395,2400,2450,2400,2400,2450,2450,2450,2432.5,2450,2475,2462.5,2427.5,2500,2475,2495,2499,2495,2462,2500,2595,2550,2425,2572.5,2600,2697.5,2550,2525,2595,2594.5,2650,2620,2675,2600,2700,2700,2713.5,2700,2700,2695,2750,2775,2700,2795,2800,2750,2779,2917.5,2900,2895,2900,2925,2900,2859,2800,2900,2872.5,2995,2975,2950,2900,2950,2850
"Ridgewood","New York","NY","New York-Newark-Jersey City","Queens County",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2300,2200,2200,2300,2300,2400,2400,2395,2375,2330,2375,2500,2500,2600,2600,2500,2650,2600,2550,2700,2800,2850,2850,2850,2800,2695,2800,2800,2745,2694.5,2694.5,2600,2650,2650,2650,2695,2700,2749,2700,2699.5,2650,2650,2658,2649,2650,2699,2749,2700,2700,2700,2650,2700,2699,2650,2692.5,2700,2650,2600,2699,2700,2700,2700,2700
"Clear Lake","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1572,1525,1572,1599.5,1600,1585,1600,1600,1600,1600,1650,1700,1561,1597.5,1600,1572,1550,1550,1495,1550,1550,1550,1575,1600,1600,1600,1600,1625,1650,1600,1600,1650,1650,1700,1695
"Central Southwest","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.5,1350,1360,1390,1375,1375,1350,1350,1395,1400,1400,1450,1450,1425,1400,1350,1375,1362.5,1300,1340,1337.5,1400,1400,1437.5,1425,1395,1385,1350,1350,1350,1375,1395,1400,1400,1435,1400,1450,1379,1400
"Northeast","El Paso","TX","El Paso","El Paso County",80,,,,,,1085,1100,1050,1150,1050,1000,1100,1100,1050,1150,972.5,1087.5,1100,1022.5,962.5,985,995,1000,1000,950,975,988.5,975,995,1012.5,1025,1030,1025,995,995,995,995,1000,997.5,995,1000,1050,1050,995,950,950,995,995,995,1000,1000,995,1000,1025,995,1000,995,995,995,975,995,995,995,997.5,995,1037.5,1000,995,975,1000,950,962.5,975,950,987.5,1000,1090,1050,1037.5,995,1000,995,975,975,975,990,980,995,995,995,995,950,975,975,950,995,995,1000,1000,1045,1050,995,950,1000,995
"West Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",81,,,,,,,1300,1300,1495,1400,1495,1495,1400,1400,1400,1450,1450,1500,1450,1500,1500,1500,1425,1400,1425,1450,1500,1500,1600,1500,1400,1500,1595,1595,1595,1550,1500,1500,1500,1500,1600,1600,1600,1600,1595,1600,1550,1550,1600,1600,1500,1600,1600,1550,1600,1600,1575,1550,1600,1545,1500,1500,1500,1485,1500,1600,1625,1485,1500,1572.5,1500,1500,1500,1550,1550,1575,1650,1700,1650,1675,1595,1500,1572.5,1595,1605,1650,1650,1650,1600,1595,1600,1605,1687.5,1772.5,1600,1550,1600,1600,1650,1600,1600,1622.5,1595,1597,1625
"East Village","New York","NY","New York-Newark-Jersey City","New York County",82,,3197.5,3500,3695,3750,3650,3700,3800,3800,4000,3995,4000,4150,4095,4000,3995,4200,4225,4200,4200,4250,4250,4295,4250,4295,4295,4295,4300,4250,4295,4299,4250,4250,4250,4300,4300,4350,4399,4400,4400,4500,4495,4590,4500,4400,4400,4400,4490,4795,4795,4849,4700,4500,4650,4595,4500,4400,4495,4495,4495,4495,4500,4495,4525,4550,4700,4725,4575,4495,4350,4495,4270,4495,4500,4550,4750,4695,4600,4700,4590,4600,4490.5,4250,4350,4440,4400,4495,4795,4800,4799.5,4795,4750,4595,4500,4500,4495,4499,4495,4500,4600,4854.5,4807.5,4795,4799.5,4715
"South Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",83,,,,,,,1550,1525,1525,1550,1550,1550,1575,1600,1650,1600,1700,1600,1650,1700,1650,1700,1683.5,1675,1667,1700,1700,1650,1700,1700,1650,1700,1700,1700,1700,1700,1750,1795,1750,1750,1700,1700,1700,1800,1750,1750,1800,1750,1800,1795,1800,1900,1900,1900,1900,1900,1950,1925,1900,1900,1900,1975,1950,2000,2075,2000,2100,2100,1925,2100,1997.5,2100,2150,2200,2300,2300,2300,2295,2250,2200,2200,2200,2200,2200,2200,2300,2350,2350,2350,2400,2375,2400,2400,2300,2300,2300,2300,2300,2300,2300,2300,2300,2350,2350,2400
"Park Slope","New York","NY","New York-Newark-Jersey City","Kings County",84,,,,,,,,,,,,,,,3200,3200,3290,3350,3500,3500,3400,3295,3250,3250,3300,3399,3300,3300,3395,3500,3300,3300,3272.5,3295,3799.5,3900,3799,3700,3800,3800,3799,3900,3725,3650,3700,3500,3500,3600,3800,3700,3900,3700,3595,3700,3795,3700,3600,3600,3750,3600,3600,3550,3500,3500,3600,3700,3650,3750,3900,3575,3575,3400,3650,3585,3500,3500,3600,3750,3750,3650,3800,3812.5,3644.5,3700,3857,3750,3800,3774.5,3828,3732,3800,3825,3812.5,3995,4067,3660,3713,3523.5,3995,3995,4000,3997.5,3750,3825,3920.5
"Hickory Ridge-South Riverdale","Memphis","TN","Memphis","Shelby County",85,,,,,,,,,,,,,,,,,,,900,900,875,895,950,897.5,895,900,925,937.5,950,950,950,900,895,895,895,950,975,950,950,950,950,950,950,925,950,950,950,950,950,950,950,950,925,950,950,950,950,950,975,962.5,950,995,995,990,975,995,950,975,950,995,975,975,975,975,995,995,995,995,995,950,975,995,995,995,995,995,995,995,995,997.5,1025,1025,995,995,995,995,975,995,995,999,990,995,1075,1075,1050
"South Belt - Ellington","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1450,1405,1437.5,1450,1462.5,1462.5,1485,1450,1372.5,1450,1480,1485,1475,1425,1475,1500,1495,1500,1500,1495,1495,1475,1450,1400,1450,1500,1450,1497.5,1500,1500,1495
"Greater Fondren Southwest","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1295,1295,1250,1312.5,1350,1300,1300,1397.5,1275,1225,1200,1262.5,1295,1300,1375,1387.5,1400,1400,1400,1372.5,1300,1289,1350,1399,1395,1412.5,1400,1430,1400,1400,1385.5
"Northeast Raleigh","Raleigh","NC","Raleigh","Wake County",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226,1312,1295,1319,1365,1390,1370,1395.5,1495,1375,1410,1437.5,1432
"Princess Anne","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",89,1525,1500,1500,1500,1500,1545,1500,1537.5,1500,1500,1495,1495,1500,1500,1500,1550,1550,1575,1575,1550,1537.5,1500,1500,1500,1500,1485,1495,1500,1595,1595,1595,1545,1500,1497,1495,1450,1450,1485,1500,1500,1550,1565,1595,1522.5,1550,1550,1550,1575,1550,1550,1500,1500,1595,1595,1575,1595,1550,1575,1550,1562.5,1595,1550,1550,1550,1575,1585,1562.5,1600,1595,1600,1525,1557.5,1595,1595,1550,1550,1600,1635,1600,1600,1600,1595,1500,1500,1550,1600,1600,1600,1600,1600,1600,1595,1595,1600,1550,1550,1600,1595,1599,1675,1695,1597.5,1647.5,1635,1625
"Southeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",90,,,,,1095,1095,1050,1050,1095,995,1095,1050,1050,1085,1095,1095,1095,1072.5,1095,1095,1085,1050,1050,1050,1050,1095,1100,1100,1150,1100,1100,1100,1095,1100,1097.5,1095,1095,1095,1095,1095,1100,1100,1100,1100,1100,1150,1145,1125,1125,1100,1095,1100,1150,1195,1200,1200,1150,1172.5,1150,1175,1195,1150,1195,1162.5,1195,1247.5,1195,1225,1250,1250,1250,1275,1250,1275,1295,1287.5,1300,1300,1300,1325,1325,1350,1300,1350,1375,1350,1350,1350,1350,1350,1395,1375,1350,1350,1350,1350,1350,1350,1395,1450,1450,1495,1472.5,1447.5,1475
"Centennial Hills","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",91,1197.5,1150,1195,1150,1150,1195,1195,1150,1147.5,1147.5,1100,1100,1095,1100,1095,1095,1095,1095,1100,1100,1095,1095,1092.5,1095,1095,1050,1055,1095,1095,1099,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1150,1150,1150,1149,1150,1150,1150,1195,1175,1195,1172.5,1192.5,1150,1175,1175,1150,1162.5,1195,1200,1200,1195,1200,1227.5,1240,1199.5,1200,1200,1250,1195,1250,1250,1250,1250,1296.5,1300,1295,1300,1299,1295,1275,1295,1295,1300,1327.5,1350,1380,1375,1395,1395,1395,1400,1440,1446.5,1450,1495,1495,1495,1500,1500,1550,1500,1515
"East Elmhurst","New York","NY","New York-Newark-Jersey City","Queens County",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2500,2500,2586.5,2599,2550,2500,2550,2500,2500,2600,2575,2500,2550
"Northeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",93,,,,,,,,,,,,,,,1200,1195,1200,1200,1200,1172.5,1185,1150,1200,1194.5,1150,1149,1147.5,1195,1195,1200,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1272.5,1237.5,1295,1247.5,1295,1250,1250,1295,1262,1250,1295,1275,1297.5,1300,1300,1300,1250,1297.5,1285,1300,1325,1325,1385,1312.5,1300,1337.5,1350,1395,1395,1350,1325,1350,1395,1351,1400,1462.5,1500,1450,1400,1495,1500,1500,1419.5,1472.5,1459,1500,1512,1550,1550,1563,1550,1506.5,1550,1595,1555,1614,1550,1567,1600,1595,1685,1667.5,1600,1600,1604
"Gravesend","New York","NY","New York-Newark-Jersey City","Kings County",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2700,2500,2300,2200,2225,2300,2300,2300,2100,2100,2200,2250,2300,2200,2200,2300,2200,2199,2050,2100,2149.5,2200,2200,2000,2000,2200,2300,2300,2300,2200,2325,2400,2300
"Kingwood","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",95,,,,,,,,,,,,,,,1287.5,1400,1400,1425,1420,1375,1400,1362.5,1380,1375,1295,1390,1320,1440,1482.5,1300,1462.5,1400,1450,1425,1495,1350,1428,1500,1500,1512,1400,1450,1450,1450,1495,1500,1550,1555,1600,1545,1521,1487.5,1600,1650,1617.5,1650,1675,1550,1537.5,1577.5,1595,1550,1623.5,1564,1595,1515,1600,1550,1500,1550,1450,1450,1545,1547.5,1550,1550,1597,1595,1550,1550,1625,1510,1625,1600,1600,1557.5,1585,1600,1600,1600,1627.5,1600,1607.5,1610,1650,1600,1599,1595,1600,1625,1610,1640,1575,1597,1639.5
"Bath Beach","New York","NY","New York-Newark-Jersey City","Kings County",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1900,1850,1850,1900,1850,1825,1800,1900,1900,1950,2000,1850,2000,2000,2000,2000,2000,2000,2000,2000,2100,2200,2100,2100,2100,2000,2000,2100,2200,2000,2000,2100,2025,2100,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2300,2300,2300,2300,2150,2150,2200,2100,2150,2299,2300,2300,2300,2200,2250,2250,2300,2200,2300,2395,2295,2272.5,2300
"Central Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,1225,1250,1325,1297.5,1275,1297.5,1350,1272.5,1287.5,1297.5,1272.5,1437.5,1450,1450,1425,1400,1475,1472.5,1395,1500,1497.5,1362.5,1472.5,1485,1450,1512.5,1500,1500,1500,1500,1495,1500,1500,1395,1495,1537.5,1595,1550,1599,1595
"Valley Glen","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125,3000,3050,2897.5,3172.5,3200,2997.5,2947.5,3175,2945,3195,3000,3000,3147.5,3200,3247.5,3297.5,3000,3000,3200,3297.5,3297.5,3450,3497.5,3350,3262.5
"Ozone Park","New York","NY","New York-Newark-Jersey City","Queens County",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2200,2175,2200,2300,2300,2300,2250,2200,2275,2300,2200,2250,2300,2300,2300,2300,2300,2300,2300,2225,2250,2300,2300,2300,2300,2300,2300,2350,2384,2400,2392
"Richmond Hill","New York","NY","New York-Newark-Jersey City","Queens County",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277.5,2200,2199,2250,2300,2300,2200,2200,2200,2200,2200,2300,2200,2200,2300,2200,2200,2200,2300,2300,2372,2350,2300,2325,2347.5,2337.5,2300
"Woodward Park","Fresno","CA","Fresno","Fresno County",101,,,,,,,,,,,,,,,,,,,1395,1350,1357.5,1450,1437.5,1437.5,1450,1425,1425,1500,1450,1400,1495,1400,1400,1400,1400,1395,1395,1395,1395,1374,1395,1450,1400,1395,1400,1450,1400,1395,1400,1412.5,1400,1400,1437.5,1472.5,1500,1500,1495,1495,1495,1495,1400,1450,1450,1490,1495,1495,1462.5,1495,1500,1450,1495,1500,1535,1500,1512.5,1525,1500,1595,1612.5,1595,1595,1595,1567.5,1550,1550,1580,1567.5,1600,1650,1675,1650,1664,1650,1642,1600,1665,1709.5,1705,1695,1695,1750,1795,1797.5,1789,1800
"Gramercy","New York","NY","New York-Newark-Jersey City","New York County",102,,,,,,3995,4247.5,4394,4395,4395,4495,4450,4297.5,4200,4200,4200,4200,4299,4299.5,4495,4400,4500,4500,4600,4550,4600,4600,4600,4600.5,4600,4650,4650,4600,4695,4650,4750,4650,4652.5,4695,4650,4500,4695,5250,5250,5200,5325,5325,5325,5295,5195,5195,5200,5100,5176,5145,5197.5,5272.5,5200,5200,5200,5197.5,5200,5197.5,5000,5000,5075,4950,5000,5200,5300,5000,5000,5125,5200,5197.5,5200,5100,5199.5,5200,5211,5200,5195,5100,5200,5200,5200,5200,5200,5200,5200,5200,5272.5,5200,5200,5007.5,5015,5067,5037.5,5152,5200,5133,5250,5200,5331,5397.5
"South Austin","Chicago","IL","Chicago-Naperville-Elgin","Cook County",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1250,1210,1250,1200,1295,1200,1250,1250,1157.5,1250,1225,1200,1230,1250,1250,1230,1200,1250,1300,1300,1300,1300,1300,1253,1200,1250,1200,1250,1205,1253,1240
"The Heights","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1800,1900,1900,1775,1975,1725,1672.5,1737.5,1700,1775,1800,1975,1900,1900,2000,2000,2000,2100,2125,2100,2100,2100,2100,2000,2100,2100,2200,2150,2100,2100,2200,1950,2100,2150,2150,2100,2200,2250,2200,2250,2300,2300,2250,2100,2100,2200,2200,2200,2200,2150,2150,2200,2300,2297.5,2200,2198,2200,2199,2100,2200,2200,2247.5,2200,2295,2295,2250
"Roxbury","Boston","MA","Boston-Cambridge-Newton","Suffolk County",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2762.5,2850,2800,2800,2762.5,2600,2600,2600,2650,2787.5,2800,2895,2900,2900,2895,2895,2850,2800,2800,2795,2625,2800,2895,3000,3000,3000,3000,3000,3000,3000,3150,3250
"Lone Mountain","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",106,,,,,1100,1100,1150,1100,1100,1100,1075,1075,1095,1075,1050,1095,1100,1100,1100,1100,1095,1075,1050,1050,1050,1050,1075,1100,1097,1125,1100,1100,1095,1095,1100,1100,1100,1100,1100,1100,1100,1150,1175,1175,1150,1150,1185,1150,1100,1150,1162.5,1195,1195,1150,1195,1195,1195,1195,1195,1195,1195,1195,1200,1200,1200,1200,1235,1200,1195,1175,1200,1215,1200,1250,1267,1280.5,1295,1295,1295,1295,1295,1299,1300,1300,1300,1295,1300,1350,1350,1371,1387.5,1400,1400,1395,1395,1417.5,1447.5,1480,1450,1450,1450,1450,1450,1500,1495
"Kensington","New York","NY","New York-Newark-Jersey City","Kings County",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2650,2822.5,2950,2765,2800,2699.5,2700,2700,2750,2700,2600
"Albany Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",108,,,,,,,,,,,,,,,,,,1400,1400,1450,1300,1300,1300,1350,1350,1375,1497.5,1350,1400,1350,1450,1600,1550,1425,1365,1475,1475,1500,1500,1500,1500,1500,1550,1500,1550,1500,1425,1425,1425,1495,1495,1575,1600,1600,1600,1650,1612.5,1600,1525,1500,1500,1500,1575,1600,1650,1650,1590,1650,1600,1600,1600,1600,1595,1600,1600,1695,1600,1625,1650,1650,1600,1612.5,1600,1600,1700,1700,1700,1700,1700,1700,1690,1700,1750,1750,1750,1775,1700,1650,1675,1700,1750,1750,1749.5,1750,1700
"Uptown","Chicago","IL","Chicago-Naperville-Elgin","Cook County",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2150,2100,2200,2275,2225,2197.5,2150,2100,2087.5,1995,2000,2000,2000,2000,2150,2100,2100,2100,2150,2150,2100,2095,1995,1995,1995,1962.5,2100,2175,2175,2175,2200,2150,2195
"Westwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950,5597.5,5290,5875,5972.5,5950,5800,5600,5750,5950,5600,6199.5,6100,6072.5,6299,6175,6175,6250,6257.5,6425,6585,5995,5995,6055,7100,6850,6700,6250,6299,6744,6647.5,6500
"Raleigh","Memphis","TN","Memphis","Shelby County",111,,,,,,,,,850,795,750,750,762.5,795,797.5,797.5,862.5,835,795,795,760,750,750,780,795,795,790,775,775,795,800,800,800,795,812.5,825,825,825,825,825,795,795,795,795,795,795,800,825,797.5,795,795,795,800,799.5,825,795,795,795,775,795,795,825,850,825,825,850,875,850,850,850,875,895,860,850,795,775,795,825,850,850,850,850,850,825,825,850,850,862.5,880,895,895,895,895,875,875,850,850,850,850,875,875,895,895,895,895
"Kempsville","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",112,1200,1250,1250,1250,1325,1300,1300,1250,1250,1250,1250,1200,1250,1250,1295,1295,1295,1275,1275,1275,1295,1295,1295,1262.5,1295,1275,1270,1299,1295,1295,1275,1250,1250,1250,1250,1285,1250,1250,1250,1250,1295,1295,1295,1260,1295,1295,1300,1300,1297.5,1295,1297.5,1300,1350,1304.5,1300,1300,1297.5,1300,1295,1295,1275,1250,1247.5,1250,1295,1295,1300,1295,1300,1295,1310,1300,1275,1295,1295,1300,1285,1295,1295,1295,1297.5,1295,1295,1295,1295,1295,1295,1300,1320,1305,1320,1300,1315,1375,1350,1400,1313.5,1300,1325,1350,1350,1395,1395,1395,1395
"Lake View","Chicago","IL","Chicago-Naperville-Elgin","Cook County",113,,,1995,2000,2000,2100,2100,2100,2100,2100,2050,1995,2000,2100,2200,2275,2245,2325,2245,2275,2400,2400,2400,2400,2350,2395,2200,2337.5,2450,2500,2500,2400,2425,2350,2295,2300,2450,2500,2500,2550,2550,2545,2450,2400,2400,2395,2400,2495,2400,2400,2372.5,2450,2550,2595,2575,2495,2450,2400,2400,2450,2550,2697.5,2600,2595,2550,2600,2550,2450,2475,2495,2250,2500,2400,2500,2600,2595,2600,2600,2600,2600,2595,2495,2495,2485,2500,2595,2650,2697.5,2600,2595,2500,2475,2400,2400,2372.5,2350,2400,2400,2560,2600,2650,2700,2595,2500,2512.5
"Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",114,,,1400,1375,1450,1400,1500,1500,1495,1490,1475,1475,1475,1475,1525,1500,1500,1500,1600,1625,1500,1400,1400,1450,1500,1450,1475,1500,1500,1500,1550,1500,1600,1525,1500,1550,1600,1550,1500,1550,1575,1600,1612.5,1600,1575,1550,1500,1500,1500,1512.5,1537.5,1600,1600,1600,1600,1600,1600,1585,1600,1500,1600,1550,1570,1605,1650,1750,1650,1750,1750,1600,1600,1650,1662.5,1650,1650,1750,1775,1850,1775,1750,1750,1750,1750,1700,1750,1750,1750,1750,1775,1775,1795,1775,1775,1750,1680,1775,1775,1680,1700,1775,1700,1770,1795,1795,1795
"Maspeth","New York","NY","New York-Newark-Jersey City","Queens County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2250,2200,2200,2300,2400,2325,2300,2300,2300,2350,2200,2400,2450,2300,2300,2300,2300,2300,2300,2400,2400,2300,2300,2250,2300,2400,2374.5,2374.5,2400,2400,2500,2400,2400,2450,2400,2400,2496,2500,2400,2400,2400,2400,2449,2300,2450,2400
"Bay Ridge","New York","NY","New York-Newark-Jersey City","Kings County",116,,,,,,,,1875,2000,2200,2000,1950,1875,1850,1900,2000,2100,2047.5,2100,2300,2200,2100,2100,2300,2200,2050,2200,2200,2000,2200,2300,2300,2300,2300,2400,2400,2200,2300,2200,2200,2200,2275,2300,2400,2450,2300,2300,2300,2300,2300,2300,2500,2500,2500,2500,2500,2500,2400,2400,2400,2400,2350,2400,2425,2400,2500,2500,2400,2500,2487.5,2500,2500,2500,2500,2400,2400,2450,2500,2500,2450,2500,2500,2495,2450,2400,2395,2400,2500,2450,2400,2500,2500,2485,2500,2500,2537.5,2400,2400,2485,2500,2600,2525,2600,2600,2600
"Michael Way","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",117,,,,,,,975,962.5,995,950,950,950,925,925,900,995,1000,975,975,950,950,950,975,950,995,975,975,995,995,965,950,982.5,975,950,950,950,975,975,982.5,975,975,950,975,995,990,995,995,995,995,999,995,997,1000,995,1025,997.5,1050,1000,1000,1000,1000,1000,1100,1112.5,1150,1137.5,1040,1100,1112.5,1100,1095,1000,1085,1100,1112.5,1100,1135,1195,1195,1150,1150,1195,1172.5,1100,1150,1200,1200,1195,1200,1212.5,1247.5,1200,1200,1200,1250,1203,1255.5,1200,1287,1300,1287.5,1330,1335,1325,1312.5
"Greater Uptown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2795,2861,2500,2500,2600,2425,2397.5,2500,2515,2530,2500,2695,2600,2550,2539,2578,2597,2582,2473,2400,2497.5,2439,2445,2370,2430,2300,2250,2425,2283,2495,2400,2495,2700,2410,2350,2297.5,2300,2350,2295,2514.5,2500,2500,2649.5,2900,2850,2655.5,2799.5,2799,2799,2609,2549,2565,2441.5,2495,2500,2650,2587,2500,2500,2550,2600,2600
"Oak Lawn","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3435,3300,3157,3165,3200,3033,3350,3491,3450,3374,3346,3330,3198,3100,3078,3300,3247.5,3375,3402,3300,3195,3250,3300,3215,3252.5,3300,3386,3322.5,3500,3400,3500,3500
"University City","San Diego","CA","San Diego-Carlsbad","San Diego County",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030,3180,3075,2950,3212.5,3300,3200,3196.5,3190,3049.5,3068,3138,3075,3097.5,3105,3190,3350,3300,3100,3350,3372.5,3100,3235,3431,3451,3420.5,3409,3268,3519,3552,3500,3500,3557
"Hamilton Heights","New York","NY","New York-Newark-Jersey City","New York County",121,,,2350,2350,2400,2450,2450,2400,2262.5,2400,2450,2450,2492.5,2400,2372.5,2399,2450,2397.5,2397.5,2450,2525,2525,2475,2450,2437.5,2495,2412.5,2500,2597.5,2700,2700,2700,2750,2750,2700,2672.5,2600,2525,2500,2595,2790,2800,3000,3000,2970,3000,3000,3000,3000,2800,2725,2697,2800,2965,2900,2995,3000,3000,2800,2795,2822.5,2997.5,2957.5,2992.5,3000,2992.5,2872.5,2900,3000,2872.5,2992.5,2850,2850,2797.5,2795,2872.5,2995,3000,3000,2979,2932.5,2937.5,2900,2800,2800,2825,2900,2997.5,2949.5,3000,3000,3000,2999,2933,2839.5,2795,2795,2822.5,2832,2895,2850,3000,3000,3000,3000
