"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"California",1,,2500,2500,2500,2500,2500,2500,2400,2385,2395,2400,2000,2050,2050,2100,2095,2000,1995,1950,1900,1895,1850,1850,1800,1850,1900,1835,1800,1850,1800,1800,1800,1795,1795,1750,1750,1750,1775,1750,1750,1779,1800,1750,1849,1850,1795,1850,1850,1800,1800,1800,1995,1995,1999,2000,2000,2000,2049,2080,2100,2100,2100,2200,2220,2275,2295,2300,2295,2295,2300,2300,2300,2375,2400,2400,2400,2400,2500,2400,2400,2395,2400,2350,2475,2500,2595,2650,2700,2700,2749.5,2749,2700,2700,2675,2695,2700,2700,2750,2800,2800,2811.5,2820,2850,2800,2795,2800,2800,2800,2800,2800,2895,2900,2900,2914.5,2900,2900
"Texas",2,1200,1200,1297.5,1250,1262.5,1300,1300,1250,1250,1250,1250,1250,1200,1200,1200,1250,1250,1200,1195,1195,1175,1195,1195,1200,1200,1214,1200,1200,1212,1200,1200,1200,1195,1225,1233,1250,1235,1250,1250,1280,1250,1295,1270,1275,1275,1295,1295,1295,1269,1269,1295,1325,1350,1350,1350,1350,1349,1335,1345,1350,1350,1375,1395,1400,1400,1400,1400,1395,1395,1400,1395,1399,1400,1445,1450,1450,1437,1449,1435,1416,1400,1400,1395,1419.5,1450,1450,1495,1500,1500,1500,1495,1495,1450,1450,1450,1475,1495,1500,1500,1510,1545,1545,1525,1500,1500,1500,1500,1500,1500,1550,1562,1591,1595,1595,1564,1558
"New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2800,2700,2700,2700,2700,2750,2750,2800,2800,2800,2850,2900,2850,2800,2800,2800,2795,2800,2850,2950,2995,2995,2900,2995,3000,3000,2995,2700,2700,2595,2600,2700,2799,2800,2800,2769,2775,2650,2600,2600,2500,2550,2595,2695,2795,2795,2799,2750,2650,2600,2575,2500,2500,2500,2595,2650,2695,2700,2700,2700,2600
"Florida",4,,1450,1500,1495,1550,1300,1300,1375,1350,1385,1400,1450,1500,1495,1500,1500,1500,1500,1500,1500,1500,1499,1499,1450,1495,1500,1500,1500,1500,1500,1500,1495,1499,1500,1450,1402,1450,1495,1500,1495,1475,1525,1500,1550,1599,1600,1600,1600,1550,1525,1525,1600,1595,1600,1595,1600,1580,1550,1525,1500,1550,1595,1585,1600,1600,1636.5,1650,1635,1650,1650,1650,1675,1700,1750,1700,1700,1700,1675,1608,1650,1650,1750,1602,1659,1700,1700,1750,1760,1775,1795,1800,1800,1800,1800,1800,1800,1800,1840,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1897,1900,1900,1900,1895,1876.5,1895,1852
"Illinois",5,1600,1600,1600,1500,1500,1600,1600,1600,1650,1650,1600,1575,1600,1629,1700,1745,1695,1695,1695,1650,1600,1525,1500,1500,1590,1600,1575,1575,1600,1600,1600,1595,1590,1500,1525,1500,1525,1600,1575,1625,1625,1690,1625,1600,1600,1599,1600,1575,1575,1595,1600,1699,1759.5,1800,1700,1700,1675,1600,1570,1580,1600,1675,1700,1750,1750,1775,1715,1700,1685,1700,1629,1600,1650,1650,1700,1750,1800,1800,1750,1700,1625,1599,1595,1595,1600,1695,1800,1850,1850,1850,1800,1750,1700,1675,1675,1695,1716,1800,1875,1900,1950,1944,1895,1800,1800,1795,1790,1770,1800,1895,1973,2010,2000,1975,1895,1825
"Pennsylvania",6,1350,1390,1450,1425,1350,1350,1362.5,1350,1350,1300,1300,1225,1250,1295,1350,1350,1300,1300,1300,1295,1250,1250,1250,1240,1275,1300,1350,1350,1350,1350,1300,1250,1250,1250,1200,1200,1295,1300,1350,1400,1395,1350,1300,1295,1250,1250,1250,1250,1225,1250,1275,1375,1390,1375,1350,1300,1295,1290,1295,1299,1300,1350,1400,1400,1400,1400,1395,1350,1300,1300,1295,1300,1300,1395,1422.5,1425,1395,1350,1350,1300,1295,1300,1250,1300,1300,1350,1400,1400,1425,1400,1357,1350,1325,1350,1325,1350,1350,1400,1450,1450,1450,1400,1400,1376.5,1385,1395,1395,1395,1399,1450,1499,1500,1500,1499,1450,1400
"Ohio",7,,1200,1162.5,1150,1200,1200,1200,1000.5,1000.5,1000,1000,899,898,895,950,995,950,975,950,950,934.5,930,900,945,929,945,850,850,875,850,895,887.5,875,900,850,850,850,875,895,895,900,875,899,995,995,900,1000,950,900,900,900,1000,1000,995,995,995,975,975,975,983.5,995,1025,1050,1075,1095,1038,1015,1000,1000,1050,1000,1000,1000,1095,1100,1073.5,1050,1095,1050,1000,990,998,975,999,995,1050,1100,1100,1095,1054,1050,1050,1050,1025,1000,1000,1020,1095,1150,1100,1125,1100,1100,1100,1100,1095,1050,1050,1100,1103,1150,1175,1180,1152.5,1150,1150
"Michigan",8,1262.5,1300,1300,1350,1350,1300,1300,1250,1250,1200,1200,1100,1100,1150,1200,1200,1150,1100,1150,1097.5,900,895,900,900,900,950,950,942.5,912.5,925,950,950,950,950,899,850,900,900,900,900,949,925,995,1000,985,950,999.5,995,980,990,990,1100,1050,1047,1050,1050,1050,1050,1050,1050,1047.5,1072.5,1100,1145,1175,1150,1150,1152.5,1185,1175,1150,1150,1100,1150,1200,1200,1192.5,1200,1200,1200,1200,1200,1200,1195,1150,1189.5,1200,1200,1200,1200,1199,1150,1100,1100,1050,1059,1095,1200,1250,1250,1250,1207,1200,1200,1200,1200,1200,1200,1200,1200,1250,1295,1250,1250,1249,1249
"Georgia",9,1000,1075,1100,1100,1100,1100,1100,1100,1000,1000,1050,1000,1000,1000,1050,1050,1050,1000,1000,1000,995,995,980,975,995,995,985,995,995,995,995,995,975,975,975,975,975,985,995,995,995,1000,999,1000,995,977,995,995,995,995,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1050,1075,1095,1100,1095,1070,1050,1050,1065,1050,1085,1095,1100,1100,1150,1135,1150,1150,1150,1150,1150,1135,1180,1195,1200,1234.5,1250,1250,1255,1250,1250,1250,1250,1245,1250,1250,1295,1304,1333,1350,1350,1325,1300,1325,1329,1325,1335,1350,1375,1400,1400,1420,1400,1400,1400
"North Carolina",10,995,975,995,1000,1000,1000,1050,1050,1000,1000,1045,995,995,995,1000,1000,1000,1000,999,999,995,995,995,995,995,1000,1000,1000,1000,1000,995,995,995,995,995,995,999,1000,1000,1050,1050,1050,1050,1000,1000,1000,1000,1000,999,1000,1000,1050,1050,1050,1037,1000,1000,1000,1000,1025,1050,1075,1100,1100,1095,1095,1065,1050,1050,1065,1050,1060,1095,1100,1109,1125,1145,1150,1149,1148,1100,1100,1100,1150,1175,1195,1200,1225,1240,1250,1230,1249,1239,1250,1250,1250,1250,1290,1300,1310,1321,1300,1300,1300,1325,1341,1350,1345,1350,1385,1400,1400,1409,1400,1400,1399
