"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Enterprise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",11,1500,1500,1500,1475,1549.5,1450,1395,1395,1450,1375,1350,1395,1395,1380,1395,1495,1400,1400,1395,1425,1395,1395,1400,1395,1350,1395,1382.5,1395,1437.5,1400,1395,1425,1400,1400,1395,1350,1350,1350,1395,1395,1450,1495,1475,1475,1500,1495,1495,1400,1450,1450,1457.5,1495,1450,1495,1525,1500,1500,1550,1595,1595,1595,1600,1650,1650,1572.5,1600,1495,1495,1450,1450,1595,1450,1575,1595,1600,1600,1600,1650,1650,1650,1650,1650,1630,1650,1650,1695,1699,1725,1775,1750,1750,1800,1800,1750,1795,1800,1795,1825,1895,1960,1995,1912.5,1900,1900,1895
"Bushwick","New York","NY","New York-Newark-Jersey City","Kings County",12,,,,,,,,,,,,,,,2800,2800,2800,2800,2800,2499,2550,2700,2700,2500,2500,2650,2850,2850,3100,3099.5,3099,3199,3399,3599,3500,3450,3250,3300,3330,3399,3399.5,3599,3300,3300,3395.5,3399,3300,3200,3200,3375,3347.5,3297,3395,3499,3600,3599,3600,3599,3551,3580,3595,3500,3600,3600,3597.5,3595,3500,3500,3599,3700,3700,3600,3625,3399,3500,3600,3500,3695,3648,3600,3597,3547.5,3400,3549.5,3499,3500,3597,3600,3600,3600,3599,3599,3400,3412.5,3400,3400,3400,3200,3400,3599.5,3700,3600,3600,3600,3750
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,960,962.5,950,850,795,790,775,775,895,962.5,850,799,895,847.5,880,895,895,872.5,950,825,800,925,860,897.5,962.5,995,945
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395,2397.5,2595,2600,2500,2725,2475,2400,2400,2400,2550,2550,2550,2400,2700,2725,2850,2812.5,2750
"Southeast","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.5,1675,1695,1695,1745,1775,1767.5,1700,1737.5,1715,1700,1695,1695,1697.5,1797.5,1795,1797.5,1825,1795,1795,1795,1775,1762.5,1772.5,1800,1797.5,1795,1800,1862.5,1885,1895,1850,1892.5
"Northwest","El Paso","TX","El Paso","El Paso County",16,,,,,,,,,,,,,1775,1675,1800,1750,1595,1475,1600,1825,1850,1825,1790,1775,1762.5,1700,1595,1700,1725,1700,1525,1600,1650,1650,1650,1650,1625,1600,1600,1600,1785,1750,1800,1662.5,1600,1600,1600,1697.5,1700,1750,1737.5,1775,1650,1650,1600,1722.5,1600,1695,1695,1600,1600,1572.5,1600,1600,1750,1697.5,1700,1700,1600,1600,1550,1600,1597.5,1650,1600,1575,1662.5,1772.5,1762.5,1700,1737.5,1672.5,1600,1600,1665,1695,1750,1695,1700,1675,1700,1612.5,1695,1690,1625,1600,1600,1695,1695,1700,1820,1950,1795,1760,1800
"Alafaya","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",17,,,,,1595,1570.5,1595,1590,1495,1400,1425,1495,1500,1500,1500,1550,1512.5,1500,1500,1497.5,1500,1550,1525,1500,1512.5,1562.5,1595,1575,1595,1585,1595,1637.5,1595,1595,1595,1595,1595,1595,1595,1595,1600,1650,1595,1600,1600,1600,1585,1585,1595,1600,1600,1650,1700,1650,1700,1697.5,1625,1600,1625,1698.5,1680,1675,1650,1650,1637.5,1695,1712.5,1725,1675,1600,1700,1675,1764.5,1812.5,1755,1842,1839,1800,1887.5,1849,1800,1837,1850,1849,1900,1895,1850,1911.5,1950,1895,1885,1975,1950,1950,1955,1962.5,1897.5,1927.5,1880,1953,1992.5,2010,2100,2025,2022.5
"Woodland Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,4000,3995,4000,3975,3975,3925,3997.5,3950,4072.5,4450,4225,4450,4200,4500,4300,3950,4034.5,4100,4000,4497.5,4150,4595,4300,4325,4412.5,4500,4600,4750,4839.5,4699,4500,4500
"Eldridge - West Oaks","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2395,2500,2750,2449.5,2300,2300,2225,2225,2200,2100,1995,1900,2200,2400,2300,2400,2500,2725,2650,2199,2395,2487.5,2550,2600,2550,2475,2450,2450,2787.5,2900,2825
"Ridgewood","New York","NY","New York-Newark-Jersey City","Queens County",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,3200,3200,3300,3385,3400,3395,3395,3375,3400,3300.5,3495,3400,3500,3560,3550,3550,3595,3500,3400,3400,3500,3595,3599,3600,3200,3399,3350,3300,3400,3400,3500,3595,3499.5,3397,3399,3450,3450,3302,3301,3300,3350,3400,3400,3450,3400,3400,3300,3200,3375,3400,3400,3346,3397,3395,3495,3400,3400
"East Village","New York","NY","New York-Newark-Jersey City","New York County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800,5914.5,6000,6000,6100,6200,6200,6090,6000,6000,5800,5550,5760,5800,6000,6200,6195,5999.5,6000,5900,5625,5496,5495,5500,5760,5600,5729,6400,6200,6300,6397.5,6300,6000
"South Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425,2425,2500,2700,2800,2650,2650,2600,2500,2500,2600,2600,2600,2675,2650,2700,2700,2700,2700,2700,2650,2600,2650,2600,2600,2650,2650,2700,2800,2800,2767.5,2750,2800
"Centennial Hills","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",23,,,,,,,,1365,1300,1300,1295,1295,1250,1295,1300,1300,1298,1300,1335,1297.5,1300,1295,1290,1295,1250,1250,1297,1295,1300,1250,1350,1350,1350,1350,1350,1347.5,1337.5,1320,1310,1325,1350,1347.5,1347.5,1350,1350,1335,1295,1250,1295,1300,1437.5,1425,1385,1395,1395,1400,1450,1450,1422.5,1410,1424.5,1399,1498,1422.5,1495,1475,1450,1445,1425,1425,1425,1400,1459.5,1425,1450,1475,1450,1500,1500,1495,1499.5,1462.5,1450,1485,1495,1475,1500,1600,1600,1550,1575,1525,1624.5,1650,1554,1590,1637.5,1650,1650,1695,1750,1695,1695,1695,1695
"Kingwood","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1772.5,1775,1847.5,1850,1850,1900,1972.5,1999,1999.5,1925,2145,1872.5,1895,1950,2000,2000,1985,1900,1962.5,1950,1895,1850,1850,1850,1850,1862.5,1925,1925,1967.5,1950,1900,1950
"Lone Mountain","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1495,1495,1500,1495,1511,1612.5,1500,1495,1580,1587.5,1547.5,1500,1500,1550,1650,1650,1650,1590,1599,1595,1610,1672.5,1645,1617.5,1617.5,1695,1772.5,1737.5,1690,1690,1725,1695
"Lake View","Chicago","IL","Chicago-Naperville-Elgin","Cook County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,2900,3200,3300,3450,3490,3275,3100,3200,2995,2995,3000,3000,3200,3400,3400,3500,3600,3495,3200,3200,3200,2950,3150,3350,3250,3250,3300,3500,3700,3790,3420,3400
"Hamilton Heights","New York","NY","New York-Newark-Jersey City","New York County",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3350,3447.5,3472.5,3575,3484,3497.5,3400,3500,3400,3300,3393,3400,3547.5,3397.5,3397.5,3572.5,3600,3680.5,3872.5,3700,3529,3400,3397.5,3547.5,3397.5,3550,3595,3572.5,3547.5,3595,3595,3620
"Summerlin North","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",28,,,,,,1800,1900,1825,1700,1850,1700,1800,1700,1650,1750,1650,1650,1700,1695,1775,1650,1600,1695,1600,1600,1600,1700,1737.5,1795,1797.5,1795,1795,1700,1750,1756,1700,1750,1650,1695,1697,1800,1775,1775,1775,1785,1795,1795,1850,1850,1800,1800,1800,1795,1800,1850,1795,1795,1785,1750,1795,1795,1795,1800,1825,1892.5,1972.5,1895,1900,1897,1850,1795,1772.5,1772.5,1850,1900,1995,1955,1995,1999,1925,1950,1850,1872.5,1895,1825,1995,2025,1997,1997.5,2000,2147.5,2097.5,2000,2050,1950,2125,2000,2025,2197.5,2225,2400,2300,2195,2125,2225
"Memorial","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3500,3300,3050,3325,3200,3400,3500,3400,3347.5,3300,3300,3200,3400,3200
"Greenville","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949,1950,1900,2000,1900,1825,1850,1850,1875,1900,1949,1850,1800,1800,1900,1997
"Gresham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1350,1300,1290,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
"Jamaica Plain","Boston","MA","Boston-Cambridge-Newton","Suffolk County",32,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3050,3000,3100,3100,3100,3100,3200,3000,3000,3200,3200,3100,3100,3100,3100,3200,3047.5,3000,3000,3000,3000,3100,3300,3300,3300,3350,3350,3200,3200,3150,3000,3000,3025,3300,3500,3500,3400,3400,3400,3400,3400,3400,3300,3000,3200,3250,3500,3500,3450,3600,3600,3600,3500,3400,3400,3400,3500,3600,3600,3600,3600,3700,3700,3700,3600,3500,3400,3200,3400,3600,3600,3600,3600,3600,3550,3575,3600,3600,3400
"Carmel Valley","San Diego","CA","San Diego-Carlsbad","San Diego County",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3950,4247.5,4500,4500,4500,4390,4100,4200,4350,4425,4375,4500,4500,4350,4500,4600,4672.5,4350,4500,4500,4325,4275,4500,4500,4495,4500,4500,4595,4650,4500,4500,4400,4497.5
"Englewood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1250,1250,1262.5,1250,1200,1200,1200,1250,1250,1187.5,1250,1250,1350,1350,1350,1300,1325,1300,1250,1250,1300,1350,1300,1300,1250,1262.5,1275,1250,1250,1250,1250,1250
"East Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2995,2950,2900,2900,2997.5,3100,3000,3000,3000,3000,3100,3100,3100,3100,3200,3200,3100,3100,3000,2925,2900,2950,3250,3300,3300,3300,3250,3200,3200,3200,3100
"Briarforest Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2587.5,2775,2700,2600,2575,2600,2500,2500,2500,2497.5,2495,2495,2500,2500,2572.5,2700,2550,2550,2600
"Brighton","Boston","MA","Boston-Cambridge-Newton","Suffolk County",37,2600,2600,2600,2575,2550,2500,2500,2500,2575,2600,2700,2750,2650,2625,2650,2750,2800,2750,2750,2690,2800,2900,2800,2800,2800,2900,2900,2900,3000,3000,3000,3000,3000,3000,2950,2950,3000,3000,3000,3100,3150,3100,3100,3137.5,3200,3200,3200,3200,3200,3100,3197,3200,3200,3100,3100,3150,3100,3050,3100,3200,3200,3200,3200,3300,3300,3300,3300,3200,3200,3200,3200,3200,3400,3400,3400,3400,3400,3400,3400,3400,3400,3300,3300,3400,3400,3400,3400,3450,3500,3450,3400,3400,3400,3300,3300,3350,3400,3400,3450,3500,3500,3500,3500,3500,3400
"Lake View East","Chicago","IL","Chicago-Naperville-Elgin","Cook County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505,3200,3357.5,3795,3795,3700,3655,3700,3975,3795,3810,4075
"West Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.5,3395,3272.5,3295,3295,3650,3495,3500,3500,3572.5,3625,3592.5,3675,3500,3547.5,3300,3572.5
"South Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,4500,4799.5,4800,4500,4400,4000,4000,3950,4050,3995,4400,4700,4740,4600,4000,4500,4500
"La Jolla","San Diego","CA","San Diego-Carlsbad","San Diego County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250,7500,8000,8400,8000,7500,8000,7997.5,7995,7450,7500,8225,7500,7500,7995,7550,7200,6850,6947.5,8000,7400,8000,8300,9000,8250,8000,8000,7750,7750,7000,7500
"Hollywood Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500,17499,16500,16000,15999,17500,17750,16000,16000,14500,14500,14000,15000,13500,13700,15000,15000,15000,14000
"South End","Boston","MA","Boston-Cambridge-Newton","Suffolk County",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600,5200,5200,5200,5200,5200,5000,5000,5000,5000,5000,5000,4800,5000,5200,5100,5050,5200,4800,4700,4800,4800,4500,4900,4900,5400,5300,5300,5200,5200,5200,5300,5350,5200
"North Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2800,2900,2900,2900,3000,2800,2800,2600,2600,2400,2600,3000,3000,3200,3200,3200,3200,3200,3100,3050,3000,2900,2997.5,2900,2947.5,3195,3200,3200,3200,3095,2900,2900,2850,2975,3200,3500,3200,3200,3200,3125,3100,3000,3000,3000
"Meadow Woods","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1699,1629,1612.5,1650,1695,1695,1782.5,1720.5,1768,1774.5,1774.5,1750,1799,1775,1800,1850,1850,1805,1895,1895,1882,1889.5,1886,1900,1900,1925,1890,1890,1875,1980,1950,1945
"Allston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",46,,,2850,2800,2800,2700,2700,2650,2750,2600,2650,2900,3000,3000,3000,2950,2950,2800,2800,2800,2800,2800,2800,2900,3000,3050,3050,3000,3000,3000,3000,3000,3000,3000,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3100,3000,3200,3300,3350,3300,3300,3200,3200,3200,3100,3100,3100,3200,3400,3500,3500,3500,3500,3500,3400,3300,3200,3250,3200,3100,3550,3600,3600,3600,3600,3600,3500,3500,3500,3450,3200,3600,3762.5,3800,3800,3800,3800,3795,3750,3650,3600,3600,3500,3700,3800,3850,3800,3800,3700,3620,3600,3600,3600,3600
"Fenway","Boston","MA","Boston-Cambridge-Newton","Suffolk County",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100,5550,5600,5500,5400,5150,5200,5000,5000,5000,4800,5400,5300,5400,5500,5500,5400,5500,5700,5600,5550,5400,5300,5300,5600,5600,5500,5450,5400,5300,5300,5200,5100,5400
"Kenmore","Boston","MA","Boston-Cambridge-Newton","Suffolk County",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,5000,5000,5000,4950,4900,4800,5000,5300,5000,4700,4700,4700,4900,5350,5200,4900,4700,4700,4700,4500,4750
"Mission Hill","Boston","MA","Boston-Cambridge-Newton","Suffolk County",49,,,,,,,,,,,,3600,3400,3400,3300,3250,3262.5,3400,3300,3350,3350,3400,3400,3450,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3725,3800,3800,3800,3800,3800,3800,3775,3800,3700,3600,3750,3800,4000,4000,3995,3900,3900,3850,3850,3800,3650,3600,3600,3775,4000,4100,4100,4000,4000,4000,3900,3800,3800,3650,3550,3600,4000,4200,4200,4200,4000,4000,3999,3900,3800,3825,4000,4000,4200,4200,4200,4100,4000,4000,4000,4000,3950,3800,3850,4000,4100,4200,4200,4200,4195,4100,4000,4000,4000,4000
"Union Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,3750,3850,3800,3350,3200,3000,3000,3200,3200,3500,3500,4125,4140,4000,4000,4000,3600,3500,3550,3750,3750,4000,4100,4200,4200,4200,4000,3995,3725
