"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Harlem","New York","NY","New York-Newark-Jersey City","New York County",21,,,,,,,,,,,,,,1850,1900,1900,1950,1962.5,2100,2012.5,1995,1700,1695,1695,1800,1875,1797,1799,1850,1925,1895,1895,1995,1892.5,1800,1785,1800,1795,1890.5,1900,1900,1800,1800,1900,2075,2250,2300,2300,2300,2350,2497.5,2350,2275,2100,2200,2200,2200,2100,2100,2250,2125,2200,2300,2300,2275,2200,2200,2300,2300,2300,2300,2200,2200,2200,2100,2100,2200,2100,2250,2100,2100,2075,2100,2100,2200,2250,2275,2495,2500,2500,2300,2200,2250,2172.5,2162.5,2250,2250,2200,2200,2200,2250,2250,2250,2250,2250,2176,2100,2100,2100,2100,2200,2272.5,2275,2350,2250,2200
"Enterprise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,1100,1150,1195,1150,1150,1050,1050,1000,1000,1000,1000,1012.5,1150,1150,1100,1147.5,1150,1200,1250,1250,1200,1162.5,1095,1150,1100,1100,1100,1095,1100,1150,1150,1100,1150,1150,1150,1199.5,1100,1200,1150,1150,1150,1250,1295,1237.5,1250,1295,1300,1347.5,1300,1250,1200,1200,1200,1187.5,1200,1195,1200,1200,1220,1250,1250,1250,1295,1295,1250,1250,1262.5,1275,1250,1300,1297.5,1275,1275,1275,1300,1375,1350
"East Harlem","New York","NY","New York-Newark-Jersey City","New York County",23,,,,,,,,,,,,,,,,,,,2595,2497.5,2395,2397.5,2447.5,2525,2550,2350,2495,2450,2366,2495,2400,2395,2450,2395,2600,2595,2695,2650,2550,2500,2400,2395,2500,2550,2790,2850,2780,2795,2800,2750,2750,2895,2900,2900,2945,2950,2900,2950,2940,2950,2940,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2950,3095,2940,2900,2900,2940,2900,2900,2900,2900,2945,2900,2920,2900,2900,2900,2940,3000,2950,2972.5,2900,2940,2900,2920,2945,2920,2900,2900,2900,2900,2940,2900,2900,2920,2940,2950,2900,2975,2950,2920,2900,2900,3095,3004
"Bushwick","New York","NY","New York-Newark-Jersey City","Kings County",24,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1600,1657.5,1800,1800,1850,1800,1800,1800,1850,1762.5,1899,2000,2299,2400,2300,2200,2300,2300,2299,2150,2200,2200,2200,2200,2188.5,2200,2225,2300,2250,2475,2394,2425,2395,2450,2425,2395,2400,2499.5,2500,2474.5,2500,2500,2500,2597.5,2500,2699,2591,2700,2475,2344,2500,2500,2697.5,2429.5,2200,2450,2200,2275,2200,2200,2200,2200,2225,2250,2250,2348,2286.5,2200,2200,2250,2225,2200,2300,2400,2197.5,2200,2225,2200,2400,2200,2200,2337.5,2399,2425,2200,2400,2300,2325,2225,2350
"West San Jose","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675,2672.5,2698,2800,2985,2995,2850,2995,2850,2850,2992.5,2900,2925,2975,2985,3000,3100,2850,2985,3200,3135,3125,2995,3000,3100,3200,3000,3297.5,3200,3000,3150,3258.5,3000
"South Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1675,1400,1572.5,1600,1725,1572.5,1770,1650,1600,1525,1550,1600,1600,1562.5,1597.5,1600,1600,1700,1800,1712.5,1600,1650,1650,1797.5,1895,1795,1825,1800,1797.5,1900,1782.5,1800,1800,1895,1800,1787.5,1800,1850,1875
"Blossom Valley","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,2295,2450,2422.5,2300,2495,2495,2450,2422.5,2475,2350,2450,2370,2500,2500,2715,2500,2600,2595,2547.5,2500,2495,2595,2500,2497.5,2650,2450,2497.5,2487.5,2600,2625,2595,2500
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",28,,,,,,,,,,,,,,,,,,1650,1495,1600,1600,1500,1500,1500,1650,1685,1575,1525,1600,1550,1600,1662.5,1500,1375,1350,1250,1425,1450,1400,1385,1300,1250,1250,1297.5,1450,1400,1400,1600,1600,1600,1695,1700,1750,1750,1800,1699,1700,1525,1450,1485,1575,1725,1700,1700,1727.5,1700,1655,1600,1500,1500,1600,1662.5,1625,1650,1525,1685,1700,1700,1700,1800,1662.5,1662.5,1575,1700,1750,1795,1795,1797.5,1850,1872.5,1850,1795,1762.5,1685,1700,1700,1695,1750,1750,1685,1775,1800,1750,1750,1600,1750,1695,1562.5,1650,1700,1700,1795,1750,1700,1850,1800
"Downtown","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2947.5,2895,2897.5,2900,3000,3100,3100,3100,3000,2947.5,2850,2912.5,3000,2900,3000,2975,3100,3095,2995,2897.5,2872.5,3000,3097.5,3200,2995,3112.5,3100,3200,3272.5,3050,3190,2997
"Mid City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3528,3495,3100,3000,2995,3200,3447.5,3530,3447.5,3175,3100,3050,3000,3075,2697.5,2695,3150,3300,3175
