"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",1,58.3085169743895,57.1938569287883,58.1229199465912,59.457671957672,58.9070902464511,58.1163434903047,57.4289412801586,57.6019813519814,57.564857205145,57.4443801585651,56.5476190476191,54.9175320708613,53.5929949617942,52.3742551713859,51.6072071103801,50.1597135874459,51.8518518518519,52.0154296781665,51.3563992651562,52.3704520396913,53.1364038972542,51.8518518518519,51.4084261295404,51.4153371075656,50.7987220447284,51.0359116022099,50.1078748651564,48.5767326732673,48.0993411049164,51.1790600569342,52.285581569979,52.8448275862069,52.7738972076083,52.1072796934866,53.448275862069,53.0558015943313,53.6480686695279,54.798717194678,56.6485753052917,56.6485753052917,60.4703247480403,61.8918186743724,61.2553269820081,61.7126369327074,62.9453681710214,63.7744408945687,65.2173913043478,64.6551724137931,63.1354632587859,65.7725585780774,67.2541338219482,67.3534072900159,67.7489930883596,71.5020576131687,72.0100187852223,71.5987593926111,68.7115560790473,64.3485817960224,68.2576066286335,72.7881040892193,75.2141245669164,74.9206349206349,76.0992037264344,79.2516066705241,81.6611747851003,84.0874811463047,82.0149253731343,83.9422916405826,81.6655907036798,85.1111111111111,86.8777673420099,87.5486381322957,81.6774968086619,82.2425483203452,86.2699486443205,91.5194768784221,88.3001379626785,89.1853832442068,91.5204735484879,90.5292479108635,87.5,91.249938830438,87.5656742556918,82.3606395019808,82.9091962060754,88.1806930693069,91.0819672131148,91.7141049968374,93.1779363407081,92.9614873837981,95.7277517933645,96.7171717171717,99.4756432392652,97.7821265492498,98.2800982800983,94.7232380519485,93.2432432432432,93.1490384615385,98.3198391662959,97.631428450394,100.31746031746,95.5238042283741,97.8630689195635,98.4126984126984,97.3549094724125,98.2800982800983,97.5228039251481,96.9084423305589,98.3958960571292,98.9142320102478,101.640419947507,104.182225541449,101.073910296905,98.4605911330049,101.440576230492,99.9620589775846,99.236641221374
"78660","Pflugerville","TX","Austin-Round Rock","Travis County",2,84.7058823529412,84.7058823529412,85.0487540628386,85.8468626087754,85.1479620323841,84.8032564450475,84.4285714285714,84.0813464235624,83.6844948676391,83.0183276059565,83.435914552737,82.1234376224026,82.8893991382886,82.4742268041237,82.4742268041237,82.5319644901509,83.1442463533225,82.9817158931083,82.3711675434068,80.5521313364055,79.7060662914322,78.4420289855072,78.167115902965,80.1001159637695,81.218690787243,81.1455129162312,81.0392862343324,79.9771167048055,80.0596011744744,79.630258302583,81.0085836909871,82.010582010582,79.2748917748918,78.1433607520564,80.2580899965919,81.154558747515,80.7834209864008,81.3008130081301,84.2017738359202,87.2920573449302,88.6432912031374,90.1781918556263,88.5608856088561,89.9009515388826,89.9009515388826,91.0028678353254,89.8410504492053,88.5714285714286,89.8410504492053,93.6666127597639,96.6420249896356,96.2998662003779,100.595238095238,100.566918868086,100.528703192711,101.036941023979,102.034864393213,101.699502720542,101.699502720542,102.10396039604,104.748603351955,103.345498783455,103.423160961398,102.763560678719,104.555100555101,107.015913565729,110.858143607706,108.887580929959,109.17902142126,108.995562528913,112.784178279433,112.864345026267,109.811760775465,109.409890334247,112.768416979869,114.634882317441,115.178571428571,117.024886877828,119.80076474453,121.575342465753,119.588202559822,118.007380073801,117.855955359072,119.496855345912,126.403560830861,126.99703264095,130.332336290128,129.868379460553,127.831715210356,126.075268817204,125.149700598802,125.526077496614,122.58064516129,117.628453569684,126.417016177352,129.280494659921,130.962715544109,131.091152456995,131.578947368421,133.53115727003,134.347351174222,135.986394557823,135.986394557823,138.24543596023,139.220669358508,136.235537111781,135.986394557823,135.986394557823,133.877642556363,133.475707421249,140.656626506024,143.532277194171,144.1647597254,143.695014662757,142.06935758954,138.454254019809,137.528811360668
"37013","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",3,72.6068918391253,73.7189440993789,72.1760657938906,72.0930232558139,69.9765876499854,68.5903032859481,68.3387622149837,69.3452380952381,68.9456869009585,68.8419117647059,68.3391003460208,66.3061633918399,65.1022399093534,62.2654155495979,62.4101028906411,64.2599678963511,63.728595416722,62.2654155495979,61.2367226645617,61.2878530665553,62.6086956521739,65.5801825293351,59.2545146726862,58.5284280936455,56.4236111111111,55.907960199005,55.5555555555556,56.4358467318994,56.1166429587482,53.6461183755942,52.4663677130045,52.2438044206296,53.3149987079626,55.648591174907,55.2672955974843,58.2228388751557,56.2384976282434,58.8648648648649,56.5328612115385,54.9523110785033,58.0815754779169,57.9231400194375,59.9225875984711,60.6053627847425,60.4133545310016,61.4754098360656,63.650851140891,64.6497155481464,65.7270324335678,64.0736092824227,68.5557586837294,71.8419098408594,70.8985007125829,71.3561147425403,73.1691078561917,77.4258760107817,75.5296990792724,75.0341064120055,72.0503642432767,79.3051359516616,80.9760132340778,79.2855044837673,79.2855044837673,91.2219101123596,89.9657937658572,99.1573307518815,99.8202084727449,98.3063953590269,99.794026776519,98.6019736842105,100.712824571228,86.312292358804,87.4158815612382,86.281146179402,87.92,96.0798217405334,102.989690721649,106.672597864769,105.238202720597,106.139764518247,112.003957064441,111.666922604423,112.076095947064,105.844034797017,99.8153618906942,104.250267522739,110.255140539521,105.070422535211,107.808442927187,109.235668789809,110.35931392036,104.618544600939,116.591056383668,116.037735849057,116.188802565051,116.591056383668,123.998115328003,113.162118780096,110.972671234184,120.15558698727,122.386123964165,124.613758280477,133.672557230376,133.927010765676,139.136085626911,139.242540168324,136.337300603356,137.607033639144,139.521419603015,139.349157733538,142.276422764228,141.983619623918,144.115354637568,149.617622610141,152.168390187125,151.141062881427,148.207465277778
"32162","The Villages","FL","The Villages","Sumter County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.276816608997,155.709342560554,156.25,155.666089965398,155.709342560554,155.622837370242,155.622837370242,155.622837370242,155.276816608997,155.382310743523,156.072555205047,154.461279461279,155.168685121107,153.803220375801,155.622837370242,155.673371547074,155.90405904059,155.008352225271,155.756136945256,155.432386427057,155.822736389244,155.622837370242,155.622837370242,157.53064798599,157.679465407136,156.980214009915,156.33989001692,159.404767666013,155.622837370242,156.574394463668,159.38321799308,156.422863245441,160.062189468548,161.721453287197,164.273356401384,164.740414666815,164.273356401384,165.158371040724,166.069176247349,166.048387096774,167.522963195974,168.410910258819,169.001751313485,168.430041699938,170.847750865052,172.474747474747,168.599040340279,167.038929008855,169.001751313485,169.263741448872,170.720299345182
"37211","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.50637943787,131.95110352301,128.200197238659,134.320497429741,149.457516669186,158.034893702974,164.256198347107,155.736689867125,154.753131908622,131.973905868601,140.416047548291,144.29100689851,152.497729336966
"28269","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",6,65.359477124183,65.8617424242424,65.4350979567952,64.6551724137931,62.0458891013384,61.2113402061856,62.483660130719,61.0047846889952,60.4138953960612,60.1910828025478,60.4945625610948,57.4832375478927,56.5726019290136,52.7431780222053,54.6658986175115,54.1909691508182,54.6847534324671,56.1875,55.2968294289209,54.39090205041,53.2994923857868,53.1939181968328,51.9186917923163,49.4277918723424,47.1887550200803,47.4225663716814,48.5294117647059,49.0129339686862,49.974961806145,49.2421007077903,48.3783315755215,48.7115021998743,45.6976178901313,48.6265844332705,48.6453936297263,50.6146059291396,51.2121212121212,52.6807451595223,52.6807451595223,53.5781544256121,56.1875,56.6633064516129,56.3195564516129,54.0264423076923,54.0540540540541,58.8940819402945,57.7339197513735,58.8973252344416,58.6405665945308,58.4194883187267,59.8950524737631,61.3267016857358,65.5977088619636,64.1592920353982,65.5060982324762,68.3181225554107,67.3281360737066,65.4644731908512,68.0224403927069,67.5682671762192,69.7380949943175,70.5882352941177,72.2222222222222,72.2181282240236,71.6691068814056,72.8472222222222,72.4715351393797,71.2278613045631,72.8472222222222,70.6436420722135,69.364161849711,70.6436420722135,72.8770595690748,72.8472222222222,73.0764608190202,73.2758620689655,73.9864864864865,77.9987648939262,78.1299481299481,79.92,81.4916261863395,81.9455636135733,83.5482456140351,86.4779874213836,83.3333333333333,89.859437751004,89.859437751004,91.1366695700372,90.9706406770212,91.5032679738562,91.9852941176471,93.1362745098039,94.3368682593429,93.7152777777778,94.2175824175824,98.069486758847,98.1989444444444,95.5374075859852,95.5374075859852,97.2660357518402,98.1851366043856,99.4841562269713,105.444785276074,108.455882352941,108.506944444444,106.853352984525,106.042741341194,108.722826086957,114.229025310406,114.177656027356,113.138686131387,114.730709198227,114.37908496732,114.132762312634,111.111111111111,113.884562974499,113.036925395629
"78613","Cedar Park","TX","Austin-Round Rock","Williamson County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.881615073262,101.710651038054,99.0156711007956,106.702253855279,113.229931872342,115.694789081886,119.558359621451,116.988041890398,115.472540058987,119.342996555683,109.39589589978,108.383915486077,110.706461218166,109.165495908508,111.046135131209,117.853139013453,131.17876291023,125.042542222102,126.885523343373,131.836372325564,135.655455593264,128.994406095179,129.099923722349,134.354927309914,136.744215642807,137.862068965517,136.61926923048,136.422976501305,141.509433962264,140.327613104524,143.098620940546,142.517291102812,142.950391644909,140.056361582061,137.901195609057,139.01299828851,139.838408949658,139.575712404771,142.150803461063,142.356241234222,141.312634873684,139.784950392841,141.342167255595,141.288153985352,140.785073565253,141.52082076041,141.23414071511,142.300472955603,145.502645502645,145.208329434253,145.348837209302,143.276009562873,142.05898467984,141.644131963223,140.549234879253
"30349","Riverdale","GA","Atlanta-Sandy Springs-Roswell","Clayton County",8,41.3217975206612,40.0617283950617,41.8814432989691,42.0454545454545,41.7538055623199,42.2398258666524,39.414691943128,37.4811013670709,36.1111111111111,35.4861397221726,34.9115737478364,34.4279661016949,35.0914205344585,34.6626814688301,32.8352812590287,31.691818903892,31.3165266106443,30.6788511749347,29.900527000298,30.1587301587302,29.8802395209581,30.2491103202847,31.0082120339379,30.814554914812,30.0143266475645,29.874651810585,27.7244688142563,27.3420311956366,26.9541778975741,27.6635458137109,28.462441314554,29.8152091262718,28.7314164091626,30.1140174379611,29.3478260869565,30.9872827016244,29.6682441092379,28.8548241659152,29.6601513904392,31.3389121338912,33.3086602516654,32.1957501609788,32.5622735507246,32.5551114341085,33.680039623576,36.4448051948052,37.1853546910755,39.012290418624,38.8983050847458,39.2991763771324,38.8983050847458,40.7239819004525,41.7251051893408,42.9752066115703,42.9752066115703,43.4047748236571,43.3876811594203,45.5184084788463,45.8423326133909,45.7467309390837,46.2191358024691,47.7255646109171,47.1698113207547,47.4345977302808,47.4345977302808,46.8561180738786,48.0406788333618,48.4713170362791,47.0911949685535,47.4044486215539,47.8199718706048,48.5714285714286,48.2675261885576,50.7142857142857,50.2183129700261,53.7459283387622,53.7459283387622,53.1921690763764,54.516317016317,56.1111111111111,55.1564433536816,55.6589147286822,57.5521950973214,59.6683633489374,61.128526645768,62.2956998219849,62.5067748022771,62.2968316056506,64.4516129032258,65.4205607476636,65.359477124183,65.6849315068493,68.4246575342466,69.0448791714614,68.2049873252866,69.3910256410256,69.7138869504536,71.4604267025576,70.9740577581987,71.1871469428538,72.8703925870067,74.6124031007752,76.9230769230769,75.2609335805431,76.2009770532498,77.2666666666667,78.3306633233498,79.5633509137741,79.3801486839461,82.6235093696763,83.8919708029197,85.3142076502732,84.8740053050398,84.7941312029498,89.5432247315809,89.9560922063666,91.1854103343465
"94565","Pittsburg","CA","San Francisco-Oakland-Hayward","Contra Costa County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.25258493353,172.717201685652,176.564076690212,176.991150442478,198.270042194093,198.270042194093,199.732798931196,197.783354245086,197.643277986074,197.202797202797,197.12507434343,194.087903539479,198.108108108108,199.453024453024,197.501792114695,198.943661971831,205.721937645503,206.84350132626,208.32492431887,208.029197080292,208.029197080292,209.252286175363,210.226719815176,212.239583333333,213.58629130967,215.505804311774,225.296600871276,223.536842105263,225.77068520842,224.333135391924,230.066445182724,230.748074807481,232.923368022706,233.606557377049,234.681902408894,238.616033755274,239.464551313832,236.462533912161,243.970835670219,248.396681749623,249.44099378882,248.971825595748,251.439904108096,252.274008043239,252.716514254976,256.410256410256,262.555840840618,263.773892838854,267.279857397504,268.342391304348,272.593320235756,274.328859060403,278.551532033426,282.894736842105,275.679758308157,282.805429864253,281.221513406634,283.923303834808,284.974093264249,282.64277428025,282.299003322259,284.974093264249,286.401907538456,284.974093264249,281.487148102815,293.548387096774,293.921175684703,289.510489510489,285.841578327444,285.078045469969
"75052","Grand Prairie","TX","Dallas-Fort Worth-Arlington","Dallas County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6165593210549,74.272149513929,72.7272727272727,69.911583063047,68.7590435935876,68.1686886192952,70.2162337004012,72.0268006700168,77.4062285940577,77.8862628107147,78.8846894996112,77.183546615861,80.9726984715898,86.4270297506242,84.5800524934383,83.046683046683,75.8456973293769,76.5171503957784,76.8320832037116,84.0957072484166,88.6825297432686,93.74899037862,90.2777777777778,91.7207484427093,102.040816326531,101.396675029286,105.257402687309,98.159509202454,99.0437158469945,96.4742549582703,100.03193807568,105.06171080689,99.8817267888823,97.6094619613435,104.586799543362,104.92854948431,106.489525594397,103.39123242349,107.062676280817,105.042016806723,107.022982434468,106.598984771574,106.598984771574,109.619843611619,112.290223139501,109.913826086957,109.381733712638,115.17199017199,114.401858304297
