SizeRank,RegionID,RegionName,RegionType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
1,9,California,State,0.967741935483871,0.9632571996027806,0.9667955727430324,0.9667203733540752,0.9695385314844283,0.9681818181818181,0.967391304347826,0.962059620596206,0.9563081242323215,0.9519642857142857,0.9473684210526315,0.9422850412249706,0.9408284023668639,0.937007874015748,0.9417304296645085,0.9454949944382648,0.9503519822156354,0.9523809523809523,0.9516129032258065,0.9518658734451054,0.9499489274770173,0.9491916859122402,0.9487179487179487,0.9479553903345725,0.9483322432962721,0.9516129032258065,0.9585422473709615,0.966542750929368,0.975609756097561,0.98,0.9824937477670597,0.9847288046340179,0.9842105263157894,0.9870435806831567,0.9892560495084143,0.9899159379025151,0.9949748743718593,1,1,1,1.0002000400080016,1.0002857959416975,1.000120496445355,1,1,0.991498319540313,0.98428321955866,0.979498861047836,0.9762202753441802,0.9810554803788903,0.9859154929577465,0.9887359198998749,0.9894736842105263,0.9887005649717514,0.9865414970507601,0.9818181818181818,0.9777777777777777,0.9754877438719359,0.972972972972973,0.9703196347031964,0.9689922480620154,0.9754877438719359,0.9834630350194552,0.9885931558935361,0.9924456967578557,0.992462311557789,0.9904761904761905,0.9887487214456189,0.9867452135493373,0.9833055091819699,0.9805844283192783,0.9794445518396804,0.9777878698693282,0.9823008849557522,0.9891086908201823,0.994069681245367,0.9976851851851852,0.9963985594237695,0.9934123847167325,0.9894459102902374,0.9861325115562404,0.984188447886415,0.9824937477670597,0.98,0.9799554565701559,0.9851150202976996,0.9922779922779923,1,1,1,1,0.9985481529278916,0.9922480620155039,0.9910554561717353,0.9900990099009901,0.9868859746610358,0.9863851069741595,0.9933333333333333,1,1,1,1,0.9971910112359551,0.99,0.9845559845559846,0.9799599198396793,0.9749904767444176,0.9701843763159416,0.96875,0.975609756097561,0.9816176470588235,0.9862218999274837,0.9906976744186047,0.9896116636224616,0.9880952380952381,0.9851851851851852
2,54,Texas,State,1.0194761624484991,1.0150555555555556,1.0382113329300262,1.0399356564207916,1.042649319542261,1.0328442814271424,1.017770315648086,1.0140720961281708,1.0139244024458032,1.0117377244837065,1.0044493196806128,1.003459656408355,1.00112,1,1.0094965034965035,1.0171021233903184,1.0165822284182413,1.015792525773196,1.0121945205479452,1.0062365938466362,1.0124888144091915,1.005793542519327,1.0160697793740379,1.0146752537080406,1,1.0172642857142857,1.016943366951125,1.0183621474067335,1.0235813237557723,1.0261974837762344,1.0267460317460317,1.0134680134680134,1.015625,1.0086899635639512,1.0105019940179463,1.0088485142118864,1.0049675675675676,1.0107112068965518,1.0153974430239021,1.0242432034743354,1.0228577777777779,1.0211611289746338,1.0212677268010606,1.0136814814814814,1.0128273381294963,1.0112573568753345,1.0031423374261028,1.0072131200386831,1,1,1.0005717552887363,1.0027272727272727,1.00608514031045,1.0105263157894737,1.0036363636363637,1,1,1,1,1,1,1,1.000047641734159,1.0039121114683816,1.014989192382541,1.0186578860872424,1.0031807798481711,1.000645577792124,1.000527659574468,1,1,0.9988828278809669,0.9960914033510083,0.9962048977167951,1,1,1,1,1,1,1,0.9954441913439636,0.9944827586206897,0.9951395762571495,0.9902439024390244,0.9930555555555556,1,1,1,1,1,1,0.9916308154077038,0.9881175169004437,0.986013986013986,0.9876777251184834,0.9861830330509486,0.9908739159439627,0.9989756097560976,1,1,1,1,0.9976370887337986,0.994,0.9895833333333334,0.9899832775919732,0.9891177808094589,0.9879116298457691,0.9967943706020328,1,1,1,1,1,1
3,43,New York,State,0.9037388575911003,0.903305562031436,0.9076951006003096,0.9192512834605344,0.9245283018867925,0.933955970647098,0.9273182957393483,0.9254498714652957,0.9172932330827067,0.9189640768588136,0.9166666666666666,0.9124087591240876,0.9079051419941411,0.9056501757231684,0.907859078590786,0.9155937052932761,0.9230769230769231,0.9296482412060302,0.9314197263054174,0.9312406576980568,0.9235552672842111,0.9171762090050027,0.9086568876852724,0.9052924791086351,0.9007847759089505,0.8984937238493724,0.9012539184952978,0.9113924050632911,0.9195402298850575,0.9326072157930565,0.936822529045859,0.9322654815076263,0.9330143540669856,0.9246231155778895,0.9193245778611632,0.9189944134078212,0.9151572926596759,0.9174876847290641,0.913479105367411,0.9272462713714078,0.9375,0.9459436107321509,0.9499192245557351,0.9513991163475699,0.9477238049691421,0.9387953303691176,0.937417719852554,0.9329142680773482,0.930756913222886,0.9282735613010842,0.9317321567691415,0.931098696461825,0.9431438127090301,0.9509803921568627,0.9548347984237647,0.9538461538461539,0.9459472242547332,0.9412318371668922,0.9380863039399625,0.9333333333333333,0.9328717060973264,0.9304347826086956,0.9285733236190278,0.9393571861734384,0.9458823529411765,0.9539693128752502,0.9587328053355565,0.9572356464270962,0.9531772575250836,0.9475830811542949,0.9393197556008147,0.9386733416770964,0.9368131868131868,0.9361702127659575,0.9372598629132782,0.9407526020816653,0.9502175805047868,0.9595959595959596,0.9642870918387026,0.9646107178968655,0.9594882729211087,0.9551535719758488,0.9538461538461539,0.9498207885304659,0.9447943682845499,0.9458917835671342,0.9492537313432836,0.9523809523809523,0.9611406090951609,0.9695716322939782,0.9724137931034482,0.9712960278341548,0.9684411424752504,0.9652623278285433,0.9599499687304566,0.9583991574512901,0.9538461538461539,0.9523809523809523,0.9555555555555556,0.9623569308342661,0.969743987587277,0.9760848012921102,0.9780907668231612,0.9737242002089928,0.9682364332193332,0.9636363636363636,0.9583333333333334,0.9529411764705882,0.9494995829858215,0.946969696969697,0.9478939574570502,0.9546329719020047,0.9632091156462586,0.9704116262662155,0.9727626459143969,0.9714350476842508
4,14,Florida,State,0.875,0.8669556518839613,0.8732374393940681,0.8784773060029283,0.8813559322033898,0.8883248730964467,0.8987929710260077,0.900621858460799,0.8937611614766452,0.8896839346777028,0.8895071542130366,0.8869814020028612,0.8958958958958959,0.8888888888888888,0.8852963818321786,0.8843967150979154,0.8891454965357968,0.8936510482397086,0.897931348033644,0.9032258064516129,0.9090081892629663,0.9056247640619102,0.9090909090909091,0.9107468123861566,0.9102730819245773,0.9094318394899681,0.9133574007220217,0.9144237405106971,0.9201623815967523,0.9250727272727273,0.9281767955801105,0.9310728182323513,0.9302325581395349,0.9323797139141743,0.932,0.9309309309309309,0.9337483325922632,0.9315068493150684,0.9344,0.9373910001976976,0.9394840710080794,0.9420289855072463,0.9454545454545454,0.9465178914967295,0.9463087248322147,0.9444444444444444,0.9423728813559322,0.9380863039399625,0.9343291350652619,0.9318181818181818,0.933955970647098,0.9336332958380202,0.9360877985797289,0.9419642857142857,0.9411730101770692,0.9412578758306204,0.94,0.939034435649134,0.9385474860335196,0.9385474860335196,0.9360730593607306,0.9354604786076868,0.9407114624505929,0.9426702577914583,0.94579945799458,0.9490793362127756,0.94972067039106145,0.9486029665401863,0.9481216457960644,0.9473684210526315,0.9467742678867418,0.9473684210526315,0.9456740442655935,0.9449694274596998,0.9492857142857143,0.9502375593898474,0.9531772575250836,0.954653937947494,0.9561643835616438,0.9558561864901208,0.9545454545454546,0.9529411764705882,0.9518864659051575,0.9505280711506392,0.9488398678692251,0.9486070388256487,0.9503167722574192,0.9518072289156626,0.9543088490456911,0.9555555555555556,0.9557109557109557,0.9559804357492219,0.9557109557109557,0.9538476213040328,0.9545454545454546,0.9543088490456911,0.9523809523809523,0.9523809523809523,0.9552042160737813,0.9564102564102565,0.9574468085106383,0.9595270577535243,0.9585996110030564,0.9574468085106383,0.9564415764000922,0.9540636042402827,0.9538461538461539,0.9512195121951219,0.948905109489051,0.9484536082474226,0.9511568123393316,0.952,0.9530201342281879,0.956989247311828,0.9566486035848271,0.95625
5,21,Illinois,State,0.8844174075807206,0.8843682022755122,0.8898776418242491,0.9,0.9080142123963679,0.9139784946236559,0.9105691056910569,0.9075342465753424,0.9047619047619048,0.8966666666666666,0.889284126278346,0.8812785388127854,0.8782657031684269,0.8840700583819849,0.8851422550052687,0.8878504672897196,0.9001895135818067,0.9046849757673667,0.9043607180842492,0.9036144578313253,0.8932038834951457,0.8883248730964467,0.883578771881078,0.8828996282527881,0.8818380743982495,0.8797127468581688,0.8906882591093117,0.898989898989899,0.9146341463414634,0.9232013380838824,0.9232224925655582,0.9236947791164659,0.922572857389205,0.9170487703209671,0.9171597633136095,0.9173333333333333,0.9119047619047619,0.9148084619782733,0.9207588328163722,0.9314270516717325,0.9422850412249706,0.9498327759197325,0.9512968534027156,0.9495077802476977,0.9479839950754079,0.9443671766342142,0.9361334656230478,0.935242803506632,0.9326660600545951,0.9324009324009324,0.9318181818181818,0.94375,0.9504752376188094,0.9563636363636364,0.9530988274706867,0.9502515371716043,0.943126607602172,0.9378907878282617,0.9316770186335404,0.9259259259259259,0.921288309506308,0.9213250517598344,0.9277026249609626,0.9426013691416535,0.9516624217640804,0.955509107196178,0.952654986522911,0.9494743981010512,0.9428571428571428,0.9384615384615385,0.9344323220195166,0.929011625032585,0.9255663430420712,0.9259259259259259,0.9376786735277302,0.9502923976608187,0.9574848160057163,0.9603340292275574,0.9598393574297188,0.9560669456066946,0.9506172839506173,0.9457984721716988,0.9432387312186978,0.9375,0.9341101434658081,0.9360485887817077,0.9473684210526315,0.9567608474491864,0.9636363636363636,0.9656544992799205,0.9636496706513784,0.9598853868194842,0.9545454545454546,0.9507163323782235,0.9468822170900693,0.9432835820895522,0.9386617100371747,0.9389932214690521,0.9519038076152304,0.963673057517659,0.9664040291997635,0.9683666881859264,0.9652736904061212,0.96,0.9550561797752809,0.9503167722574192,0.9449694274596998,0.9377344336084021,0.9344262295081968,0.93775610569309,0.9482758620689655,0.960539979231568,0.9659429544487016,0.9663865546218487,0.9636363636363636,0.9594949368671084
6,47,Pennsylvania,State,0.9199359487590072,0.9169054441260746,0.9266123054114158,0.9357277882797732,0.9411764705882353,0.9437533802055165,0.9383205717554464,0.9332443257676902,0.9280898876404494,0.9221400608960417,0.9227294724955638,0.9122401847575058,0.9092562284051646,0.9029345372460497,0.907767444114663,0.9130434782608695,0.9272727272727272,0.9298998569384835,0.9298850574712644,0.9237875288683602,0.9187434187434187,0.9130434782608695,0.9084341063214303,0.9054545454545454,0.901605599011939,0.8997912317327766,0.9065420560747663,0.9168230143839899,0.9302325581395349,0.9359371278875923,0.939144637562803,0.9351892127011744,0.932415519399249,0.9285714285714286,0.9261051952242659,0.925,0.9180357968386782,0.918580375782881,0.9255784865540964,0.9340455689603206,0.9454949944382648,0.9523809523809523,0.95186875,0.9482758620689655,0.9419266997180759,0.9368421052631579,0.9304347826086956,0.9294117647058824,0.9252007137832019,0.9180602006688964,0.9292929292929293,0.937007874015748,0.9464285714285714,0.954660742261745,0.953757225433526,0.9489898989898989,0.9413369713506139,0.9361374711464479,0.9309542280837859,0.9263157894736842,0.9215376513954713,0.9179589794897449,0.928922908693275,0.94,0.950792326939116,0.9565217391304348,0.9569377990430622,0.9523809523809523,0.9449694274596998,0.9433962264150944,0.9378907878282617,0.9361702127659575,0.9292035398230089,0.9277310924369748,0.9319526627218935,0.9479553903345725,0.9574468085106383,0.9636363636363636,0.9625668449197861,0.9582985821517932,0.9551243177683445,0.951764705882353,0.9467667023937121,0.9430979978925185,0.9417304296645085,0.9361702127659575,0.9456066945606695,0.9587328053355565,0.9642926020900149,0.9699909063352531,0.9682539682539683,0.9648273636656987,0.960960960960961,0.9567567567567568,0.9537101651546871,0.949238578680203,0.9466666666666667,0.9462016761286834,0.9523809523809523,0.9615384615384616,0.9717062017719348,0.9767387764596418,0.9741969457609269,0.9709090909090909,0.9662162162162162,0.96,0.9571367329441065,0.9518072289156626,0.9484536082474226,0.9478672985781991,0.953125,0.9653407769248662,0.9738461538461538,0.9803921568627451,0.9768637532133676,0.9722222222222222
7,44,Ohio,State,0.8896756630173877,0.8958333333333334,0.9068617472434266,0.9179360892568246,0.9223165298181444,0.9244992295839753,0.9182971014492753,0.9111666666666667,0.9045226130653267,0.8952080042127436,0.8898776418242491,0.8949220713926597,0.8927141713370697,0.8939292861907938,0.8941176470588236,0.9003601440576231,0.9090909090909091,0.9127281820455114,0.9148995337609164,0.9090909090909091,0.9051929490233445,0.901721475738362,0.8964803312629399,0.8960915157292659,0.8889830508474577,0.8898776418242491,0.9001,0.9132077923599593,0.925,0.9328018223234624,0.9305555555555556,0.9273182957393483,0.9231468849477035,0.9193245778611632,0.9175627240143369,0.9159090909090909,0.9166666666666666,0.9119555143651529,0.9207365892714171,0.9324324324324325,0.9439252336448598,0.9481190460679619,0.948905109489051,0.9433962264150944,0.9408538993484431,0.9336445481827276,0.9329940627650551,0.923313670171839,0.9233827112992177,0.9222222222222223,0.9353507565337001,0.9428162973552537,0.9511315185306658,0.9565965419188461,0.9555555555555556,0.9485753995830438,0.9454662794449823,0.9393617021276596,0.937328202308961,0.9320083682008368,0.9292857142857143,0.9299843965549179,0.9400745593726189,0.9484725117416477,0.9573934837092731,0.9606885322167946,0.9603841536614646,0.9559748427672956,0.9504752376188094,0.9459459459459459,0.9403761504601841,0.9347024749868352,0.9390721073225266,0.9343148357870895,0.9444290037675251,0.9555555555555556,0.9621802002224694,0.9680298927471593,0.9674418604651163,0.9636545515171724,0.9585121602288984,0.9544235924932976,0.9518072289156626,0.9478549419293671,0.9454148471615721,0.9420289855072463,0.9557661927330173,0.9642857142857143,0.9692307692307692,0.9744990892531876,0.9743458183683941,0.9705674710937172,0.9661016949152542,0.9613869188337274,0.9561312926424488,0.9515039901780233,0.9505494505494505,0.9523809523809523,0.9631019387116948,0.972972972972973,0.9769914414739596,0.9828516989520483,0.9788582531605248,0.9736578859619873,0.9692997585374267,0.962882096069869,0.958974358974359,0.9535382416011436,0.9483667017913593,0.9513956056183719,0.9612261459003137,0.9702850212249848,0.9794117647058823,0.9831851592656718,0.9805203294548307,0.975991649269311
8,30,Michigan,State,0.8860759493670886,0.8779818662384155,0.8924103419516264,0.886558627264061,0.8912655971479501,0.9031909140075717,0.8968105065666041,0.9025,0.8933333333333333,0.8918918918918919,0.8823529411764706,0.8858695652173914,0.890302066772655,0.8895324972890847,0.8913886080215706,0.8938547486033519,0.90625,0.9111111111111111,0.9153122326775022,0.9130434782608695,0.9095401035243474,0.9090909090909091,0.9041939207387457,0.9066044029352902,0.9025117071094083,0.9022556390977443,0.9090909090909091,0.916955017301038,0.9316060201943227,0.9438671725809933,0.9437751004016064,0.9412751677852349,0.9391588403429971,0.9348051052086926,0.9348642892707562,0.9314857582755967,0.9333333333333333,0.933955970647098,0.9374608886107634,0.9454949944382648,0.9523809523809523,0.9597044814894999,0.9642601858470335,0.9591078066914498,0.9555555555555556,0.9476117103235747,0.9382819015846539,0.9354939300422586,0.9294117647058824,0.9292351679771265,0.929866036249015,0.9414381022979985,0.954253037884203,0.9607791524085285,0.9614544808266827,0.9557575757575758,0.9530230535015224,0.9425155208093815,0.9357262103505843,0.9330511735282802,0.932415519399249,0.9235900545785325,0.9346670834635824,0.9470084653678887,0.958904109589041,0.9633197480548351,0.9636767976278725,0.9586830213040671,0.9517241379310345,0.9464729194665471,0.94,0.9375,0.9343629343629344,0.9341117597998332,0.9426229508196722,0.9558823529411765,0.9648732770120053,0.9696969696969697,0.9711595055915244,0.9673115410273516,0.9622641509433962,0.9555555555555556,0.9514563106796117,0.9490445859872612,0.9424520433694745,0.9448448707976839,0.9531835205992509,0.9664292980671414,0.9749921826141339,0.980130359114868,0.9794628751974723,0.972972972972973,0.9687750200160128,0.960989197635709,0.9555555555555556,0.9528856825749168,0.950950950950951,0.950792326939116,0.9607686148919136,0.9737661182747888,0.9831460674157303,0.9849884526558892,0.9832935560859188,0.9768315591734502,0.9692307692307692,0.9607607607607608,0.9554140127388535,0.9493670886075949,0.9465478841870824,0.948051948051948,0.9574848160057163,0.966542750929368,0.9764229578471064,0.9786666666666667,0.97868638538495,0.9725814795654423
9,16,Georgia,State,0.8771929824561403,0.881244003837544,0.8836515098923985,0.8946813820642228,0.8999599839935974,0.9076614148903306,0.905982905982906,0.9018220490059874,0.8922845999897367,0.8931761343336906,0.8780841799709724,0.8756756756756757,0.8714596949891068,0.8604784129136915,0.8793103448275862,0.8786676296116034,0.8956796628029505,0.8977777777777778,0.8934953538241601,0.8933333333333333,0.8869335413391766,0.8864628820960698,0.8966747572815534,0.8941260624421443,0.8999407933688574,0.8911874104116556,0.9090909090909091,0.92,0.9282934963868816,0.9302325581395349,0.9333333333333333,0.933955970647098,0.9333333333333333,0.9372249717003365,0.9368421052631579,0.9374739474781159,0.9375,0.9433962264150944,0.9476177941563569,0.9522076485083837,0.956,0.9570552147239264,0.9565217391304348,0.9555555555555556,0.9517101040932926,0.95,0.9462016761286834,0.9449694274596998,0.9424520433694745,0.9430511182108626,0.9496074955684983,0.9565118359223996,0.9586706437035144,0.9610802405325978,0.957983193277311,0.9509721048182587,0.9491629215232441,0.9463414634146341,0.9430188679245283,0.9430124791829384,0.9411764705882353,0.9441176470588235,0.9551724137931035,0.9593878752207181,0.9656652360515021,0.9654987964696443,0.9629629629629629,0.9593878752207181,0.9551635015170243,0.9527622097678142,0.9504320145520692,0.9497165574615328,0.9483870967741935,0.9540116834646521,0.9610062893081761,0.967741935483871,0.9727272727272728,0.9733036707452726,0.9719839908519153,0.9688581314878892,0.9657560600230858,0.9640654009702342,0.9627368022129756,0.9602480641499398,0.9611111111111111,0.962278675904542,0.9711030819591131,0.9746712068497545,0.9774906210921217,0.9772727272727273,0.9756838905775076,0.9722222222222222,0.9707112970711297,0.9680908599242833,0.9680365296803652,0.967741935483871,0.9673115410273516,0.9725158562367865,0.9766666666666667,0.9823182711198428,0.984,0.9826086956521739,0.9812782440284055,0.9767814251401121,0.9731543624161074,0.9695290858725761,0.9687304565353346,0.9675236806495264,0.9639759839893263,0.9686221009549796,0.9747283295425828,0.9769673704414588,0.98,0.9796832357537729,0.9780701754385965,0.9734027968193035
10,36,North Carolina,State,0.9052631578947369,0.9102718931884131,0.920863309352518,0.9252516598843435,0.932690812995492,0.9299416180150125,0.9255784865540964,0.9217391304347826,0.9126050420168067,0.9119170984455959,0.9067688378033205,0.9010989010989011,0.89738430583501,0.8967372559839967,0.9044477548414557,0.9214256784123127,0.9206349206349206,0.9264160931709899,0.9195831990546783,0.9166666666666666,0.9116279069767442,0.9090909090909091,0.9045226130653267,0.9049207673060884,0.905072126570498,0.9043478260869565,0.918918918918919,0.924415443175639,0.9369747899159664,0.9395632300660234,0.9361702127659575,0.9333395555970373,0.930327868852459,0.9292929292929293,0.9285714285714286,0.9248554913294798,0.9278557114228457,0.9306654257794323,0.9403508771929825,0.9473133661673148,0.952536869165201,0.9554920375663536,0.953125,0.9528346831824679,0.9489528795811518,0.944,0.9446366782006921,0.9387296233839235,0.9394081728511038,0.938375350140056,0.946969696969697,0.9530856973169368,0.9593222454768557,0.9600384015360615,0.9569377990430622,0.9554317548746518,0.949759933589105,0.9466666666666667,0.9473684210526315,0.9441052137153593,0.9433962264150944,0.9417040358744395,0.9534883720930233,0.9584905660377359,0.9652173913043478,0.9636650868878357,0.9619084263178146,0.95998595998596,0.9565644957484176,0.953125,0.9528301886792453,0.9502445482807258,0.9501626150785096,0.9549624687239366,0.9613781606001667,0.9682165979988229,0.9725536992840096,0.9730848861283644,0.9720670391061452,0.9688750555802579,0.9666666666666667,0.9649749821300929,0.9628122891279324,0.963076923076923,0.9620253164556962,0.9637493429451077,0.9714285714285714,0.9767441860465116,0.978359701763957,0.9794300811473863,0.9787878787878788,0.9767578699617535,0.9725662483721541,0.9700993537041823,0.96875,0.967741935483871,0.9652509652509652,0.9693558474046279,0.9786535303776683,0.9803921568627451,0.9830274852889279,0.9824352485858887,0.9802431610942249,0.9762202753441802,0.975609756097561,0.9710610932475884,0.9705882352941176,0.9699954531676265,0.9666666666666667,0.9710526315789474,0.976,0.980980980980981,0.9826264509399205,0.9841269841269841,0.981611681990265,0.9782265698958662
