"RegionName","City","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"10025","New York","NY","New York-Newark-Jersey City","New York County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85838426279603,4.73684210526316,4.69387755102041,4.70677884927593,4.71037080329892,4.62105263157895,4.63636363636364,4.71698113207547,4.8204046817988,4.82504762560536,4.57142857142857,4.61538461538461,4.57598816803838,4.45574922848326,4.44583333333333,4.40625,4.41100543478261,4.36046511627907,4.59069069069069,4.68558838776568,4.66666666666667,4.60769230769231,4.57322175732218,4.58333333333333,4.49678800856531,4.53846153846154,4.46914132379249,4.526,4.41543269230769,4.275,4.40660326086956,4.375,4.42857142857143,4.5,4.45983870967742,4.43611111111111,4.44526315789474,4.49583333333333,4.30769230769231,4.2375,4.16666666666667,4.25,4.35448275862069,4.5352,4.3026706231454,4.36521739130435,4.46018099547511,4.434375,4.40909090909091,4.375,4.36602870813397,4.27392739273927,4.41666666666667,4.28571428571429,4.49166666666667,4.57322175732218,4.43,4.399,4.55625,4.6,4.57142857142857,4.67708333333333,4.6142208774584
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78973684210526,1.76923076923077,1.75,1.75,1.75,1.795,1.825,1.64285714285714,1.86,1.8,1.85654008438819,1.84028340080972,1.8522770398482,1.77222222222222,1.70714285714286,1.7,1.76994949494949,1.76717171717172,1.84375,1.92307692307692,1.92307692307692,1.96428571428571,2,1.977,1.89642857142857,1.87096774193548,1.86,1.9,1.85,1.86,1.97538461538462,2.05334281650071,2,2,2.03923076923077,2.02351351351351,1.94868421052632,1.9,1.86666666666667,1.85,1.86077474892396,1.86683333333333,1.93571428571429,1.96984848484848,2,2.05,2,1.99625,1.95916666666667,1.92307692307692,1.85714285714286,1.84615384615385,1.875,1.87886029411765,1.94444444444444,1.99375,2.03348214285714,2.08794326241135,2.11875,2.11875,2.14285714285714,2.175
"10023","New York","NY","New York-Newark-Jersey City","New York County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.03312416603556,5.04242152466368,5.02177068214804,4.85673818088386,4.93333333333333,5.03354912110285,5.16,5.02225519287834,4.98307936120931,5.08708272859216,4.9476688867745,5.02639477201169,5.03584136109385,5,5.08428949691086,5.2,5.30799475753604,5.195,5.07766990291262,5,5.07692307692308,5.03,5.13595166163142,5.04346595178761,5.16129032258065,5.43018335684062,5.33654970760234,5.2970297029703,5.07766990291262
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34586466165414,2.21111111111111,2.35244360902256,2.125,2.13809523809524,2.11538461538462,2.13333333333333,2.21547619047619,2.13493031358885,2.09176470588235,2.1,2,2.08902090816984,2.11904761904762,2.14285714285714,2.14385847797063,2.11764705882353,2.12857142857143,2.13118279569892,2.125,2.125,2.13333333333333,2.0849478390462,2.11663602941176,2.1422619047619,2.16296296296296,2.16666666666667,2.19230769230769,2.2,2.19230769230769,2.21111111111111,2.18827736318408,2.1625,2.08863636363636,2.05555555555556,2.059375,2.08,2.14285714285714,2.24791666666667,2.24583333333333,2.13636363636364,2.22052067381317,2.22692307692308,2.21944444444444,2.27619047619048,2.29593301435407
"60640","Chicago","IL","Chicago-Naperville-Elgin","Cook County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60714285714286,1.56475155279503,1.53333333333333,1.5,1.55555555555556,1.5625,1.54786036036036,1.45454545454545,1.64285714285714,1.57905701754386,1.6010708041958,1.59,1.65714285714286,1.63928571428571,1.595,1.53333333333333,1.52631578947368,1.53461538461538,1.56594202898551,1.6975,1.68181818181818,1.70357142857143,1.75,1.66458333333333,1.77584734909929,1.6,1.595,1.56666666666667,1.59102564102564,1.59,1.66666666666667,1.7,1.7,1.76944444444444,1.74825174825175,1.6975,1.6875,1.695,1.7,1.72444444444444,1.66666666666667,1.74431592861864,1.75378787878788,1.77857142857143,1.74324324324324,1.72413793103448,1.74894643647632,1.76666666666667,1.77222222222222,1.73137254901961,1.72222222222222,1.72272727272727,1.72272727272727,1.76666666666667,1.83333333333333,1.83333333333333,1.77408307556341,1.795,1.81013986013986,1.84615384615385,1.85,1.825
"94109","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57217261904762,4.49998101313891,4.55212922173275,4.49494949494949,4.44074074074074,4.44444444444444,4.53701739153142,4.53321364452424,4.56654170571696,4.53806638566913,4.36151079136691,4.44388014220416,4.44121973211903,4.51815820071216,4.58762886597938,4.64852607709751,4.59090909090909,4.73463687150838,4.87191420477539,4.93288516640952,4.95885964187224,4.8365617433414,4.95750708215297,4.95750708215297,4.88668555240793,4.54136690647482,4.54136690647482,4.95750708215297,4.79955808080808,4.61538461538461,4.62019230769231,4.82638888888889,4.61538461538461,4.61538461538461,4.44388014220416,4.36363636363636,4.43888888888889,4.53735011990408,4.44444444444444,4.54136690647482,4.63541666666667,4.73278783431181,4.57291666666667,4.49494949494949,4.44444444444444,4.44444444444444,4.52631578947368,4.52632255098177,4.7323717948718,4.63917525773196,4.67541987001932,4.63945662449917,4.52631578947368,4.56953402795005,4.64285714285714,4.65850815850816,4.52173913043478,4.66666666666667,4.65691602728048,4.65691602728048,4.5,4.71428571428571,4.71818181818182,4.78496405890153,4.75972540045767,4.991875,4.98613001432665,5.03809523809524,5.11231671554252,5.16114950278106,5.2,5.22922636103152
"10016","New York","NY","New York-Newark-Jersey City","New York County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18759689922481,5.12546296296296,5.04916897506925,5.07617728531856,5.09519223024673,5.17862371888726,5.11129326047359,5.21666666666667,5.27384202598381,5.25387023642448,5.09019424176691,5.07248400833632,5.09090909090909,5.09090909090909,4.99092558983666,4.95454545454545,4.99760416666667,4.99427083333333,5.1,5.125,5.10628019323671,4.95814593966345,5.04736842105263,4.9984375,5.07682775712516,5.03663003663004,5.15971189591078,4.99427083333333,4.86704280155642,4.9375,5.16109045848823,5.10102040816327,5.224609375,5.12129380053908,5.20044642857143,5.25773195876289,5.27831094049904,5.07682775712516,5.0531015037594,4.99017857142857,5,5.12359550561798,5.1593625498008,5.2191235059761,5.09090909090909,5.21151660993074,5.25147928994083,5.26355421686747,5.34814814814815,5.19,5.303197353914,5.42037588343499,5.33333333333333,5.42,5.31914893617021,5.37203166226913,5.37203166226913,5.48392948080607,5.56098090277778,5.68330223880597,5.56000233426704,5.5,5.40828008789723
"11235","New York","NY","New York-Newark-Jersey City","Kings County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91666666666667,3.04631578947368,3.03030303030303,2.70367762128325,2.53333333333333,2.36272727272727,2.3,2.28722334004024,2.27181818181818,2.3,2.30769230769231,2.28571428571429,2.37325794772603,2.35252808988764,2.26973684210526,2.30384615384615,2.31023842917251,2.36284511784512,2.36301369863014,2.37571428571429,2.4,2.36310840995273,2.36296296296296,2.35714285714286,2.38328664799253,2.37579087579088,2.39333333333333,2.34666666666667
"11375","New York","NY","New York-Newark-Jersey City","Queens County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24137931034483,2.25,2.25,2.26781183932347,2.27272727272727,2.3134328358209,2.32758620689655,2.3,2.29166666666667,2.40147783251232,2.41643933489218,2.33333333333333,2.34375,2.40755297334245,2.37279411764706,2.33712121212121,2.41788321167883,2.41727493917275,2.39948119325551,2.41314655172414,2.4375,2.4,2.35763888888889,2.31578947368421,2.27922077922078,2.36613410867225,2.31372549019608,2.3377460964019,2.30769230769231,2.33723958333333,2.35714285714286,2.325,2.33333333333333,2.371875,2.375,2.4,2.42857142857143,2.43,2.36931818181818,2.4,2.43303571428571,2.45833333333333,2.40885416666667,2.43541666666667,2.43333333333333,2.44802867383513,2.46875,2.4390243902439,2.46904761904762,2.42142857142857,2.46651785714286,2.5,2.48938492063492,2.575,2.5,2.4601814516129,2.44014756944444,2.37789203084833,2.42142857142857,2.4,2.40899357601713,2.3777380952381,2.4,2.43272569444444,2.45652173913043,2.4,2.49375,2.55853040540541,2.52941176470588,2.64985731272295,2.54509283819629
"60647","Chicago","IL","Chicago-Naperville-Elgin","Cook County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56666666666667,1.59666666666667,1.57142857142857,1.66666666666667,1.66666666666667,1.69615384615385,1.75,1.74375,1.71225937183384,1.695,1.67857142857143,1.6625,1.75,1.68,1.72953216374269,1.77222222222222,1.78571428571429,1.78947368421053,1.75,1.8125,1.77903959459047,1.72727272727273,1.71428571428571,1.67894736842105,1.77777777777778,1.903125,1.92307692307692,1.96808510638298,1.94054054054054,1.88725490196078,1.91978609625668,1.9,1.88611111111111,1.875,1.88486842105263
