"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Paradise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",1,,,,,0.732179303289223,0.718923933209648,0.710285132382892,0.717703349282297,0.699648711943794,0.700934579439252,0.682794790589143,0.682761266541226,0.683823529411765,0.687967760506621,0.69060773480663,0.689814662074881,0.689783852742847,0.692304473244914,0.690936106983655,0.682162708438605,0.681711330512459,0.679743927703232,0.678053748638244,0.675706249198187,0.675844848353611,0.669114558122159,0.695413758723828,0.689021589343133,0.689358035329599,0.688061422002999,0.686768985909979,0.691121743753323,0.682554075987943,0.682831762776411,0.675303197353914,0.676381301631086,0.692440854010387,0.689305263672352,0.68934019234025,0.689224117857087,0.71652499815494,0.703120648844333,0.681699003670687,0.692169933028854,0.699088145896657,0.708778173190985,0.693412580485389,0.697796432318993,0.69576611820314,0.688861314862705,0.69637041334437,0.693069306930693,0.726335520149953,0.732693279434058,0.718061576601192,0.7049254405784,0.736067297581493,0.717703349282297,0.712401055408971,0.734628398765952,0.734480639213276,0.735857462348713,0.767857142857143,0.756578947368421,0.74136849523315,0.77623983210546,0.742021276595745,0.759707371975239,0.712646372310607,0.716216216216216,0.755278830536004,0.686685574975427,0.740396530359356,0.718800887967189,0.721490276273482,0.756962025316456,0.733510176222388,0.779902702420701,0.779214015151515,0.770334928229665,0.806392358559882,0.797096616598773,0.761358989957416,0.774611398963731,0.765949932188065,0.765828196429839,0.832854681217691,0.842217811310082,0.807202732070786,0.823477493380406,0.79552150854449,0.807202732070786,0.835517397198373,0.841705025358672,0.828377230246389,0.834207784761066,0.830598455598456,0.85632183908046,0.866744437198261,0.86000955566173,0.87253856228216,0.899788285109386,0.900277008310249,0.888463641334062,0.888003748828491
"Upper West Side","New York","NY","New York-Newark-Jersey City","New York County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78888888888889,4.84693396226415,4.8,5.175983436853,5.47217153284672,5.59131134352373,4.8,4.48929597701149,4.35483870967742,4.20689655172414,4.76727272727273,4.83243243243243,4.83783783783784,5.03060263653484,5.16926912695458,5.18859649122807,4.9995,4.8,4.35828804347826,4.33508520465042,4.32234432234432,4,4.61454703832753,4.85,4.85,5.16578947368421,4.58333333333333,4.68217934165721,4.70220078193972,4.58333333333333,4.625,4.25531914893617,4.79166666666667
"Sunrise Manor","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",3,,,,,,,0.66435227967682,0.659547738693467,0.651921077083512,0.632458233890215,0.628729116945107,0.635172687574434,0.639129752147346,0.647348951911221,0.652356902356902,0.664933135215453,0.650054171180932,0.647684077916636,0.654116145500957,0.633263755587473,0.634293700737845,0.635574089915407,0.634920634920635,0.632911392405063,0.634517766497462,0.637567435017165,0.634920634920635,0.63622754491018,0.621728813849699,0.643893960341949,0.626686400430555,0.623306233062331,0.616547334924423,0.617226890756303,0.619856664982708,0.616615067079463,0.624346917450366,0.629592882188457,0.635593220338983,0.633676240009178,0.634441087613293,0.638297872340426,0.660136286201022,0.65734649122807,0.656143305494275,0.639766511420602,0.647482629865894,0.647472937559611,0.647345612134344,0.651526433358153,0.646551724137931,0.644444444444444,0.6230110948654,0.645195152817357,0.659509325422676,0.632360365463232,0.655307994757536,0.643666323377961,0.632911392405063,0.651526433358153,0.644737603083095,0.646298472385429,0.672127948255673,0.65668906536347,0.66851210305882,0.664652567975831,0.699610228739307,0.675203544189739,0.696677384780279,0.692090957305754,0.682672414371662,0.649693360488332,0.700648302374383,0.684074988290558,0.681198910081744,0.693258069367129,0.75503355704698,0.759679818672125,0.765994014955348,0.736235595390525,0.744047619047619,0.744047619047619,0.730187979156237,0.684330918795273,0.727590221187427,0.753483711335359,0.744345167642926,0.70330826642665,0.741585852823731,0.761808024377857,0.763520678685048,0.770456960680127,0.767142622436635,0.735042909980544,0.768426948224003,0.797872340425532,0.830140485312899,0.811877939786628,0.835232693379641,0.847457627118644,0.86077882201996,0.833312096220835,0.785678572383866,0.800733402743753,0.812221419911568
"Spring Valley","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",4,,,,,0.680851063829787,0.672747215300407,0.674915635545557,0.685378590078329,0.68407960199005,0.699626865671642,0.69290465631929,0.675858340091917,0.675267432522853,0.677647064826216,0.674452223160952,0.663834306956984,0.664084117321527,0.671321160042965,0.653780557134736,0.643666323377961,0.646895273401297,0.65157269817835,0.645422371779995,0.650652985074627,0.656857593273778,0.657605234207631,0.652099886492622,0.65154558851226,0.661271219897355,0.65210843373494,0.661153119092628,0.664370078740158,0.670704351727232,0.648535564853556,0.654098360655738,0.652670888592281,0.657894736842105,0.65864833906071,0.658616904500549,0.658589100679859,0.668579030084497,0.680225241362839,0.676392572944297,0.677684269952723,0.656857593273778,0.665496847722052,0.673890063424947,0.666666666666667,0.678607744070709,0.678607744070709,0.687799043062201,0.703140303968477,0.703672049025582,0.714771953710007,0.690184049079755,0.695825049701789,0.68082788671024,0.674786043449638,0.663979871596498,0.666370501999112,0.68952952127097,0.696101939892677,0.697394901610018,0.68992552166697,0.70856438693777,0.719129315376148,0.705237627410045,0.711017353286236,0.702751196172249,0.713942307692308,0.708040363403525,0.685207577589682,0.704592901878914,0.707213578500707,0.712162928761753,0.725781003471127,0.729383745162251,0.72536268134067,0.735467826175791,0.744186046511628,0.754733781429191,0.73833431777909,0.737058621871786,0.735033087035404,0.747660957817951,0.744301895496625,0.738739018616726,0.776720034617049,0.779863962896959,0.80391133765519,0.777486910994764,0.789386947923533,0.788928635669532,0.816913111362648,0.790067720090293,0.795906765207504,0.794778779429149,0.791151177344847,0.781114012184508,0.795166907576732,0.844265763859501,0.836940836940837,0.808457769784825,0.811744386873921,0.8274231678487
"East Side","El Paso","TX","El Paso","El Paso County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647960484550781,0.659507493708061,0.66607460035524,0.657574281539211,0.660662338583795,0.660002324600943,0.664811379097093,0.692575825993512,0.679475164011247,0.682899158465032,0.65584704313028,0.655479811221814,0.64110824742268,0.644730991551801,0.658169629572257,0.704899381226802,0.695171611401978,0.666325136612022,0.664942741041744,0.709847036328872,0.717325933272302,0.691742325983571,0.676593521421108,0.695200449282875,0.671531980538745,0.664068961482755,0.703147172831699,0.71549109185805,0.693339733977474,0.684099313259377,0.698324022346369,0.721277691911386,0.708333333333333
"Enterprise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",6,0.691881918819188,0.690335305719921,0.690335305719921,0.679577975591538,0.683872131556442,0.688016215966037,0.676470588235294,0.67804823034323,0.671852899575672,0.655021834061135,0.642999006951341,0.660136286201022,0.664285714285714,0.662575243379821,0.650406504065041,0.651818553330609,0.650054171180932,0.659061212352505,0.659880834160874,0.658915634494041,0.648989341276142,0.645235892691952,0.642330111329884,0.641711229946524,0.632205280773522,0.638658628485305,0.64,0.661233075199688,0.646888095555649,0.658536585365854,0.652131147540984,0.656392694063927,0.653119472252962,0.646711012564671,0.637932653678795,0.631951466127401,0.632617664099604,0.63801256077348,0.643883110450718,0.645619043082189,0.649878576707845,0.651302605210421,0.655962155778673,0.652985074626866,0.65864833906071,0.65806795820515,0.646551724137931,0.652257127207059,0.656295576081672,0.660749506903353,0.645335502236682,0.655482531995849,0.650887573964497,0.663887592459021,0.668370337835084,0.670048460419642,0.670307845084409,0.670307845084409,0.669542984979227,0.668764565225882,0.661444439963357,0.665188470066519,0.67827584703266,0.688468158347676,0.692757354357401,0.69004329004329,0.69241134751773,0.684575253601677,0.669065036859353,0.689145951267536,0.694444444444444,0.688468158347676,0.686120647376165,0.700255240544273,0.702458605117913,0.702458605117913,0.719665188381478,0.704798001321088,0.69585020242915,0.711132908288377,0.706860706860707,0.729414034847847,0.733031674208145,0.728723124292745,0.731247340761951,0.72463768115942,0.72463768115942,0.737742830712303,0.77286389008158,0.750697439484011,0.739732805541811,0.753323485967504,0.761070110701107,0.735654732712114,0.732814526588846,0.748583685763836,0.774327058602294,0.785550317182139,0.8,0.788759689922481,0.776048421962819,0.804896757608425,0.81096457315573,0.810493049697838,0.789213260761999
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527712264150943,0.581026775830582,0.546290971822887,0.532921732522796,0.491093518060366,0.452790246562426,0.437675070028011,0.436610608020699,0.47887323943662,0.494127516778524,0.551823416506718,0.505661850839516,0.515114521337217,0.520954598370198,0.50251677852349,0.501815182134796,0.565246966018379,0.571037003197807,0.505581888753098,0.508646998982706,0.482181291944066,0.451713395638629,0.494127516778524,0.503513180693538,0.539767840328831,0.567120504102033,0.504567961563171,0.50251677852349
"Southeast","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.727978081147404,0.756302521008403,0.766389658356417,0.753530172855135,0.755602240896359,0.796271144839508,0.798025429138885,0.805655296229802,0.793082396739648,0.786714519765507,0.804649083594099,0.810965362501921,0.825611466643289,0.795121526678904,0.806334262331679,0.803461063040791,0.805959387241789,0.796243364638628,0.807104316546763,0.796609958084833,0.778050778050778,0.803131991051454,0.807503309186936,0.806822812335487,0.812584880036215,0.82166392092257,0.848605539637058,0.853110532100222,0.887527551968534,0.812584880036215,0.860972285324852,0.825524319500223,0.869524856185419
"Northwest","El Paso","TX","El Paso","El Paso County",9,,,,,,,,,,,,0.741052752200031,0.77111812127585,0.775750980227185,0.7931111521987,0.758706093676395,0.764980875478113,0.745920745920746,0.774621910734047,0.788079550321972,0.803050991638668,0.813329121920404,0.794438927507448,0.775694893341952,0.771720091084253,0.747702589807853,0.762582613116421,0.776799585706888,0.765950883317784,0.755044843049327,0.78039276826389,0.765171503957784,0.770020533880904,0.778251599147121,0.756836292685836,0.787744979673268,0.779821835588271,0.753295668549906,0.766283524904215,0.779132791327913,0.758681332773736,0.76530612244898,0.768872320596458,0.720857424704088,0.712245626561942,0.722983257229833,0.735667174023338,0.711204823094208,0.722372052046272,0.724678231673195,0.753750644458931,0.72289156626506,0.719536760081816,0.731162196679438,0.741989293687842,0.753300811971789,0.746628131021195,0.732954925992901,0.738396624472574,0.746628131021195,0.750706699305779,0.739732805541811,0.741758241758242,0.746703284427198,0.758150113722517,0.756693830034924,0.748291498870406,0.759606791778374,0.689910979228487,0.725238292581848,0.763622409823484,0.718601392175331,0.735447501110625,0.711743772241993,0.729610272293199,0.736773539842223,0.775786866840962,0.769911866239608,0.769445998880806,0.743243243243243,0.773152751506519,0.755242348709115,0.737175499330323,0.738255033557047,0.748826291079812,0.747188002142475,0.786516853932584,0.806291351589349,0.770119368502118,0.748194014447884,0.780484667408728,0.783296181381852,0.808489135927236,0.795165394402036,0.76322766140174,0.759493670886076,0.753064139532083,0.742022442586277,0.744958216695568,0.793884034948372,0.801282051282051,0.814676430396404,0.760696687806497,0.772038180797305,0.792282488777296
"Alafaya","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",10,,,,,0.654468004177301,0.67065140447119,0.694593466857415,0.695538783902209,0.701710261569417,0.67351598173516,0.670333481863965,0.675797783437661,0.674639681079424,0.670498084291188,0.674992400873618,0.660714285714286,0.684584178498986,0.681426106958022,0.699844479004666,0.701710261569417,0.686515748031496,0.696629213483146,0.679824561403509,0.687336106540196,0.6900878293601,0.685723627440405,0.68369917236416,0.699844479004666,0.703865842812009,0.70586137282478,0.713521227256511,0.722408917776819,0.723172628304821,0.715488215488216,0.708690860645529,0.699019289241504,0.702865027630529,0.708544839255499,0.704310064391073,0.701803640269803,0.703037120359955,0.723172628304821,0.723172628304821,0.740310610225399,0.719101123595506,0.723172628304821,0.723172628304821,0.723281112636737,0.720164609053498,0.725764644893727,0.75137888607809,0.747597009611962,0.747588424437299,0.744290021834818,0.742256082787644,0.7262192979465,0.723172628304821,0.747588424437299,0.741837524636756,0.74879421221865,0.754760798885276,0.752253948678722,0.740039601988492,0.748920338660844,0.74812382739212,0.775012960082945,0.758993177270406,0.760433386837881,0.748257482574826,0.747588424437299,0.742729340875553,0.738772338012748,0.746205825454347,0.763157894736842,0.767352643787545,0.782796500403236,0.789851603638104,0.816276803118908,0.822632423756019,0.796812749003984,0.763157894736842,0.774725436575233,0.76264130302662,0.811088572551721,0.826853291861068,0.832897486971263,0.85429229823265,0.805549599771298,0.829203202439954,0.858070500927644,0.86176839694915,0.871351689332529,0.85562414266118,0.853513298928146,0.85359802677316,0.836748633879781,0.82892892361511,0.855192030849815,0.872601479026398,0.931658878504673,0.900697353204639,0.886932143538843,0.877324966033433,0.899018670887651,0.887274057768034
