"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"New York","NY","New York-Newark-Jersey City","Queens County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,2.7,2.82429984981005,2.79187817258883,2.89583333333333,3,3.05,2.99923076923077,2.95689004931825,2.96875,2.91510025062657,2.8,2.72727272727273,2.77343434343434,2.8125,2.76190476190476,2.85,2.9125,3.04166666666667,3.10263157894737,3.01142857142857,2.82916666666667,2.80384615384615,2.75,2.7,2.68421052631579,2.61538461538462,2.6719696969697,2.8494623655914,2.8719262295082,2.94281045751634,3.03919016158513,2.95555555555556,2.8914590747331
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2,,1.49356617647059,1.48204156663399,1.50299482752229,1.43013829279924,1.43630753272183,1.45929018789144,1.44730890999548,1.47496281606346,1.4561602713243,1.57100140024632,1.46113172541744,1.51785714285714,1.46178343949045,1.46115187492551,1.46948703888111,1.54888457172793,1.48514851485149,1.48148148148148,1.46806857528925,1.52793469165834,1.60850599781897,1.5343237704918,1.55654137451483,1.57257057207095,1.52547770700637,1.49328023892484,1.50641672160079,1.50837747479857,1.46666666666667,1.46133853151397,1.51591512824893,1.4375,1.40062479145756,1.39572196989847,1.45290353100789,1.45569620253165,1.44536271808999,1.45592705167173,1.43769968051118,1.47309639678318,1.47783251231527,1.46479691062359,1.5343237704918,1.51146678288481,1.47608695652174,1.52366018308471,1.4996251874063,1.46823044380372,1.47058823529412,1.4996251874063,1.59498207885305,1.61971830985915,1.67794386125057,1.67153001712619,1.64130110414802,1.62565588421842,1.63362561951963,1.63636363636364,1.66898792943361,1.67225201072386,1.68506493506494,1.71493902439024,1.75054704595186,1.7216889340013,1.78149537905635,1.82549504950495,1.81263873200837,1.79487179487179,1.74629878869448,1.73969072164948,1.87441589195494,1.91317120840239,1.88555981459582,1.87243657167026,1.88117647058824,1.87353629976581,1.83333333333333,1.79806602240386,1.92557007988381,1.78209167424932,1.9629225736096,1.81107539450614,1.78732986837685,1.92051342133354,1.98412698412698,2.04028925619835,2.11629479377958,2.08728652751423,2.03045685279188,2.1348123823163,2.08993456197941,2.04458849113416,2.03197674418605,2.00604838709677,2.0314229781044,2,1.96498819826908,2.04157386785449,2.09776833156217,2.16450216450216,2.14180206794682,2.14711933531342,2.11776859504132,2.0841486431951,2.13640684410646,2.09992116632024,2.0577378153445,2.10424236892089,2.13,2.1286660359508,2.14721389871551,2.22729214466332,2.23333333333333,2.22974727050685,2.15271330680813
"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",3,,,,,,0.818374901516131,0.740973849919541,0.706319702602231,0.656586529353951,0.654761904761905,0.666666666666667,0.685119210742669,0.689338235294118,0.675106820699478,0.658376005852231,0.696594427244582,0.682106035880637,0.642054574638844,0.660893345487694,0.65168083337068,0.668044963271417,0.659090909090909,0.669945725915875,0.671981776765376,0.673637339106512,0.681818181818182,0.67016317016317,0.673076923076923,0.677435090734022,0.688073394495413,0.689403409644845,0.673000791765637,0.681818181818182,0.670085134111695,0.681818181818182,0.680628272251309,0.681818181818182,0.681818181818182,0.701754385964912,0.713951467344074,0.723091850309961,0.721439272593974,0.702616327693766,0.704656862745098,0.697139938712972,0.699300699300699,0.704838709677419,0.704838709677419,0.704012067887963,0.707154742096506,0.714904679376083,0.738843470868416,0.769116572263841,0.77007700770077,0.760318609703114,0.7627765064836,0.76707474043319,0.770289196759785,0.76530612244898,0.764360342223254,0.771791767554479,0.76892791371553,0.772144522144522,0.784881766307753,0.790341483592242,0.809263057116846,0.800640512409928,0.801787592008412,0.790473779582184,0.785935995689967,0.796107916850951,0.79666015509881,0.79547002114468,0.796959293771457,0.813188568110171,0.818094321462945,0.823170731707317,0.793532751717555,0.795638640849995,0.802369108951095,0.769230769230769,0.772975064701808,0.768488745980707,0.7858837485172,0.787560581583199,0.783343533251734,0.808346839546191,0.817700817700818,0.81998474446987,0.816743449167205,0.795947901591896,0.804289544235925,0.796928554507462,0.796494215482548,0.814216816622118,0.813489172958114,0.801948572975444,0.81790542871399,0.826121164437451,0.834990059642147,0.841167738743196,0.83976833976834,0.84334668446818,0.831666997125012,0.820739200595829,0.818928262748488,0.817884405670665,0.817757009345794,0.829716745724134,0.826239359038558,0.841438254068462,0.860923443025579,0.861266695389918,0.862068965517241,0.856303418803419,0.851351351351351
"Chicago","IL","Chicago-Naperville-Elgin","Cook County",4,,,,,,,,,,1.3448275862069,1.3448275862069,1.17410300384575,1.1166253101737,1.12600238404855,1.18936752988048,1.25,1.1875,1.17712264150943,1.20652173913043,1.13636363636364,1.12201963534362,1.04,1.0625,1.125,1.16518940732886,1.28600823045267,1.20833333333333,1.225,1.234375,1.234375,1.33660665575559,1.26262626262626,1.26315789473684,1.28,1.27272727272727,1.25,1.14528101802757,1.10972222222222,1.16666666666667,1.2,1.19462600484791,1.16450471698113,1.14810562571757,1.11111111111111,1.11769230769231,1.08333333333333,1.18379446640316,1.13808801213961,1.17573529411765,1.19047619047619,1.25,1.2975,1.35416666666667,1.3450462962963,1.32,1.27255573248408,1.2725,1.26333333333333,1.26791666666667,1.22375,1.24032012954659,1.22727272727273,1.3125,1.37849235635213,1.40025756600129,1.4,1.37718130730553,1.27272727272727,1.21527777777778,1.24521072796935,1.19230769230769,1.18181818181818,1.18181818181818,1.19444444444444,1.23809523809524,1.35,1.24564025909317,1.28235294117647,1.27272727272727,1.19047619047619,1.18812347073217,1.125,1.13636363636364,1.13636363636364,1.2,1.23076923076923,1.33333333333333,1.36,1.375,1.37059957586273,1.30485264689831,1.20689655172414,1.17391304347826,1.17422924901186,1.16666666666667,1.18181818181818,1.20929289453634,1.3,1.37608695652174,1.45454545454545,1.53846153846154,1.49772727272727,1.4,1.36068181818182,1.33333333333333,1.31288447282979,1.3,1.38888888888889,1.3975,1.45454545454545,1.51162790697674,1.61111111111111,1.64690825135515,1.58806818181818,1.52,1.45
"San Antonio","TX","San Antonio-New Braunfels","Bexar County",5,,,,,,,,,,,,0.622222222222222,0.595416043846537,0.598128975432308,0.609577025644144,0.614558222993535,0.603294058757845,0.603711274392452,0.606043228978304,0.602643856920684,0.600560897435897,0.596206516177198,0.587529976019185,0.607811561603338,0.610207100591716,0.627679118187385,0.624548192771084,0.622252155553545,0.636537865881988,0.635162601626016,0.636942675159236,0.6072610391444,0.619376560290534,0.62795089707271,0.61439588688946,0.614071920531473,0.621212121212121,0.636757948755526,0.639285714285714,0.657894736842105,0.646551724137931,0.664853141511961,0.651658767772512,0.639070456473593,0.635458167330677,0.636177767256621,0.633367266818748,0.65146585517104,0.641025641025641,0.643807216191578,0.65552060988917,0.664340548460631,0.671286271113036,0.676046247344236,0.686095839286677,0.67893783946892,0.67075876233293,0.669040517816467,0.681126480388008,0.680147058823529,0.687285223367698,0.682757850380129,0.694904037061549,0.700737618545838,0.7125,0.702290530403448,0.69610797769184,0.702504581551619,0.690666666666667,0.69706498951782,0.704054382131585,0.695981362842167,0.704456094364351,0.706959978652345,0.704753543208328,0.702962577195783,0.69889341875364,0.698678861788618,0.711623185074512,0.695326740400812,0.690335305719921,0.706078946761661,0.699080777783524,0.706880301602262,0.720524017467249,0.719232818327118,0.732351516557005,0.738341968911917,0.738446879466413,0.745366727860827,0.735294117647059,0.734177215189873,0.729377715902841,0.723547717842324,0.720956709000814,0.725274725274725,0.73396674584323,0.734733441033926,0.743452380952381,0.749440715883669,0.751845381210255,0.754147812971342,0.747916666666667,0.737165429108557,0.732508697332818,0.75261780104712,0.750312630262609,0.763169743358847,0.759493670886076,0.775385663026112,0.783029612756264,0.783813343055049,0.775680310780735,0.770512286547272,0.774219838578226,0.775401069518717
"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",6,,,,,,,,,,,,,,,,,,0.929978118161926,0.973611111111111,0.9375,0.921464275064566,0.905797101449275,0.986585970128123,0.953621031746032,1.00372463469378,1.05633802816901,1.08333333333333,1.06542140785364,1.085776330076,1.08031939877877,1,0.920970247929102,0.948166877370417,0.914169629253428,0.984405780116201,0.991048593350384,1.00463720676487,1.00603621730382,1.05805751492132,1.09913793103448,1.10192837465565,1.04166666666667,0.967117988394584,0.881944444444444,0.84469696969697,0.938841201716738,0.913813405797101,0.946502057613169,0.944949142014132,0.946631928916354,0.977885062819916,1.03168812589413,1.00967606226336,1.04166666666667,1.02890739833415,1.01356469362032,0.965250965250965,0.965250965250965,0.979391287200801,1.03492884864166,1.0884724857685,1.10579431329073,1.11554745137492,1.10109192683696,1.07137573234963,1.06723637094417,1.04136904761905,1.02941176470588,1.02236205915813,1.05956471935853,1.04463437796771,1.04463437796771,1.13924050632911,1.16512662559891,1.15740740740741,1.15789473684211,1.14087301587302,1.06951871657754,1.04773133842901,1.02969426406926,0.971875,1,0.972158342731494,1.02667038459475,1.07744107744108,1.125,1.11111111111111,1.125,1.13739857592317,1.12738439330957,1.07142857142857,1.02941176470588,1.10676874468344,1.11655629139073,1.11111111111111,1.10526315789474,1.11111111111111,1.17189597074536,1.17551567824532,1.17302164872798,1.16933773235171,1.11979166666667,1.08653846153846,1.08338804990151,1.10677616477449,1.10525000694078,1.09977990078825,1.12487218813906,1.15546218487395,1.14537374676918,1.16784356328083,1.14616507430998,1.11055555555556,1.12,1.10434496857815,1.05701264880952
"Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72665429808287,0.686274509803922,0.728559533721898,0.659870133471253,0.650964109316611,0.631603278844291,0.729664382245565,0.711538461538462,0.740653047360545,0.731027933120118,0.721071256785543,0.715488215488216,0.720461095100865,0.761509172724126,0.740653047360545,0.733496332518337,0.679824561403509,0.726682929063881,0.747809762202753,0.747809762202753,0.806451612903226,0.761509172724126,0.750530035335689,0.784814814814815,0.726711560044893,0.730103946281615,0.750588382784878,0.730103946281615,0.755754586362063,0.726461038961039,0.756437646471353,0.730769230769231,0.806451612903226,0.813953488372093,0.826086956521739,0.866404612159329,0.823271130625686,0.823271130625686,0.814861371764456,0.778210116731518,0.793952841715,0.805555555555556,0.819088319088319,0.806451612903226,0.823271130625686,0.806451612903226,0.8693826901566,0.894329817441253,0.823271130625686,0.806451612903226,0.898947928986755,0.823271130625686,0.884271978021978,0.823400271195196,0.843497343497344,0.84194508409755,0.833961468400319,0.861450107681264,0.818452380952381,0.902527075812274,0.90495867768595,0.914285714285714,0.949206349206349,0.898947928986755
"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",8,,0.746180135068318,0.709734998545178,0.742115027829313,0.746841889046747,0.726519664343499,0.744283714419039,0.754679962013295,0.756081525312295,0.709827809265648,0.712894490946636,0.695708153719832,0.6923212850071,0.688964145901945,0.698547821732599,0.703161896769922,0.700934579439252,0.693354264782836,0.695970695970696,0.690586419753086,0.685378590078329,0.677463675352876,0.673652694610778,0.675967803032585,0.673076923076923,0.676855895196507,0.678349349915206,0.677710843373494,0.670819357930043,0.668523676880223,0.669011955095604,0.667963683527886,0.662778366914104,0.659552055613473,0.657254138266796,0.656018254420993,0.660919540229885,0.6664265129683,0.672023275202652,0.673302107728337,0.670984455958549,0.670307845084409,0.672309027777778,0.66892199600461,0.662162162162162,0.662162162162162,0.654493229380386,0.659120671560216,0.660585959093422,0.663347743018868,0.664652567975831,0.672541743970315,0.677692287137708,0.677692287137708,0.679383328978312,0.676925022105233,0.676056338028169,0.672127468581688,0.672645739910314,0.676056338028169,0.679859216893973,0.680682911453319,0.6875,0.691144708423326,0.693848004936794,0.693220100807272,0.692124105011933,0.693312977965156,0.69101678183613,0.685224839400428,0.692771084337349,0.692365269461078,0.699132111861138,0.7115883356796,0.714285714285714,0.720396217919856,0.732327586206897,0.714121136672355,0.71656050955414,0.708792295169513,0.716216216216216,0.71609098567818,0.695812807881773,0.721153846153846,0.72272708873057,0.726474688820536,0.745051932256896,0.75,0.753019309535839,0.75207468879668,0.746714456391876,0.750267602539032,0.753239740820734,0.754569728859482,0.755635245901639,0.757328990228013,0.757328990228013,0.768008474576271,0.79155672823219,0.795153351003408,0.802451140513246,0.80028328611898,0.798448379361124,0.805342113542957,0.801153008828903,0.80546096800099,0.815523059617548,0.818069135565781,0.824442289039767,0.837257980115123,0.83750148054563,0.847705421746457,0.858980702622464,0.855921242354179,0.856605800214823,0.850476668339187
"San Diego","CA","San Diego-Carlsbad","San Diego County",9,,,,,,,,,,,,1.39580602883355,1.39664932710114,1.40919089490444,1.44406746255209,1.46764509673115,1.45676670960084,1.4118102114492,1.35791978246091,1.29865007366909,1.30085653104925,1.35253423111306,1.37352507374631,1.3705699766981,1.36363636363636,1.31470829909614,1.32191338073691,1.35551447935921,1.35421142273228,1.35892768784901,1.34776536312849,1.34311382310295,1.32276384287743,1.34336378291241,1.3437248051599,1.34027777777778,1.35052424243502,1.38197795701675,1.38197795701675,1.38994187696957,1.38888888888889,1.41408751334045,1.4041514041514,1.41024926737584,1.39547130068457,1.37525790921596,1.37814313346228,1.41373341027121,1.41256135412922,1.4,1.40893123446562,1.41468453334103,1.45178015900449,1.45410886904329,1.45623742454728,1.43057156196373,1.42536423069281,1.43830533097524,1.44010670942136,1.49668874172185,1.53721682847896,1.50208843881982,1.5,1.51311365164761,1.52804642166344,1.52728199898011,1.50128611575622,1.4807959278112,1.4945024226612,1.5,1.52883947185546,1.54615287912342,1.60268356317555,1.60268356317555,1.5363332710455,1.57068062827225,1.53670979566157,1.51989006562892,1.5609514370664,1.51515151515152,1.54118778884438,1.54542332131204,1.51191203420892,1.63199426111908,1.68021680216802,1.68711936499071,1.68789808917197,1.71277997364954,1.7421096345515,1.72518135744808,1.72014851485149,1.68088185834187,1.67959899749373,1.66880616174583,1.65446369525717,1.71318304563377,1.7612962962963,1.74418604651163,1.77139037433155,1.827440685851,1.79693029666708,1.78797951897393,1.76056338028169,1.73333333333333,1.7515923566879,1.78030806214832,1.83845798960133,1.85270697540023,1.88746438746439,1.88751926040062,1.93957494969819,1.89337319382162,1.84480791175352,1.83403017896153,1.80489193457108,1.79916317991632
"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",10,,,,,,,,,,,,,,,0.710676465887589,0.715819613457409,0.688664970080473,0.710463733650416,0.712374723968065,0.711400402745184,0.712337071839952,0.68530701754386,0.675809398152847,0.68608570052961,0.707692307692308,0.702075702075702,0.730550959776556,0.714339332374072,0.702075702075702,0.707269155206287,0.717280622941,0.710702341137124,0.720689333971369,0.745476003147128,0.732251769390757,0.750979676193749,0.731207955542556,0.713337757133378,0.731630497563568,0.727954316425932,0.708502024291498,0.756329113924051,0.756329113924051,0.720265670604025,0.748608581907718,0.718290119131044,0.67722681359045,0.734720416124837,0.73105407270505,0.713432835820896,0.721046770601336,0.781468104410944,0.785147934828632,0.783272989164915,0.783272989164915,0.763175111909341,0.759109311740891,0.759851649713256,0.76464489372732,0.779001927516766,0.77730135056757,0.812653160114758,0.772081531809759,0.772081531809759,0.850266817272402,0.863333333333333,0.843694493783304,0.829350306094492,0.81819522571574,0.842992623814542,0.819620253164557,0.818677986658581,0.864711033274956,0.835987261146497,0.865622423742787,0.835987261146497,0.842992623814542,0.848241826033313,0.900463145877388,0.830564784053156,0.830564784053156,0.802792321116928,0.773216420884815,0.868081880212282,0.881742738589212,0.857802197802198,0.901162790697674,0.945129955368863,1.00458230525203,0.945129955368863,0.940122305913938,0.950317735413056,0.936482084690554,0.959629384513567,0.948728300363343,0.912408759124088,0.886152603956399,0.886152603956399,0.926189797663152,0.92,0.922509225092251,0.923890063424947,0.909642207398423,0.90650452139737,0.936701674709055,0.939219219219219,0.91832182955136,0.921341603236286,0.91994835377663,0.929545454545455,0.990066225165563,1,0.996376811594203,0.945378216455117,0.970588235294118,0.973081795150199
