"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-09-30,"Jefferson County","WI","Watertown-Fort Atkinson",659,998,0.000577,0.001915,0.001583,1687
2019-09-30,"Midland County","MI","Midland",660,1074,0.015852,0.049169,0.041436,18713
2019-09-30,"Saint Clair County","AL","Birmingham-Hoover",661,1208,0.000394,0.002728,0.032679,25914
2019-09-30,"Saint Landry Parish","LA","Opelousas",662,676,-0.034288,-0.127969,-0.424232,831
2019-09-30,"Caldwell County","NC","Hickory-Lenoir-Morganton",663,1104,0.007766,0.028643,0.087315,28194
2019-09-30,"Madison County","KY","Richmond-Berea",664,808,0.003249,0.002041,-0.04165,4823
2019-09-30,"Lee County","MS","Tupelo",665,974,0.008334,-0.011349,0.016346,2731
2019-09-30,"Newport County","RI","Providence-Warwick",666,2063,-0.000863,-0.001666,0.023664,38741
2019-09-30,"Bannock County","ID","Pocatello",667,820,0.006598,0.015105,0.023953,27687
2019-09-30,"Limestone County","AL","Huntsville",668,1041,0.000422,0.01558,0.052809,31251
2019-09-30,"Howard County","IN","Kokomo",669,754,0.002117,0.006086,0.038245,32245
2019-09-30,"Josephine County","OR","Grants Pass",670,1415,0.022547,0.062487,0.072952,29847
2019-09-30,"Talladega County","AL","Talladega-Sylacauga",671,823,0.018883,0.022503,-0.06984,22446
2019-09-30,"Clinton County","NY","Plattsburgh",672,1638,0.005292,0.03491,0.020698,25336
2019-09-30,"Orange County","TX","Beaumont-Port Arthur",673,1102,0.008399,0.009861,-0.094038,26496
2019-09-30,"Clearfield County","PA","DuBois",674,811,0.001176,-0.011,-0.108013,1302
2019-09-30,"Vermilion County","IL","Danville",675,564,-0.021357,-0.043411,-0.077083,1370
2019-09-30,"Manitowoc County","WI","Manitowoc",676,758,-0.011135,-0.024457,0.01728,21253
2019-09-30,"Cascade County","MT","Great Falls",677,1094,0.000466,-0.003247,0.02136,27275
2019-09-30,"Burleigh County","ND","Bismarck",678,1058,0.023346,0.026219,-0.031157,30309
2019-09-30,"Wilson County","NC","Wilson",679,830,-0.000612,0.022171,-0.062972,25968
2019-09-30,"Maury County","TN","Nashville-Davidson--Murfreesboro--Franklin",680,1294,0.001749,0.04276,0.049743,35698
2019-09-30,"Cullman County","AL","Cullman",681,883,-0.02381,-0.042207,-0.017833,26720
2019-09-30,"Cattaraugus County","NY","Olean",682,788,-0.005441,-0.06747,-0.164653,30177
2019-09-30,"Lauderdale County","MS","Meridian",683,845,0.01127,0.020873,0.044936,1194
2019-09-30,"Cayuga County","NY","Auburn",684,921,-0.006084,-0.027149,-0.224079,26859
2019-09-30,"Glynn County","GA","Brunswick",685,1525,-0.009193,-0.011377,0.046506,39999
2019-09-30,"Scioto County","OH","Portsmouth",686,878,-0.001037,0.009542,0.003376,24171
2019-09-30,"Elmore County","AL","Montgomery",687,1000,-0.014446,-0.024357,-0.037272,29515
2019-09-30,"Raleigh County","WV","Beckley",688,840,-0.000884,0.014456,0.030261,27886
2019-09-30,"Henderson County","TX","Athens",689,1201,0.006757,0.06357,0.079198,21544
2019-09-30,"Island County","WA","Oak Harbor",690,1666,0.007284,0.015857,0.04838,35089
2019-09-30,"Rockwall County","TX","Dallas-Fort Worth-Arlington",691,1734,-0.001655,0.004753,0.016558,37685
2019-09-30,"Frederick County","VA","Winchester",692,1396,0.010422,0.019541,0.036791,33956
2019-09-30,"Lincoln County","NC","Charlotte-Concord-Gastonia",693,1259,0.011416,0.041063,0.020623,29278
2019-09-30,"Franklin County","WA","Kennewick-Richland",694,1217,0.023215,0.020974,-0.05281,22226
2019-09-30,"Ross County","OH","Chillicothe",695,918,0.054551,0.111588,-0.028711,15111
2019-09-30,"Somerset County","PA","Somerset",696,744,0.008361,0.025547,-0.055194,26819
2019-09-30,"Sullivan County","NY",,697,1338,0.007367,0.016355,0.02872,40146
2019-09-30,"Jefferson County","AR","Pine Bluff",698,694,0.013229,0.029979,-0.058652,24073
2019-09-30,"Christian County","MO","Springfield",699,887,-0.010402,0.018904,0.0274,35621
2019-09-30,"Kosciusko County","IN","Warsaw",700,1223,0.018776,0.037629,0.064086,31387
2019-09-30,"Payne County","OK","Stillwater",701,863,-0.017626,-0.036904,-0.037337,23547
2019-09-30,"Twin Falls County","ID","Twin Falls",702,1095,0.015945,0.07993,0.02925,30301
2019-09-30,"Cheshire County","NH","Keene",703,1359,0.00022,0.009997,-0.038688,28992
2019-09-30,"Erie County","OH","Sandusky",704,1024,0.022923,0.045929,0.042647,28242
2019-09-30,"White County","AR","Searcy",705,696,0.001955,-0.005314,0.029349,24755
2019-09-30,"Bartholomew County","IN","Columbus",706,1121,0.012615,0.017715,-0.037356,29280
2019-09-30,"Lancaster County","SC","Charlotte-Concord-Gastonia",707,1077,-0.006373,-0.050431,-0.102205,38569
2019-09-30,"Valencia County","NM","Albuquerque",708,1015,0.014613,0.003964,-0.004886,22005
2019-09-30,"Rockingham County","VA","Harrisonburg",709,1166,0.002019,0.017547,-0.017987,28200
2019-09-30,"Van Buren County","MI","Kalamazoo-Portage",710,1173,0.003244,0.056315,-0.038288,5265
2019-09-30,"Leavenworth County","KS","Kansas City",711,1037,-0.013115,-0.024374,-0.042682,27036
2019-09-30,"Cole County","MO","Jefferson City",712,714,-0.022336,-0.044805,-0.092183,27002
2019-09-30,"Umatilla County","OR","Hermiston-Pendleton",713,1108,0.012441,0.024866,-0.080938,19443
2019-09-30,"Cape Girardeau County","MO","Cape Girardeau",714,847,0.015981,0.020157,-0.043614,26299
2019-09-30,"Liberty County","TX","Houston-The Woodlands-Sugar Land",715,1165,0.001857,0.005155,-0.055416,20202
2019-09-30,"Lynchburg City","VA","Lynchburg",716,889,-0.000861,0.007838,0.005425,25392
2019-09-30,"Lewis County","WA","Centralia",717,1147,0.004474,0.023821,0.042369,22085
2019-09-30,"Natrona County","WY","Casper",718,999,0.010409,0.030063,0.07888,27819
2019-09-30,"Polk County","OR","Salem",719,1471,0.00831,0.019886,0.016044,25391
2019-09-30,"Coryell County","TX","Killeen-Temple",720,883,0.009045,0.021286,0.072353,21518
2019-09-30,"Clinton County","MI","Lansing-East Lansing",721,1251,-0.02869,-0.03205,-0.041547,26649
2019-09-30,"Anderson County","TN","Knoxville",722,949,-0.01215,-0.006481,0.002673,27223
2019-09-30,"Allegany County","MD","Cumberland",723,713,-0.015569,-0.06516,-0.167126,26125
2019-09-30,"Forrest County","MS","Hattiesburg",724,845,-0.002935,0.007157,0.027495,22675
2019-09-30,"Hancock County","OH","Findlay",725,1071,0.035477,0.049925,0.068903,26080
2019-09-30,"Wood County","WI","Wisconsin Rapids-Marshfield",726,755,0.00172,0.027412,0.046337,1369
2019-09-30,"Floyd County","IN","Louisville/Jefferson County",727,1130,0.02277,0.079343,0.064205,29673
2019-09-30,"Putnam County","FL","Palatka",728,910,-0.010269,-0.034966,0.015092,19577
2019-09-30,"Bullitt County","KY","Louisville/Jefferson County",729,1111,0.000412,0.005669,0.024108,16991
2019-09-30,"Oconee County","SC","Seneca",730,1034,0.015877,0.001326,0.026669,28067
2019-09-30,"Bastrop County","TX","Austin-Round Rock",731,1329,-0.003368,-0.000924,-0.005593,21891
2019-09-30,"Christian County","KY","Clarksville",732,768,-0.001455,-0.003528,-0.065815,11587
2019-09-30,"Augusta County","VA","Staunton-Waynesboro",733,1283,-0.004104,0.020558,0.032288,28931
2019-09-30,"Surry County","NC","Mount Airy",734,1131,0.00494,0.026663,0.041084,22832
2019-09-30,"Madison County","NY","Syracuse",735,1107,-0.006715,0.049132,-0.170632,24824
2019-09-30,"Nassau County","FL","Jacksonville",736,1702,0.004121,0.023099,0.091311,35823
2019-09-30,"Iberia Parish","LA","Lafayette",737,850,-0.011394,-0.032124,-0.117028,2260
2019-09-30,"Monroe County","FL","Key West",738,3070,0.002333,-0.013739,-0.050771,46469
2019-09-30,"Wagoner County","OK","Tulsa",739,1055,0.0138,0.035995,-0.031175,27691
2019-09-30,"Grays Harbor County","WA","Aberdeen",740,1132,0.026279,0.082673,0.180256,31361
2019-09-30,"Chelan County","WA","Wenatchee",741,1530,-0.001661,-0.004135,0.041965,26917
2019-09-30,"Putnam County","TN","Cookeville",742,920,-0.004903,0.004104,-0.013408,25705
2019-09-30,"Yuba County","CA","Yuba City",743,1448,0.011502,0.053582,0.094561,21260
2019-09-30,"Aroostook County","ME",,744,1106,0.015277,0.087982,0.199857,12139
2019-09-30,"Apache County","AZ",,745,1324,0.00588,0.017631,0.039371,7263
2019-09-30,"McKinley County","NM","Gallup",746,1118,0.007421,0.036569,0.033668,734
2019-09-30,"Clallam County","WA","Port Angeles",747,1481,0.007755,0.024437,0.031012,30569
2019-09-30,"Franklin County","MA","Greenfield Town",748,1391,0.009982,0.011823,-0.212343,25837
2019-09-30,"Riley County","KS","Manhattan",749,980,-0.01316,-0.039625,-0.029755,24267
2019-09-30,"De Kalb County","AL","Fort Payne",750,832,0.00769,0.024323,-0.067297,19094
2019-09-30,"Muskogee County","OK","Muskogee",751,603,0.003237,0.006433,-0.135944,20789
2019-09-30,"Shiawassee County","MI","Owosso",752,787,0.014998,0.00088,-0.179644,6681
2019-09-30,"Belmont County","OH","Wheeling",753,1087,-0.022777,-0.060829,0.02292,22313
2019-09-30,"Isabella County","MI","Mount Pleasant",754,751,-0.014263,-0.027573,-0.04128,6370
2019-09-30,"Bulloch County","GA","Statesboro",755,873,-0.016036,-0.039865,-0.059568,22914
2019-09-30,"Grant County","IN","Marion",756,676,-0.000056,-0.017409,-0.117426,23990
2019-09-30,"Portage County","WI","Stevens Point",757,778,-0.009383,-0.060872,-0.184106,7452
2019-09-30,"Hancock County","IN","Indianapolis-Carmel-Anderson",758,1171,-0.007396,0.002351,-0.027678,29768
2019-09-30,"Creek County","OK","Tulsa",759,863,0.000593,-0.009996,-0.0058,21710
2019-09-30,"Jefferson County","OH","Weirton-Steubenville",760,719,0.013498,0.03421,0.035354,18171
2019-09-30,"Greenwood County","SC","Greenwood",761,855,0.009144,0.031499,-0.021771,24536
2019-09-30,"Pottawatomie County","OK","Shawnee",762,813,0.004471,0.009945,-0.009786,23099
2019-09-30,"Barrow County","GA","Atlanta-Sandy Springs-Roswell",763,1257,0.003352,0.007119,0.037539,30165
2019-09-30,"Wilkes County","NC","North Wilkesboro",764,1141,-0.000536,0.011062,0.061974,22305
2019-09-30,"Harrison County","WV","Clarksburg",765,982,-0.018661,-0.020654,0.154749,26408
2019-09-30,"Armstrong County","PA","Pittsburgh",766,931,-0.045196,-0.02438,-0.204323,25447
2019-09-30,"Wayne County","IN","Richmond",767,792,0.003623,0.021302,-0.016482,24898
2019-09-30,"Morgan County","IN","Indianapolis-Carmel-Anderson",768,1004,0.024205,0.017752,-0.033333,26686
2019-09-30,"Greene County","TN","Greeneville",769,789,0.005132,-0.003449,-0.067128,26268
2019-09-30,"Walker County","GA","Chattanooga",770,980,0.006453,0.060353,-0.055874,23979
2019-09-30,"Darlington County","SC","Florence",771,1032,0.001158,0.011329,0.044567,20388
2019-09-30,"Bedford County","VA","Lynchburg",772,1058,-0.018427,-0.055848,-0.100593,31042
2019-09-30,"Lonoke County","AR","Little Rock-North Little Rock-Conway",773,960,0.009622,0.045496,0.088322,18691
2019-09-30,"Walker County","TX","Huntsville",774,1017,0.00115,0.007663,-0.048699,11715
2019-09-30,"Rutherford County","NC","Forest City",775,1044,-0.041829,-0.032688,0.004531,32226
2019-09-30,"Jones County","MS","Laurel",776,731,-0.030312,-0.093436,-0.122586,1165
2019-09-30,"Columbia County","FL","Lake City",777,1094,0.00411,0.010326,0.020895,16685
2019-09-30,"Columbia County","PA","Bloomsburg-Berwick",778,883,0.030814,0.004314,-0.119396,16461
2019-09-30,"Adams County","IL","Quincy",779,875,-0.029439,-0.089587,-0.028585,966
2019-09-30,"Kauai County","HI","Kapaa",780,2463,0.002353,0.011813,0.111781,28582
2019-09-30,"Marquette County","MI","Marquette",781,1300,-0.043189,-0.09646,0.027479,27426
2019-09-30,"Troup County","GA","LaGrange",782,922,0.016434,0.068586,0.148431,25319
2019-09-30,"Walker County","AL","Birmingham-Hoover",783,832,0.00696,0.02388,-0.026547,19465
2019-09-30,"James City County","VA","Virginia Beach-Norfolk-Newport News",784,1588,0.00703,0.028667,0.02417,37278
2019-09-30,"Grand Forks County","ND","Grand Forks",785,921,0.00248,0.023787,-0.000993,19366
2019-09-30,"Laurens County","SC","Greenville-Anderson-Mauldin",786,967,-0.007191,0.055022,-0.079571,1785
2019-09-30,"Marion County","OH","Marion",787,896,0.001769,0.016409,0.09022,24603
2019-09-30,"Carteret County","NC","Morehead City",788,1375,-0.001792,0.016044,0.108355,45190
2019-09-30,"Klamath County","OR","Klamath Falls",789,988,0.001305,-0.010873,0.040502,23617
2019-09-30,"Williamson County","IL","Carbondale-Marion",790,749,0.001002,0.019006,-0.027171,26477
2019-09-30,"Robertson County","TN","Nashville-Davidson--Murfreesboro--Franklin",791,1332,0.000288,0.029683,0.091698,25857
2019-09-30,"Dallas County","IA","Des Moines-West Des Moines",792,1238,0.004038,0.028265,0.047627,37698
2019-09-30,"Salem County","NJ","Philadelphia-Camden-Wilmington",793,1166,0.000174,-0.00173,-0.000432,22617
2019-09-30,"Butler County","KS","Wichita",794,958,0.0017,0.027503,0.022667,26645
2019-09-30,"Warren County","NY","Glens Falls",795,1325,-0.001218,-0.015733,-0.105288,31888
2019-09-30,"Chaves County","NM","Roswell",796,1090,0.008988,0.037786,0.108506,17454
2019-09-30,"Harrison County","TX","Marshall",797,943,-0.00756,0.008004,0.013637,23210
2019-09-30,"McCracken County","KY","Paducah",798,894,0.010118,0.016465,-0.041734,17020
2019-09-30,"York County","VA","Virginia Beach-Norfolk-Newport News",799,1536,0.002331,0.010727,0.029257,25321
2019-09-30,"Livingston County","NY","Rochester",800,1455,0.003068,0.020224,0.064316,20084
2019-09-30,"Saint Francois County","MO","Farmington",801,766,-0.010421,-0.0292,-0.02014,23306
2019-09-30,"Carbon County","PA","Allentown-Bethlehem-Easton",802,1015,0.004621,-0.001719,-0.010897,34617
2019-09-30,"Fauquier County","VA","Washington-Arlington-Alexandria",803,1683,0.008716,0.030843,0.017846,27190
2019-09-30,"Pike County","KY",,804,805,-0.005925,-0.011332,-0.011006,19453
2019-09-30,"San Patricio County","TX","Corpus Christi",805,1280,-0.005166,-0.012745,-0.084829,22812
2019-09-30,"Athens County","OH","Athens",806,740,-0.020762,-0.01033,-0.140161,11858
2019-09-30,"Lea County","NM","Hobbs",807,1250,0.013738,0.066159,0.320201,8585
2019-09-30,"Lake County","CA","Clearlake",808,1416,0.006368,0.024972,-0.010468,30254
2019-09-30,"Nacogdoches County","TX","Nacogdoches",809,921,0.005851,0.003338,-0.093481,5087
2019-09-30,"Herkimer County","NY","Utica-Rome",810,831,-0.013214,-0.126289,-0.410652,23908
2019-09-30,"Reno County","KS","Hutchinson",811,788,0.003019,0.001536,-0.019584,23704
2019-09-30,"Rice County","MN","Faribault-Northfield",812,1169,0.001546,-0.039591,-0.062103,21644
2019-09-30,"Spalding County","GA","Atlanta-Sandy Springs-Roswell",813,820,-0.003992,-0.008054,-0.019632,24440
2019-09-30,"Blue Earth County","MN","Mankato-North Mankato",814,1131,0.003492,-0.009401,-0.005159,21415
2019-09-30,"Catoosa County","GA","Chattanooga",815,1063,0.012759,0.052008,0.014054,26003
2019-09-30,"Ionia County","MI","Ionia",816,830,0.016292,0.031393,-0.220814,13400
2019-09-30,"Otero County","NM","Alamogordo",817,948,0.00448,0.006727,0.004714,20590
2019-09-30,"Pittsylvania County","VA","Danville",818,1087,-0.001592,0.004498,0.024546,21104
2019-09-30,"Chatham County","NC","Durham-Chapel Hill",819,1397,0.005087,0.022947,0.018453,27497
2019-09-30,"Tehama County","CA","Red Bluff",820,1276,0.002226,0.017763,0.12291,19109
2019-09-30,"Liberty County","GA","Hinesville",821,944,0.004838,0.02407,0.022482,23632
2019-09-30,"Sampson County","NC",,822,973,0.002612,0.020571,0.066361,14678
2019-09-30,"Lewis and Clark County","MT","Helena",823,1154,-0.004087,-0.026972,-0.044091,25741
2019-09-30,"Montcalm County","MI","Grand Rapids-Wyoming",824,859,0.002234,0.005906,0.004281,1799
2019-09-30,"Washington County","NY","Glens Falls",825,1113,-0.001579,-0.020206,-0.382623,23366
2019-09-30,"Columbia County","NY","Hudson",826,1778,0.015997,0.068282,0.074195,28743
2019-09-30,"Pulaski County","KY","Somerset",827,733,-0.025153,-0.024528,-0.095033,22717
2019-09-30,"Coos County","OR","Coos Bay",828,1251,0.031648,0.065372,-0.033381,22477
2019-09-30,"Bradford County","PA","Sayre",829,1016,-0.004288,0.047294,0.002743,19344
2019-09-30,"Hamblen County","TN","Morristown",830,1015,0.043527,0.111851,-0.012744,22331
2019-09-30,"Crow Wing County","MN","Brainerd",831,1081,-0.030515,-0.065812,-0.126406,25182
2019-09-30,"Lawrence County","OH","Huntington-Ashland",832,918,-0.003858,-0.000917,-0.000868,21492
2019-09-30,"Chippewa County","WI","Eau Claire",833,1003,-0.006813,-0.015211,-0.053801,4108
2019-09-30,"Mercer County","WV","Bluefield",834,623,-0.003339,-0.016622,-0.129081,21166
2019-09-30,"Otsego County","NY","Oneonta",835,1394,0.031939,0.147464,-0.008051,22192
2019-09-30,"Sauk County","WI","Baraboo",836,932,0.008254,0.036242,-0.004613,2421
2019-09-30,"Crawford County","AR","Fort Smith",837,743,-0.000766,-0.005049,-0.045843,13802
2019-09-30,"Washington County","OH","Marietta",838,1070,0.003752,0.046121,-0.021091,15195
2019-09-30,"Acadia Parish","LA","Lafayette",839,1060,-0.005111,-0.005347,-0.038899,647
2019-09-30,"Pope County","AR","Russellville",840,807,0.006828,0.008104,-0.010786,16188
2019-09-30,"Kershaw County","SC","Columbia",841,1215,0.005082,0.016373,0.056923,15481
2019-09-30,"Ward County","ND","Minot",842,918,0.016563,0.036605,-0.050225,3586
2019-09-30,"Rutland County","VT","Rutland",843,1558,0.01649,0.048133,0.062295,11997
2019-09-30,"Saint Joseph County","MI","Sturgis",844,980,0.006523,0.038842,0.017097,14170
2019-09-30,"Tipton County","TN","Memphis",845,991,-0.009422,-0.028763,-0.009474,21828
2019-09-30,"Starr County","TX","Rio Grande City",846,1114,-0.002782,0.012185,0.049228,7350
2019-09-30,"Sandusky County","OH","Fremont",847,988,0.002062,0.013654,0.054698,21945
2019-09-30,"Knox County","OH","Mount Vernon",848,939,0.000165,0.011279,0.020012,22947
2019-09-30,"Mason County","WA","Shelton",849,1372,0.005019,0.010746,0.067287,21716
2019-09-30,"Franklin County","NC","Raleigh",850,1209,0.006061,0.027013,0.057201,20759
2019-09-30,"Stanly County","NC","Albemarle",851,962,0.009163,0.029523,0.046908,23475
2019-09-30,"Garfield County","OK","Enid",852,840,-0.002144,0.014239,-0.060192,23517
2019-09-30,"Jackson County","GA","Jefferson",853,1341,0.015475,0.051179,0.098828,28684
2019-09-30,"Oldham County","KY","Louisville/Jefferson County",854,1503,0.002204,-0.005717,0.068194,20662
2019-09-30,"Jackson County","IL","Carbondale-Marion",855,674,-0.010404,-0.034568,-0.151215,15634
2019-09-30,"Georgetown County","SC","Georgetown",856,1467,0.002254,0.01886,-0.01246,24708
2019-09-30,"Belknap County","NH","Laconia",857,1375,-0.00196,0.008116,0.037073,33067
2019-09-30,"Genesee County","NY","Batavia",858,1377,-0.001236,0.010377,0.023184,19585
2019-09-30,"Granville County","NC","Oxford",859,1152,0.001773,0.015202,0.044326,18468
2019-09-30,"Lowndes County","MS","Columbus",860,872,-0.006365,-0.004561,-0.015918,2506
2019-09-30,"Warrick County","IN","Evansville",861,1078,-0.009723,-0.009751,-0.009751,23399
2019-09-30,"Huron County","OH","Norwalk",862,950,-0.003613,0.094055,0.058139,14857
2019-09-30,"Washington County","VT","Barre",863,1439,0.031745,0.096275,-0.052165,17480
2019-09-30,"Lenoir County","NC","Kinston",864,822,0.069203,0.14245,0.025397,20114
2019-09-30,"Barry County","MI","Grand Rapids-Wyoming",865,1041,0.001782,-0.01882,-0.096019,20463
2019-09-30,"Wise County","TX","Dallas-Fort Worth-Arlington",866,1295,0.006964,0.015722,-0.02511,18509
2019-09-30,"Haywood County","NC","Asheville",867,1195,0.000169,-0.00903,-0.007478,28928
2019-09-30,"Clay County","MN","Fargo",868,995,-0.002527,0.013375,0.068518,8298
2019-09-30,"Laurel County","KY","London",869,831,-0.000105,-0.017527,-0.004312,17233
2019-09-30,"Walla Walla County","WA","Walla Walla",870,1331,0.006201,0.030768,0.138414,19600
2019-09-30,"Hall County","NE","Grand Island",871,979,-0.010484,-0.00072,-0.044667,18757
2019-09-30,"Duplin County","NC",,872,889,0.008726,0.01133,0.033061,13601
2019-09-30,"Whiteside County","IL","Sterling",873,1164,0.016065,0.077969,0.152526,645
2019-09-30,"Tooele County","UT","Salt Lake City",874,1296,-0.00821,-0.038716,-0.008313,9221
2019-09-30,"Newton County","MO","Joplin",875,821,0.003948,0.038752,0.026261,21781
2019-09-30,"Columbus County","NC",,876,1076,0.015416,0.042715,0.094462,15639
2019-09-30,"Vermilion Parish","LA","Lafayette",877,1147,-0.003094,-0.00649,-0.019336,623
2019-09-30,"Lee County","NC","Sanford",878,886,0.008119,-0.01771,-0.078722,21974
2019-09-30,"Oxford County","ME",,879,1178,-0.020902,-0.025977,-0.010411,11026
2019-09-30,"Carter County","TN","Johnson City",880,807,-0.003488,-0.013603,0.000447,19512
2019-09-30,"Pike County","PA","New York-Newark-Jersey City",881,1352,0.009119,0.028409,0.036021,46145
2019-09-30,"Blount County","AL","Birmingham-Hoover",882,947,0.007515,0.027997,0.033511,16718
2019-09-30,"Otter Tail County","MN","Fergus Falls",883,892,-0.000499,-0.023377,-0.141452,31895
2019-09-30,"Hawkins County","TN","Kingsport-Bristol-Bristol",884,985,-0.003417,0.030074,0.088502,19230
2019-09-30,"Columbia County","WI","Madison",885,996,0.000189,-0.00341,0.027317,4347
2019-09-30,"Seneca County","OH","Tiffin",886,903,0.000757,0.005968,0.074948,21213
2019-09-30,"Windsor County","VT","Claremont-Lebanon",887,1536,-0.000131,-0.004151,0.04054,7287
2019-09-30,"Boone County","IN","Indianapolis-Carmel-Anderson",888,1362,-0.00598,0.000246,0.011692,24261
2019-09-30,"Edgecombe County","NC","Rocky Mount",889,619,0.008421,0.013645,0.022559,16354
2019-09-30,"Marion County","WV","Fairmont",890,792,-0.006631,-0.012873,-0.027922,22957
2019-09-30,"Garfield County","CO","Glenwood Springs",891,1913,0.009814,0.025673,0.037965,19972
2019-09-30,"Franklin County","VA","Roanoke",892,1004,-0.023827,-0.086982,-0.063027,23421
2019-09-30,"Cumberland County","TN","Crossville",893,1071,0.018991,0.050333,0.046342,23862
2019-09-30,"Broomfield County","CO","Denver-Aurora-Lakewood",894,1841,0.000394,0.006121,0.005011,25792
2019-09-30,"Pearl River County","MS","Picayune",895,897,-0.001538,-0.01533,-0.020837,21007
2019-09-30,"Tuscola County","MI",,896,804,-0.000326,0.024959,-0.083886,3529
2019-09-30,"Pickaway County","OH","Columbus",897,1011,0.00701,-0.042473,-0.033133,18682
2019-09-30,"Lamar County","MS","Hattiesburg",898,983,-0.001312,-0.012773,0.000915,20502
2019-09-30,"Saline County","KS","Salina",899,782,-0.012192,-0.047964,-0.059313,19816
2019-09-30,"Fulton County","NY","Gloversville",900,983,0.001958,0.006764,-0.365524,21029
2019-09-30,"Putnam County","WV","Huntington-Ashland",901,1029,0.017417,0.04859,0.06134,21376
2019-09-30,"Kenai Peninsula Borough","AK",,902,1320,0.002021,0.033174,0.048382,25886
2019-09-30,"Tuolumne County","CA","Sonora",903,1433,0.001247,0.004094,0.015228,47637
2019-09-30,"Cherokee County","SC","Gaffney",904,787,-0.072456,-0.18281,-0.146772,8565
2019-09-30,"Carson City","NV","Carson City",905,1362,0.001851,0.011736,0.030654,16405
2019-09-30,"San Benito County","CA","San Jose-Sunnyvale-Santa Clara",906,2466,0.008194,0.025756,0.048262,10626
2019-09-30,"Gordon County","GA","Calhoun",907,1127,-0.00249,0.018271,0.046707,20224
2019-09-30,"Walton County","FL","Crestview-Fort Walton Beach-Destin",908,2014,0.008127,0.023551,0.069589,43175
2019-09-30,"Venango County","PA","Oil City",909,743,0.004742,0.006552,-0.237504,21506
2019-09-30,"Washington County","VA","Kingsport-Bristol-Bristol",910,1045,0.028986,-0.016302,-0.044615,19683
2019-09-30,"Campbell County","VA","Lynchburg",911,856,0.004016,0.018777,-0.037006,18883
2019-09-30,"Halifax County","NC","Roanoke Rapids",912,948,0.002761,0.020243,0.072553,19200
2019-09-30,"Saint Mary Parish","LA","Morgan City",913,778,0.019678,-0.05767,-0.21424,711
2019-09-30,"Hardin County","TX","Beaumont-Port Arthur",914,1118,-0.015489,0.009805,-0.11506,17499
2019-09-30,"Autauga County","AL","Montgomery",915,1126,0.007837,0.045628,0.107252,18484
2019-09-30,"Colbert County","AL","Florence-Muscle Shoals",916,847,-0.001085,0.018741,0.004933,21601
2019-09-30,"Hancock County","ME",,917,1363,-0.002958,0.010512,0.053656,18002
2019-09-30,"Maverick County","TX","Eagle Pass",918,1014,-0.009291,-0.017327,-0.058387,9635
2019-09-30,"Roane County","TN","Knoxville",919,987,0.023283,0.038034,0.016991,19799
2019-09-30,"Boone County","IL","Rockford",920,1210,0.007892,0.035844,0.047988,18794
2019-09-30,"Henry County","VA","Martinsville",921,873,0.001961,0.006956,-0.078038,17914
2019-09-30,"Chisago County","MN","Minneapolis-St. Paul-Bloomington",922,1318,-0.001642,-0.032173,-0.093004,20640
2019-09-30,"Coles County","IL","Charleston-Mattoon",923,596,0.00042,-0.025317,-0.136459,679
2019-09-30,"Eddy County","NM","Carlsbad-Artesia",924,1783,0.025484,0.097136,0.428931,1903
2019-09-30,"Gila County","AZ","Payson",925,1151,0.000717,-0.021214,-0.020558,22467
2019-09-30,"Jefferson County","WV","Washington-Arlington-Alexandria",926,1365,0.004354,0.018724,0.036225,23151
2019-09-30,"Ogle County","IL","Rochelle",927,1189,0.013871,0.05551,-0.006061,14141
2019-09-30,"Rusk County","TX","Longview",928,1255,0.001216,0.013839,0.047162,14501
2019-09-30,"Jackson County","AL","Scottsboro",929,904,0.001264,0.009409,-0.005901,16748
2019-09-30,"Ashland County","OH","Ashland",930,660,-0.000423,-0.018637,-0.111176,19830
2019-09-30,"Russell County","AL","Columbus",931,824,-0.005101,-0.007714,-0.02014,18897
2019-09-30,"Knox County","IL","Galesburg",932,972,0.006968,0.012933,-0.002492,20321
2019-09-30,"Wayne County","PA",,933,1127,0.000222,0.009495,-0.100649,25109
2019-09-30,"Coffee County","TN","Tullahoma-Manchester",934,1030,0.003867,-0.009737,0.036151,18913
2019-09-30,"Saint Charles Parish","LA","New Orleans-Metairie",935,1230,0.012111,0.023453,0.015981,16117
2019-09-30,"Johnson County","MO","Warrensburg",936,830,-0.029024,-0.05065,-0.036104,17104
2019-09-30,"Van Zandt County","TX",,937,1061,-0.002631,0.004544,-0.152207,19927
2019-09-30,"Lincoln County","MO","St. Louis",938,963,0.005448,0.013507,0.005203,19662
2019-09-30,"Grady County","OK","Oklahoma City",939,843,0.016039,0.022749,-0.037195,17789
2019-09-30,"Waupaca County","WI",,940,917,0.004228,0.001211,0.055193,946
2019-09-30,"Vernon Parish","LA","Fort Polk South",941,761,-0.003337,0.010559,-0.054535,993
2019-09-30,"Union County","OH","Columbus",942,1337,-0.000676,0.049209,0.188994,17624
2019-09-30,"Cass County","MI","South Bend-Mishawaka",943,1017,-0.002227,0.014591,0.009527,3486
2019-09-30,"Pulaski County","MO","Fort Leonard Wood",944,845,0.009521,0.030865,0.030614,13225
2019-09-30,"McMinn County","TN","Athens",945,898,0.013296,0.011551,-0.062257,18412
