"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-09-30,"Towns County","GA",,2396,1270,0.004065,0.016495,0.053298,9481
2019-09-30,"Kemper County","MS","Meridian",2397,860,-0.000062,0.022986,0.000354,1455
2019-09-30,"Ritchie County","WV",,2398,824,-0.002242,0.003291,-0.011889,3557
2019-09-30,"Perry County","AR","Little Rock-North Little Rock-Conway",2399,784,0.002624,0.015004,-0.003705,3583
2019-09-30,"Yellow Medicine County","MN",,2400,994,-0.018495,-0.030064,-0.117289,3483
2019-09-30,"Holt County","NE",,2401,781,0.001119,-0.029824,-0.101882,3385
2019-09-30,"Roosevelt County","MT",,2402,1054,0.012095,0.06313,0.096386,1566
2019-09-30,"Lee County","AR",,2403,730,-0.002091,-0.003452,0.030006,47
2019-09-30,"Allendale County","SC",,2404,1054,0.002597,0.02229,0.076701,1094
2019-09-30,"Catahoula Parish","LA",,2405,997,0.001548,0.005273,0.040561,47
2019-09-30,"Sac County","IA",,2406,803,0.001059,-0.006679,-0.047085,4944
2019-09-30,"Martin County","IN",,2407,846,-0.001118,0.00123,0.078575,3860
2019-09-30,"Emmet County","IA",,2408,788,0.004641,0.020245,0.023512,4337
2019-09-30,"Clinton County","KY",,2409,826,0.005777,0.011534,0.021459,2745
2019-09-30,"Parmer County","TX",,2410,1200,0.000382,0.019171,0.092494,1874
2019-09-30,"Jackson County","MN",,2411,1097,-0.007769,-0.020424,-0.018293,4342
2019-09-30,"Grundy County","MO",,2412,762,0.005398,0.003052,-0.00555,4189
2019-09-30,"Webster County","MS",,2413,868,-0.000454,0.022798,-0.024514,3356
2019-09-30,"Sublette County","WY",,2414,1129,0.016335,0.055358,0.060318,4794
2019-09-30,"Juab County","UT","Provo-Orem",2415,1343,0.003083,0.014153,0.035575,482
2019-09-30,"McCormick County","SC",,2416,1208,0.00387,0.034061,0.093186,1944
2019-09-30,"Ochiltree County","TX",,2417,1123,0.009519,0.047137,0.134175,2101
2019-09-30,"Lewis County","MO","Quincy",2418,757,0.008902,-0.009113,-0.084556,2422
2019-09-30,"Washington County","ID",,2419,1091,0.017681,0.04879,0.132201,1492
2019-09-30,"Nemaha County","KS",,2420,801,-0.01971,-0.046536,0.014926,3935
2019-09-30,"Nantucket County","MA",,2421,2995,-0.000716,0.001476,-0.027011,9902
2019-09-30,"Teton County","ID","Jackson",2422,1252,-0.000283,-0.019324,-0.029947,4885
2019-09-30,"Ralls County","MO","Hannibal",2423,899,0.005844,0.014204,-0.004974,4177
2019-09-30,"Jones County","NC","New Bern",2424,931,-0.000727,0.013681,0.047631,4109
2019-09-30,"Roberts County","SD",,2425,842,0.002144,0.012708,-0.043174,866
2019-09-30,"Howard County","MO",,2426,836,0.001161,-0.004504,-0.007215,3538
2019-09-30,"Caldwell Parish","LA",,2427,780,-0.002542,-0.011819,-0.138225,2629
2019-09-30,"Marshall County","KS",,2428,825,-0.041622,-0.061652,0.08102,4596
2019-09-30,"Butte County","SD",,2429,962,-0.012106,-0.026013,-0.029514,1164
2019-09-30,"Metcalfe County","KY","Glasgow",2430,803,-0.001115,-0.016449,-0.030794,2655
2019-09-30,"Rice County","KS",,2431,756,-0.00505,0.00722,0.022694,4462
2019-09-30,"Carbon County","MT","Billings",2432,1256,0.00116,0.020232,0.081329,6109
2019-09-30,"Lanier County","GA","Valdosta",2433,1010,-0.004367,0.003676,0.051644,2965
2019-09-30,"Cumberland County","VA",,2434,1218,-0.001198,0.006817,0.041309,3405
2019-09-30,"Yuma County","CO",,2435,1611,0.007748,0.036016,0.079605,2865
2019-09-30,"White Pine County","NV",,2436,1237,0.003899,0.01374,0.026662,3456
2019-09-30,"Cheyenne County","NE",,2437,902,-0.000487,0.008223,-0.0713,4036
2019-09-30,"Dimmit County","TX",,2438,1121,0.004564,0.033951,0.053286,2037
2019-09-30,"Brown County","KS",,2439,829,-0.006463,-0.005954,0.010932,4096
2019-09-30,"Camden County","NC","Elizabeth City",2440,1294,0.000348,0.007308,0.028172,4873
2019-09-30,"Johnson County","GA","Dublin",2441,960,0.010396,0.041861,-0.010581,2547
2019-09-30,"Wilkinson County","MS",,2442,885,0.011854,0.01222,0.031388,199
2019-09-30,"Valley County","ID",,2443,1288,0.008606,0.051232,0.078922,12055
2019-09-30,"Humboldt County","IA",,2444,817,0.003327,0.006308,-0.022113,4097
2019-09-30,"Saint Clair County","MO",,2445,775,0.000898,0.009285,0.036978,4090
2019-09-30,"Swift County","MN",,2446,1093,0.003136,0.017391,-0.05366,4006
2019-09-30,"Montmorency County","MI",,2447,880,0.002535,0.005225,0.026416,788
2019-09-30,"Richland County","MT",,2448,1164,0.029252,0.119239,0.14698,3054
2019-09-30,"Stevens County","MN",,2449,1111,-0.004105,-0.006716,0.070583,199
2019-09-30,"Ozark County","MO",,2450,835,0.022812,0.057857,0.068565,3017
2019-09-30,"Jasper County","IL",,2451,1197,-0.002843,-0.01065,-0.009567,117
2019-09-30,"Rock County","MN",,2452,940,-0.003117,-0.00276,-0.02725,1666
2019-09-30,"Modoc County","CA",,2453,1680,0.001906,0.029904,0.108164,3504
2019-09-30,"Calhoun County","IA",,2454,791,0.00231,0.00905,-0.012785,4510
2019-09-30,"Linn County","KS","Kansas City",2455,818,0.004395,0.02666,0.040032,4724
2019-09-30,"Pratt County","KS",,2456,795,-0.002005,0.006918,0.033967,4079
2019-09-30,"Valdez Cordova Borough","AK",,2457,1449,-0.000325,0.008103,0.041656,863
2019-09-30,"Stephens County","TX",,2458,1181,-0.001565,0.010455,0.06307,1978
2019-09-30,"Hickory County","MO",,2459,768,0.002888,0.011659,0.063315,3572
2019-09-30,"Alger County","MI",,2460,945,0.002497,0.003157,0.018405,1466
2019-09-30,"Pipestone County","MN",,2461,1046,-0.005333,-0.01187,-0.002795,134
2019-09-30,"Wayne County","NE",,2462,978,0.002313,0.003664,-0.040069,3081
2019-09-30,"Howard County","IA",,2463,838,0.004147,0.016142,-0.004962,3834
2019-09-30,"Wilkinson County","GA",,2464,925,0.0052,0.019022,-0.02814,3281
2019-09-30,"Irwin County","GA",,2465,1030,0.006186,0.034372,0.039785,3024
2019-09-30,"Cloud County","KS",,2466,759,0.000312,0.01026,0.041001,4405
2019-09-30,"McLean County","KY","Owensboro",2467,860,0.004576,0.026561,0.03884,1340
2019-09-30,"Livingston County","KY","Paducah",2468,835,0.003281,0.013413,0.018142,2545
2019-09-30,"Nome Borough","AK",,2469,1448,-0.002479,-0.012367,-0.015246,141
2019-09-30,"Montgomery County","AR",,2470,782,0.001751,0.007062,0.00183,4103
2019-09-30,"Morgan County","UT","Ogden-Clearfield",2471,1523,-0.003037,-0.000176,-0.006956,4239
2019-09-30,"Kiowa County","OK",,2472,764,0.005855,0.032267,0.055164,3772
2019-09-30,"Marshall County","MN",,2473,922,-0.002936,-0.020277,-0.103512,1269
2019-09-30,"North Slope Borough","AK",,2474,1330,-0.014863,-0.033306,-0.058421,1870
2019-09-30,"Hancock County","GA","Milledgeville",2475,979,0.014672,0.024557,0.041917,3616
2019-09-30,"Caldwell County","MO","Kansas City",2476,870,0.00561,0.015981,0.047318,3661
2019-09-30,"Love County","OK",,2477,886,0.005307,0.022401,0.04902,3293
2019-09-30,"Palo Alto County","IA",,2478,811,0.010128,0.021955,0.026221,4169
2019-09-30,"Wilson County","KS",,2479,806,-0.010018,-0.007909,0.023434,3899
2019-09-30,"Mitchell County","TX",,2480,1146,-0.014804,-0.026086,0.025038,2257
2019-09-30,"Clay County","WV","Charleston",2481,801,0.003631,0.013214,0.022344,3179
2019-09-30,"Humphreys County","MS",,2482,1051,0.03003,0.099197,0.190829,2411
2019-09-30,"Greene County","IA",,2483,845,0.00413,0.009618,0.01453,4093
2019-09-30,"Terrell County","GA","Albany",2484,995,0.001082,0.014886,0.024592,3265
2019-09-30,"Crittenden County","KY",,2485,825,-0.005296,0.001253,0.030347,2419
2019-09-30,"Forest County","WI",,2486,931,0.004494,0.020526,0.040131,604
2019-09-30,"Deer Lodge County","MT",,2487,908,0.008772,0.015536,-0.071185,4213
2019-09-30,"Carroll County","MO",,2488,807,0.004685,0.006101,0.020149,3399
2019-09-30,"Clarke County","IA",,2489,840,-0.008803,-0.001327,-0.034924,3599
2019-09-30,"Benewah County","ID",,2490,1092,0.019533,0.040512,0.052922,4035
2019-09-30,"Wilcox County","GA",,2491,933,0.004554,0.022728,0.006135,1945
2019-09-30,"Richmond County","VA",,2492,1274,0.002303,0.019003,0.028504,3372
2019-09-30,"Beaverhead County","MT",,2493,1272,0.002375,0.03367,0.087475,3795
2019-09-30,"Monona County","IA",,2494,827,-0.002591,0.000492,-0.008157,4105
2019-09-30,"Rosebud County","MT",,2495,1067,-0.000157,0.025166,-0.012587,1531
2019-09-30,"Brewster County","TX",,2496,1339,-0.00784,-0.014892,0.005524,2644
2019-09-30,"Grand County","UT",,2497,1207,0.033039,0.055238,0.19231,3687
2019-09-30,"Tyler County","WV",,2498,829,0.000771,0.005267,-0.00949,3705
2019-09-30,"Phelps County","NE",,2499,948,-0.006779,-0.02105,-0.121564,3496
2019-09-30,"Dawes County","NE",,2500,917,0.000388,0.02011,-0.008351,3164
2019-09-30,"Maries County","MO",,2501,864,0.001161,0.005619,0.044228,2902
2019-09-30,"Webster County","WV",,2502,775,-0.001784,0.006267,-0.041797,3419
2019-09-30,"Cuming County","NE",,2503,1070,-0.004684,0.007875,-0.055054,3562
2019-09-30,"Charles Mix County","SD",,2504,941,-0.008609,-0.000173,0.058281,126
2019-09-30,"Hamilton County","NE","Grand Island",2505,1055,-0.001145,0.021965,0.003867,3595
2019-09-30,"Montgomery County","GA","Vidalia",2506,1006,0.013261,0.042263,0.005338,2429
2019-09-30,"Stillwater County","MT",,2507,1248,0.003075,0.020053,0.108142,4298
2019-09-30,"Red River Parish","LA",,2508,1071,-0.006439,-0.005769,0.019555,74
2019-09-30,"Clear Creek County","CO","Denver-Aurora-Lakewood",2509,1843,-0.004645,0.002143,0.017788,5639
2019-09-30,"Archer County","TX","Wichita Falls",2510,1141,-0.002004,-0.003974,-0.039676,2927
2019-09-30,"Greene County","AL",,2511,908,0.010898,0.029545,0.035439,1731
2019-09-30,"Jack County","TX",,2512,1240,0.00376,0.008084,0.036384,1231
2019-09-30,"Quay County","NM",,2513,913,-0.014142,-0.032399,-0.150126,3475
2019-09-30,"Twiggs County","GA","Macon-Bibb County",2514,920,0.002842,0.017727,-0.014677,2806
2019-09-30,"Nevada County","AR","Hope",2515,750,0.00803,0.011559,0.005309,3271
2019-09-30,"Mathews County","VA","Virginia Beach-Norfolk-Newport News",2516,1361,0.003901,0.019391,0.016271,1975
2019-09-30,"Dawson County","MT",,2517,1091,0.007062,0.031397,0.128895,3137
2019-09-30,"McLean County","ND",,2518,881,-0.010379,-0.014574,-0.031072,3037
2019-09-30,"Harrison County","MO",,2519,792,0.010722,0.002065,-0.007255,3471
2019-09-30,"Turner County","GA",,2520,883,0.003667,0.009757,0.008791,2607
2019-09-30,"Taylor County","GA",,2521,973,0.00364,0.019245,0.022952,2305
2019-09-30,"Lucas County","IA",,2522,847,-0.011561,-0.016544,-0.034264,3194
2019-09-30,"Coleman County","TX",,2523,1122,0.006608,0.021632,0.075994,1080
2019-09-30,"Sitka Borough","AK",,2524,1548,0.002885,0.030055,0.08817,2644
2019-09-30,"Woods County","OK",,2525,793,0.000229,0.008269,-0.009543,3531
2019-09-30,"Lafayette County","FL",,2526,1438,0.001485,0.010749,0.04944,1778
2019-09-30,"San Augustine County","TX",,2527,1232,0.005491,0.022079,0.020825,467
2019-09-30,"Graham County","NC",,2528,1161,0.005458,0.027055,0.033862,4434
2019-09-30,"Baraga County","MI",,2529,904,0.000044,0.001018,-0.010973,750
2019-09-30,"Benton County","IN","Lafayette-West Lafayette",2530,902,0.004967,0.029599,0.090358,3479
2019-09-30,"Cedar County","NE",,2531,899,0.007128,-0.008578,-0.102274,3446
2019-09-30,"Monroe County","MO",,2532,799,0.005595,0.007822,-0.011852,3764
2019-09-30,"Trimble County","KY","Louisville/Jefferson County",2533,962,0.003035,0.014295,0.023415,195
2019-09-30,"Clearwater County","ID",,2534,1151,0.016741,0.056854,0.087296,3252
2019-09-30,"Davis County","IA","Ottumwa",2535,836,-0.004816,-0.007837,-0.030222,3129
2019-09-30,"Marion County","GA","Columbus",2536,1082,-0.004739,0.01274,0.224624,1795
2019-09-30,"Benton County","MS","Memphis",2537,899,-0.007283,-0.020655,0.019438,165
2019-09-30,"Seminole County","GA",,2538,1008,-0.000581,0.015851,0.052541,3417
2019-09-30,"Murray County","MN",,2539,1079,-0.005518,-0.013024,0.026306,2216
2019-09-30,"Pocahontas County","WV",,2540,818,-0.000359,0.000754,-0.017878,9167
2019-09-30,"Prairie County","AR",,2541,715,-0.002185,0.00295,-0.046496,3092
2019-09-30,"Knox County","NE",,2542,836,0.013573,0.003108,-0.067225,3064
2019-09-30,"Clearwater County","MN",,2543,1126,-0.006969,-0.017399,0.052491,249
2019-09-30,"Gilmer County","WV",,2544,787,0.002665,0.010749,0.014744,1477
2019-09-30,"Cleveland County","AR","Pine Bluff",2545,816,-0.000995,0.008613,0.06031,1127
2019-09-30,"Platte County","WY",,2546,1060,0.009768,0.032603,0.064749,3740
2019-09-30,"Oscoda County","MI",,2547,817,-0.00102,0.000071,0.012329,1031
2019-09-30,"Coffey County","KS",,2548,783,-0.001336,0.011224,0.002876,3583
2019-09-30,"Gallatin County","KY","Cincinnati",2549,976,0.016012,0.056486,0.050317,1112
2019-09-30,"Franklin City","VA",,2550,1222,0.006393,0.028814,0.067815,3497
2019-09-30,"Johnson County","WY",,2551,992,0.008201,0.027263,-0.007364,3387
2019-09-30,"Hancock County","KY","Owensboro",2552,880,-0.000187,0.006391,0.027958,1771
2019-09-30,"Choctaw County","MS",,2553,857,-0.00588,-0.007284,0.012282,2210
2019-09-30,"Clay County","KS",,2554,824,-0.003954,0.003164,0.024577,3814
2019-09-30,"Washakie County","WY",,2555,910,-0.002362,0.02634,-0.01251,3217
2019-09-30,"Hamilton County","TX",,2556,1155,0.003641,0.020089,0.04695,2888
2019-09-30,"Warren County","IN",,2557,970,0.003636,0.02424,0.09289,3293
2019-09-30,"Somervell County","TX","Dallas-Fort Worth-Arlington",2558,1355,-0.000269,0.000922,0.012692,2549
2019-09-30,"Schoolcraft County","MI",,2559,950,0.003253,0.00244,0.021496,734
2019-09-30,"Decatur County","IA",,2560,773,-0.015232,-0.037714,-0.051139,193
2019-09-30,"Hamilton County","IL",,2561,1051,0.001354,0.009742,-0.021937,230
2019-09-30,"Shannon County","MO",,2562,739,0.001279,0.014251,0.055909,3284
2019-09-30,"Greenlee County","AZ",,2563,1127,0.007082,0.015716,0.00727,1338
2019-09-30,"Daviess County","MO",,2564,816,0.002255,-0.005792,-0.047076,3398
2019-09-30,"Houston County","TN",,2565,887,0.003106,0.017266,0.018641,3170
2019-09-30,"Mercer County","ND",,2566,1017,-0.02066,-0.076504,-0.064144,384
2019-09-30,"Butler County","NE",,2567,977,-0.010253,0.005101,0.044033,3423
2019-09-30,"Atkinson County","GA",,2568,825,0.001905,0.012933,-0.037029,1221
2019-09-30,"Keith County","NE",,2569,909,0.000229,0.015702,-0.010742,3757
2019-09-30,"Liberty County","FL",,2570,1232,0.008126,0.025405,0.086488,1676
2019-09-30,"Richardson County","NE",,2571,896,0.007044,0.036117,0.042621,3635
2019-09-30,"Turner County","SD","Sioux Falls",2572,988,-0.001686,0.010658,0.032932,3012
2019-09-30,"Jenkins County","GA",,2573,941,0.008311,0.030369,0.045002,2510
2019-09-30,"Newton County","AR","Harrison",2574,825,0.004816,0.025872,0.042676,1529
2019-09-30,"Lyon County","KY",,2575,906,-0.007515,-0.01098,-0.012557,1604
2019-09-30,"McCulloch County","TX",,2576,1085,0.009672,0.019012,0.109857,3093
2019-09-30,"Kit Carson County","CO",,2577,1644,0.011498,0.042606,0.12931,2497
2019-09-30,"Conejos County","CO",,2578,1324,0.008941,0.017753,0.09726,2993
2019-09-30,"Ballard County","KY","Paducah",2579,842,-0.000493,0.003554,-0.03983,2156
2019-09-30,"Alexander County","IL","Cape Girardeau",2580,975,0.005459,0.023397,-0.080439,187
2019-09-30,"Quitman County","MS",,2581,835,0.000695,0.001365,-0.011978,2421
2019-09-30,"Custer County","SD","Rapid City",2582,1051,0.001599,0.005905,-0.066555,3917
2019-09-30,"Doddridge County","WV","Clarksburg",2583,847,0.000945,0.014169,-0.001096,2850
2019-09-30,"Searcy County","AR",,2584,772,-0.002354,-0.002196,-0.015913,2265
2019-09-30,"Monroe County","AR",,2585,724,-0.000127,0.003193,0.143513,2872
2019-09-30,"Traill County","ND",,2586,985,0.004431,-0.010603,-0.02522,300
2019-09-30,"Franklin County","MS",,2587,880,0.007627,0.026857,0.048194,131
2019-09-30,"Dallas County","AR",,2588,788,0.009784,0.022611,0.053727,1208
2019-09-30,"Anderson County","KS",,2589,832,-0.001776,0.006883,0.046112,3611
2019-09-30,"Castro County","TX",,2590,1186,0.001085,0.013005,-0.005862,448
2019-09-30,"Lincoln County","GA","Augusta-Richmond County",2591,1238,0.016255,0.036799,0.075241,3350
2019-09-30,"Tillman County","OK",,2592,708,0.008067,0.043082,0.051447,3256
2019-09-30,"Monroe County","IA",,2593,852,-0.004954,-0.009462,-0.005328,2944
2019-09-30,"Doniphan County","KS","St. Joseph",2594,843,-0.007974,-0.007411,0.036452,2791
2019-09-30,"Lemhi County","ID",,2595,1097,0.018464,0.03744,0.011447,4418
2019-09-30,"Perry County","TN",,2596,917,0.014538,0.042117,0.02021,3035
2019-09-30,"Thomas County","KS",,2597,820,-0.005463,-0.007251,0.065062,3014
2019-09-30,"Lake County","OR",,2598,1286,0.013561,0.025182,0.050635,442
2019-09-30,"Dade County","MO",,2599,748,0.003265,0.007324,0.033848,2412
2019-09-30,"Yoakum County","TX",,2600,1289,0.008616,0.053263,0.094797,362
2019-09-30,"Trousdale County","TN","Nashville-Davidson--Murfreesboro--Franklin",2601,1039,0.003501,0.079886,0.097331,2973
2019-09-30,"Clay County","TN",,2602,959,0.011297,0.043426,0.078153,3064
2019-09-30,"Kingman County","KS","Wichita",2603,793,-0.011655,0.008,0.038772,3852
2019-09-30,"Swisher County","TX",,2604,1068,0.005382,0.03759,0.118422,1715
2019-09-30,"Elliott County","KY",,2605,817,-0.001027,0.00632,0.052535,261
2019-09-30,"Merrick County","NE","Grand Island",2606,1015,0.003064,0.01737,-0.035787,3012
2019-09-30,"Lake County","TN",,2607,810,-0.005494,0.017718,-0.006866,1752
2019-09-30,"Chariton County","MO",,2608,840,0.00452,0.011756,-0.003101,169
2019-09-30,"Grant County","KS",,2609,895,-0.002498,-0.002799,0.036826,2091
2019-09-30,"Presidio County","TX",,2610,1206,0.002014,-0.000962,-0.076691,1588
2019-09-30,"Power County","ID",,2611,1058,0.012121,0.017616,-0.010852,1775
2019-09-30,"East Carroll Parish","LA",,2612,973,-0.010085,0.01525,0.140471,2069
2019-09-30,"Jefferson County","MS",,2613,840,0.028981,0.038781,0.012866,49
2019-09-30,"Randolph County","GA",,2614,928,0.014209,0.060864,0.025792,2353
2019-09-30,"Forest County","PA",,2615,876,0.000677,0.010215,0.006101,535
2019-09-30,"Pendleton County","WV",,2616,855,-0.009029,-0.023201,-0.147956,4515
2019-09-30,"Madison County","MT",,2617,1349,0.000705,0.029456,0.079175,5838
2019-09-30,"Adair County","IA",,2618,856,-0.003802,-0.006787,-0.023316,3275
2019-09-30,"Mountrail County","ND",,2619,1120,-0.002913,-0.021204,-0.047949,265
2019-09-30,"Lafayette County","AR",,2620,712,-0.006411,-0.03796,-0.071392,3017
2019-09-30,"Calhoun County","WV",,2621,794,0.000134,0.005369,-0.004619,2518
2019-09-30,"Pleasants County","WV",,2622,854,-0.002416,0.006433,0.015789,2803
2019-09-30,"Worth County","IA","Mason City",2623,811,0.001817,0.007707,-0.059978,2990
2019-09-30,"Van Buren County","IA",,2624,798,-0.01135,-0.022687,-0.030469,3477
2019-09-30,"Ferry County","WA",,2625,1362,-0.000768,0.006079,-0.045739,1880
2019-09-30,"Jefferson County","NE",,2626,882,0.002453,0.017482,-0.066542,3384
2019-09-30,"Schuyler County","IL",,2627,995,0.025124,-0.04262,-0.035361,72
2019-09-30,"Major County","OK",,2628,843,0.002314,0.01107,0.038114,2737
2019-09-30,"Northwest Arctic Borough","AK",,2629,1429,0.009183,0.005844,-0.003942,25
2019-09-30,"Union County","IN","Cincinnati",2630,925,0.008913,0.031439,0.106396,2969
2019-09-30,"Pepin County","WI",,2631,1012,0.012832,0.03321,0.044426,484
2019-09-30,"Grant County","OR",,2632,1229,0.015758,0.014592,-0.004753,2032
2019-09-30,"Fremont County","IA",,2633,826,-0.007434,-0.007894,-0.013978,3372
2019-09-30,"Harney County","OR",,2634,1267,0.020969,0.042632,0.025833,1858
2019-09-30,"Wheeler County","GA",,2635,896,0.004228,0.017211,-0.030464,1126
2019-09-30,"Pembina County","ND",,2636,989,-0.02116,-0.050152,-0.10763,143
2019-09-30,"Refugio County","TX",,2637,1224,0.001553,0.01827,0.000783,2862
2019-09-30,"Rappahannock County","VA","Washington-Arlington-Alexandria",2638,1616,0.004729,0.021123,0.018395,4437
2019-09-30,"Valley County","MT",,2639,976,0.010258,0.038057,-0.00043,4220
2019-09-30,"San Miguel County","CO",,2640,1834,-0.011531,-0.010484,-0.069995,7580
2019-09-30,"Grant County","SD",,2641,922,-0.011304,-0.009795,0.003025,289
2019-09-30,"Wolfe County","KY",,2642,805,-0.00091,-0.004219,-0.027785,142
2019-09-30,"Hutchinson County","SD",,2643,918,-0.006261,-0.005575,0.055733,230
2019-09-30,"Henderson County","IL","Burlington",2644,1002,0.005732,0.006859,-0.003104,2395
2019-09-30,"Lake County","CO",,2645,1372,0.002354,-0.019296,-0.047335,4138
2019-09-30,"Pocahontas County","IA",,2646,706,0.00024,-0.005233,-0.057044,3462
2019-09-30,"Pierce County","NE","Norfolk",2647,960,0.009238,0.017709,0.01527,3108
2019-09-30,"Woodruff County","AR",,2648,692,-0.007926,-0.02175,-0.090876,2574
2019-09-30,"Lac Qui Parle County","MN",,2649,1299,-0.002421,0.002585,0.061459,96
2019-09-30,"Charles City County","VA","Richmond",2650,1200,0.004167,0.020126,0.004403,2729
2019-09-30,"Nemaha County","NE",,2651,1034,-0.001536,0.023937,-0.002352,2650
2019-09-30,"Brooks County","TX",,2652,1112,-0.00956,0.005177,0.031976,326
2019-09-30,"Goliad County","TX","Victoria",2653,1443,0.002729,0.017154,0.06732,1454
2019-09-30,"Weston County","WY",,2654,978,0.008799,0.018537,-0.020291,2272
2019-09-30,"Bailey County","TX",,2655,1287,0.00319,0.020768,0.025293,125
2019-09-30,"Tucker County","WV",,2656,810,0.000913,-0.00458,-0.053871,5603
2019-09-30,"Clark County","MO","Fort Madison-Keokuk",2657,792,0.012232,0.007059,-0.007958,86
2019-09-30,"Nicholas County","KY",,2658,899,0.001106,-0.00245,0.010094,1323
2019-09-30,"Kane County","UT",,2659,1228,0.006368,0.015195,0.057783,2426
2019-09-30,"Winkler County","TX",,2660,1181,0.013757,0.034013,0.124371,153
2019-09-30,"Fall River County","SD",,2661,986,-0.004123,0.004705,0.060652,767
2019-09-30,"Ida County","IA",,2662,784,-0.006619,-0.016313,0.012033,2307
2019-09-30,"Crook County","WY",,2663,1010,0.004462,0.011469,0.039376,2644
2019-09-30,"Bon Homme County","SD",,2664,970,-0.00564,0.018227,0.120739,204
2019-09-30,"Surry County","VA",,2665,1313,0.007101,0.028343,0.037572,370
2019-09-30,"Wabaunsee County","KS","Topeka",2666,979,-0.006316,0.00604,0.062868,3125
2019-09-30,"Galax City","VA",,2667,1010,0.001441,0.019855,0.100218,2643
2019-09-30,"Lexington City","VA",,2668,1172,0.00377,0.009696,0.014219,2209
2019-09-30,"Childress County","TX",,2669,1105,0.00473,0.027135,0.080233,2199
2019-09-30,"Southeast Fairbanks Borough","AK",,2670,1501,0.001487,0.005869,0.020018,909
2019-09-30,"Boise County","ID","Boise City",2671,1226,0.013112,0.053085,0.030211,4656
2019-09-30,"Powell County","MT",,2672,1066,0.004402,0.015535,-0.021309,2546
2019-09-30,"Wallowa County","OR",,2673,1364,0.011926,0.026763,-0.009111,2393
2019-09-30,"Pawnee County","KS",,2674,774,-0.008727,-0.006365,-0.016053,2688
2019-09-30,"Grand Isle County","VT","Burlington-South Burlington",2675,1689,0.011446,0.023284,0.028851,953
2019-09-30,"Russell County","KS",,2676,859,0.001245,0.013005,0.076019,3640
2019-09-30,"Caribou County","ID",,2677,952,0.030574,0.038586,0.070323,346
2019-09-30,"King and Queen County","VA",,2678,1331,0.009117,0.035662,0.063295,3308
2019-09-30,"Thurston County","NE",,2679,895,0.0068,-0.017143,-0.119457,1288
2019-09-30,"Brown County","IL",,2680,994,0.00607,0.009334,0.028833,129
2019-09-30,"La Salle County","TX",,2681,1167,-0.002567,0.004875,-0.017388,112
2019-09-30,"Treutlen County","GA",,2682,936,-0.002017,0.008082,-0.038001,1852
2019-09-30,"Talbot County","GA",,2683,1095,0.00265,0.022836,0.080333,2083
2019-09-30,"Burt County","NE",,2684,1023,0.009466,0.024908,0.037486,2941
2019-09-30,"Cumberland County","KY",,2685,795,0.005634,0.015589,-0.030347,901
2019-09-30,"Norman County","MN",,2686,1013,0.002467,0.000958,-0.026799,216
2019-09-30,"Cameron Parish","LA","Lake Charles",2687,1179,-0.008015,-0.009634,-0.024348,2363
2019-09-30,"Bland County","VA",,2688,1115,0.001338,0.019747,0.053646,2341
2019-09-30,"Hancock County","TN",,2689,869,0.006817,0.040815,0.02933,3196
2019-09-30,"Fulton County","KY","Union City",2690,763,-0.00679,0.009447,-0.020454,1646
2019-09-30,"Clinch County","GA",,2691,925,-0.006904,-0.011724,-0.048821,1662
2019-09-30,"Ontonagon County","MI",,2692,945,0.000451,0.010281,0.057137,1228
2019-09-30,"Pershing County","NV",,2693,1315,0.00144,0.014429,0.053866,1032
2019-09-30,"Gentry County","MO",,2694,770,0.006583,0.009204,-0.029529,2783
2019-09-30,"Edwards County","IL",,2695,1181,-0.006437,-0.009686,-0.013876,57
2019-09-30,"Sullivan County","MO",,2696,725,0.011332,0.0125,0.00487,1300
2019-09-30,"Huerfano County","CO",,2697,1347,0.005471,0.013835,0.054382,4249
2019-09-30,"Dallam County","TX",,2698,1194,0.005616,0.028468,0.086238,301
2019-09-30,"Reynolds County","MO",,2699,750,0.002023,0.010415,0.058367,1662
2019-09-30,"Calhoun County","GA",,2700,959,-0.023263,-0.040817,-0.019219,1493
2019-09-30,"Greenwood County","KS",,2701,772,-0.005426,-0.005333,0.021198,3520
2019-09-30,"Antelope County","NE",,2702,902,0.014896,0.027701,-0.010641,2749
2019-09-30,"Rio Blanco County","CO",,2703,1747,0.001837,0.013761,0.092428,2877
2019-09-30,"Benson County","ND",,2704,1004,-0.02232,-0.082384,-0.159183,56
2019-09-30,"Buena Vista City","VA",,2705,1052,-0.001262,0.019244,0.052972,4938
2019-09-30,"Luce County","MI",,2706,916,0.007092,0.007043,0.050328,293
2019-09-30,"Beaver County","UT",,2707,1134,-0.013159,-0.014523,0.051237,3177
2019-09-30,"Wilkin County","MN","Wahpeton",2708,829,-0.005925,-0.040725,-0.152312,1470
2019-09-30,"Clay County","NE",,2709,923,0.000258,0.015395,-0.030551,2667
2019-09-30,"Bent County","CO",,2710,1296,0.008434,0.020899,0.079839,1859
2019-09-30,"Ellsworth County","KS",,2711,862,0.002029,0.015421,0.031849,2839
2019-09-30,"Blaine County","MT",,2712,1027,0.032981,0.076992,-0.041951,1213
2019-09-30,"Kearney County","NE","Kearney",2713,961,-0.002452,-0.000831,-0.077807,2501
