"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-09-30,"Northeast Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",0,1378,0.002253,0.005106,0.01533,69404
2019-09-30,"Maryvale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",1,1207,0.005985,0.024117,0.045399,56624
2019-09-30,"Paradise","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",2,1352,0.005003,0.019782,0.058987,73542
2019-09-30,"Upper West Side","NY","New York-Newark-Jersey City","New York County","New York",3,4053,0.005706,-0.004417,-0.024929,87984
2019-09-30,"South Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",4,2392,-0.001786,0.002019,-0.024496,37045
2019-09-30,"Upper East Side","NY","New York-Newark-Jersey City","New York County","New York",5,3941,0.01083,-0.000657,-0.069525,102964
2019-09-30,"Sunrise Manor","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",6,1163,0.006208,0.021862,0.045323,51178
2019-09-30,"Spring Valley","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",7,1382,0.00536,0.018975,0.064203,85221
2019-09-30,"Southeast Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",8,2343,-0.002498,-0.003498,-0.035518,27451
2019-09-30,"East New York","NY","New York-Newark-Jersey City","Kings County","New York",9,2217,-0.000011,0.008635,-0.002359,25094
2019-09-30,"Paradise Valley","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",10,1508,0.008725,0.03229,0.060464,66410
2019-09-30,"Washington Heights","NY","New York-Newark-Jersey City","New York County","New York",11,2589,0.006358,0.024479,0.024961,14252
2019-09-30,"Deer Valley","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",12,1352,0.006935,0.02417,0.055868,61348
2019-09-30,"North Mountain","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",13,1345,0.007358,0.025084,0.045642,55218
2019-09-30,"Astoria","NY","New York-Newark-Jersey City","Queens County","New York",14,2216,0.006056,0.013391,-0.000949,30513
2019-09-30,"Far North","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",15,1439,-0.000685,-0.000311,-0.017227,39800
2019-09-30,"Bedford Stuyvesant","NY","New York-Newark-Jersey City","Kings County","New York",16,2580,0.007949,0.025219,0.02703,34922
2019-09-30,"Williamsburg","NY","New York-Newark-Jersey City","Kings County","New York",17,2997,0.011869,0.045508,0.066255,25619
2019-09-30,"Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",18,2822,0.015201,0.01897,0.037495,15741
2019-09-30,"Camelback East","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",19,1605,0.010925,0.042209,0.094641,58587
2019-09-30,"Flatbush","NY","New York-Newark-Jersey City","Kings County","New York",20,2127,0.006257,0.01256,0.022815,17020
2019-09-30,"Southeast Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",21,1155,0.002344,0.011907,0.05755,33440
2019-09-30,"Alhambra","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",22,1318,0.00768,0.023383,0.041448,38172
2019-09-30,"Crown Heights","NY","New York-Newark-Jersey City","Kings County","New York",23,2411,0.003074,0.013129,0.018515,17573
2019-09-30,"Jamaica","NY","New York-Newark-Jersey City","Queens County","New York",24,2084,-0.002911,-0.013648,-0.034652,29695
2019-09-30,"Harlem","NY","New York-Newark-Jersey City","New York County","New York",25,2890,0.002699,0.01673,0.025299,15860
2019-09-30,"Roosevelt","CA","Fresno","Fresno County","Fresno",26,1156,0.007393,0.024597,0.07427,29036
2019-09-30,"East Side","TX","El Paso","El Paso County","El Paso",27,974,0.00425,0.011922,-0.007356,40562
2019-09-30,"Enterprise","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",28,1412,0.00686,0.021418,0.063844,72196
2019-09-30,"Williamsbridge","NY","New York-Newark-Jersey City","Bronx County","New York",29,1755,0.003884,-0.001531,0.009192,18804
2019-09-30,"East Harlem","NY","New York-Newark-Jersey City","New York County","New York",30,3095,-0.003933,-0.010759,0.026285,12003
2019-09-30,"North Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",31,2039,-0.004198,0.002964,0.082584,30468
2019-09-30,"South Mountain","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",32,1277,0.008886,0.027608,0.047987,37641
2019-09-30,"East San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",33,3041,-0.001358,0.001216,-0.020765,22132
2019-09-30,"Bushwick","NY","New York-Newark-Jersey City","Kings County","New York",34,2502,0.007368,0.025814,0.037712,20666
2019-09-30,"East Flatbush","NY","New York-Newark-Jersey City","Kings County","New York",35,2197,0.00571,0.020593,0.067057,18765
2019-09-30,"South Side","TX","Corpus Christi","Nueces County","Corpus Christi",36,1308,0.004812,0.025403,0.014095,36376
2019-09-30,"Alief","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",37,1235,0.001773,0.005255,-0.001822,23384
2019-09-30,"Corona","NY","New York-Newark-Jersey City","Queens County","New York",38,2183,0.002664,0.005998,-0.006067,15332
2019-09-30,"East Memphis-Colonial-Yorkshire","TN","Memphis","Shelby County","Memphis",39,1144,0.004159,0.024108,0.041494,42688
2019-09-30,"Sunset Park","NY","New York-Newark-Jersey City","Kings County","New York",40,2182,0.006297,0.019735,0.015185,11309
2019-09-30,"Concourse","NY","New York-Newark-Jersey City","Bronx County","New York",41,1959,0.028858,0.073775,0.192986,7043
2019-09-30,"Bullard","CA","Fresno","Fresno County","Fresno",42,1438,0.004411,0.013345,0.034078,33558
2019-09-30,"Southwest Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",43,1241,-0.006826,-0.021528,-0.024026,23591
2019-09-30,"Borough Park","NY","New York-Newark-Jersey City","Kings County","New York",44,2323,0.007019,0.021659,0.057674,10981
2019-09-30,"Bensonhurst","NY","New York-Newark-Jersey City","Kings County","New York",45,2106,0.006029,0.019295,0.038198,16734
2019-09-30,"Central City","TX","Corpus Christi","Nueces County","Corpus Christi",46,1112,-0.005056,-0.010285,-0.038306,27732
2019-09-30,"West San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",47,3410,-0.001907,-0.002317,-0.00275,24561
2019-09-30,"Elmhurst","NY","New York-Newark-Jersey City","Queens County","New York",48,2078,-0.000186,0.00095,-0.068331,19061
2019-09-30,"East","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",49,1249,-0.000958,-0.000085,0.004326,21163
2019-09-30,"South Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",50,1916,0.018855,0.036725,0.109313,24128
2019-09-30,"Blossom Valley","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",51,3066,0.000716,0.007335,-0.014963,26572
2019-09-30,"North Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",52,2211,-0.000072,0.001053,-0.020798,16388
2019-09-30,"Logan Square","IL","Chicago-Naperville-Elgin","Cook County","Chicago",53,1836,0.004261,0.024252,0.053372,17136
2019-09-30,"Sheepshead Bay","NY","New York-Newark-Jersey City","Kings County","New York",54,2159,0.007331,0.02456,0.047322,27802
2019-09-30,"South Bronx","NY","New York-Newark-Jersey City","Bronx County","New York",55,1954,0.006183,0.007942,-0.013852,4255
2019-09-30,"Soundview","NY","New York-Newark-Jersey City","Bronx County","New York",56,1824,-0.013321,-0.049232,-0.063653,7127
2019-09-30,"Willow Glen","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",57,3311,0.000018,0.006261,-0.003829,25913
2019-09-30,"Southeast","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",58,1567,0.003638,0.023721,0.035331,28127
2019-09-30,"Canarsie","NY","New York-Newark-Jersey City","Kings County","New York",59,2201,0.001841,0.010942,0.014715,16905
2019-09-30,"White Haven-Coro Lake","TN","Memphis","Shelby County","Memphis",60,802,0.004259,0.010853,0.010659,27993
2019-09-30,"Downtown","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",61,2952,-0.001788,0.00523,-0.00207,18702
2019-09-30,"Mid City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",62,3033,0.003187,0.004184,0.008936,16611
2019-09-30,"Northwest","TX","El Paso","El Paso County","El Paso",63,1114,0.005401,0.017348,0.022927,26341
2019-09-30,"Van Nuys","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",64,2505,0.005141,0.008383,-0.008897,11824
2019-09-30,"Preston Hollow","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",65,1584,0.000206,0.018891,0.091866,20905
2019-09-30,"Lower East Side","NY","New York-Newark-Jersey City","New York County","New York",66,3797,0.006886,0.018709,0.047496,12154
2019-09-30,"Estrella","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",67,1251,0.009356,0.033685,0.044181,23520
2019-09-30,"Sun Valley","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",68,2664,0.003386,0.00467,0.001204,17141
2019-09-30,"Northridge","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",69,2693,0.003941,0.01127,0.00484,19582
2019-09-30,"Flushing","NY","New York-Newark-Jersey City","Queens County","New York",70,2145,0.002706,0.004033,-0.02906,26989
2019-09-30,"Alafaya","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",71,1425,0.005147,0.012247,0.010677,29357
2019-09-30,"South Ozone Park","NY","New York-Newark-Jersey City","Queens County","New York",72,2206,0.00203,0.000073,0.010965,19194
2019-09-30,"Ahwatukee Foothills","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",73,1505,0.007926,0.029181,0.059342,32677
2019-09-30,"Sylmar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",74,2545,0.003758,0.009028,0.001816,18495
2019-09-30,"Boyle Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",75,2177,-0.001398,-0.002528,-0.091302,8395
2019-09-30,"Sharpstown","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",76,1229,0.002681,0.009936,-0.008459,13905
2019-09-30,"West","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",77,1440,0.00463,0.016139,0.01062,27966
2019-09-30,"North Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",78,2618,0.003715,0.004102,-0.022814,13331
2019-09-30,"San Pedro","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",79,2564,0.003187,0.002601,0.005457,20402
2019-09-30,"North Valley","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",80,3129,0.000944,0.011572,0.002427,18165
2019-09-30,"Evergreen","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",81,3292,-0.000891,0.006038,-0.003035,24895
2019-09-30,"Koreatown","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",82,2488,0.00015,0.011022,0.026202,6632
2019-09-30,"Woodland Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",83,2883,0.004057,0.003864,0.003668,25840
2019-09-30,"Eldridge - West Oaks","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",84,1381,0.000067,0.001979,-0.019486,17758
2019-09-30,"Sherman Oaks","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",85,2960,0.002863,0.002734,-0.013308,23107
2019-09-30,"Pacoima","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",86,2517,-0.001772,0.003327,-0.003401,12129
2019-09-30,"Murray Hill","NY","New York-Newark-Jersey City","Queens County","New York",87,2088,0.001972,0.000567,-0.052163,20556
2019-09-30,"Little Village","IL","Chicago-Naperville-Elgin","Cook County","Chicago",88,1421,0.001005,0.012405,0.000996,4462
2019-09-30,"North Raleigh","NC","Raleigh","Wake County","Raleigh",89,1274,0.002529,0.014239,0.020467,30210
2019-09-30,"Southwest","CA","San Diego-Carlsbad","San Diego County","Chula Vista",90,2318,0.006797,0.013669,0.035299,13475
2019-09-30,"Canyon Country","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Clarita",91,2688,0.004032,0.014642,0.020103,22287
2019-09-30,"Mira Mesa","CA","San Diego-Carlsbad","San Diego County","San Diego",92,2468,0.001894,0.009576,0.028584,23188
2019-09-30,"West Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",93,2357,-0.000035,-0.002341,-0.027389,10708
2019-09-30,"Far Rockaway","NY","New York-Newark-Jersey City","Queens County","New York",94,2161,0.003082,-0.007204,-0.009375,8782
2019-09-30,"Forest Hills","NY","New York-Newark-Jersey City","Queens County","New York",95,2046,0.000514,0.000646,-0.051563,45195
2019-09-30,"Cordova-Appling","TN","Memphis","Shelby County","Memphis",96,1150,0.000243,0.013333,0.032616,27383
2019-09-30,"Northwest Raleigh","NC","Raleigh","Wake County","Raleigh",97,1287,0.001309,0.014487,0.018746,28069
2019-09-30,"Valencia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Clarita",98,2589,0.000511,0.014326,0.027303,24916
2019-09-30,"Westlake","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",99,2520,0.000408,0.003887,0.005524,4009
2019-09-30,"Reseda","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",100,2646,0.004997,0.010271,0.022723,15728
2019-09-30,"Ridgewood","NY","New York-Newark-Jersey City","Queens County","New York",101,2224,0.001023,0.001642,0.000365,10908
2019-09-30,"Clear Lake","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",102,1194,-0.003296,0.002798,0.035358,21734
2019-09-30,"Central Southwest","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",103,1305,-0.018421,-0.015387,-0.061943,20187
2019-09-30,"Northeast","TX","El Paso","El Paso County","El Paso",104,853,0.002187,0.003394,-0.00923,26985
2019-09-30,"Santurce","UT",,"Kane County","San Juan",105,997,0.002095,-0.005585,0.203487,15
2019-09-30,"West Rogers Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",106,1635,0.002109,0.011652,0.025452,15723
2019-09-30,"East Village","NY","New York-Newark-Jersey City","New York County","New York",107,3641,-0.004351,0.001768,0.092958,11871
2019-09-30,"South Dorchester","MA","Boston-Cambridge-Newton","Suffolk County","Boston",108,2670,0.008381,0.040383,0.088831,18921
2019-09-30,"Park Slope","NY","New York-Newark-Jersey City","Kings County","New York",109,2729,0.005049,0.010773,-0.001754,25061
2019-09-30,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby County","Memphis",110,958,0.007544,0.025268,0.012536,16634
2019-09-30,"South Belt - Ellington","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",111,1165,-0.000008,0.003143,-0.061949,15537
2019-09-30,"Panorama City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",112,2529,0.006595,0.012628,0.016663,8971
2019-09-30,"Jackson Heights","NY","New York-Newark-Jersey City","Queens County","New York",113,2023,0.000438,-0.003575,-0.091061,18989
2019-09-30,"Greater Fondren Southwest","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",114,1272,0.0044,0.009275,-0.019554,12765
2019-09-30,"Northeast Raleigh","NC","Raleigh","Wake County","Raleigh",115,1215,0.001513,0.010324,-0.010801,24030
2019-09-30,"Princess Anne","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",116,1634,0.004399,0.015566,0.016589,24905
2019-09-30,"Southeast Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",117,1342,0.005258,0.014311,0.034634,17299
2019-09-30,"Brentwood","NY","New York-Newark-Jersey City","Suffolk County","Town of Islip",118,2741,0.012686,0.026154,0.065448,1910
2019-09-30,"Midtown","TN","Memphis","Shelby County","Memphis",119,815,0.008202,0.035928,0.055686,24740
2019-09-30,"Midwood","NY","New York-Newark-Jersey City","Kings County","New York",120,2074,0.002287,0.011181,0.014298,12534
2019-09-30,"Centennial Hills","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",121,1436,0.002588,0.001762,0.047124,31075
2019-09-30,"East Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",122,1426,0.003999,0.015183,0.03214,21544
2019-09-30,"East Elmhurst","NY","New York-Newark-Jersey City","Queens County","New York",123,2165,-0.000364,-0.000036,-0.018566,17549
2019-09-30,"Northeast Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",124,1524,0.003383,0.014982,0.019034,21459
2019-09-30,"Gravesend","NY","New York-Newark-Jersey City","Kings County","New York",125,2063,0.004749,0.013324,0.008142,12991
2019-09-30,"Kingwood","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",126,1312,0.000557,0.004545,-0.027433,22416
2019-09-30,"Bath Beach","NY","New York-Newark-Jersey City","Kings County","New York",127,2135,0.007011,0.018821,0.032287,15033
2019-09-30,"Oak Cliff","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",128,1312,0.000425,0.005031,0.050745,10914
2019-09-30,"Central Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",129,1380,0.00749,0.024035,0.028983,20002
2019-09-30,"Valley Glen","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",130,2670,0.003473,0.004307,-0.01174,11090
2019-09-30,"Ozone Park","NY","New York-Newark-Jersey City","Queens County","New York",131,2189,-0.000222,-0.002177,0.006878,13933
2019-09-30,"Northside-Northline","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",132,1289,0.00798,0.019813,0.011922,11660
2019-09-30,"Flagami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",133,1761,0.002895,0.011309,0.040215,14498
2019-09-30,"Richmond Hill","NY","New York-Newark-Jersey City","Queens County","New York",134,2115,0.000057,-0.00426,-0.006498,11201
2019-09-30,"North Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",135,2563,0.009212,0.016229,0.01995,10990
2019-09-30,"Woodward Park","CA","Fresno","Fresno County","Fresno",136,1601,0.004917,0.012719,0.040749,21022
2019-09-30,"Brownsville","NY","New York-Newark-Jersey City","Kings County","New York",137,2092,0.004404,0.018149,0.055351,5272
2019-09-30,"Flatlands","NY","New York-Newark-Jersey City","Kings County","New York",138,2195,0.003408,0.01322,0.066905,14031
2019-09-30,"Okolona","KY","Louisville/Jefferson County","Jefferson County","Louisville",139,959,0.008889,0.027383,0.024147,15081
2019-09-30,"Laveen","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",140,1337,0.012614,0.041678,0.046926,21025
2019-09-30,"Little Havana","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",141,1691,0.003801,0.014806,0.0458,8717
2019-09-30,"Gramercy","NY","New York-Newark-Jersey City","New York County","New York",142,3456,0.005495,0.005487,-0.000316,24229
2019-09-30,"South Austin","IL","Chicago-Naperville-Elgin","Cook County","Chicago",143,1338,-0.002262,-0.000841,-0.073269,6640
2019-09-30,"The Heights","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",144,2086,0.014999,0.043342,0.02586,5947
2019-09-30,"Tremont","NY","New York-Newark-Jersey City","Bronx County","New York",145,1737,0.012513,0.029328,0.036141,1441
2019-09-30,"Mclane","CA","Fresno","Fresno County","Fresno",146,1202,0.003351,0.012646,0.051318,14428
2019-09-30,"Roxbury","MA","Boston-Cambridge-Newton","Suffolk County","Boston",147,2872,0.004777,0.028234,0.081993,7326
2019-09-30,"Central City","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",148,1336,0.007692,0.030494,0.058546,12499
2019-09-30,"Hoover","CA","Fresno","Fresno County","Fresno",149,1316,0.002319,0.007365,0.046196,12756
2019-09-30,"Lone Mountain","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",150,1429,0.004021,0.016504,0.063416,21681
2019-09-30,"Parkway","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",151,1576,0.006866,0.022829,0.036661,12512
2019-09-30,"Kensington","NY","New York-Newark-Jersey City","Kings County","New York",152,2170,0.009423,0.017911,0.013726,11308
2019-09-30,"Albany Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",153,1645,0.002643,0.016119,0.025477,9657
2019-09-30,"Wilmington","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",154,2305,-0.003061,-0.008304,-0.02789,7459
2019-09-30,"Lake Highlands","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",155,1323,0.005254,0.015432,0.036742,11636
2019-09-30,"Canoga Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",156,2559,0.00573,0.011508,0.01863,7775
2019-09-30,"Encanto","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",157,1399,0.009773,0.034138,0.07049,20434
2019-09-30,"Uptown","IL","Chicago-Naperville-Elgin","Cook County","Chicago",158,1748,0.003708,0.019246,-0.003148,18280
2019-09-30,"Westwood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",159,4305,0.003415,0.010027,0.059701,12451
2019-09-30,"Raleigh","TN","Memphis","Shelby County","Memphis",160,833,-0.002706,0.005568,0.017799,16059
2019-09-30,"Kempsville","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",161,1424,0.001442,0.011836,0.019229,20668
2019-09-30,"Lake View","IL","Chicago-Naperville-Elgin","Cook County","Chicago",162,2035,0.006076,0.033904,0.037462,26652
2019-09-30,"Fresno High Roeding","CA","Fresno","Fresno County","Fresno",163,1150,0.010727,0.032023,0.06215,15330
2019-09-30,"Central City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",164,2362,-0.023301,-0.02315,-0.04964,5099
2019-09-30,"Bedford Park","NY","New York-Newark-Jersey City","Bronx County","New York",165,1719,0.010565,0.016626,0.006555,5855
2019-09-30,"West","CA","Fresno","Fresno County","Fresno",166,1271,0.007848,0.022348,0.047815,13993
2019-09-30,"Queens Village","NY","New York-Newark-Jersey City","Queens County","New York",167,2088,-0.001338,-0.009525,-0.050289,16839
2019-09-30,"Fairgrounds","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",168,2928,-0.000364,0.005857,-0.032801,10316
2019-09-30,"Mott Haven","NY","New York-Newark-Jersey City","Bronx County","New York",169,1942,0.011543,0.031377,0.080126,1284
2019-09-30,"Rogers Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",170,1524,0.000087,0.00181,-0.027513,14370
2019-09-30,"Casas Adobes","AZ","Tucson","Pima County","Tucson",171,1311,0.002373,0.018032,0.045257,19778
2019-09-30,"Maspeth","NY","New York-Newark-Jersey City","Queens County","New York",172,2185,-0.002101,-0.002679,-0.006766,14898
2019-09-30,"Bay Ridge","NY","New York-Newark-Jersey City","Kings County","New York",173,2090,0.00423,0.013322,0.030705,15990
2019-09-30,"University Heights","NY","New York-Newark-Jersey City","Bronx County","New York",174,1790,0.022623,0.041141,0.072116,3689
2019-09-30,"Northwest","CA","San Diego-Carlsbad","San Diego County","Chula Vista",175,2312,0.002183,0.019397,0.06419,10201
2019-09-30,"Northeast Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",176,2502,0.000173,0.004651,0.006776,9923
2019-09-30,"Michael Way","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",177,1218,0.004002,0.021879,0.056376,14981
2019-09-30,"Greater Uptown","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",178,1811,-0.004937,-0.006364,0.001425,27444
2019-09-30,"Golfcrest - Bellfort - Reveille","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",179,1226,0.00241,0.000131,-0.032009,10454
2019-09-30,"Highland Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",180,2280,0.00426,0.007565,-0.033229,9356
2019-09-30,"Outer Sunset","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",181,4030,0.007279,0.022044,-0.005852,12661
2019-09-30,"Oxford Circle","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",182,1175,0.001686,0.009704,0.040024,14472
2019-09-30,"Granada Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",183,2666,0.004242,0.01085,0.015905,16208
2019-09-30,"Cambrian Park","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",184,3348,-0.001485,0.00107,-0.011014,16401
2019-09-30,"Oak Lawn","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",185,1734,0.002756,0.019849,0.036366,34700
2019-09-30,"University City","CA","San Diego-Carlsbad","San Diego County","San Diego",186,2733,0.007956,0.029289,0.044356,13985
2019-09-30,"Woodside","NY","New York-Newark-Jersey City","Queens County","New York",187,2111,0.003698,0.006381,-0.036271,12434
2019-09-30,"Hamilton Heights","NY","New York-Newark-Jersey City","New York County","New York",188,2641,-0.004224,-0.012262,-0.06506,4285
2019-09-30,"Alameda - West Flagler","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",189,1816,0.001947,0.009286,0.029059,12538
2019-09-30,"Desert View","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",190,1985,-0.000322,0.017284,0.141913,22689
2019-09-30,"Bayside","NY","New York-Newark-Jersey City","Queens County","New York",191,2187,0.002985,0.000723,-0.025124,20525
2019-09-30,"Southwest","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",192,1374,0.002863,0.006656,-0.01742,19262
2019-09-30,"Rancho Penasquitos","CA","San Diego-Carlsbad","San Diego County","San Diego",193,2444,-0.003007,0.008761,0.016811,15580
2019-09-30,"Winnetka","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",194,2774,0.004612,0.009431,0.03235,12428
2019-09-30,"Woodlake - Briarmeadow","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",195,1356,0.001143,0.0073,-0.002282,11520
2019-09-30,"Summerlin North","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",196,1603,0.005698,0.021782,0.086988,27424
2019-09-30,"Downtown","TN","Memphis","Shelby County","Memphis",197,741,0.008972,0.025251,0.00117,17067
2019-09-30,"Lake Balboa","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",198,2603,0.003697,0.006334,-0.015332,10466
2019-09-30,"Memorial","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",199,1694,0.001674,0.002741,0.006546,18801
2019-09-30,"Encino","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",200,2992,0.005125,0.006735,-0.002602,17191
2019-09-30,"Greenville","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",201,1700,0.00099,0.001981,0.001365,5062
2019-09-30,"Chelsea","NY","New York-Newark-Jersey City","New York County","New York",202,3728,0.014021,0.029098,0.076318,22398
2019-09-30,"Fordham","NY","New York-Newark-Jersey City","Bronx County","New York",203,1690,0.01097,0.029661,0.021444,1644
2019-09-30,"Gresham","IL","Chicago-Naperville-Elgin","Cook County","Chicago",204,1214,0.0009,0.002114,-0.033164,11080
2019-09-30,"Brighton Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",205,1457,-0.001329,0.008951,-0.002034,4568
