"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-09-30,"South India Mound","MO","Kansas City","Jackson County","Kansas City",4442,793,0.00035,0.007011,0.065217,1876
2019-09-30,"Rio Vista","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",4443,1839,0.00745,0.055588,0.139492,1641
2019-09-30,"Westlake","WA","Seattle-Tacoma-Bellevue","King County","Seattle",4444,2353,0.006931,0.032314,0.034638,2348
2019-09-30,"Deer Park","KY","Louisville/Jefferson County","Jefferson County","Louisville",4445,1131,-0.014221,-0.02441,-0.052577,1673
2019-09-30,"Image","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",4446,1676,0.006451,0.017775,0.014019,1446
2019-09-30,"Southmoreland","MO","Kansas City","Jackson County","Kansas City",4447,1331,-0.00256,0.011911,0.030654,1557
2019-09-30,"Central Manchester","CT","Hartford-West Hartford-East Hartford","Hartford County","Manchester",4448,1255,0.002702,0.017402,0.020996,2062
2019-09-30,"North Beach","CA","San Diego-Carlsbad","San Diego County","Carlsbad",4449,2940,-0.003625,0.000063,0.063169,1667
2019-09-30,"Arrow Head Acres","NV","Las Vegas-Henderson-Paradise","Clark County","North Las Vegas",4450,1329,0.016848,0.045052,0.082078,865
2019-09-30,"Brook Oaks","TX","Waco","McLennan County","Waco",4451,818,-0.021434,-0.03615,0.011356,1329
2019-09-30,"Rainbow","MO","Kansas City","Jackson County","Independence",4452,989,-0.00092,0.002225,0.027836,1311
2019-09-30,"Hillman City","WA","Seattle-Tacoma-Bellevue","King County","Seattle",4453,2128,0.006243,0.030372,0.00988,1081
2019-09-30,"West Albany","OH","Columbus","Franklin County","Columbus",4454,1593,0.004075,0.015594,0.032375,3453
2019-09-30,"Valverde","CO","Denver-Aurora-Lakewood","Denver County","Denver",4455,1948,0.006017,0.021862,0.036422,976
2019-09-30,"Downtown","UT","Ogden-Clearfield","Weber County","Ogden",4456,1051,-0.007689,0.006747,0.014987,1689
2019-09-30,"Twin City","IA","Omaha-Council Bluffs","Pottawattamie County","Council Bluffs",4457,1232,0.071654,0.125286,0.20347,141
2019-09-30,"Mirrormont","WA","Seattle-Tacoma-Bellevue","King County","Issaquah",4458,1839,0.003714,0.013726,0.027114,1712
2019-09-30,"Price's Run","DE","Philadelphia-Camden-Wilmington","New Castle County","Wilmington",4459,1090,0.000086,0.030794,0.105102,1569
2019-09-30,"Northeast","IN","South Bend-Mishawaka","Saint Joseph County","South Bend",4460,1181,-0.005454,0.018638,-0.015245,1873
2019-09-30,"Chelsea Village","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",4461,1644,0.005242,0.019313,0.044205,176
2019-09-30,"Red Arrow","WI","Chicago-Naperville-Elgin","Kenosha County","Kenosha",4462,1103,-0.001291,-0.000518,0.092058,860
2019-09-30,"Pecan Park","FL","Jacksonville","Duval County","Jacksonville",4463,1220,-0.004899,0.008339,0.078239,2524
2019-09-30,"Romans Park- Arapahoe Acres","CO","Denver-Aurora-Lakewood","Arapahoe County","Englewood",4464,2257,-0.010837,-0.020719,-0.012494,1097
2019-09-30,"Irish Channel","LA","New Orleans-Metairie","Orleans Parish","New Orleans",4465,1692,-0.005527,0.001249,0.0239,375
2019-09-30,"The Cape","FL","Jacksonville","Duval County","Jacksonville",4466,1427,-0.001183,0.031323,0.09539,3055
2019-09-30,"Meyer Park","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Tempe",4467,1418,0.01165,0.034544,0.054139,1180
2019-09-30,"Casablanca","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",4468,1969,0.004872,0.017998,0.05492,1285
2019-09-30,"City Island","NY","New York-Newark-Jersey City","Bronx County","New York",4469,2025,0.00668,0.018116,0.005821,1638
2019-09-30,"Vamo","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",4470,1720,-0.002811,-0.004044,0.03591,2719
2019-09-30,"Mcpherson","CA","Napa","Napa County","Napa",4471,2755,0.002736,-0.002042,0.027362,985
2019-09-30,"Regency","FL","Jacksonville","Duval County","Jacksonville",4472,1234,0.004055,0.014485,0.047508,1882
2019-09-30,"Castlemont","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",4473,2639,0.001881,0.002123,0.007268,842
2019-09-30,"Bayshore","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",4474,2885,0.021156,0.069774,0.141369,4190
2019-09-30,"Central","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Brooklyn Park",4475,1407,-0.005125,-0.009995,0.020005,942
2019-09-30,"Mussertown","PA","Lancaster","Lancaster County","Lancaster Township",4476,1027,0.007113,0.030211,0.029111,814
2019-09-30,"Wakefield","AR","Little Rock-North Little Rock-Conway","Pulaski County","Little Rock",4477,707,0.003984,0.016798,0.035581,2297
2019-09-30,"Downtown","TX","Dallas-Fort Worth-Arlington","Dallas County","Irving",4478,1253,-0.013091,-0.04407,-0.021504,869
2019-09-30,"Sandpointe","CA","Los Angeles-Long Beach-Anaheim","Orange County","Santa Ana",4479,2558,0.00078,-0.004291,-0.031023,920
2019-09-30,"Chandler Ginning","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",4480,1729,0.006258,0.030354,0,223
2019-09-30,"Ardenwald","OR","Portland-Vancouver-Hillsboro","Clackamas County","Milwaukie",4481,1405,0.019026,0.045963,-0.041002,1212
2019-09-30,"Gregory Heights","WA","Seattle-Tacoma-Bellevue","King County","Burien",4482,2004,0.008887,0.029504,0.025123,1867
2019-09-30,"Burr Oaks","WI","Madison","Dane County","Madison",4483,1096,0.024599,0.039407,0.048146,266
2019-09-30,"Sedge Lake Garden","NC","Winston-Salem","Forsyth County","Winston-Salem",4484,1347,0.013542,0.061544,0.147434,192
2019-09-30,"Pebbel Creek Estates","NC","Winston-Salem","Forsyth County","Winston-Salem",4485,1265,0.005987,0.026018,0.052545,84
2019-09-30,"River Oaks","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",4486,1545,-0.000336,0.007735,0.012079,2279
2019-09-30,"North Riverdale","OH","Dayton","Montgomery County","Dayton",4487,670,0.003051,0.008585,-0.009745,1917
2019-09-30,"Old Hill","MA","Springfield","Hampden County","Springfield",4488,1214,0.012962,0.01241,-0.026346,872
2019-09-30,"Near Northwest","IN","South Bend-Mishawaka","Saint Joseph County","South Bend",4489,761,-0.000557,0.015008,0.031931,1683
2019-09-30,"Harrington","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",4490,2609,0.008336,0.031589,0.050118,698
2019-09-30,"Sylvan Park","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",4491,1657,0.002808,0.017212,0.01432,2474
2019-09-30,"Wildwood Park","CA","Riverside-San Bernardino-Ontario","San Bernardino County","San Bernardino",4492,1646,0.006362,0.012897,0.031413,1177
2019-09-30,"Riverside Park","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",4493,1700,-0.000813,-0.002045,0.015382,1508
2019-09-30,"UMC","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",4494,1362,0.006327,0.010379,0.10923,881
2019-09-30,"Murray Hill","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",4495,1185,0.002477,0.029496,0.038731,907
2019-09-30,"Fassnight","MO","Springfield","Greene County","Springfield",4496,714,0.002932,0.018868,0.05245,1283
2019-09-30,"South Pointe","CA","Riverside-San Bernardino-Ontario","San Bernardino County","San Bernardino",4497,1738,0.00691,0.017585,0.029142,687
2019-09-30,"Greenwood","TN","Clarksville","Montgomery County","Clarksville",4498,809,0.007212,0.021555,-0.023644,1779
2019-09-30,"6th Ward","PA","Allentown-Bethlehem-Easton","Lehigh County","Allentown",4499,1187,0.010799,0.03407,0.031601,1061
2019-09-30,"Covell Park","CA","Sacramento--Roseville--Arden-Arcade","Yolo County","Davis",4500,2438,0.006848,0.013298,0.056356,1164
2019-09-30,"Birmingham","OH","Toledo","Lucas County","Toledo",4501,702,-0.003015,-0.004943,0.011941,1269
2019-09-30,"Peachtree Heights West","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",4502,2238,0.005526,0.014849,0.102464,3689
2019-09-30,"Kensington","FL","Pensacola-Ferry Pass-Brent","Escambia County","Pensacola",4503,998,0.009635,0.010558,0.006272,1582
2019-09-30,"Sherwood Forest","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",4504,1760,0.001095,0.02454,0.119993,1568
2019-09-30,"Audobon-Bon Harbor","KY","Owensboro","Daviess County","Owensboro",4505,755,-0.006774,-0.033784,-0.101544,1117
2019-09-30,"Nor Este","NM","Albuquerque","Bernalillo County","Albuquerque",4506,1456,0.008163,0.018067,0.108656,1934
2019-09-30,"Salem Village","OH","Columbus","Franklin County","Columbus",4507,1094,0.003986,0.009277,0.02851,1018
2019-09-30,"Goose Island","IL","Chicago-Naperville-Elgin","Cook County","Chicago",4508,2537,0.00569,0.028792,0.047695,3383
2019-09-30,"Fairview","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",4509,993,0.011848,0.069437,0.128527,1488
2019-09-30,"Interlake","WA","Seattle-Tacoma-Bellevue","King County","Bellevue",4510,2616,0.003324,0.023601,0.082543,1579
2019-09-30,"Greenwood & Hamilton","NJ","Trenton","Mercer County","Trenton",4511,1308,0.006572,0.041801,0.046459,886
2019-09-30,"Westside","IN","South Bend-Mishawaka","Saint Joseph County","South Bend",4512,696,0.003988,0.007268,0.012411,1303
2019-09-30,"Bowmanville","IL","Chicago-Naperville-Elgin","Cook County","Chicago",4513,1905,0.004751,0.031601,0.058095,1125
2019-09-30,"Mallory Creek","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Jupiter",4514,2899,0.019405,0.099316,0.065732,655
2019-09-30,"Camelot","TX","Dallas-Fort Worth-Arlington","Dallas County","Garland",4515,1619,0.003645,0.021132,0.042002,1712
2019-09-30,"Stuyvesant-Prospect","NJ","Trenton","Mercer County","Trenton",4516,1226,-0.002212,-0.004414,0.026851,1163
2019-09-30,"Country Club Estates","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Plantation",4517,1629,-0.000682,0.004749,0.005055,1815
2019-09-30,"East End","ME","Portland-South Portland","Cumberland County","Portland",4518,2075,0.000041,-0.005295,0.050378,1523
2019-09-30,"Beach Park","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",4519,1676,0.005921,0.020238,-0.041694,2117
2019-09-30,"Nashboro Village","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",4520,1308,0.000845,-0.000048,0.0083,1108
2019-09-30,"Iveywood","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",4521,2478,-0.005116,-0.002323,-0.009373,966
2019-09-30,"Ellwanger-Barry","NY","Rochester","Monroe County","Rochester",4522,1187,0.002737,0.005447,0.010099,1482
2019-09-30,"Creekside","CA","Riverside-San Bernardino-Ontario","Riverside County","Moreno Valley",4523,1866,0.016058,0.036993,0.108343,1219
2019-09-30,"Westgate","ND","Fargo","Cass County","Fargo",4524,840,-0.016246,-0.058983,-0.132687,673
2019-09-30,"East Carollton","LA","New Orleans-Metairie","Orleans Parish","New Orleans",4525,1518,-0.000115,0.013338,-0.008267,328
2019-09-30,"Homestead Heights","NY","Rochester","Monroe County","Rochester",4526,877,-0.007859,0.009887,0.054682,1246
2019-09-30,"Corcoran","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",4527,1414,-0.002577,-0.00248,-0.028245,1267
2019-09-30,"Bordeaux","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",4528,1507,-0.03403,-0.033956,-0.02327,1389
2019-09-30,"Marina Area","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",4529,3032,0.003078,-0.000299,-0.001167,2040
2019-09-30,"Chosewood Park","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",4530,1357,0.003913,0.009218,0.027481,604
2019-09-30,"Provo Bay","UT","Provo-Orem","Utah County","Provo",4531,1293,0.000479,-0.021414,-0.002626,769
2019-09-30,"Central Business District","CO","Denver-Aurora-Lakewood","Denver County","Denver",4532,2116,0.001316,0.005736,0.029145,2530
2019-09-30,"Greenfield Avenue","WI","Milwaukee-Waukesha-West Allis","Waukesha County","New Berlin",4533,1382,-0.006005,-0.025761,0.043564,1782
2019-09-30,"Desoto Lakes","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",4534,1709,-0.001839,0.000725,0.025892,1529
2019-09-30,"North Delridge","WA","Seattle-Tacoma-Bellevue","King County","Seattle",4535,2132,0.000861,0.004614,0.016313,2030
2019-09-30,"Belaire","TX","San Angelo","Tom Green County","San Angelo",4536,1087,0.000464,0.042512,-0.02088,1416
2019-09-30,"Kenwood Park","IA","Cedar Rapids","Linn County","Cedar Rapids",4537,851,-0.012706,-0.02061,-0.075553,1667
2019-09-30,"Griers Fork","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",4538,1394,0.004809,0.013849,0.034721,1515
2019-09-30,"Mardego Hills","IN","Fort Wayne","Allen County","Fort Wayne",4539,1228,0.0069,0.033202,-0.000236,68
2019-09-30,"Oakmont","IN","Fort Wayne","Allen County","Fort Wayne",4540,1701,0.018768,0.055104,0.071341,31
2019-09-30,"Woodmont Ridge","IN","Fort Wayne","Allen County","Fort Wayne",4541,2312,0.040628,0.15345,0.069836,55
2019-09-30,"Valley Place","IN","Fort Wayne","Allen County","Fort Wayne",4542,2330,0.03843,0.142691,0.301095,39
2019-09-30,"North Highlands","LA","Shreveport-Bossier City","Caddo Parish","Shreveport",4543,810,0.0094,0.013183,-0.01061,120
2019-09-30,"Sharon Heights","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",4544,4882,0.007518,0.041037,0.106105,1692
2019-09-30,"Derry Dell","OR","Portland-Vancouver-Hillsboro","Washington County","Tigard",4545,1624,0.012951,0.020571,-0.082869,1313
2019-09-30,"Broadmoor","CA","San Francisco-Oakland-Hayward","Alameda County","San Leandro",4546,2663,-0.003846,-0.007915,-0.003444,1417
2019-09-30,"Banksville","PA","Pittsburgh","Allegheny County","Pittsburgh",4547,1193,-0.002723,0.011435,0.020148,1320
2019-09-30,"Oriole Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",4548,1529,-0.006038,0.00877,-0.020897,1846
2019-09-30,"Middle River Terrace","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",4549,1469,0.001836,0.006694,0.007477,1678
2019-09-30,"Planeview United","KS","Wichita","Sedgwick County","Wichita",4550,716,-0.003672,0.010818,0.03641,971
2019-09-30,"Squak Mountain","WA","Seattle-Tacoma-Bellevue","King County","Issaquah",4551,2215,0.002775,0.023608,0.042164,1993
2019-09-30,"Sonora","NM","Albuquerque","Bernalillo County","Albuquerque",4552,1842,-0.007988,-0.022559,0.040655,73
2019-09-30,"West Portland Park","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",4553,1673,0.014748,0.04757,0.041369,1323
2019-09-30,"Pleasant View","NM","Albuquerque","Bernalillo County","Albuquerque",4554,1147,0.006264,0.027908,0.024898,14
2019-09-30,"Carmel","NM","Albuquerque","Bernalillo County","Albuquerque",4555,1643,0.003774,0.021953,0.048236,32
2019-09-30,"White City","FL","Port St. Lucie","Saint Lucie County","Fort Pierce",4556,1549,0.002259,0.012116,0.003576,1751
2019-09-30,"Elizabeth Park Valley","OH","Akron","Summit County","Akron",4557,710,-0.002606,-0.005154,0.015229,1159
2019-09-30,"East End","WV","Charleston","Kanawha County","Charleston",4558,812,-0.01402,-0.033625,-0.035718,1476
2019-09-30,"Tower Triangle","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",4559,1696,-0.000583,0.005894,0.045198,1703
2019-09-30,"Oakland City","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",4560,1233,0.005114,0.010785,0.065583,1818
2019-09-30,"Yalecrest","UT","Salt Lake City","Salt Lake County","Salt Lake City",4561,1864,-0.004459,0.006092,0.078442,1709
2019-09-30,"Old Kensington","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",4562,1737,0.000841,0.015802,0.088452,2287
2019-09-30,"Cordova Vineyards","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Rancho Cordova",4563,1779,0.006396,0.015078,0.051226,1111
2019-09-30,"Franklin","UT","Provo-Orem","Utah County","Provo",4564,1183,0.015534,0.04072,0.067093,814
2019-09-30,"Bayou St. John","LA","New Orleans-Metairie","Orleans Parish","New Orleans",4565,1506,-0.007575,0.004953,0.045321,396
2019-09-30,"Kabrich Crescent","VA","Blacksburg-Christiansburg-Radford","Montgomery County","Blacksburg",4566,1275,-0.012773,-0.020732,0.128219,450
2019-09-30,"Westwood","MI","Detroit-Warren-Dearborn","Wayne County","Dearborn",4567,1077,0.003639,0.013528,0.015924,2104
2019-09-30,"Maidu","CA","Sacramento--Roseville--Arden-Arcade","Placer County","Roseville",4568,2316,0.003284,0.021955,0.046746,1206
2019-09-30,"Stonegate","CA","Bakersfield","Kern County","Bakersfield",4569,1271,-0.013332,-0.016021,0.045094,1353
2019-09-30,"Sanger Heights","TX","Waco","McLennan County","Waco",4570,804,-0.015488,-0.022163,-0.008045,1060
2019-09-30,"Industrial District","MN","Minneapolis-St. Paul-Bloomington","Dakota County","Apple Valley",4571,1749,0.006058,0.025562,-0.05105,1559
2019-09-30,"Dongan Hills","NY","New York-Newark-Jersey City","Richmond County","New York",4572,2085,0.008548,0.008807,0.060513,1451
2019-09-30,"Central Business District","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",4573,1475,0.000537,0.001298,-0.004058,4325
2019-09-30,"Trilogy","CA","Riverside-San Bernardino-Ontario","Riverside County","Corona",4574,2324,0.000908,-0.004676,0.012268,3726
2019-09-30,"Glenfair","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",4575,1442,0.006965,0.004838,-0.056176,551
2019-09-30,"Fort Washington","PA","Philadelphia-Camden-Wilmington","Montgomery County","Upper Dublin Township",4576,2003,0.06151,0.094423,-0.070334,1227
2019-09-30,"Reichlieu","AL","Mobile","Mobile County","Mobile",4577,1011,0.027125,0.051884,0.111726,1091
2019-09-30,"Oakford Park","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",4578,1712,0.000078,0.004632,0.04187,881
2019-09-30,"Bonham","TX","San Angelo","Tom Green County","San Angelo",4579,1505,-0.012496,-0.010121,0.006294,2127
2019-09-30,"Conrad Gardens","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","West Allis",4580,931,-0.02586,-0.077954,-0.135836,99
2019-09-30,"West Plaza","MO","Kansas City","Jackson County","Kansas City",4581,1285,-0.004187,-0.001538,0.052414,2246
2019-09-30,"San Marin","CA","San Francisco-Oakland-Hayward","Marin County","Novato",4582,3507,0.001704,-0.004548,0.007999,1286
2019-09-30,"Melrose Highlands","MA","Boston-Cambridge-Newton","Middlesex County","Melrose",4583,2471,0.005772,0.02828,0.058655,1580
2019-09-30,"Penrose","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",4584,1140,0.003615,0.020479,0.03548,1444
2019-09-30,"Oakridge-Greenbrier","WV","Charleston","Kanawha County","Charleston",4585,780,-0.012577,-0.013434,-0.008776,1600
2019-09-30,"South Campus","WI","Madison","Dane County","Madison",4586,1539,-0.03022,-0.087477,-0.178896,71
2019-09-30,"East Hampton North","NY","New York-Newark-Jersey City","Suffolk County","East Hampton",4587,26644,0.008871,0.011838,0.012552,879
2019-09-30,"Oakmore","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",4588,3116,0.003106,0.018214,0.017627,1396
2019-09-30,"Shady Oaks","TX","San Antonio-New Braunfels","Bexar County","San Antonio",4589,1391,-0.00063,-0.000099,0.005394,742
2019-09-30,"Southridge","TX","Dallas-Fort Worth-Arlington","Denton County","Denton",4590,1620,0.001408,0.012937,0.04339,1279
2019-09-30,"Cresthaven","CA","Sacramento--Roseville--Arden-Arcade","Placer County","Roseville",4591,1910,0.001576,-0.002462,0.016204,1214
2019-09-30,"Northside","IA","Iowa City","Johnson County","Iowa City",4592,1286,-0.000402,-0.010577,-0.006506,1140
2019-09-30,"Sunny Ridge","FL","Pensacola-Ferry Pass-Brent","Escambia County","Pensacola",4593,923,0.011739,0.041828,0.050897,1370
2019-09-30,"Oakman Grove","MI","Detroit-Warren-Dearborn","Wayne County","Dearborn",4594,889,0.007205,0.019172,0.037764,1363
2019-09-30,"Orangeburg","NY","New York-Newark-Jersey City","Rockland County","Orangetown",4595,2231,0.027865,0.075022,0.043644,1179
2019-09-30,"Merchants","MA","Providence-Warwick","Bristol County","Fall River",4596,1175,0.012175,0.034369,0.101635,479
2019-09-30,"Northeast","VA","Harrisonburg","Harrisonburg City","Harrisonburg",4597,1034,0.005839,0.005682,0.03437,1266
2019-09-30,"Poplar Grove","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",4598,1209,0.003097,0.023905,0.050547,1982
2019-09-30,"Park Circle","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",4599,1139,0.002463,0.015054,-0.044111,974
2019-09-30,"Fordson","MI","Detroit-Warren-Dearborn","Wayne County","Dearborn",4600,1120,0.006272,0.032358,0.079736,1115
2019-09-30,"West Minnehaha","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",4601,1436,0.009227,0.030455,-0.015454,1363
2019-09-30,"Stop Six","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",4602,1186,0.001352,0.004508,0.022364,1729
2019-09-30,"Oliver","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",4603,1108,0.000683,0.006614,-0.05112,1869
2019-09-30,"Benton Park","MO","St. Louis","Saint Louis City","Saint Louis",4604,980,0.007339,0.033594,0.052485,1840
2019-09-30,"Merritt","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",4605,2903,0.004117,-0.000722,0.009313,392
2019-09-30,"Lowry Hill","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",4606,1983,-0.001476,0.002563,-0.073086,1479
2019-09-30,"Burnt Bridge Creek","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",4607,1793,0.002204,0.021542,0.044659,1779
2019-09-30,"Crafton Heights","PA","Pittsburgh","Allegheny County","Pittsburgh",4608,1011,-0.003081,-0.012333,0.034689,1469
2019-09-30,"Fairfields","LA","Baton Rouge","East Baton Rouge Parish","Baton Rouge",4609,905,-0.003122,0.017944,-0.038915,174
2019-09-30,"Northwest Everett","WA","Seattle-Tacoma-Bellevue","Snohomish County","Everett",4610,1942,-0.001618,0.010239,0.050816,1709
2019-09-30,"Triangle","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",4611,834,0.00423,0.021053,0.088845,1340
2019-09-30,"El Dorado - Oates Prairie","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",4612,1308,0.0004,0.009265,0.005714,705
2019-09-30,"Parkview Hills","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",4613,1577,0.007995,0.033669,0.154114,1597
2019-09-30,"Linwood","OR","Portland-Vancouver-Hillsboro","Clackamas County","Milwaukie",4614,1988,0.005876,0.027251,0.042011,1260
2019-09-30,"University District","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",4615,945,0.005151,0.027333,0.116299,1257
2019-09-30,"Sunland Village","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4616,1413,0.011904,0.037524,0.085306,2717
2019-09-30,"Port Ivory","NY","New York-Newark-Jersey City","Richmond County","New York",4617,2139,0.022118,0.045273,0.028274,956
2019-09-30,"Prentis Park","VA","Virginia Beach-Norfolk-Newport News","Portsmouth City","Portsmouth",4618,1015,0.011402,0.028728,0.007977,1718
2019-09-30,"Marigny","LA","New Orleans-Metairie","Orleans Parish","New Orleans",4619,1494,0.000352,0.002909,0.01191,316
2019-09-30,"Sehome","WA","Bellingham","Whatcom County","Bellingham",4620,1488,0.015186,0.039839,0.06945,837
2019-09-30,"Valhalla","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",4621,823,0.010675,0.039676,0.035965,668
2019-09-30,"West University","AZ","Tucson","Pima County","Tucson",4622,1182,-0.002708,0.021126,0.075854,865
2019-09-30,"Starlite","WI","Green Bay","Brown County","Green Bay",4623,901,-0.005881,-0.014057,0.039827,17
2019-09-30,"Aldale Acres","IN","Fort Wayne","Allen County","Fort Wayne",4624,1030,-0.012667,-0.009043,-0.000699,52
2019-09-30,"Hampton Village","IN","Fort Wayne","Allen County","Fort Wayne",4625,1376,0.000866,0.028038,0.038663,163
2019-09-30,"Fallen Timbers","IN","Fort Wayne","Allen County","Fort Wayne",4626,2206,0.012771,0.02381,0,52
2019-09-30,"Hickory Glen","IN","Fort Wayne","Allen County","Fort Wayne",4627,1163,0.005458,0.023404,-0.044292,162
2019-09-30,"Limberlost Acres","IN","Fort Wayne","Allen County","Fort Wayne",4628,1230,0.007091,0.038662,0.052284,69
2019-09-30,"Lima Meadows","IN","Fort Wayne","Allen County","Fort Wayne",4629,1237,0.005602,0.03153,0.065968,53
2019-09-30,"Northwest Passage","IN","Fort Wayne","Allen County","Fort Wayne",4630,1798,0.036188,0.122211,0.146988,80
2019-09-30,"Bowers","CT","Hartford-West Hartford-East Hartford","Hartford County","Manchester",4631,1248,0.002379,0.012797,0.02401,2957
2019-09-30,"Lansing","OR","Salem","Marion County","Salem",4632,1355,0.012223,0.030282,0.087179,1355
2019-09-30,"Kenny","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",4633,1940,0.003795,0.006178,0.057295,1620
2019-09-30,"Westchester","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",4634,1226,0.004337,0.016539,0.078646,1247
2019-09-30,"Westgate","TX","Austin-Round Rock","Travis County","Austin",4635,1654,0.006838,0.022525,0.054497,1197
2019-09-30,"Sea Air","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Oxnard",4636,2505,0.001536,0.01339,0.017741,887
2019-09-30,"Wyandotte","KY","Louisville/Jefferson County","Jefferson County","Louisville",4637,821,-0.003496,-0.002433,0.003227,1858
2019-09-30,"Bergen Beach","NY","New York-Newark-Jersey City","Kings County","New York",4638,2176,0.00118,0.005074,0.011178,1516
2019-09-30,"Stevens Square","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",4639,1341,-0.004927,-0.006521,-0.003955,902
2019-09-30,"Bayside","WA","Seattle-Tacoma-Bellevue","Snohomish County","Everett",4640,1618,-0.000707,0.006844,0.005795,1566
2019-09-30,"Downtown","TX","Waco","McLennan County","Waco",4641,873,-0.00333,-0.012457,0.01278,619
2019-09-30,"West End","LA","New Orleans-Metairie","Orleans Parish","New Orleans",4642,1583,0.018142,0.012448,-0.002441,322
2019-09-30,"Northwood Hills","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","West Palm Beach",4643,1449,-0.001978,0.011955,0.014591,1176
2019-09-30,"Tiffany Park","TX","College Station-Bryan","Brazos County","Bryan",4644,1962,-0.01046,-0.028986,-0.070704,126
2019-09-30,"Aviation Sub.","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",4645,847,0.001609,0.010291,0.033462,1455
2019-09-30,"Worthington Highlands","OH","Columbus","Franklin County","Columbus",4646,1077,-0.003768,-0.009866,-0.015705,942
2019-09-30,"College Town","LA","Baton Rouge","East Baton Rouge Parish","Baton Rouge",4647,1358,0.006507,0.027434,0.064389,571
