"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-09-30,"Fredericksburg","TX","Fredericksburg","Gillespie County",2591,1521,-0.005942,-0.002054,0.048023,8733
2019-09-30,"La Grange","KY","Louisville/Jefferson County","Oldham County",2592,1479,0.003572,-0.00139,0.065799,6622
2019-09-30,"Upper Macungie Township","PA","Allentown-Bethlehem-Easton","Lehigh County",2593,1400,0.007138,0.000589,-0.039729,8427
2019-09-30,"Willoughby","OH","Cleveland-Elyria","Lake County",2594,1101,0.000676,-0.011638,0.001047,8460
2019-09-30,"East Hempfield Township","PA","Lancaster","Lancaster County",2595,1288,0.004704,0.013577,0.022542,7397
2019-09-30,"Canfield","OH","Youngstown-Warren-Boardman","Mahoning County",2596,1026,0.003909,0.024548,0.06437,8909
2019-09-30,"Benbrook","TX","Dallas-Fort Worth-Arlington","Tarrant County",2597,1384,0.003077,0.016489,0.017899,9272
2019-09-30,"Ardmore","OK","Ardmore","Carter County",2598,825,-0.009874,-0.011194,0.00532,9706
2019-09-30,"Beaver Dam","WI","Beaver Dam","Dodge County",2599,1046,0.002302,0.026327,0.09727,267
2019-09-30,"Sunnyside","WA","Yakima","Yakima County",2600,1116,-0.001938,0.00977,0.18764,4676
2019-09-30,"Newport","NC","Morehead City","Carteret County",2601,1219,0.002203,0.027306,0.111346,6671
2019-09-30,"Guilford","CT","New Haven-Milford","New Haven County",2602,1452,-0.001506,-0.012336,-0.073924,18651
2019-09-30,"Harvey","IL","Chicago-Naperville-Elgin","Cook County",2603,1343,0.001182,0.013654,0.042777,8157
2019-09-30,"Brookhaven","MS","Brookhaven","Lincoln County",2604,867,-0.000116,0.00801,-0.007639,361
2019-09-30,"Chalmette","LA","New Orleans-Metairie","Saint Bernard Parish",2605,1013,-0.001167,0.024273,-0.206193,656
2019-09-30,"Machesney Park","IL","Rockford","Winnebago County",2606,915,-0.004259,-0.01949,0.018516,8667
2019-09-30,"Olmsted Falls","OH","Cleveland-Elyria","Cuyahoga County",2607,1145,0.001642,0.014567,0.033502,8208
2019-09-30,"Buckhannon","WV",,"Upshur County",2608,934,-0.00653,0.007892,0.010724,8132
2019-09-30,"Saint Marys","GA","St. Marys","Camden County",2609,1125,0.003864,0.035833,0.075718,9294
2019-09-30,"Avon","OH","Cleveland-Elyria","Lorain County",2610,1411,0.014928,0.054905,0.082292,8817
2019-09-30,"Hudson","OH","Akron","Summit County",2611,1823,0.015544,0.049622,0.097919,7865
2019-09-30,"Gatesville","TX","Killeen-Temple","Coryell County",2612,927,0.010208,0.010582,0.074127,6055
2019-09-30,"Town of Niskayuna","NY","Albany-Schenectady-Troy","Schenectady County",2613,1273,-0.029702,-0.03609,-0.107222,8385
2019-09-30,"Elgin","SC","Columbia","Kershaw County",2614,1127,0.002763,0.00647,-0.004191,7883
2019-09-30,"Camden","SC","Columbia","Kershaw County",2615,1178,0.0061,0.009631,0.043699,4533
2019-09-30,"Connersville","IN","Connersville","Fayette County",2616,823,-0.008198,0.007798,0.04644,8805
2019-09-30,"Marianna","FL",,"Jackson County",2617,805,-0.04946,-0.195711,-0.012212,5305
2019-09-30,"New Brighton","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",2618,1441,0.005018,0.014576,0.00491,7096
2019-09-30,"Wright","FL","Crestview-Fort Walton Beach-Destin","Okaloosa County",2619,1245,0.01516,0.06847,0.106129,801
2019-09-30,"Chardon","OH","Cleveland-Elyria","Geauga County",2620,1331,0.018938,0.034199,0.021831,8241
2019-09-30,"Belton","MO","Kansas City","Cass County",2621,1013,0.012787,0.039674,0.053158,9000
2019-09-30,"Stony Brook","NY","New York-Newark-Jersey City","Suffolk County",2622,2679,-0.006899,-0.019441,-0.059917,5465
2019-09-30,"Aberdeen","WA","Aberdeen","Grays Harbor County",2623,1076,0.031362,0.070559,0.168066,7536
2019-09-30,"Barnegat Township","NJ","New York-Newark-Jersey City","Ocean County",2624,1693,0.006385,0.021744,0.016257,10154
2019-09-30,"Kenmore","WA","Seattle-Tacoma-Bellevue","King County",2625,2249,-0.000145,0.004694,0.00105,8348
2019-09-30,"Boiling Springs","SC","Spartanburg","Spartanburg County",2626,987,-0.02444,0.005842,0.040946,10397
2019-09-30,"Maryland Heights","MO","St. Louis","Saint Louis County",2627,1135,0.003781,0.011049,0.025119,8136
2019-09-30,"Valley Center","CA","San Diego-Carlsbad","San Diego County",2628,2595,0.008047,0.048333,0.088127,5966
2019-09-30,"Temperance","MI","Monroe","Monroe County",2629,1201,0.022324,0.057105,0.055418,3214
2019-09-30,"Lewisburg","TN","Lewisburg","Marshall County",2630,1123,-0.002556,0.005401,0.052454,7951
2019-09-30,"Bethpage","NY","New York-Newark-Jersey City","Nassau County",2631,2603,0.002658,0.007121,-0.019998,7827
2019-09-30,"Hingham","MA","Boston-Cambridge-Newton","Plymouth County",2632,2536,-0.002777,0.01259,0.038957,8120
2019-09-30,"Liberal","KS","Liberal","Seward County",2633,796,0.003577,0.009121,-0.022909,5372
2019-09-30,"American Canyon","CA","Napa","Napa County",2634,2543,-0.006025,-0.005639,0.021948,5533
2019-09-30,"Centerville","OH","Dayton","Montgomery County",2635,1236,-0.006113,0.007319,0.075845,9582
2019-09-30,"Villa Park","IL","Chicago-Naperville-Elgin","DuPage County",2636,1742,0.011639,0.043448,0.057924,6993
2019-09-30,"Fayetteville","TN",,"Lincoln County",2637,1062,0.00655,0.035644,0.077712,8678
2019-09-30,"Saline","MI","Ann Arbor","Washtenaw County",2638,1587,-0.037794,-0.033148,-0.058451,7004
2019-09-30,"Washington","MO","St. Louis","Franklin County",2639,852,0.027717,0.050564,-0.005912,8770
2019-09-30,"Blythewood","SC","Columbia","Richland County",2640,1167,-0.013576,-0.057318,-0.036924,10983
2019-09-30,"Washougal","WA","Portland-Vancouver-Hillsboro","Clark County",2641,1545,0.010303,0.02685,-0.002632,8351
2019-09-30,"Theodore","AL","Mobile","Mobile County",2642,867,0.002731,0.018322,-0.003409,7676
2019-09-30,"Raritan Township","NJ","New York-Newark-Jersey City","Hunterdon County",2643,2289,0.005341,0.010477,0.014552,8979
2019-09-30,"Merchantville","NJ","Philadelphia-Camden-Wilmington","Camden County",2644,1448,-0.006704,-0.013692,-0.017953,7251
2019-09-30,"Lillington","NC","Dunn","Harnett County",2645,1087,0.015392,0.034021,-0.003297,7537
2019-09-30,"Mccandless Township","PA","Pittsburgh","Allegheny County",2646,1336,-0.004439,0.00255,0.012133,8494
2019-09-30,"East Liverpool","OH","Salem","Columbiana County",2647,760,0.005308,0.054352,0.049282,8103
2019-09-30,"North Plainfield","NJ","New York-Newark-Jersey City","Somerset County",2648,1906,0.003913,0.006774,0.002499,5651
2019-09-30,"Seaford","NY","New York-Newark-Jersey City","Nassau County",2649,2591,-0.01153,-0.001976,-0.017319,7941
2019-09-30,"Wilsonville","OR","Portland-Vancouver-Hillsboro","Clackamas County",2650,1775,0.003856,0.02118,-0.013381,9115
2019-09-30,"Hillsborough","NC","Durham-Chapel Hill","Orange County",2651,1269,-0.017178,-0.046373,0.015836,9664
2019-09-30,"Hamtramck","MI","Detroit-Warren-Dearborn","Wayne County",2652,851,0.007151,0.024084,0.033173,1312
2019-09-30,"Phelan","CA","Riverside-San Bernardino-Ontario","San Bernardino County",2653,1501,-0.010391,-0.023378,-0.016258,4841
2019-09-30,"Lawrenceburg","TN","Lawrenceburg","Lawrence County",2654,972,0.005824,0.023224,0.025389,8042
2019-09-30,"Madison","IN","Madison","Jefferson County",2655,940,0.00002,0.007296,0.09428,8114
2019-09-30,"Montville Township","NJ","New York-Newark-Jersey City","Morris County",2656,2279,0.020865,0.04845,0.023959,7938
2019-09-30,"West Carson","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2657,2464,0.002181,0.007343,-0.000794,6537
2019-09-30,"San Benito","TX","Brownsville-Harlingen","Cameron County",2658,840,-0.002044,-0.011546,0.046076,6083
2019-09-30,"Bixby","OK","Tulsa","Tulsa County",2659,1039,0.004866,0.02665,-0.056007,9584
2019-09-30,"Wilmington","OH","Wilmington","Clinton County",2660,996,0.001331,0.011097,0.039247,6698
2019-09-30,"Summit","NJ","New York-Newark-Jersey City","Union County",2661,2466,-0.001757,0.006293,0.023586,6971
2019-09-30,"Jacksonville","AL","Anniston-Oxford-Jacksonville","Calhoun County",2662,786,0.017932,0.058244,0.043187,6202
2019-09-30,"Town of Batavia","NY","Batavia","Genesee County",2663,1353,-0.004059,0.007943,0.009654,6947
2019-09-30,"Norton Shores","MI","Muskegon","Muskegon County",2664,935,0.009334,0.034067,0.077379,9409
2019-09-30,"Prairie Village","KS","Kansas City","Johnson County",2665,1868,0.001907,0.003302,0.010849,9581
2019-09-30,"Stoneham","MA","Boston-Cambridge-Newton","Middlesex County",2666,2384,0.003362,0.025376,0.050822,7741
2019-09-30,"Charlotte","MI","Lansing-East Lansing","Eaton County",2667,825,-0.010082,-0.020143,-0.226779,3821
2019-09-30,"South Euclid","OH","Cleveland-Elyria","Cuyahoga County",2668,1042,0.007008,0.012629,0.016615,10010
2019-09-30,"Centralia","IL","Centralia","Marion County",2669,934,0.003291,0.018151,-0.01171,2039
2019-09-30,"Socastee","SC","Myrtle Beach-Conway-North Myrtle Beach","Horry County",2670,1218,0.003926,0.015769,0.001129,8244
2019-09-30,"Manor","TX","Austin-Round Rock","Travis County",2671,1540,0.000009,0.010035,0.035895,8968
2019-09-30,"Maumelle","AR","Little Rock-North Little Rock-Conway","Pulaski County",2672,889,-0.005814,-0.004101,-0.000604,8302
2019-09-30,"Royse City","TX","Dallas-Fort Worth-Arlington","Rockwall County",2673,1436,0.003485,0.034952,0.007385,8172
2019-09-30,"Mattoon","IL","Charleston-Mattoon","Coles County",2674,612,-0.001952,-0.025251,-0.122159,291
2019-09-30,"McComb","MS","McComb","Pike County",2675,719,0.001086,-0.022497,-0.107458,7368
2019-09-30,"Farragut","TN","Knoxville","Knox County",2676,1565,-0.000202,-0.001005,0.05089,9613
2019-09-30,"Enterprise","AL","Enterprise","Coffee County",2677,929,0.010358,0.032055,0.020562,14764
2019-09-30,"Town Of Glenville","NY","Albany-Schenectady-Troy","Schenectady County",2678,1302,-0.013909,0.003415,-0.029571,8127
2019-09-30,"Duarte","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2679,2394,0.004822,0.014232,0.014128,5977
2019-09-30,"Baker","LA","Baton Rouge","East Baton Rouge Parish",2680,1027,-0.004262,-0.00278,-0.070613,2838
2019-09-30,"Defuniak Springs","FL","Crestview-Fort Walton Beach-Destin","Walton County",2681,1373,0.022801,0.004618,0.173977,5469
2019-09-30,"Sterling","IL","Sterling","Whiteside County",2682,1137,0.018361,0.081037,0.119046,463
2019-09-30,"Morris Township","NJ","New York-Newark-Jersey City","Morris County",2683,2498,0.011386,0.036525,0.007678,9079
2019-09-30,"Lake Hart","FL","Orlando-Kissimmee-Sanford","Orange County",2684,1749,-0.000623,-0.002216,-0.019729,535
2019-09-30,"Loma Linda","CA","Riverside-San Bernardino-Ontario","San Bernardino County",2685,1934,0.004183,0.012537,0.019532,5525
2019-09-30,"Ville Platte","LA",,"Evangeline Parish",2686,1059,-0.00641,-0.008527,0.024891,111
2019-09-30,"Morgan City","LA","Morgan City","Saint Mary Parish",2687,886,0.012185,-0.028007,-0.174072,532
2019-09-30,"Groveland","FL","Orlando-Kissimmee-Sanford","Lake County",2688,1348,-0.000481,0.018323,0.08157,7330
2019-09-30,"Peters Township","PA","Pittsburgh","Washington County",2689,1622,-0.006751,0.004572,-0.046198,8666
2019-09-30,"Havelock","NC","New Bern","Craven County",2690,927,-0.005103,-0.006332,0.023044,7008
2019-09-30,"Valinda","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2691,2416,0.003753,0.019642,0.036461,4721
2019-09-30,"Cordele","GA","Cordele","Crisp County",2692,938,-0.00312,-0.005458,-0.055492,6542
2019-09-30,"Marina","CA","Salinas","Monterey County",2693,2639,0.007723,0.033034,0.037576,5301
2019-09-30,"Fernley","NV","Fernley","Lyon County",2694,1443,0.004262,0.020301,0.02651,7485
2019-09-30,"Newtown Township","PA","Philadelphia-Camden-Wilmington","Bucks County",2695,1875,0.007744,0.024987,0.035483,8904
2019-09-30,"Macomb","IL","Macomb","McDonough County",2696,693,0.000211,-0.004805,-0.029045,5266
2019-09-30,"Willowbrook","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2697,2385,0.012305,0.010048,-0.011697,4783
2019-09-30,"Auburn Hills","MI","Detroit-Warren-Dearborn","Oakland County",2698,1251,-0.00205,0.016006,0.023092,6371
2019-09-30,"Toccoa","GA","Toccoa","Stephens County",2699,1076,0.000403,0.01162,0.082399,9146
2019-09-30,"Hercules","CA","San Francisco-Oakland-Hayward","Contra Costa County",2700,2745,0.008427,0.018515,0.031141,17149
2019-09-30,"Watertown","CT","Torrington","Litchfield County",2701,1203,0.009456,0.010431,0.02668,8812
2019-09-30,"Town Of Greenburgh","NY","New York-Newark-Jersey City","Westchester County",2702,2431,0.001041,0.00148,0.005418,5333
2019-09-30,"Roselle","NJ","New York-Newark-Jersey City","Union County",2703,1789,0.011094,0.025294,0.013709,5921
2019-09-30,"West Deptford Township","NJ","Philadelphia-Camden-Wilmington","Gloucester County",2704,1461,-0.003718,-0.010447,0.0035,7265
2019-09-30,"Helotes","TX","San Antonio-New Braunfels","Bexar County",2705,1535,-0.009602,-0.048203,-0.043602,5244
2019-09-30,"Newport","TN","Newport","Cocke County",2706,968,0.005262,0.032582,0.103802,7107
2019-09-30,"Bedford","NH","Manchester-Nashua","Hillsborough County",2707,1812,0.003474,0.019995,0.079823,7640
2019-09-30,"Darien","CT","Bridgeport-Stamford-Norwalk","Fairfield County",2708,2662,0.010859,0.034512,-0.006953,7210
2019-09-30,"Jenks","OK","Tulsa","Tulsa County",2709,970,0.001715,0.013353,0.001169,9683
2019-09-30,"Hillside","NJ","New York-Newark-Jersey City","Union County",2710,1827,-0.001548,0.00297,0.00463,5964
2019-09-30,"Wareham","MA","Boston-Cambridge-Newton","Plymouth County",2711,1848,0.013562,0.041772,0.040246,10937
2019-09-30,"Siloam Springs","AR","Fayetteville-Springdale-Rogers","Benton County",2712,983,-0.001819,0.003172,0.011518,4248
2019-09-30,"Los Alamitos","CA","Los Angeles-Long Beach-Anaheim","Orange County",2713,2694,0.003341,0.005932,-0.008452,6292
2019-09-30,"Citrus Ridge","FL","Orlando-Kissimmee-Sanford","Osceola County",2714,1511,0.007141,0.032909,0.050862,28030
2019-09-30,"Mulberry","FL","Lakeland-Winter Haven","Polk County",2715,1205,-0.002666,0.005567,0.069692,7084
2019-09-30,"Lyndhurst","NJ","New York-Newark-Jersey City","Bergen County",2716,1926,0.003444,0.014114,-0.004752,5904
2019-09-30,"Portsmouth","NH","Boston-Cambridge-Newton","Rockingham County",2717,2327,0.007703,0.032371,0.049443,8707
2019-09-30,"Town of Horseheads","NY","Elmira","Chemung County",2718,937,0.015182,-0.00741,-0.122029,7375
2019-09-30,"Town of Fishkill","NY","New York-Newark-Jersey City","Dutchess County",2719,1874,0.012488,0.037426,0.063373,7887
2019-09-30,"Charles Town","WV","Washington-Arlington-Alexandria","Jefferson County",2720,1374,0.005716,0.02107,0.031859,9358
2019-09-30,"Springboro","OH","Cincinnati","Warren County",2721,1419,-0.001455,0.013499,-0.004652,9456
2019-09-30,"Sun City Center","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",2722,1410,0.00372,0.004724,0.046417,18831
2019-09-30,"Blue Island","IL","Chicago-Naperville-Elgin","Cook County",2723,1324,0.002673,0.007725,0.008909,5425
2019-09-30,"Morris","IL","Chicago-Naperville-Elgin","Grundy County",2724,1204,0.004218,0.003066,-0.007922,6451
2019-09-30,"Floresville","TX","San Antonio-New Braunfels","Wilson County",2725,1290,0.025081,0.044969,-0.051341,5078
2019-09-30,"Hayesville","OR","Salem","Marion County",2726,1429,0.010265,0.017218,0.065407,4615
2019-09-30,"Monroe Township","NJ","Philadelphia-Camden-Wilmington","Gloucester County",2727,1533,0.00377,0.010314,0.011187,6477
2019-09-30,"Dyer","IN","Chicago-Naperville-Elgin","Lake County",2728,1354,0.009444,0.011998,-0.016893,8227
2019-09-30,"Clinton","UT","Ogden-Clearfield","Davis County",2729,1468,0.006133,0.025487,-0.032646,6930
2019-09-30,"Blythe","CA","Riverside-San Bernardino-Ontario","Riverside County",2730,1742,0.017772,0.046554,0.124435,3617
2019-09-30,"Ludlow","MA","Springfield","Hampden County",2731,1242,0.000513,0.000335,0.009335,7506
2019-09-30,"Town of New Windsor","NY","New York-Newark-Jersey City","Orange County",2732,1621,0.002295,0.003613,-0.002002,7697
2019-09-30,"Jefferson Township","NJ","New York-Newark-Jersey City","Morris County",2733,1812,0.00072,0.013216,-0.023454,8713
2019-09-30,"Hurricane","WV","Huntington-Ashland","Putnam County",2734,987,0.018569,0.04754,0.040469,8414
2019-09-30,"Biddeford","ME","Portland-South Portland","York County",2735,1439,0.002993,0.043261,0.053569,6691
2019-09-30,"Oxford","MI","Detroit-Warren-Dearborn","Oakland County",2736,1465,-0.004044,-0.003194,-0.020751,8428
2019-09-30,"Chapin","SC","Columbia","Lexington County",2737,1298,-0.003176,-0.005134,-0.023068,10445
2019-09-30,"Ives Estates","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",2738,1866,-0.00247,-0.001882,0.038438,10798
2019-09-30,"Del City","OK","Oklahoma City","Oklahoma County",2739,754,0.00178,0.015899,0.008899,8829
2019-09-30,"Glen Mills","PA","Philadelphia-Camden-Wilmington","Delaware County",2740,1910,0.069665,0.107737,0.073225,6504
2019-09-30,"Syracuse","UT","Ogden-Clearfield","Davis County",2741,1579,0.000362,0.016591,0.022202,8980
2019-09-30,"Mountain Brook","AL","Birmingham-Hoover","Jefferson County",2742,2008,-0.012384,-0.012139,-0.068168,8621
2019-09-30,"De Soto","MO","St. Louis","Jefferson County",2743,822,-0.006234,-0.050585,-0.058885,7719
2019-09-30,"Kuna","ID","Boise City","Ada County",2744,1383,0.010592,0.028155,0.061396,9192
2019-09-30,"Twentynine Palms","CA","Riverside-San Bernardino-Ontario","San Bernardino County",2745,992,-0.000234,0.017727,0.040268,8503
2019-09-30,"Shorewood","IL","Chicago-Naperville-Elgin","Will County",2746,1573,0.004515,0.019581,0.019436,4646
2019-09-30,"Franklin Park","IL","Chicago-Naperville-Elgin","Cook County",2747,1457,-0.001562,0.004752,-0.028695,5785
2019-09-30,"Town Of Somers","NY","New York-Newark-Jersey City","Westchester County",2748,2493,0.00646,-0.004885,-0.047827,8953
2019-09-30,"Tukwila","WA","Seattle-Tacoma-Bellevue","King County",2749,1695,0.004882,0.015291,0.01842,5064
2019-09-30,"Carol City","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",2750,1866,0.000899,0.001271,0.017575,5398
2019-09-30,"Fallon","NV","Fallon","Churchill County",2751,1423,0.001934,0.01657,0.047705,6473
2019-09-30,"Salmon Creek","WA","Portland-Vancouver-Hillsboro","Clark County",2752,1656,0.000594,0.008702,0.044101,525
2019-09-30,"Morrison","CO","Denver-Aurora-Lakewood","Jefferson County",2753,1756,0.001398,0.002954,-0.0787,6977
2019-09-30,"Arnold","MD","Baltimore-Columbia-Towson","Anne Arundel County",2754,2066,0.013949,0.027593,-0.007406,8560
2019-09-30,"Cheney","WA","Spokane-Spokane Valley","Spokane County",2755,1177,-0.001356,-0.005944,0.027368,5926
2019-09-30,"West Columbia","SC","Columbia","Lexington County",2756,1065,0.002417,0.027345,0.065036,6932
2019-09-30,"Berlin","CT","Hartford-West Hartford-East Hartford","Hartford County",2757,1291,0.003362,0.007142,0.004635,8243
2019-09-30,"Dallas","OR","Salem","Polk County",2758,1442,0.0211,0.038233,0.000603,7087
2019-09-30,"Town of Canandaigua","NY","Rochester","Ontario County",2759,1186,0.007106,-0.003781,0.020041,7517
2019-09-30,"Fort Payne","AL","Fort Payne","De Kalb County",2760,817,0.009461,0.031282,-0.079179,6269
2019-09-30,"Canal Winchester","OH","Columbus","Franklin County",2761,1265,-0.006948,-0.025948,-0.024993,5545
2019-09-30,"Golden Valley","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",2762,1510,-0.003754,-0.001497,0.022524,8693
2019-09-30,"West and East Lealman","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",2763,1221,0.00329,0.011921,0.010728,7440
2019-09-30,"Edgewater","MD","Baltimore-Columbia-Towson","Anne Arundel County",2764,2097,0.007043,0.036505,0.073591,8258
2019-09-30,"Murrysville","PA","Pittsburgh","Westmoreland County",2765,1152,0.00718,0.040707,0.11528,3978
2019-09-30,"Jasper","IN","Jasper","Dubois County",2766,896,-0.016983,-0.039887,-0.048122,8527
2019-09-30,"Dolton","IL","Chicago-Naperville-Elgin","Cook County",2767,1249,0.001159,0.00564,0.004581,8437
2019-09-30,"Loves Park","IL","Rockford","Winnebago County",2768,1022,0.003584,0.000018,0.048029,8176
2019-09-30,"Minooka","IL","Chicago-Naperville-Elgin","Grundy County",2769,1523,0.006712,0.026078,0.054736,4016
2019-09-30,"La Canada Flintridge","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2770,3122,0.000751,0.004265,-0.053871,7278
2019-09-30,"Syosset","NY","New York-Newark-Jersey City","Nassau County",2771,2951,0.009247,0.003966,-0.031514,8006
2019-09-30,"Lawrenceburg","KY","Frankfort","Anderson County",2772,959,0.002692,0.008641,0.013046,4919
2019-09-30,"Johnstown","PA","Johnstown","Cambria County",2773,583,0.012318,0.030687,-0.022261,4373
2019-09-30,"Weirton","WV","Weirton-Steubenville","Hancock County",2774,776,0.011793,0.019281,0.074684,8581
2019-09-30,"Oak Ridge","FL","Orlando-Kissimmee-Sanford","Orange County",2775,1302,0.000091,0.007671,0.044032,4107
2019-09-30,"Stanwood","WA","Seattle-Tacoma-Bellevue","Snohomish County",2776,1698,-0.011108,-0.012421,-0.026891,8401
2019-09-30,"Fulton","MO","Jefferson City","Callaway County",2777,753,0.00456,-0.006096,-0.062658,7656
2019-09-30,"Lake Placid","FL","Sebring","Highlands County",2778,1048,-0.001725,-0.004959,-0.01178,10603
2019-09-30,"New Hope","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",2779,1437,-0.003005,-0.004438,0.046391,6257
2019-09-30,"Pascagoula","MS","Gulfport-Biloxi-Pascagoula","Jackson County",2780,913,-0.002055,-0.004259,-0.027609,6738
2019-09-30,"Bainbridge","GA","Bainbridge","Decatur County",2781,1104,0.006715,0.050551,0.104402,7835
2019-09-30,"Hatfield Township","PA","Philadelphia-Camden-Wilmington","Montgomery County",2782,1521,-0.001088,0.018873,0.050692,6156
2019-09-30,"Pikeville","KY",,"Pike County",2783,818,-0.005891,-0.012026,-0.006664,6981
2019-09-30,"Westerly","RI","Providence-Warwick","Washington County",2784,1405,-0.000067,0.028518,0.04997,11499
2019-09-30,"Enumclaw","WA","Seattle-Tacoma-Bellevue","King County",2785,1811,-0.00196,0.006212,0.001094,7831
2019-09-30,"Greater Northdale","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",2786,1556,0.002471,0.015824,0.085324,7837
2019-09-30,"La Plata","MD","Washington-Arlington-Alexandria","Charles County",2787,1851,0.00293,0.003097,0.005348,7750
2019-09-30,"Lino Lakes","MN","Minneapolis-St. Paul-Bloomington","Anoka County",2788,1540,0.001732,0.007615,0.016469,7421
2019-09-30,"West Puente Valley","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2789,2358,0.00736,0.01588,0.019315,4836
2019-09-30,"Belmont","NC","Charlotte-Concord-Gastonia","Gaston County",2790,1238,0.011977,0.049023,0.05331,9246
2019-09-30,"Petal","MS","Hattiesburg","Forrest County",2791,939,-0.007868,0.007211,0.093325,7441
2019-09-30,"Ferndale","WA","Bellingham","Whatcom County",2792,1498,-0.000938,-0.004667,0.031663,7676
2019-09-30,"Avon Lake","OH","Cleveland-Elyria","Lorain County",2793,1440,0.010545,0.040441,0.054687,9989
2019-09-30,"Palisades Park","NJ","New York-Newark-Jersey City","Bergen County",2794,2333,0.00011,0.005049,0.018288,3969
2019-09-30,"East Ridge","TN","Chattanooga","Hamilton County",2795,1054,-0.008898,-0.037813,0.075728,7910
2019-09-30,"South Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Dakota County",2796,1273,-0.00106,-0.002579,-0.019523,7159
2019-09-30,"Rigby","ID","Idaho Falls","Jefferson County",2797,1075,0.013429,0.016972,0.02257,6704
2019-09-30,"Onondaga","NY","Syracuse","Onondaga County",2798,1248,0.008036,0.050524,-0.058567,6598
2019-09-30,"Fountain Inn","SC","Greenville-Anderson-Mauldin","Laurens County",2799,1100,-0.009664,0.01762,-0.075099,3208
2019-09-30,"Sparta Township","NJ","New York-Newark-Jersey City","Sussex County",2800,1898,0.002321,0.006209,-0.011525,9075
2019-09-30,"Lafayette","CO","Boulder","Boulder County",2801,1859,0.004063,0.009406,0.017416,11093
2019-09-30,"Chehalis","WA","Centralia","Lewis County",2802,1190,0.00379,0.023299,0.038734,6856
2019-09-30,"Mill Creek","WA","Seattle-Tacoma-Bellevue","Snohomish County",2803,2200,0.00106,0.0098,0.008015,9564
2019-09-30,"Deerfield","IL","Chicago-Naperville-Elgin","Lake County",2804,2206,-0.001777,0.004307,0.031011,9010
2019-09-30,"Newport","RI","Providence-Warwick","Newport County",2805,2188,-0.00075,0.002741,0.040198,12739
2019-09-30,"Ferguson","MO","St. Louis","Saint Louis County",2806,832,-0.002518,-0.003488,-0.066552,7445
2019-09-30,"Susanville","CA","Susanville","Lassen County",2807,1305,-0.064907,-0.152008,-0.083309,5579
2019-09-30,"Key West","FL","Key West","Monroe County",2808,3088,-0.004209,-0.037249,-0.071446,10673
2019-09-30,"Rogersville","TN","Kingsport-Bristol-Bristol","Hawkins County",2809,951,-0.00621,0.017632,0.074522,7154
2019-09-30,"Dewitt","MI","Lansing-East Lansing","Clinton County",2810,1299,-0.024479,-0.016844,-0.049169,6712
2019-09-30,"Panama City Beach","FL","Panama City","Bay County",2811,2088,-0.01086,0.004972,0.35062,33228
2019-09-30,"Mount Washington","KY","Louisville/Jefferson County","Bullitt County",2812,1125,-0.003293,0.008355,0.058827,6060
2019-09-30,"The Dalles","OR","The Dalles","Wasco County",2813,1348,-0.000302,-0.009363,0.00943,7704
2019-09-30,"Radnor Township","PA","Philadelphia-Camden-Wilmington","Delaware County",2814,2342,0.033053,0.04507,-0.030173,5190
2019-09-30,"Bryn Mawr","PA","Philadelphia-Camden-Wilmington","Delaware County",2815,2042,0.012589,0.028084,0.053084,6383
2019-09-30,"Jerome","ID","Twin Falls","Jerome County",2816,1064,0.005103,0.02001,0.090614,5628
2019-09-30,"Pinckney","MI","Detroit-Warren-Dearborn","Livingston County",2817,1715,0.002289,0.001778,0.024682,9079
2019-09-30,"Kerman","CA","Fresno","Fresno County",2818,1270,0.011115,0.031704,0.071784,3571
2019-09-30,"Bluefield","WV","Bluefield","Mercer County",2819,556,-0.001432,-0.022142,-0.230357,7582
2019-09-30,"Rosamond","CA","Bakersfield","Kern County",2820,1223,0.014128,0.023044,0.0466,5513
2019-09-30,"Amelia","OH","Cincinnati","Clermont County",2821,1009,-0.01197,-0.004936,0.02398,6993
2019-09-30,"Walker","LA","Baton Rouge","Livingston Parish",2822,1227,0.014315,0.039067,0.071614,880
2019-09-30,"Blairsville","GA",,"Union County",2823,1323,0.008844,0.024013,0.048651,15090
2019-09-30,"South El Monte","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2824,2257,0.001006,0.009446,-0.057087,3093
2019-09-30,"Berlin","MD","Salisbury","Worcester County",2825,1427,0.000978,0.019075,0.025376,13697
