"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-09-30,"Edisto Beach","SC",,"Colleton County",13796,1555,-0.003653,-0.011042,-0.010979,3743
2019-09-30,"Laotto","IN","Kendallville","Noble County",13797,1047,0.00306,0.014381,0.067373,651
2019-09-30,"Flomaton","AL","Atmore","Escambia County",13798,903,-0.004898,0.057195,0.081768,1100
2019-09-30,"Ashippun","WI","Beaver Dam","Dodge County",13799,1221,0,0,0,4
2019-09-30,"Darlington Township","PA","Pittsburgh","Beaver County",13800,907,-0.002698,0.033325,0.040828,733
2019-09-30,"Eielson AFB","AK","Fairbanks","Fairbanks North Star Borough",13801,1542,-0.000152,-0.001061,-0.03585,7
2019-09-30,"Arnold","CA",,"Calaveras County",13802,1539,0.01315,0.033734,-0.022946,7324
2019-09-30,"Machias","ME",,"Washington County",13803,1171,-0.006466,-0.006382,0.06175,732
2019-09-30,"Lakeland","MN","Minneapolis-St. Paul-Bloomington","Washington County",13804,1856,-0.007848,0.01611,0.005792,753
2019-09-30,"Onondaga","MI","Lansing-East Lansing","Ingham County",13805,865,-0.006848,-0.009032,-0.120286,252
2019-09-30,"Buckner","MO","Kansas City","Jackson County",13806,919,0.001763,0.011261,0.034458,1039
2019-09-30,"Lake Arrowhead","ME","Portland-South Portland","York County",13807,1454,0.024947,0.088773,0.058203,356
2019-09-30,"Crane Hill","AL","Cullman","Cullman County",13808,986,-0.006365,-0.08726,-0.107672,1176
2019-09-30,"Bristol","NY","Rochester","Ontario County",13809,1290,-0.004876,-0.030019,0.038208,940
2019-09-30,"Moonachie","NJ","New York-Newark-Jersey City","Bergen County",13810,2645,0.012719,0.048949,0.050062,805
2019-09-30,"Hamden","OH",,"Vinton County",13811,864,0.012461,0.029943,0.034737,507
2019-09-30,"Shafer","MN","Minneapolis-St. Paul-Bloomington","Chisago County",13812,1430,0.000041,-0.001642,0.015887,774
2019-09-30,"Riverdale","MI","Alma","Gratiot County",13813,865,0.004207,0.023526,0.040036,101
2019-09-30,"Stoneboro","PA","Youngstown-Warren-Boardman","Mercer County",13814,668,0.009474,0.002464,-0.095661,42
2019-09-30,"North East","NY","New York-Newark-Jersey City","Dutchess County",13815,1857,-0.029278,-0.006095,0.061832,1086
2019-09-30,"Maharishi Vedic City","IA","Fairfield","Jefferson County",13816,1011,0.004807,0.044516,-0.028232,104
2019-09-30,"East Camden","AR","Camden","Ouachita County",13817,828,0.004229,0.019224,0.091462,291
2019-09-30,"Thunderbolt","GA","Savannah","Chatham County",13818,1332,-0.00295,0.009981,0.035225,926
2019-09-30,"Webster","MN","Faribault-Northfield","Rice County",13819,1495,0.001738,-0.065465,-0.188317,818
2019-09-30,"Beaufort","MO","St. Louis","Franklin County",13820,829,0.035469,0.058945,-0.054816,687
2019-09-30,"Ashland","NH","Claremont-Lebanon","Grafton County",13821,1581,0.006594,0.063715,0.127921,1057
2019-09-30,"Montrose","GA","Dublin","Laurens County",13822,996,0.014356,0.104798,0.157912,59
2019-09-30,"Buffalo","KS",,"Wilson County",13823,802,-0.016027,-0.016201,0.00649,198
2019-09-30,"Dixfield","ME",,"Oxford County",13824,1110,-0.025387,-0.053624,-0.055088,270
2019-09-30,"Hagerman","NM","Roswell","Chaves County",13825,919,-0.028456,-0.07195,0.045056,295
2019-09-30,"Annapolis","MO",,"Iron County",13826,816,0.002912,0.014648,0.090215,598
2019-09-30,"Pomaria","SC","Newberry","Newberry County",13827,1375,0.000291,0.039969,0.106899,285
2019-09-30,"West Bath","ME","Portland-South Portland","Sagadahoc County",13828,1476,-0.005557,-0.01507,-0.04544,949
2019-09-30,"Gibbsboro","NJ","Philadelphia-Camden-Wilmington","Camden County",13829,1568,0.008588,0.027054,-0.001302,839
2019-09-30,"Kensington","NH","Boston-Cambridge-Newton","Rockingham County",13830,1886,-0.003063,0.007757,-0.028495,748
2019-09-30,"Brinckerhoff","NY","New York-Newark-Jersey City","Dutchess County",13831,2140,-0.000805,0.050787,0.101246,1041
2019-09-30,"Tollhouse","CA","Fresno","Fresno County",13832,1529,-0.005529,-0.010621,0.019675,531
2019-09-30,"Thorndale","TX",,"Milam County",13833,1294,-0.000451,0.009387,0.021527,509
2019-09-30,"Lake Waccamaw","NC",,"Columbus County",13834,1258,0.004694,0.020878,0.053474,1228
2019-09-30,"Negley","OH","Salem","Columbiana County",13835,759,0.005278,0.032127,-0.023721,541
2019-09-30,"Broad Run","VA","Washington-Arlington-Alexandria","Fauquier County",13836,1962,0.002368,0.01116,-0.031079,648
2019-09-30,"Vincent","OH","Marietta","Washington County",13837,985,-0.018882,-0.005931,-0.043502,755
2019-09-30,"Bethany Beach","DE","Salisbury","Sussex County",13838,1727,-0.017173,0.016546,0.091555,4512
2019-09-30,"Blackstock","SC","Charlotte-Concord-Gastonia","Chester County",13839,932,-0.006552,0.026362,-0.048391,69
2019-09-30,"Hide A Way","TX","Tyler","Smith County",13840,1358,-0.002239,0.028287,-0.037938,1822
2019-09-30,"Eastanollee","GA","Toccoa","Stephens County",13841,1097,0.011528,0.03243,0.099998,655
2019-09-30,"Conway","PA","Pittsburgh","Beaver County",13842,965,0.005566,0.027856,0.022526,906
2019-09-30,"Delaware Township","PA","Youngstown-Warren-Boardman","Mercer County",13843,704,0.005583,0.02838,0.053257,30
2019-09-30,"Primm Springs","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County",13844,1454,0.003012,0.014084,0.014261,540
2019-09-30,"Princeton Junction","NJ","Trenton","Mercer County",13845,2405,-0.042967,-0.046452,-0.082289,857
2019-09-30,"Ruscombmanor Township","PA","Reading","Berks County",13846,1242,-0.0065,-0.010292,-0.030639,779
2019-09-30,"Blue Eye","MO","Branson","Stone County",13847,938,-0.065548,-0.088588,-0.160935,1407
2019-09-30,"Shorewood Hills","WI","Madison","Dane County",13848,1748,0.009985,0.001053,-0.067702,741
2019-09-30,"Springville","IA","Cedar Rapids","Linn County",13849,1048,-0.009793,0.028321,-0.011818,980
2019-09-30,"Falkner","MS",,"Tippah County",13850,869,-0.008687,-0.009406,0.018504,27
2019-09-30,"Bonner","MT","Missoula","Missoula County",13851,1363,0.004045,-0.000396,0.001135,783
2019-09-30,"River Bend","NC","New Bern","Craven County",13852,981,-0.017417,-0.0348,0.09332,1846
2019-09-30,"Minatare","NE","Scottsbluff","Scotts Bluff County",13853,915,-0.014789,-0.021529,-0.055475,755
2019-09-30,"Boyle","MS","Cleveland","Bolivar County",13854,994,0.010674,0.04005,-0.130838,14
2019-09-30,"Reminderville","OH","Akron","Summit County",13855,1204,0.003737,0.031144,0.034144,2138
2019-09-30,"Bastian","VA",,"Bland County",13856,1115,-0.000483,0.012898,0.057978,867
2019-09-30,"Monroe Township","PA",,"Juniata County",13857,993,-0.00088,0.003495,-0.090713,371
2019-09-30,"Spring Garden-Terra Verde","TX","Corpus Christi","Nueces County",13858,1096,-0.021585,-0.036799,-0.023991,180
2019-09-30,"Hartman","AR",,"Johnson County",13859,667,-0.015735,-0.056425,-0.08308,145
2019-09-30,"Westboro","WI",,"Taylor County",13860,946,0.007571,0.003594,-0.008792,34
2019-09-30,"Belmont","WV",,"Pleasants County",13861,852,0.001551,0.013466,0.011646,607
2019-09-30,"Coffee Springs","AL","Dothan","Geneva County",13862,875,0.004905,0.021682,-0.019307,669
2019-09-30,"Carlock","IL","Bloomington","McLean County",13863,806,0.004379,-0.035741,-0.008081,407
2019-09-30,"Armstrong","OK","Durant","Bryan County",13864,757,0.002802,0.006996,0.01043,23
2019-09-30,"Shippen Township","PA",,"Cameron County",13865,917,-0.003835,-0.003709,-0.040108,52
2019-09-30,"Paul","ID","Burley","Minidoka County",13866,1056,-0.000578,0.013551,0.125863,711
2019-09-30,"Bear Branch","KY",,"Clay County",13867,769,0.000196,-0.004383,0.054207,93
2019-09-30,"Greenfield","IL",,"Greene County",13868,880,0.00148,0.006957,0.075874,43
2019-09-30,"Birdseye","IN","Jasper","Dubois County",13869,807,-0.017542,-0.051374,-0.029124,732
2019-09-30,"Vernon","VT",,"Windham County",13870,1577,0.007849,0.043747,0.044737,76
2019-09-30,"Chinook","MT",,"Blaine County",13871,1035,0.030648,0.082465,-0.054375,788
2019-09-30,"Shelby","MS","Cleveland","Bolivar County",13872,1003,0.015799,0.080389,0.251069,11
2019-09-30,"Aberdeen","OH","Cincinnati","Brown County",13873,986,0.001579,0.029872,0.110409,360
2019-09-30,"Lonaconing","MD","Cumberland","Allegany County",13874,659,-0.030251,-0.127149,-0.266032,388
2019-09-30,"Olton","TX",,"Lamb County",13875,1252,0.002477,0.015417,0.028115,224
2019-09-30,"Woodland","MS",,"Chickasaw County",13876,924,-0.001894,0.013171,0.065552,541
2019-09-30,"Worley","ID","Coeur d'Alene","Kootenai County",13877,1798,0.005911,0.044547,0.051859,1162
2019-09-30,"Saint Hedwig","TX","San Antonio-New Braunfels","Bexar County",13878,1404,0.001762,0.012334,0.021351,561
2019-09-30,"Ider","AL","Fort Payne","De Kalb County",13879,846,0.007484,0.022655,-0.067298,611
2019-09-30,"Maud","OK","Shawnee","Pottawatomie County",13880,762,0.004202,0.014052,-0.006647,594
2019-09-30,"Saratoga","WY",,"Carbon County",13881,974,0.03319,0.071404,0.051617,1397
2019-09-30,"Loyalhanna Township","PA","Pittsburgh","Westmoreland County",13882,820,-0.012981,-0.031562,-0.069597,354
2019-09-30,"Ridgetop","TN","Nashville-Davidson--Murfreesboro--Franklin","Robertson County",13883,1421,-0.025366,-0.016513,0.018399,866
2019-09-30,"Newberry Springs","CA","Riverside-San Bernardino-Ontario","San Bernardino County",13884,1222,0.010539,0.040879,0.043941,640
2019-09-30,"Hoboken","GA","Brunswick","Brantley County",13885,1054,0.006621,0.031178,0.031936,756
2019-09-30,"Garden Ridge","TX","San Antonio-New Braunfels","Comal County",13886,2074,-0.007252,0.016284,-0.034358,1552
2019-09-30,"Hamilton City","CA",,"Glenn County",13887,1736,0.004669,0.044208,0.262503,406
2019-09-30,"Danville","VT",,"Caledonia County",13888,1614,0.000996,0.014699,0.00467,156
2019-09-30,"Runge","TX",,"Karnes County",13889,1139,0.00003,0.010843,-0.0089,318
2019-09-30,"Shady Side","MD","Baltimore-Columbia-Towson","Anne Arundel County",13890,1710,-0.002747,-0.004568,-0.075701,2005
2019-09-30,"Noxapater","MS",,"Winston County",13891,786,-0.011759,-0.016233,0.015333,574
2019-09-30,"Shade Township","PA","Somerset","Somerset County",13892,699,0.018231,0.054873,-0.025387,636
2019-09-30,"Albany","MN","St. Cloud","Stearns County",13893,1054,0.018762,0.063419,0.038893,885
2019-09-30,"Soldiers Grove","WI",,"Crawford County",13894,989,-0.004933,-0.017702,0.045113,63
2019-09-30,"Seaside Heights","NJ","New York-Newark-Jersey City","Ocean County",13895,1635,0.001715,0.010426,-0.012556,2310
2019-09-30,"Randle","WA","Centralia","Lewis County",13896,1107,-0.010162,-0.030831,0.014461,605
2019-09-30,"Burwell","NE",,"Garfield County",13897,815,-0.0004,-0.006031,-0.027296,1003
2019-09-30,"Lockney","TX",,"Floyd County",13898,1181,0.00251,0.033427,0.205467,291
2019-09-30,"Shannon","NC","Lumberton","Robeson County",13899,678,0.003978,-0.001022,-0.128477,42
2019-09-30,"Delaware City","DE","Philadelphia-Camden-Wilmington","New Castle County",13900,1273,0.004959,0.017625,-0.001193,705
2019-09-30,"Hebron","IL","Chicago-Naperville-Elgin","McHenry County",13901,1442,0.004573,0.013945,0.043069,61
2019-09-30,"Sunol","CA","San Francisco-Oakland-Hayward","Alameda County",13902,3318,-0.004109,-0.009856,-0.051248,213
2019-09-30,"Spring Mount","PA","Philadelphia-Camden-Wilmington","Montgomery County",13903,1480,-0.005164,0.010283,0.068809,831
2019-09-30,"Catawba","VA","Roanoke","Roanoke County",13904,1211,-0.00087,0.005081,0.000721,429
2019-09-30,"Town of Bolivar","NY",,"Allegany County",13905,1319,0.008505,0.044608,0.070485,728
2019-09-30,"Waco","KY","Richmond-Berea","Madison County",13906,917,0.003283,0.009646,0.00842,83
2019-09-30,"Centre Township","PA","Selinsgrove","Snyder County",13907,837,-0.010725,-0.027835,-0.163363,20
2019-09-30,"Knox Township","PA",,"Clarion County",13908,614,-0.002208,-0.05411,-0.405985,826
2019-09-30,"Cordova","AK",,"Valdez Cordova Borough",13909,1575,0.010501,0.040066,0.04112,75
2019-09-30,"Balsam Lake","WI",,"Polk County",13910,1058,0.022129,0.022767,0.075812,408
2019-09-30,"Lavallette","NJ","New York-Newark-Jersey City","Ocean County",13911,2154,-0.026646,-0.019713,0.049112,7803
2019-09-30,"Troutdale","VA",,"Grayson County",13912,933,-0.001136,0.01641,-0.03943,656
2019-09-30,"Fayette","UT",,"Sanpete County",13913,1172,-0.000738,-0.004842,0.015623,410
2019-09-30,"Sunset Valley","TX","Austin-Round Rock","Travis County",13914,1682,0.006697,0.019728,-0.010079,300
2019-09-30,"Robinsonville","MS","Memphis","Tunica County",13915,894,-0.000587,0.007608,-0.007447,347
2019-09-30,"Cora","WY",,"Sublette County",13916,1162,0.014225,0.050669,0.03361,352
2019-09-30,"Lamoille","NV","Elko","Elko County",13917,1335,0.011868,0.040416,0.019033,137
2019-09-30,"Swoope","VA","Staunton-Waynesboro","Augusta County",13918,1253,-0.010146,0.002006,-0.006766,683
2019-09-30,"Buffalo Township","PA","Pittsburgh","Washington County",13919,1061,0.00028,0.035534,-0.02876,709
2019-09-30,"Lafayette","WI","Whitewater-Elkhorn","Walworth County",13920,1337,-0.005096,-0.002069,0.068985,84
2019-09-30,"Bluford","IL","Mount Vernon","Jefferson County",13921,1009,-0.033158,-0.025701,0.016158,49
2019-09-30,"Plumerville","AR",,"Conway County",13922,751,-0.00297,-0.002816,-0.016902,753
2019-09-30,"Smith Center","KS",,"Smith County",13923,753,0.005321,0.006543,0.040687,1023
2019-09-30,"Almo","KY","Murray","Calloway County",13924,876,-0.002151,-0.000628,0.014281,385
2019-09-30,"Trinidad","TX","Athens","Henderson County",13925,1407,0.019501,0.115049,0.121342,1074
2019-09-30,"Limestone Township","PA","Lewisburg","Union County",13926,1129,0.022687,0.057707,-0.148443,575
2019-09-30,"Kingston","MI",,"Tuscola County",13927,840,0.004571,0.020982,-0.060847,121
2019-09-30,"Town Of Russell","NY","Ogdensburg-Massena","Saint Lawrence County",13928,952,-0.055365,-0.175396,-0.196759,37
2019-09-30,"Welches","OR","Portland-Vancouver-Hillsboro","Clackamas County",13929,1633,-0.006755,-0.012363,0.014338,1323
2019-09-30,"Pinson","TN","Jackson","Madison County",13930,862,0.006409,0.028421,-0.010995,636
2019-09-30,"Manahawkin","NJ","New York-Newark-Jersey City","Ocean County",13931,1722,-0.005549,-0.017727,-0.001459,973
2019-09-30,"Bayside","CA","Eureka-Arcata-Fortuna","Humboldt County",13932,1840,-0.000017,0.02747,0.000479,182
2019-09-30,"Camden-On-Gauley","WV",,"Webster County",13933,771,-0.000632,-0.000675,-0.045096,64
2019-09-30,"Abrams","WI","Green Bay","Oconto County",13934,999,0.009404,0.026043,-0.006015,62
2019-09-30,"Oktaha","OK","Muskogee","Muskogee County",13935,720,0.012276,0.035704,0.041551,60
2019-09-30,"Holstein","IA",,"Ida County",13936,810,0.006205,0.009113,0.026899,691
2019-09-30,"Seligman","AZ","Prescott","Yavapai County",13937,1343,0.003573,0.010093,0.117375,775
2019-09-30,"Wenonah","NJ","Philadelphia-Camden-Wilmington","Gloucester County",13938,1830,0.005429,0.018239,0.010222,851
2019-09-30,"Pomeroy","WA",,"Garfield County",13939,1395,-0.004036,0.006371,0.042915,281
2019-09-30,"Sunset","SC","Greenville-Anderson-Mauldin","Pickens County",13940,1239,0.022463,0.106618,0.107913,1321
2019-09-30,"Garysburg","NC","Roanoke Rapids","Northampton County",13941,860,0.001158,0.014006,0.057039,724
2019-09-30,"Harmony","MN","Rochester","Fillmore County",13942,1204,-0.005999,-0.011768,0.040621,887
2019-09-30,"Kellogg","MN","Rochester","Wabasha County",13943,1238,0.000451,-0.006062,0.018141,747
2019-09-30,"Garyville","LA","New Orleans-Metairie","Saint John the Baptist Parish",13944,1079,0.007336,0.043428,-0.027034,15
2019-09-30,"New Miami","OH","Cincinnati","Butler County",13945,819,0.002715,0.017871,0.043821,812
2019-09-30,"New Springfield","OH","Youngstown-Warren-Boardman","Mahoning County",13946,942,0.011268,0.018482,0.058919,528
2019-09-30,"Port Orford","OR","Brookings","Curry County",13947,1359,0.008717,0.018604,-0.01043,991
2019-09-30,"Reelsville","IN","Indianapolis-Carmel-Anderson","Putnam County",13948,1000,0.00331,0.016023,0.104602,675
2019-09-30,"Guilford","VT",,"Windham County",13949,1386,0.000591,0.005801,-0.446615,61
2019-09-30,"Hancock","ME",,"Hancock County",13950,1329,-0.001251,0.025404,0.111962,234
2019-09-30,"Emigsville","PA","York-Hanover","York County",13951,1175,0.00057,0.008635,0.057184,978
2019-09-30,"Stringer","MS","Laurel","Jasper County",13952,889,0.018817,0.032422,-0.008291,650
2019-09-30,"Polk","OH","Ashland","Ashland County",13953,692,0.000643,-0.021985,-0.181036,663
2019-09-30,"Tamworth","NH",,"Carroll County",13954,1421,0.000733,0.006498,-0.005721,1673
2019-09-30,"Florahome","FL","Palatka","Putnam County",13955,911,-0.009621,-0.037133,0.043466,574
2019-09-30,"Simmesport","LA",,"Avoyelles Parish",13956,859,0.016873,0.005826,-0.048794,29
2019-09-30,"Westfield Township","PA",,"Tioga County",13957,1014,-0.001835,0.005781,0.118041,809
2019-09-30,"Berwick Township","PA","Gettysburg","Adams County",13958,1270,-0.00161,0.013033,0.05185,757
2019-09-30,"Red Level","AL",,"Covington County",13959,856,0.001511,0.011432,-0.023279,586
2019-09-30,"Vandalia","MI","South Bend-Mishawaka","Cass County",13960,1014,-0.004354,0.009779,-0.015879,280
2019-09-30,"Lyerly","GA","Summerville","Chattooga County",13961,1050,0.027699,0.107791,0.081947,610
2019-09-30,"Saint James City","FL","Cape Coral-Fort Myers","Lee County",13962,1843,-0.009118,-0.0446,0.003106,2025
2019-09-30,"Falls Township","PA","Scranton--Wilkes-Barre--Hazleton","Wyoming County",13963,1147,-0.00399,0.022124,0.083589,49
2019-09-30,"West Paris","ME",,"Oxford County",13964,1192,-0.012544,-0.029602,-0.001041,122
2019-09-30,"Glendale","KY","Elizabethtown-Fort Knox","Hardin County",13965,1042,0.005585,0.021347,0.022847,670
2019-09-30,"Walnutport","PA","Allentown-Bethlehem-Easton","Northampton County",13966,1268,-0.007801,0.002136,0.061427,824
2019-09-30,"Surry","VA",,"Surry County",13967,1375,0.006759,0.025596,0.03288,118
2019-09-30,"Newbury","VT","Claremont-Lebanon","Orange County",13968,1533,-0.001011,-0.006414,-0.03952,100
2019-09-30,"Lowhill Township","PA","Allentown-Bethlehem-Easton","Lehigh County",13969,1470,0.008346,0.008045,-0.021087,899
2019-09-30,"Washington Township","PA",,"Clarion County",13970,610,-0.008901,-0.048787,-0.330261,616
2019-09-30,"Newark","AR","Batesville","Independence County",13971,823,0.032704,0.05697,-0.060221,304
2019-09-30,"Sontag","MS",,"Lawrence County",13972,834,-0.003518,-0.00571,-0.010742,398
2019-09-30,"Junction City","OH","Columbus","Perry County",13973,845,0.000952,0.013082,0.01466,817
2019-09-30,"Stockbridge","MA","Pittsfield","Berkshire County",13974,1753,-0.013493,-0.045979,-0.04925,1523
2019-09-30,"Patterson","IA","Des Moines-West Des Moines","Madison County",13975,831,-0.009533,-0.020663,-0.084316,57
2019-09-30,"Bement","IL","Champaign-Urbana","Piatt County",13976,1082,-0.00632,-0.031383,-0.017656,73
2019-09-30,"Flower Hill","NY","New York-Newark-Jersey City","Nassau County",13977,3490,0.004231,0.015134,-0.012733,872
2019-09-30,"Waverly","GA","St. Marys","Camden County",13978,1280,0.006515,0.03117,0.079683,969
2019-09-30,"Buckfield","ME",,"Oxford County",13979,1173,-0.00992,-0.028409,-0.014993,211
2019-09-30,"Hillman","MN",,"Morrison County",13980,1154,-0.00038,0.002339,-0.119724,1004
2019-09-30,"Weldon","NC","Roanoke Rapids","Halifax County",13981,837,0.005105,0.023188,0.05389,899
2019-09-30,"Ringwood","IL","Chicago-Naperville-Elgin","McHenry County",13982,1727,-0.008643,-0.008874,-0.005038,332
2019-09-30,"Stilesville","IN","Indianapolis-Carmel-Anderson","Hendricks County",13983,1230,0.008776,0.013537,0.01797,417
2019-09-30,"Granite Shoals","TX",,"Burnet County",13984,1216,-0.001999,-0.004862,-0.020713,2035
2019-09-30,"New Eagle","PA","Pittsburgh","Washington County",13985,763,0.015741,0.040616,-0.032864,724
2019-09-30,"Doniphan","NE","Grand Island","Hall County",13986,1138,-0.000467,0.020603,0.030629,651
2019-09-30,"Seligman","MO",,"Barry County",13987,818,0.001227,0.01175,0.037449,538
2019-09-30,"Van Meter","IA","Des Moines-West Des Moines","Dallas County",13988,1341,0.000034,0.019215,0.044667,993
2019-09-30,"Leechburg","PA","Pittsburgh","Armstrong County",13989,867,-0.024534,-0.002072,-0.096504,892
2019-09-30,"Cleona","PA","Lebanon","Lebanon County",13990,974,-0.000541,0.017004,-0.013518,820
2019-09-30,"Boulevard Gardens","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",13991,1473,-0.001291,0.000363,0.039581,626
2019-09-30,"Lower Tyrone Township","PA","Pittsburgh","Fayette County",13992,790,0.003833,0.007554,-0.055264,307
2019-09-30,"Jewell","IA",,"Hamilton County",13993,888,-0.005204,-0.019748,-0.104677,712
2019-09-30,"Osyka","MS","McComb","Pike County",13994,751,0.00706,-0.032781,-0.05791,602
2019-09-30,"Bronson","TX",,"Sabine County",13995,1136,0.000214,0.016636,0.044105,289
2019-09-30,"Butler","MO","Kansas City","Bates County",13996,795,0.004543,0.011251,0.033485,1644
2019-09-30,"Fountaintown","IN","Indianapolis-Carmel-Anderson","Shelby County",13997,1061,-0.015325,-0.013909,-0.035588,987
2019-09-30,"Amity","NY",,"Allegany County",13998,1410,0.008084,0.02936,-0.015544,477
2019-09-30,"Mount Hood Parkdale","OR","Hood River","Hood River County",13999,1792,-0.001631,-0.012301,0.039374,1007
2019-09-30,"Poland","NY","Jamestown-Dunkirk-Fredonia","Chautauqua County",14000,841,-0.000979,-0.007759,0.035096,789
2019-09-30,"Montvale","VA","Lynchburg","Bedford County",14001,1053,-0.003953,-0.009095,-0.075428,626
2019-09-30,"Free Union","VA","Charlottesville","Albemarle County",14002,1940,-0.007279,-0.011428,0.064452,563
2019-09-30,"Corydon","KY","Evansville","Henderson County",14003,870,0.00279,0.0174,0.022306,781
2019-09-30,"Wakefield","NE","Sioux City","Dixon County",14004,1031,0.008239,-0.000133,-0.060046,719
2019-09-30,"Riley","IN","Terre Haute","Vigo County",14005,735,-0.004487,-0.000175,0.027384,5
2019-09-30,"Pleasant City","OH","Cambridge","Guernsey County",14006,836,-0.009579,-0.007889,-0.032823,434
2019-09-30,"Keene","TX","Dallas-Fort Worth-Arlington","Johnson County",14007,1193,0.007252,0.033684,-0.035519,897
2019-09-30,"Garrison","KY",,"Lewis County",14008,798,0.001016,-0.003909,-0.044331,594
2019-09-30,"Henderson","MD",,"Caroline County",14009,1502,0.001429,0.014858,0.022282,426
2019-09-30,"Tuftonboro","NH",,"Carroll County",14010,1680,0.003044,0.01109,-0.020525,1973
2019-09-30,"Salem","SD","Sioux Falls","McCook County",14011,924,-0.007631,-0.008579,0.012121,636
2019-09-30,"Jefferson Township","PA","Scranton--Wilkes-Barre--Hazleton","Lackawanna County",14012,1097,-0.008437,-0.051372,-0.117029,175
2019-09-30,"Vina","AL",,"Franklin County",14013,827,0.008806,0.030957,-0.010939,605
2019-09-30,"Hinton","IA","Sioux City","Plymouth County",14014,1060,-0.024209,-0.02717,-0.037015,778
2019-09-30,"Ridgebury Township","PA","Sayre","Bradford County",14015,1066,-0.019226,0.014867,-0.024979,598
2019-09-30,"Waldo","FL","Gainesville","Alachua County",14016,1149,0.001305,-0.015296,0.019598,562
2019-09-30,"Van Lear","KY",,"Johnson County",14017,783,0.000755,-0.002674,-0.026918,629
2019-09-30,"Chaptico","MD","California-Lexington Park","Saint Marys County",14018,1506,0.003814,0.028216,0.000869,692
2019-09-30,"Heflin","LA","Shreveport-Bossier City","Webster Parish",14019,836,-0.056793,-0.07029,-0.079015,24
2019-09-30,"Glenwillow","OH","Cleveland-Elyria","Cuyahoga County",14020,1407,0.004488,0.018895,0.015705,254
2019-09-30,"Frankford Township","NJ","New York-Newark-Jersey City","Sussex County",14021,1963,0.020672,0.035009,0.043502,986
2019-09-30,"New Knoxville","OH","Wapakoneta","Auglaize County",14022,1010,-0.00362,-0.000269,0.079897,608
2019-09-30,"Anderson","AL","Florence-Muscle Shoals","Lauderdale County",14023,787,0.017618,0.049079,-0.110103,727
2019-09-30,"Searsport","ME",,"Waldo County",14024,1223,-0.003485,-0.00468,0.060411,254
2019-09-30,"Long Grove","IA","Davenport-Moline-Rock Island","Scott County",14025,1146,0.002716,0.011852,0.017679,1716
2019-09-30,"Oakfield","WI","Fond du Lac","Fond du Lac County",14026,863,-0.004313,0.016559,-0.022104,372
2019-09-30,"Lewis Township","PA","Sunbury","Northumberland County",14027,793,-0.018774,-0.074131,-0.10914,47
2019-09-30,"Bradley","WV","Beckley","Raleigh County",14028,846,0.007464,0.044421,0.0711,611
2019-09-30,"Mendon","IL","Quincy","Adams County",14029,974,-0.046457,-0.059841,-0.025748,13
2019-09-30,"Pittsville","MD","Salisbury","Wicomico County",14030,1201,0.001604,-0.000427,-0.031258,1019
2019-09-30,"Forest City","PA",,"Susquehanna County",14031,1140,0.000681,0.009532,-0.025325,152
2019-09-30,"Dalton Gardens","ID","Coeur d'Alene","Kootenai County",14032,1635,0.003431,0.021369,0.009138,1127
2019-09-30,"Fries","VA",,"Grayson County",14033,927,0.000127,0.016746,0.127082,1141
2019-09-30,"South Mahoning Township","PA","Indiana","Indiana County",14034,798,0.009284,0.018848,-0.164073,494
2019-09-30,"Ocean Ridge","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",14035,5335,-0.000266,-0.006031,0.029975,1680
2019-09-30,"Ray","OH",,"Vinton County",14036,870,0.013492,0.023801,0.041584,589
2019-09-30,"Jasper","AR","Harrison","Newton County",14037,883,0.011133,0.046145,0.065623,476
2019-09-30,"Bovina","TX",,"Parmer County",14038,1119,-0.004211,0.019816,0.0715,425
2019-09-30,"Bridgeport","NE",,"Morrill County",14039,879,0.000962,0.012099,-0.018139,862
2019-09-30,"Woodside","DE","Dover","Kent County",14040,1333,0.011648,0.019251,0.032874,43
2019-09-30,"Bailey","MS","Meridian","Lauderdale County",14041,863,-0.00152,0.009396,0.000909,110
2019-09-30,"Harborcreek Township","PA","Erie","Erie County",14042,828,-0.011836,-0.018212,-0.091457,719
2019-09-30,"Chandler","OK","Oklahoma City","Lincoln County",14043,865,0.001798,0.007858,0.054444,1229
2019-09-30,"Rollinsville","CO","Denver-Aurora-Lakewood","Gilpin County",14044,1924,0.032451,0.103685,0.138503,43
2019-09-30,"Grafton","IL","St. Louis","Jersey County",14045,1152,0.001461,0.019971,0.071282,796
2019-09-30,"Ocean View","HI","Hilo","Hawaii County",14046,1451,0.007469,0.012122,0.005751,2169
2019-09-30,"Detroit Beach","MI",,"Clare County",14047,899,-0.092908,-0.080205,-0.066716,120
2019-09-30,"Southmont","PA","Johnstown","Cambria County",14048,664,0.004892,0.032142,-0.002641,717
2019-09-30,"Abington Township","PA","Scranton--Wilkes-Barre--Hazleton","Lackawanna County",14049,1410,0.00072,0.03283,-0.022763,163
2019-09-30,"Hartland","CT","Hartford-West Hartford-East Hartford","Hartford County",14050,1409,0.000904,-0.018916,0.023743,869
2019-09-30,"Creola","AL","Mobile","Mobile County",14051,1045,0.050401,0.192655,0.189157,661
