"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-09-30,"10025","NY","New York-Newark-Jersey City","New York County","New York",0,3842,0.003303,-0.002909,0.023605,30458
2019-09-30,"60657","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1,2218,0.007628,0.037825,0.043853,31921
2019-09-30,"10023","NY","New York-Newark-Jersey City","New York County","New York",2,4095,0.007849,0.010625,0.00645,35900
2019-09-30,"77494","TX","Houston-The Woodlands-Sugar Land","Harris County","Katy",3,1761,0.002952,0.004899,-0.008134,42821
2019-09-30,"60614","IL","Chicago-Naperville-Elgin","Cook County","Chicago",4,2457,0.005887,0.034627,0.05628,35423
2019-09-30,"77449","TX","Houston-The Woodlands-Sugar Land","Harris County","Katy",5,1416,0.003858,0.007241,-0.004357,39739
2019-09-30,"10002","NY","New York-Newark-Jersey City","New York County","New York",6,3825,0.008292,0.02257,0.068115,12303
2019-09-30,"77084","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",7,1409,0.004934,0.011388,0.001693,30383
2019-09-30,"79936","TX","El Paso","El Paso County","El Paso",8,938,0.001683,0.007352,-0.012528,32411
2019-09-30,"60640","IL","Chicago-Naperville-Elgin","Cook County","Chicago",9,1652,0.000932,0.007792,-0.01019,21621
2019-09-30,"11226","NY","New York-Newark-Jersey City","Kings County","New York",10,2164,0.011176,0.022014,0.02636,10846
2019-09-30,"10467","NY","New York-Newark-Jersey City","Bronx County","New York",11,1714,0.004643,0.00107,0.019712,11423
2019-09-30,"78660","TX","Austin-Round Rock","Travis County","Pflugerville",12,1481,0.004945,0.020497,0.027398,33920
2019-09-30,"94109","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",13,4465,-0.000589,0.003833,0.022208,9858
2019-09-30,"00926","LA",,"Sabine Parish","Zwolle",14,852,-0.002579,-0.024741,0.047403,33
2019-09-30,"10016","NY","New York-Newark-Jersey City","New York County","New York",15,3361,0.007339,0.02487,0.031169,30727
2019-09-30,"37013","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",16,1332,-0.005004,-0.002427,-0.003384,28384
2019-09-30,"32162","FL","The Villages","Sumter County","The Villages",17,1512,-0.007127,-0.049964,-0.120779,35430
2019-09-30,"60647","IL","Chicago-Naperville-Elgin","Cook County","Chicago",18,1998,0.006974,0.044863,0.088822,22335
2019-09-30,"11201","NY","New York-Newark-Jersey City","Kings County","New York",19,2916,0.006682,0.021882,-0.010099,27287
2019-09-30,"11235","NY","New York-Newark-Jersey City","Kings County","New York",20,2094,0.00021,0.008577,0.030595,30076
2019-09-30,"11375","NY","New York-Newark-Jersey City","Queens County","New York",21,2049,-0.000159,-0.000343,-0.050315,43207
2019-09-30,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Hawthorne",22,2627,0.0032,0.003466,-0.030428,15032
2019-09-30,"78130","TX","San Antonio-New Braunfels","Comal County","New Braunfels",23,1375,-0.000512,0.000811,0.000943,30536
2019-09-30,"37211","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",24,1363,0.005717,0.011415,0.016323,24948
2019-09-30,"10029","NY","New York-Newark-Jersey City","New York County","New York",25,3198,-0.008184,-0.021635,0.003485,7656
2019-09-30,"10009","NY","New York-Newark-Jersey City","New York County","New York",26,3610,-0.001533,0.005247,0.115392,7533
2019-09-30,"77573","TX","Houston-The Woodlands-Sugar Land","Galveston County","League City",27,1350,-0.005816,-0.016221,-0.020625,32408
2019-09-30,"60618","IL","Chicago-Naperville-Elgin","Cook County","Chicago",28,1860,0.005985,0.02743,0.05715,22058
2019-09-30,"77584","TX","Houston-The Woodlands-Sugar Land","Brazoria County","Pearland",29,1573,-0.004977,-0.001795,0.010196,29246
2019-09-30,"10011","NY","New York-Newark-Jersey City","New York County","New York",30,3904,-0.002122,0.008361,-0.001722,28263
2019-09-30,"20002","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",31,2331,0.003802,0.007581,0.011299,26059
2019-09-30,"10128","NY","New York-Newark-Jersey City","New York County","New York",32,3741,-0.004347,-0.029608,-0.051342,25048
2019-09-30,"28269","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",33,1295,0.000072,0.000499,0.035504,29341
2019-09-30,"78613","TX","Austin-Round Rock","Williamson County","Cedar Park",34,1518,0.00264,0.011813,0.003987,30138
2019-09-30,"77433","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",35,1509,0.006737,0.023908,0.029054,37836
2019-09-30,"78572","TX","McAllen-Edinburg-Mission","Hidalgo County","Mission",36,820,0.000395,-0.00034,-0.021331,21710
2019-09-30,"30349","GA","Atlanta-Sandy Springs-Roswell","Clayton County","Riverdale",37,1180,0.006045,0.015502,0.047839,30418
2019-09-30,"79912","TX","El Paso","El Paso County","El Paso",38,1134,0.005772,0.020122,0.034181,22968
2019-09-30,"75052","TX","Dallas-Fort Worth-Arlington","Dallas County","Grand Prairie",39,1317,0.000303,0.005406,0.004993,29820
2019-09-30,"94565","CA","San Francisco-Oakland-Hayward","Contra Costa County","Pittsburg",40,2308,0.002769,0.011324,0.0548,47470
2019-09-30,"37042","TN","Clarksville","Montgomery County","Clarksville",41,881,0.007632,0.017339,-0.018102,30205
2019-09-30,"11206","NY","New York-Newark-Jersey City","Kings County","New York",42,2671,0.011439,0.035539,0.063038,11565
2019-09-30,"73099","OK","Oklahoma City","Canadian County","Yukon",43,1155,0.000912,0.005548,0.013982,28253
2019-09-30,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",44,3207,0.005538,0.007409,-0.007074,12785
2019-09-30,"20009","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",45,2617,0.002498,0.009082,0.029961,20826
2019-09-30,"77429","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",46,1336,0.001658,-0.002429,-0.015501,32424
2019-09-30,"78245","TX","San Antonio-New Braunfels","Bexar County","San Antonio",47,1241,-0.001673,-0.006788,-0.000483,30014
2019-09-30,"77479","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Sugar Land",48,1765,-0.002752,-0.004361,-0.012629,30546
2019-09-30,"10462","NY","New York-Newark-Jersey City","Bronx County","New York",49,1682,0.009252,0.034693,0.017432,10381
2019-09-30,"10456","NY","New York-Newark-Jersey City","Bronx County","New York",50,1907,0.025058,0.054506,0.028094,3897
2019-09-30,"60613","IL","Chicago-Naperville-Elgin","Cook County","Chicago",51,1765,0.003792,0.022988,0.018327,25609
2019-09-30,"30044","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",52,1382,0.001487,0.009343,0.030747,29977
2019-09-30,"10019","NY","New York-Newark-Jersey City","New York County","New York",53,3823,0.005441,0.010456,-0.001743,21665
2019-09-30,"63376","MO","St. Louis","Saint Charles County","Saint Peters",54,1169,-0.004689,-0.005722,-0.011487,30027
2019-09-30,"10003","NY","New York-Newark-Jersey City","New York County","New York",55,4248,-0.013071,-0.021465,-0.069052,23099
2019-09-30,"28277","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",56,1575,0.005555,0.017316,0.040634,29827
2019-09-30,"60625","IL","Chicago-Naperville-Elgin","Cook County","Chicago",57,1708,0.003001,0.016807,0.035188,16014
2019-09-30,"30043","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",58,1470,0.001079,0.013666,0.027174,30439
2019-09-30,"11230","NY","New York-Newark-Jersey City","Kings County","New York",59,2089,0.003119,0.009953,0.009356,17784
2019-09-30,"11212","NY","New York-Newark-Jersey City","Kings County","New York",60,2092,0.003441,0.011373,0.061204,7711
2019-09-30,"77036","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",61,1163,0.003175,0.000888,-0.027686,11528
2019-09-30,"10463","NY","New York-Newark-Jersey City","New York County","New York",62,2024,0.011601,0.015645,0.050665,22823
2019-09-30,"60629","IL","Chicago-Naperville-Elgin","Cook County","Chicago",63,1344,0.00216,0.012449,-0.002515,21709
2019-09-30,"11209","NY","New York-Newark-Jersey City","Kings County","New York",64,2080,-0.00049,-0.000033,-0.01983,23217
2019-09-30,"30096","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Duluth",65,1441,0.001497,0.00644,0.027836,19544
2019-09-30,"11221","NY","New York-Newark-Jersey City","Kings County","New York",66,2514,0.008157,0.025677,0.032717,20311
2019-09-30,"07030","NJ","New York-Newark-Jersey City","Hudson County","Hoboken",67,2575,0.0059,0.016703,-0.001934,22102
2019-09-30,"98052","WA","Seattle-Tacoma-Bellevue","King County","Redmond",68,2370,0.003485,0.021136,0.048575,26045
2019-09-30,"30024","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Suwanee",69,1627,0.00369,0.014412,0.013747,30966
2019-09-30,"60610","IL","Chicago-Naperville-Elgin","Cook County","Chicago",70,2165,-0.000966,0.02188,0.037238,29299
2019-09-30,"78704","TX","Austin-Round Rock","Travis County","Austin",71,1869,0.003323,0.016518,0.035758,19917
2019-09-30,"77077","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",72,1393,-0.000245,-0.00428,-0.018784,17718
2019-09-30,"85032","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",73,1439,0.00774,0.028616,0.055519,24056
2019-09-30,"77379","TX","Houston-The Woodlands-Sugar Land","Harris County","Spring",74,1391,0.015174,0.023228,-0.007204,28771
2019-09-30,"75287","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",75,1367,-0.004899,-0.018622,-0.058918,10241
2019-09-30,"10024","NY","New York-Newark-Jersey City","New York County","New York",76,4269,0.015675,0.000548,-0.059625,26719
2019-09-30,"78666","TX","Austin-Round Rock","Hays County","San Marcos",77,1366,-0.002251,0.003768,0.0191,12584
2019-09-30,"21234","MD","Baltimore-Columbia-Towson","Baltimore County","Parkville",78,1452,0.006716,0.009933,-0.008134,20863
2019-09-30,"33160","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Sunny Isles Beach",79,2468,0.001107,0.003349,0.017562,48846
2019-09-30,"23464","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",80,1451,0.001636,0.008038,0.015551,26042
2019-09-30,"34787","FL","Orlando-Kissimmee-Sanford","Orange County","Winter Garden",81,1446,0.008522,0.021658,0.057647,27631
2019-09-30,"78521","TX","Brownsville-Harlingen","Cameron County","Brownsville",82,824,-0.003888,-0.009773,0.045195,20657
2019-09-30,"08701","NJ","New York-Newark-Jersey City","Ocean County","Lakewood Township",83,1822,-0.000026,0.007102,0.017322,24797
2019-09-30,"75243","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",84,1178,0.001101,0.001286,0.024525,14561
2019-09-30,"11214","NY","New York-Newark-Jersey City","Kings County","New York",85,2104,0.005534,0.015151,0.035016,19170
2019-09-30,"28027","NC","Charlotte-Concord-Gastonia","Cabarrus County","Concord",86,1260,-0.005699,-0.00851,0.016764,24329
2019-09-30,"11207","NY","New York-Newark-Jersey City","Kings County","New York",87,2241,-0.000125,0.009236,0.001301,15494
2019-09-30,"94501","CA","San Francisco-Oakland-Hayward","Alameda County","Alameda",88,3221,-0.003281,-0.009547,-0.005733,14768
2019-09-30,"02169","MA","Boston-Cambridge-Newton","Norfolk County","Quincy",89,2179,0.010403,0.029044,0.053934,18179
2019-09-30,"33411","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Royal Palm Beach",90,1533,0.004713,0.013102,0.027411,32936
2019-09-30,"11229","NY","New York-Newark-Jersey City","Kings County","New York",91,2089,0.005061,0.014656,0.032209,22158
2019-09-30,"60619","IL","Chicago-Naperville-Elgin","Cook County","Chicago",92,1216,0.000888,0.002777,-0.011447,17053
2019-09-30,"78745","TX","Austin-Round Rock","Travis County","Austin",93,1519,0.008268,0.028554,0.017693,21662
2019-09-30,"94110","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",94,4447,0.003299,0.011846,0.018366,10460
2019-09-30,"23462","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",95,1384,0.001573,0.012066,0.01995,23676
2019-09-30,"33025","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Miramar",96,1597,0.002382,0.005855,0.028255,29561
2019-09-30,"10458","NY","New York-Newark-Jersey City","Bronx County","New York",97,1728,0.014243,0.04583,0.064701,4558
2019-09-30,"75067","TX","Dallas-Fort Worth-Arlington","Denton County","Lewisville",98,1457,-0.004133,-0.025906,-0.045829,15406
2019-09-30,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",99,3176,0.005825,0.014674,0.023893,8072
2019-09-30,"80134","CO","Denver-Aurora-Lakewood","Douglas County","Parker",100,2030,0.002015,0.010991,0.009707,25481
2019-09-30,"33139","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",101,2282,0.001091,0.007563,0.03063,42899
2019-09-30,"60611","IL","Chicago-Naperville-Elgin","Cook County","Chicago",102,2253,0.009068,0.039814,0.033556,35594
2019-09-30,"95630","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Folsom",103,1867,0.004865,0.015045,0.038631,24274
2019-09-30,"48197","MI","Ann Arbor","Washtenaw County","Ypsilanti",104,1306,-0.066295,-0.050677,-0.059807,16689
2019-09-30,"44107","OH","Cleveland-Elyria","Cuyahoga County","Lakewood",105,1098,0.001972,0.01641,0.068792,18984
2019-09-30,"66062","KS","Kansas City","Johnson County","Olathe",106,1292,-0.003744,0.000857,0.019246,24249
2019-09-30,"11211","NY","New York-Newark-Jersey City","Kings County","New York",107,3062,0.010853,0.04702,0.080013,11520
2019-09-30,"44035","OH","Cleveland-Elyria","Lorain County","Elyria",108,802,0.004133,0.022261,0.019248,22248
2019-09-30,"85281","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Tempe",109,1453,0.008837,0.03277,0.06594,16606
2019-09-30,"11377","NY","New York-Newark-Jersey City","Queens County","New York",110,2116,0.004007,0.00654,-0.037781,18976
2019-09-30,"10453","NY","New York-Newark-Jersey City","Bronx County","New York",111,1816,0.015212,0.036479,0.082303,2222
2019-09-30,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",112,2208,-0.000104,0.000985,-0.021684,16486
2019-09-30,"07302","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",113,2533,0.006275,0.022157,0.021062,14986
2019-09-30,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Norwalk",114,2352,0.003547,0.012238,-0.002643,23578
2019-09-30,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",115,2317,-0.000329,0.003362,-0.032573,14779
2019-09-30,"85710","AZ","Tucson","Pima County","Tucson",116,1183,0.005315,0.017009,0.049089,18297
2019-09-30,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange County","Westminster",117,2635,0.003352,0.006533,-0.016173,18712
2019-09-30,"85225","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",118,1394,0.007555,0.028099,0.059656,23301
2019-09-30,"11234","NY","New York-Newark-Jersey City","Kings County","New York",119,2204,0.002677,0.01301,0.054093,27633
2019-09-30,"30281","GA","Atlanta-Sandy Springs-Roswell","Henry County","Stockbridge",120,1249,0.004454,0.014199,0.043737,23656
2019-09-30,"37075","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County","Hendersonville",121,1451,0.001642,0.004201,-0.013,25116
2019-09-30,"11355","NY","New York-Newark-Jersey City","Queens County","New York",122,2122,0.002547,0.002425,-0.042127,21886
2019-09-30,"11238","NY","New York-Newark-Jersey City","Kings County","New York",123,2680,0.00474,0.008258,-0.016321,16722
2019-09-30,"78641","TX","Austin-Round Rock","Williamson County","Leander",124,1496,0.019869,0.022133,0.023568,30051
2019-09-30,"10314","NY","New York-Newark-Jersey City","Richmond County","New York",125,2076,0.004163,0.008399,0.048592,29232
2019-09-30,"19143","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",126,1198,0.003197,0.021073,0.015984,24299
2019-09-30,"79938","TX","El Paso","El Paso County","El Paso",127,971,0.00877,-0.008621,-0.098095,30956
2019-09-30,"91709","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Chino Hills",128,2357,0.002237,0.001386,0.008793,24234
2019-09-30,"11215","NY","New York-Newark-Jersey City","Kings County","New York",129,2665,0.003916,0.009748,0.018266,25511
2019-09-30,"10452","NY","New York-Newark-Jersey City","Bronx County","New York",130,1875,0.026925,0.078344,0.209808,2186
2019-09-30,"60617","IL","Chicago-Naperville-Elgin","Cook County","Chicago",131,1228,-0.00002,0.001826,-0.000939,21506
2019-09-30,"87114","NM","Albuquerque","Bernalillo County","Albuquerque",132,1176,0.008087,0.028267,0.000348,23037
2019-09-30,"32210","FL","Jacksonville","Duval County","Jacksonville",133,1086,0.003654,0.016242,0.054029,22184
2019-09-30,"43081","OH","Columbus","Franklin County","Westerville",134,1324,-0.001767,-0.009229,0.009799,22441
2019-09-30,"94558","CA","Napa","Napa County","Napa",135,2933,0.004196,0.006644,0.023932,21576
2019-09-30,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",136,2837,0.006046,0.011135,0.034742,11114
2019-09-30,"76063","TX","Dallas-Fort Worth-Arlington","Tarrant County","Mansfield",137,1431,0.004441,0.001576,-0.006721,22695
2019-09-30,"77459","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Missouri City",138,1726,0.005345,0.008109,0.001687,26736
2019-09-30,"91910","CA","San Diego-Carlsbad","San Diego County","Chula Vista",139,2408,0.003966,0.016389,0.042279,17140
2019-09-30,"27587","NC","Raleigh","Wake County","Wake Forest",140,1377,-0.001557,0.000984,0.00274,26697
2019-09-30,"30040","GA","Atlanta-Sandy Springs-Roswell","Forsyth County","Cumming",141,1726,0.001388,-0.001464,0.013069,29601
2019-09-30,"93722","CA","Fresno","Fresno County","Fresno",142,1274,0.006004,0.020943,0.067376,22549
2019-09-30,"97229","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",143,1685,0.003237,0.015875,-0.005489,23115
2019-09-30,"06010","CT","Hartford-West Hartford-East Hartford","Hartford County","Bristol",144,1181,0.000844,-0.001765,0.024282,39093
2019-09-30,"17603","PA","Lancaster","Lancaster County","Lancaster Township",145,1179,0.001451,0.010144,0.020443,23386
2019-09-30,"76028","TX","Dallas-Fort Worth-Arlington","Johnson County","Burleson",146,1227,0.010733,0.012932,-0.034661,24875
2019-09-30,"33908","FL","Cape Coral-Fort Myers","Lee County","Fort Myers",147,1757,-0.005092,-0.019424,0.010733,25488
2019-09-30,"43123","OH","Columbus","Franklin County","Grove City",148,1232,0.000997,-0.012549,-0.011345,23737
2019-09-30,"75056","TX","Dallas-Fort Worth-Arlington","Denton County","The Colony",149,1553,0.002491,0.006895,0.015459,21076
2019-09-30,"89108","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",150,1217,0.003819,0.020977,0.053783,22784
2019-09-30,"85308","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Glendale",151,1426,0.008334,0.024251,0.061282,24598
2019-09-30,"78577","TX","McAllen-Edinburg-Mission","Hidalgo County","Pharr",152,825,-0.004517,-0.013387,-0.022436,17548
2019-09-30,"78240","TX","San Antonio-New Braunfels","Bexar County","San Antonio",153,1289,-0.001853,-0.009267,-0.002017,14711
2019-09-30,"94533","CA","Vallejo-Fairfield","Solano County","Fairfield",154,2038,0.006339,0.033608,0.072471,19941
2019-09-30,"87111","NM","Albuquerque","Bernalillo County","Albuquerque",155,1248,0.004269,0.016868,0.02034,20227
2019-09-30,"14850","NY","Ithaca","Tompkins County","Town Of Ithaca",156,1549,-0.001515,-0.021932,0.020302,13817
2019-09-30,"00725","UT",,"Kane County","Caguas",157,954,-0.016059,-0.061828,-0.067293,32
2019-09-30,"33024","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pembroke Pines",158,1602,0.000425,0.004143,0.017162,28249
2019-09-30,"98012","WA","Seattle-Tacoma-Bellevue","Snohomish County","Bothell",159,2230,0.00152,0.011101,0.010072,27518
2019-09-30,"48180","MI","Detroit-Warren-Dearborn","Wayne County","Taylor",160,958,0.007814,0.027585,0.027833,22036
2019-09-30,"77845","TX","College Station-Bryan","Brazos County","College Station",161,1160,-0.015775,-0.033705,-0.06615,24362
2019-09-30,"30318","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",162,1636,0.003012,0.010321,0.046694,22498
2019-09-30,"44060","OH","Cleveland-Elyria","Lake County","Mentor",163,1188,0.00681,0.02453,0.049573,25515
2019-09-30,"85364","AZ","Yuma","Yuma County","Yuma",164,904,0.002537,0.01257,0.053515,19234
2019-09-30,"95608","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Carmichael",165,1793,0.002218,0.009925,0.027822,18584
2019-09-30,"43055","OH","Columbus","Licking County","Newark",166,962,0.012339,0.063684,0.082511,21964
2019-09-30,"11385","NY","New York-Newark-Jersey City","Queens County","New York",167,2186,-0.000865,-0.000518,-0.004371,20256
2019-09-30,"33647","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",168,1387,0.001257,0.003417,0.017813,24965
2019-09-30,"92677","CA","Los Angeles-Long Beach-Anaheim","Orange County","Laguna Niguel",169,2931,0.000024,0.007593,0.006158,27247
2019-09-30,"44256","OH","Cleveland-Elyria","Medina County","Medina",170,1351,-0.001525,0.030418,0.091719,24179
2019-09-30,"02148","MA","Boston-Cambridge-Newton","Middlesex County","Malden",171,2399,0.00768,0.035098,0.056289,15061
2019-09-30,"15601","PA","Pittsburgh","Westmoreland County","Greensburg",172,883,0.007336,0.024071,0.011918,9066
2019-09-30,"80013","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",173,1599,0.002721,0.01475,0.028024,26770
2019-09-30,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",174,3440,0.006103,0.014511,-0.006184,13508
2019-09-30,"20906","MD","Washington-Arlington-Alexandria","Montgomery County","Silver Spring",175,1868,0.00964,0.027974,0.031192,25890
2019-09-30,"47906","IN","Lafayette-West Lafayette","Tippecanoe County","West Lafayette",176,1199,0.015199,0.032365,0.021893,14439
2019-09-30,"65807","MO","Springfield","Greene County","Springfield",177,751,0.009581,0.028132,0.028473,17108
2019-09-30,"06902","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",178,2193,0.002195,0.013223,0.001624,33394
2019-09-30,"45011","OH","Cincinnati","Butler County","Hamilton",179,956,0.000016,0.03078,0.018401,23191
2019-09-30,"30188","GA","Atlanta-Sandy Springs-Roswell","Cherokee County","Woodstock",180,1478,0.002563,0.012383,0.031184,26624
2019-09-30,"92336","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Fontana",181,2021,0.006125,0.016891,0.040666,28259
2019-09-30,"99301","WA","Kennewick-Richland","Franklin County","Pasco",182,1211,0.024483,0.022747,-0.053326,20629
2019-09-30,"10468","NY","New York-Newark-Jersey City","Bronx County","New York",183,1754,0.0092,0.018474,0.025126,4754
2019-09-30,"11373","NY","New York-Newark-Jersey City","Queens County","New York",184,2086,-0.000914,-0.000369,-0.062833,19266
2019-09-30,"65203","MO","Columbia","Boone County","Columbia",185,997,-0.000475,0.009079,-0.003815,21953
2019-09-30,"28078","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Huntersville",186,1380,0.004493,0.019863,0.055026,24856
2019-09-30,"60620","IL","Chicago-Naperville-Elgin","Cook County","Chicago",187,1224,0.00117,0.001451,-0.029436,16653
2019-09-30,"46307","IN","Chicago-Naperville-Elgin","Lake County","Crown Point",188,1283,0.002327,0.003364,-0.002836,25854
2019-09-30,"95823","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",189,1615,0.007006,0.024541,0.031955,17928
2019-09-30,"92345","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Hesperia",190,1381,0.006265,0.016774,0.043735,25920
2019-09-30,"27610","NC","Raleigh","Wake County","Raleigh",191,1177,0.002321,0.005498,-0.003766,22082
2019-09-30,"34135","FL","Cape Coral-Fort Myers","Lee County","Bonita Springs",192,1888,-0.009234,-0.029524,0.020935,27572
2019-09-30,"87120","NM","Albuquerque","Bernalillo County","Albuquerque",193,1163,0.003207,0.015651,-0.004319,23441
2019-09-30,"27410","NC","Greensboro-High Point","Guilford County","Greensboro",194,1026,0.008414,0.025001,0.057213,19649
2019-09-30,"75035","TX","Dallas-Fort Worth-Arlington","Collin County","Frisco",195,1913,0.002019,0.01608,0.028141,26917
2019-09-30,"98103","WA","Seattle-Tacoma-Bellevue","King County","Seattle",196,2158,0.006808,0.026278,0.014324,19548
2019-09-30,"77450","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Cinco Ranch",197,1584,0.006703,0.011683,0.009522,21747
2019-09-30,"95747","CA","Sacramento--Roseville--Arden-Arcade","Placer County","Roseville",198,2146,0.008727,0.020456,0.020196,26013
2019-09-30,"89121","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",199,1313,0.003524,0.017246,0.055093,18766
2019-09-30,"27406","NC","Greensboro-High Point","Guilford County","Greensboro",200,801,-0.000712,0.003802,0.037732,19821
2019-09-30,"92804","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",201,2381,-0.000405,0.000536,-0.014086,15033
2019-09-30,"08753","NJ","New York-Newark-Jersey City","Ocean County","Toms River",202,1851,0.003475,0.015272,0.014472,25175
2019-09-30,"75228","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",203,1221,0.003301,0.001483,0.01792,16753
2019-09-30,"92126","CA","San Diego-Carlsbad","San Diego County","San Diego",204,2470,0.0023,0.009811,0.029289,22865
2019-09-30,"10028","NY","New York-Newark-Jersey City","New York County","New York",205,4179,-0.000852,-0.035131,-0.110165,22461
2019-09-30,"60634","IL","Chicago-Naperville-Elgin","Cook County","Chicago",206,1677,0.00332,0.017959,0.054636,21451
2019-09-30,"20011","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",207,2089,-0.000251,0.011005,-0.007844,18978
2019-09-30,"43130","OH","Columbus","Fairfield County","Lancaster",208,1123,0.001372,0.039943,0.129654,20336
2019-09-30,"76244","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",209,1448,0.001026,0.001141,0.001443,24669
2019-09-30,"92503","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",210,2027,0.004171,0.015072,0.050391,21527
2019-09-30,"91911","CA","San Diego-Carlsbad","San Diego County","Chula Vista",211,2314,0.006707,0.015392,0.039961,16455
2019-09-30,"29732","SC","Charlotte-Concord-Gastonia","York County","Rock Hill",212,1080,-0.005507,0.009129,0.080626,3217
2019-09-30,"32218","FL","Jacksonville","Duval County","Jacksonville",213,1087,0.007487,0.010985,0.018358,21798
2019-09-30,"22191","VA","Washington-Arlington-Alexandria","Prince William County","Woodbridge",214,1852,0.003372,0.01165,0.009234,21303
2019-09-30,"28314","NC","Fayetteville","Cumberland County","Fayetteville",215,838,0.002896,0.011269,0.02853,20417
2019-09-30,"32256","FL","Jacksonville","Duval County","Jacksonville",216,1294,0.004096,0.014036,0.048596,18770
2019-09-30,"11233","NY","New York-Newark-Jersey City","Kings County","New York",217,2356,0.004085,0.016706,0.025744,13915
2019-09-30,"23320","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City","Chesapeake",218,1454,0.002215,0.004176,-0.011928,23885
2019-09-30,"40475","KY","Richmond-Berea","Madison County","Richmond",219,835,0.003386,0.003039,-0.04258,2929
2019-09-30,"21740","MD","Hagerstown-Martinsburg","Washington County","Hagerstown",220,1001,0.011806,0.023211,0.006611,19365
